,건축년도,주택유형,본번,부번,층,도로명,단지명,전용면적...,시군구
1392,1989,아파트,303,0,6,장안로 199,동신3단지,69.18,경기도 수원시 장안구 정자동
1393,1989,아파트,303,0,6,장안로 200,동신3단지,84.93,경기도 수원시 장안구 정자동
1394,1989,아파트,303,0,7,장안로 200,동신3단지,84.93,경기도 수원시 장안구 정자동
1395,1989,아파트,303,0,8,장안로 200,동신3단지,84.93,경기도 수원시 장안구 정자동
1396,1989,아파트,303,0,10,장안로 200,동신3단지,84.93,경기도 수원시 장안구 정자동
1397,1989,아파트,303,0,11,장안로 199,동신3단지,69.18,경기도 수원시 장안구 정자동
1398,1989,아파트,303,0,12,장안로 199,동신3단지,69.18,경기도 수원시 장안구 정자동
1399,1989,아파트,303,0,12,장안로 200,동신3단지,84.93,경기도 수원시 장안구 정자동
1400,1989,아파트,303,0,14,장안로 199,동신3단지,69.18,경기도 수원시 장안구 정자동
1401,1989,아파트,303,0,14,장안로 200,동신3단지,84.93,경기도 수원시 장안구 정자동
1402,1989,아파트,303,0,15,장안로 200,동신3단지,84.93,경기도 수원시 장안구 정자동
1403,2009,아파트,303,3,2,장다리로306번길 45,수정,84.9,경기도 수원시 팔달구 인계동
1404,2020,아파트,305,10,4,갓매산로76번길 10,루체스타,14.89,경기도 수원시 팔달구 고등동
1405,2020,아파트,305,10,9,갓매산로76번길 10,루체스타,14.89,경기도 수원시 팔달구 고등동
1406,2020,아파트,305,10,13,갓매산로76번길 10,루체스타,14.89,경기도 수원시 팔달구 고등동
1407,2000,아파트,306,1,1,고현로5번길 25,거산1,84.69,경기도 수원시 권선구 고색동
1408,2000,아파트,306,1,3,고현로5번길 25,거산1,84.69,경기도 수원시 권선구 고색동
1409,2000,아파트,306,1,5,고현로5번길 25,거산1,59.76,경기도 수원시 권선구 고색동
1410,2000,아파트,306,1,7,고현로5번길 25,거산1,84.69,경기도 수원시 권선구 고색동
1411,2000,아파트,306,1,8,고현로5번길 25,거산1,59.76,경기도 수원시 권선구 고색동
1412,2000,아파트,306,1,9,고현로5번길 25,거산1,59.76,경기도 수원시 권선구 고색동
1413,2000,아파트,306,1,10,고현로5번길 25,거산1,84.69,경기도 수원시 권선구 고색동
1414,2000,아파트,306,1,11,고현로5번길 25,거산1,84.69,경기도 수원시 권선구 고색동
1415,2000,아파트,306,1,12,고현로5번길 25,거산1,84.69,경기도 수원시 권선구 고색동
1416,2000,아파트,306,1,14,고현로5번길 25,거산1,84.69,경기도 수원시 권선구 고색동
1417,1997,아파트,308,1,4,정조로 941,동성영화타운,59.84,경기도 수원시 장안구 영화동
1418,1997,아파트,308,1,5,정조로 941,동성영화타운,59.84,경기도 수원시 장안구 영화동
1419,1997,아파트,308,1,8,정조로 941,동성영화타운,134.88,경기도 수원시 장안구 영화동
1420,1997,아파트,308,1,12,정조로 941,동성영화타운,59.84,경기도 수원시 장안구 영화동
1421,1997,아파트,308,1,14,정조로 941,동성영화타운,84.97,경기도 수원시 장안구 영화동
1422,1997,아파트,308,1,15,정조로 941,동성영화타운,84.92,경기도 수원시 장안구 영화동
1423,1997,아파트,308,1,15,정조로 941,동성영화타운,134.88,경기도 수원시 장안구 영화동
1424,1997,아파트,308,1,18,정조로 941,동성영화타운,59.84,경기도 수원시 장안구 영화동
1425,1997,아파트,308,1,18,정조로 941,동성영화타운,84.97,경기도 수원시 장안구 영화동
1426,1997,아파트,308,1,18,정조로 941,동성영화타운,134.88,경기도 수원시 장안구 영화동
1427,2021,아파트,310,0,1,고등로 15,수원역푸르지오자이,59.99,경기도 수원시 팔달구 고등동
1428,2021,아파트,310,0,1,고등로 15,수원역푸르지오자이,74.98,경기도 수원시 팔달구 고등동
1429,2021,아파트,310,0,1,고등로 15,수원역푸르지오자이,84.98,경기도 수원시 팔달구 고등동
1430,2021,아파트,310,0,1,고등로 15,수원역푸르지오자이,84.99,경기도 수원시 팔달구 고등동
1431,2021,아파트,310,0,2,고등로 15,수원역푸르지오자이,59.99,경기도 수원시 팔달구 고등동
1432,2021,아파트,310,0,2,고등로 15,수원역푸르지오자이,74.98,경기도 수원시 팔달구 고등동
1433,2021,아파트,310,0,2,고등로 15,수원역푸르지오자이,74.99,경기도 수원시 팔달구 고등동
1434,2021,아파트,310,0,2,고등로 15,수원역푸르지오자이,84.99,경기도 수원시 팔달구 고등동
1435,2021,아파트,310,0,3,고등로 15,수원역푸르지오자이,59.99,경기도 수원시 팔달구 고등동
1436,2021,아파트,310,0,3,고등로 15,수원역푸르지오자이,74.98,경기도 수원시 팔달구 고등동
1437,2021,아파트,310,0,3,고등로 15,수원역푸르지오자이,74.99,경기도 수원시 팔달구 고등동
1438,2021,아파트,310,0,3,고등로 15,수원역푸르지오자이,84.99,경기도 수원시 팔달구 고등동
1439,2021,아파트,310,0,4,고등로 15,수원역푸르지오자이,59.99,경기도 수원시 팔달구 고등동
1440,2021,아파트,310,0,4,고등로 15,수원역푸르지오자이,74.98,경기도 수원시 팔달구 고등동
1441,2021,아파트,310,0,4,고등로 15,수원역푸르지오자이,74.99,경기도 수원시 팔달구 고등동
1442,2021,아파트,310,0,4,고등로 15,수원역푸르지오자이,84.98,경기도 수원시 팔달구 고등동
1443,2021,아파트,310,0,4,고등로 15,수원역푸르지오자이,84.99,경기도 수원시 팔달구 고등동
1444,2021,아파트,310,0,5,고등로 15,수원역푸르지오자이,59.99,경기도 수원시 팔달구 고등동
1445,2021,아파트,310,0,5,고등로 15,수원역푸르지오자이,74.98,경기도 수원시 팔달구 고등동
1446,2021,아파트,310,0,5,고등로 15,수원역푸르지오자이,74.99,경기도 수원시 팔달구 고등동
1447,2021,아파트,310,0,5,고등로 15,수원역푸르지오자이,84.98,경기도 수원시 팔달구 고등동
1448,2021,아파트,310,0,5,고등로 15,수원역푸르지오자이,84.99,경기도 수원시 팔달구 고등동
1449,2021,아파트,310,0,6,고등로 15,수원역푸르지오자이,59.99,경기도 수원시 팔달구 고등동
1450,2021,아파트,310,0,6,고등로 15,수원역푸르지오자이,74.98,경기도 수원시 팔달구 고등동
1451,2021,아파트,310,0,6,고등로 15,수원역푸르지오자이,74.99,경기도 수원시 팔달구 고등동
1452,2021,아파트,310,0,6,고등로 15,수원역푸르지오자이,84.99,경기도 수원시 팔달구 고등동
1453,2021,아파트,310,0,7,고등로 15,수원역푸르지오자이,59.99,경기도 수원시 팔달구 고등동
1454,2021,아파트,310,0,7,고등로 15,수원역푸르지오자이,74.98,경기도 수원시 팔달구 고등동
1455,2021,아파트,310,0,7,고등로 15,수원역푸르지오자이,74.99,경기도 수원시 팔달구 고등동
1456,2021,아파트,310,0,7,고등로 15,수원역푸르지오자이,84.99,경기도 수원시 팔달구 고등동
1457,2021,아파트,310,0,8,고등로 15,수원역푸르지오자이,59.99,경기도 수원시 팔달구 고등동
1458,2021,아파트,310,0,8,고등로 15,수원역푸르지오자이,74.98,경기도 수원시 팔달구 고등동
1459,2021,아파트,310,0,8,고등로 15,수원역푸르지오자이,74.99,경기도 수원시 팔달구 고등동
1460,2021,아파트,310,0,8,고등로 15,수원역푸르지오자이,84.99,경기도 수원시 팔달구 고등동
1461,2021,아파트,310,0,9,고등로 15,수원역푸르지오자이,59.99,경기도 수원시 팔달구 고등동
1462,2021,아파트,310,0,9,고등로 15,수원역푸르지오자이,74.98,경기도 수원시 팔달구 고등동
1463,2021,아파트,310,0,9,고등로 15,수원역푸르지오자이,74.99,경기도 수원시 팔달구 고등동
1464,2021,아파트,310,0,9,고등로 15,수원역푸르지오자이,84.98,경기도 수원시 팔달구 고등동
1465,2021,아파트,310,0,9,고등로 15,수원역푸르지오자이,84.99,경기도 수원시 팔달구 고등동
1466,2021,아파트,310,0,10,고등로 15,수원역푸르지오자이,59.99,경기도 수원시 팔달구 고등동
1467,2021,아파트,310,0,10,고등로 15,수원역푸르지오자이,74.98,경기도 수원시 팔달구 고등동
1468,2021,아파트,310,0,10,고등로 15,수원역푸르지오자이,74.99,경기도 수원시 팔달구 고등동
1469,2021,아파트,310,0,10,고등로 15,수원역푸르지오자이,84.99,경기도 수원시 팔달구 고등동
1470,2021,아파트,310,0,11,고등로 15,수원역푸르지오자이,59.99,경기도 수원시 팔달구 고등동
1471,2021,아파트,310,0,11,고등로 15,수원역푸르지오자이,74.98,경기도 수원시 팔달구 고등동
1472,2021,아파트,310,0,11,고등로 15,수원역푸르지오자이,74.99,경기도 수원시 팔달구 고등동
1473,2021,아파트,310,0,11,고등로 15,수원역푸르지오자이,84.99,경기도 수원시 팔달구 고등동
1474,2021,아파트,310,0,12,고등로 15,수원역푸르지오자이,59.99,경기도 수원시 팔달구 고등동
1475,2021,아파트,310,0,12,고등로 15,수원역푸르지오자이,74.98,경기도 수원시 팔달구 고등동
1476,2021,아파트,310,0,12,고등로 15,수원역푸르지오자이,84.99,경기도 수원시 팔달구 고등동
1477,2021,아파트,310,0,13,고등로 15,수원역푸르지오자이,59.99,경기도 수원시 팔달구 고등동
1478,2021,아파트,310,0,13,고등로 15,수원역푸르지오자이,74.98,경기도 수원시 팔달구 고등동
1479,2021,아파트,310,0,13,고등로 15,수원역푸르지오자이,84.99,경기도 수원시 팔달구 고등동
1480,2021,아파트,310,0,14,고등로 15,수원역푸르지오자이,74.98,경기도 수원시 팔달구 고등동
1481,2021,아파트,310,0,14,고등로 15,수원역푸르지오자이,74.99,경기도 수원시 팔달구 고등동
1482,2021,아파트,310,0,14,고등로 15,수원역푸르지오자이,84.98,경기도 수원시 팔달구 고등동
1483,2021,아파트,310,0,14,고등로 15,수원역푸르지오자이,84.99,경기도 수원시 팔달구 고등동
1484,2021,아파트,310,0,15,고등로 15,수원역푸르지오자이,74.98,경기도 수원시 팔달구 고등동
1485,2021,아파트,310,0,15,고등로 15,수원역푸르지오자이,74.99,경기도 수원시 팔달구 고등동
1486,2021,아파트,310,0,15,고등로 15,수원역푸르지오자이,84.98,경기도 수원시 팔달구 고등동
1487,2021,아파트,310,0,15,고등로 15,수원역푸르지오자이,84.99,경기도 수원시 팔달구 고등동
1488,2021,아파트,310,0,16,고등로 15,수원역푸르지오자이,59.99,경기도 수원시 팔달구 고등동
1489,2021,아파트,310,0,16,고등로 15,수원역푸르지오자이,74.98,경기도 수원시 팔달구 고등동
1490,2021,아파트,310,0,16,고등로 15,수원역푸르지오자이,74.99,경기도 수원시 팔달구 고등동
1491,2021,아파트,310,0,16,고등로 15,수원역푸르지오자이,84.98,경기도 수원시 팔달구 고등동
1492,2021,아파트,310,0,16,고등로 15,수원역푸르지오자이,84.99,경기도 수원시 팔달구 고등동
1493,2021,아파트,310,0,17,고등로 15,수원역푸르지오자이,59.99,경기도 수원시 팔달구 고등동
1494,2021,아파트,310,0,17,고등로 15,수원역푸르지오자이,74.98,경기도 수원시 팔달구 고등동
1495,2021,아파트,310,0,17,고등로 15,수원역푸르지오자이,74.99,경기도 수원시 팔달구 고등동
1496,2021,아파트,310,0,17,고등로 15,수원역푸르지오자이,84.99,경기도 수원시 팔달구 고등동
1497,2021,아파트,310,0,18,고등로 15,수원역푸르지오자이,59.99,경기도 수원시 팔달구 고등동
1498,2021,아파트,310,0,18,고등로 15,수원역푸르지오자이,74.98,경기도 수원시 팔달구 고등동
1499,2021,아파트,310,0,18,고등로 15,수원역푸르지오자이,84.98,경기도 수원시 팔달구 고등동
1500,2021,아파트,310,0,18,고등로 15,수원역푸르지오자이,84.99,경기도 수원시 팔달구 고등동
1501,2021,아파트,310,0,19,고등로 15,수원역푸르지오자이,74.98,경기도 수원시 팔달구 고등동
1502,2021,아파트,310,0,20,고등로 15,수원역푸르지오자이,74.98,경기도 수원시 팔달구 고등동
1503,1979,아파트,312,1,5,팔달문로53번길 4,여울,63.37,경기도 수원시 팔달구 지동
1504,1988,아파트,313,1,1,장안로 211,동신2단지,43.02,경기도 수원시 장안구 정자동
1505,1988,아파트,313,1,1,장안로 211,동신2단지,48.23,경기도 수원시 장안구 정자동
1506,1988,아파트,313,1,1,장안로 211,동신2단지,59.66,경기도 수원시 장안구 정자동
1507,1988,아파트,313,1,1,장안로 211,동신2단지,63.29,경기도 수원시 장안구 정자동
1508,1988,아파트,313,1,1,장안로 211,동신2단지,69.14,경기도 수원시 장안구 정자동
1509,1988,아파트,313,1,2,장안로 211,동신2단지,43.02,경기도 수원시 장안구 정자동
1510,1988,아파트,313,1,2,장안로 211,동신2단지,48.23,경기도 수원시 장안구 정자동
1511,1988,아파트,313,1,2,장안로 211,동신2단지,59.66,경기도 수원시 장안구 정자동
1512,1988,아파트,313,1,2,장안로 211,동신2단지,63.29,경기도 수원시 장안구 정자동
1513,1988,아파트,313,1,2,장안로 211,동신2단지,69.14,경기도 수원시 장안구 정자동
1514,1988,아파트,313,1,3,장안로 211,동신2단지,43.02,경기도 수원시 장안구 정자동
1515,1988,아파트,313,1,3,장안로 211,동신2단지,48.23,경기도 수원시 장안구 정자동
1516,1988,아파트,313,1,3,장안로 211,동신2단지,59.66,경기도 수원시 장안구 정자동
1517,1988,아파트,313,1,3,장안로 211,동신2단지,63.29,경기도 수원시 장안구 정자동
1518,1988,아파트,313,1,3,장안로 211,동신2단지,69.14,경기도 수원시 장안구 정자동
1519,1988,아파트,313,1,3,장안로 211,동신2단지,84.98,경기도 수원시 장안구 정자동
1520,1988,아파트,313,1,4,장안로 211,동신2단지,43.02,경기도 수원시 장안구 정자동
1521,1988,아파트,313,1,4,장안로 211,동신2단지,48.23,경기도 수원시 장안구 정자동
1522,1988,아파트,313,1,4,장안로 211,동신2단지,59.66,경기도 수원시 장안구 정자동
1523,1988,아파트,313,1,4,장안로 211,동신2단지,63.29,경기도 수원시 장안구 정자동
1524,1988,아파트,313,1,4,장안로 211,동신2단지,69.14,경기도 수원시 장안구 정자동
1525,1988,아파트,313,1,4,장안로 211,동신2단지,84.98,경기도 수원시 장안구 정자동
1526,1988,아파트,313,1,5,장안로 211,동신2단지,43.02,경기도 수원시 장안구 정자동
1527,1988,아파트,313,1,5,장안로 211,동신2단지,48.23,경기도 수원시 장안구 정자동
1528,1988,아파트,313,1,5,장안로 211,동신2단지,59.66,경기도 수원시 장안구 정자동
1529,1988,아파트,313,1,5,장안로 211,동신2단지,63.29,경기도 수원시 장안구 정자동
1530,1988,아파트,313,1,5,장안로 211,동신2단지,69.14,경기도 수원시 장안구 정자동
1531,1988,아파트,313,1,6,장안로 211,동신2단지,43.02,경기도 수원시 장안구 정자동
1532,1988,아파트,313,1,6,장안로 211,동신2단지,48.23,경기도 수원시 장안구 정자동
1533,1988,아파트,313,1,6,장안로 211,동신2단지,59.66,경기도 수원시 장안구 정자동
1534,1988,아파트,313,1,6,장안로 211,동신2단지,63.29,경기도 수원시 장안구 정자동
1535,1988,아파트,313,1,6,장안로 211,동신2단지,69.14,경기도 수원시 장안구 정자동
1536,1988,아파트,313,1,6,장안로 211,동신2단지,84.98,경기도 수원시 장안구 정자동
1537,1988,아파트,313,1,7,장안로 211,동신2단지,43.02,경기도 수원시 장안구 정자동
1538,1988,아파트,313,1,7,장안로 211,동신2단지,48.23,경기도 수원시 장안구 정자동
1539,1988,아파트,313,1,7,장안로 211,동신2단지,59.66,경기도 수원시 장안구 정자동
1540,1988,아파트,313,1,7,장안로 211,동신2단지,63.29,경기도 수원시 장안구 정자동
1541,1988,아파트,313,1,7,장안로 211,동신2단지,69.14,경기도 수원시 장안구 정자동
1542,1988,아파트,313,1,7,장안로 211,동신2단지,84.98,경기도 수원시 장안구 정자동
1543,1988,아파트,313,1,8,장안로 211,동신2단지,43.02,경기도 수원시 장안구 정자동
1544,1988,아파트,313,1,8,장안로 211,동신2단지,48.23,경기도 수원시 장안구 정자동
1545,1988,아파트,313,1,8,장안로 211,동신2단지,59.66,경기도 수원시 장안구 정자동
1546,1988,아파트,313,1,8,장안로 211,동신2단지,63.29,경기도 수원시 장안구 정자동
1547,1988,아파트,313,1,8,장안로 211,동신2단지,69.14,경기도 수원시 장안구 정자동
1548,1988,아파트,313,1,8,장안로 211,동신2단지,84.98,경기도 수원시 장안구 정자동
1549,1988,아파트,313,1,9,장안로 211,동신2단지,43.02,경기도 수원시 장안구 정자동
1550,1988,아파트,313,1,9,장안로 211,동신2단지,48.23,경기도 수원시 장안구 정자동
1551,1988,아파트,313,1,9,장안로 211,동신2단지,59.66,경기도 수원시 장안구 정자동
1552,1988,아파트,313,1,9,장안로 211,동신2단지,63.29,경기도 수원시 장안구 정자동
1553,1988,아파트,313,1,9,장안로 211,동신2단지,69.14,경기도 수원시 장안구 정자동
1554,1988,아파트,313,1,10,장안로 211,동신2단지,43.02,경기도 수원시 장안구 정자동
1555,1988,아파트,313,1,10,장안로 211,동신2단지,48.23,경기도 수원시 장안구 정자동
1556,1988,아파트,313,1,10,장안로 211,동신2단지,59.66,경기도 수원시 장안구 정자동
1557,1988,아파트,313,1,10,장안로 211,동신2단지,63.29,경기도 수원시 장안구 정자동
1558,1988,아파트,313,1,10,장안로 211,동신2단지,69.14,경기도 수원시 장안구 정자동
1559,1988,아파트,313,1,10,장안로 211,동신2단지,84.98,경기도 수원시 장안구 정자동
1560,1988,아파트,313,1,11,장안로 211,동신2단지,43.02,경기도 수원시 장안구 정자동
1561,1988,아파트,313,1,11,장안로 211,동신2단지,48.23,경기도 수원시 장안구 정자동
1562,1988,아파트,313,1,11,장안로 211,동신2단지,59.66,경기도 수원시 장안구 정자동
1563,1988,아파트,313,1,11,장안로 211,동신2단지,63.29,경기도 수원시 장안구 정자동
1564,1988,아파트,313,1,11,장안로 211,동신2단지,69.14,경기도 수원시 장안구 정자동
1565,1988,아파트,313,1,11,장안로 211,동신2단지,84.98,경기도 수원시 장안구 정자동
1566,1988,아파트,313,1,12,장안로 211,동신2단지,43.02,경기도 수원시 장안구 정자동
1567,1988,아파트,313,1,12,장안로 211,동신2단지,48.23,경기도 수원시 장안구 정자동
1568,1988,아파트,313,1,12,장안로 211,동신2단지,59.66,경기도 수원시 장안구 정자동
1569,1988,아파트,313,1,12,장안로 211,동신2단지,63.29,경기도 수원시 장안구 정자동
1570,1988,아파트,313,1,12,장안로 211,동신2단지,69.14,경기도 수원시 장안구 정자동
1571,1988,아파트,313,1,12,장안로 211,동신2단지,84.98,경기도 수원시 장안구 정자동
1572,1988,아파트,313,1,13,장안로 211,동신2단지,43.02,경기도 수원시 장안구 정자동
1573,1988,아파트,313,1,13,장안로 211,동신2단지,48.23,경기도 수원시 장안구 정자동
1574,1988,아파트,313,1,13,장안로 211,동신2단지,59.66,경기도 수원시 장안구 정자동
1575,1988,아파트,313,1,13,장안로 211,동신2단지,69.14,경기도 수원시 장안구 정자동
1576,1988,아파트,313,1,13,장안로 211,동신2단지,84.98,경기도 수원시 장안구 정자동
1577,1988,아파트,313,1,14,장안로 211,동신2단지,43.02,경기도 수원시 장안구 정자동
1578,1988,아파트,313,1,14,장안로 211,동신2단지,48.23,경기도 수원시 장안구 정자동
1579,1988,아파트,313,1,14,장안로 211,동신2단지,59.66,경기도 수원시 장안구 정자동
1580,1988,아파트,313,1,14,장안로 211,동신2단지,69.14,경기도 수원시 장안구 정자동
1581,1988,아파트,313,1,14,장안로 211,동신2단지,84.98,경기도 수원시 장안구 정자동
1582,1988,아파트,313,1,15,장안로 211,동신2단지,43.02,경기도 수원시 장안구 정자동
1583,1988,아파트,313,1,15,장안로 211,동신2단지,48.23,경기도 수원시 장안구 정자동
1584,1988,아파트,313,1,15,장안로 211,동신2단지,59.66,경기도 수원시 장안구 정자동
1585,1988,아파트,313,1,15,장안로 211,동신2단지,69.14,경기도 수원시 장안구 정자동
1586,1988,아파트,313,1,15,장안로 211,동신2단지,84.98,경기도 수원시 장안구 정자동
1587,1997,아파트,319,0,1,화산로 263,신일,59.92,경기도 수원시 장안구 율전동
1588,1997,아파트,319,0,1,화산로 263,신일,84.89,경기도 수원시 장안구 율전동
1589,1997,아파트,319,0,2,화산로 263,신일,59.92,경기도 수원시 장안구 율전동
1590,1997,아파트,319,0,2,화산로 263,신일,84.89,경기도 수원시 장안구 율전동
1591,1997,아파트,319,0,3,화산로 263,신일,59.92,경기도 수원시 장안구 율전동
1592,1997,아파트,319,0,3,화산로 263,신일,84.89,경기도 수원시 장안구 율전동
1593,1997,아파트,319,0,3,화산로 263,신일,126.91,경기도 수원시 장안구 율전동
1594,1997,아파트,319,0,4,화산로 263,신일,59.92,경기도 수원시 장안구 율전동
1595,1997,아파트,319,0,4,화산로 263,신일,84.89,경기도 수원시 장안구 율전동
1596,1997,아파트,319,0,5,화산로 263,신일,59.92,경기도 수원시 장안구 율전동
1597,1997,아파트,319,0,5,화산로 263,신일,84.89,경기도 수원시 장안구 율전동
1598,1997,아파트,319,0,5,화산로 263,신일,126.91,경기도 수원시 장안구 율전동
1599,1997,아파트,319,0,6,화산로 263,신일,59.92,경기도 수원시 장안구 율전동
1600,1997,아파트,319,0,7,화산로 263,신일,59.92,경기도 수원시 장안구 율전동
1601,1997,아파트,319,0,7,화산로 263,신일,84.89,경기도 수원시 장안구 율전동
1602,1997,아파트,319,0,7,화산로 263,신일,126.91,경기도 수원시 장안구 율전동
1603,1997,아파트,319,0,8,화산로 263,신일,59.92,경기도 수원시 장안구 율전동
1604,1997,아파트,319,0,8,화산로 263,신일,84.89,경기도 수원시 장안구 율전동
1605,1997,아파트,319,0,9,화산로 263,신일,84.89,경기도 수원시 장안구 율전동
1606,1997,아파트,319,0,11,화산로 263,신일,59.92,경기도 수원시 장안구 율전동
1607,1997,아파트,319,0,12,화산로 263,신일,59.92,경기도 수원시 장안구 율전동
1608,1997,아파트,319,0,13,화산로 263,신일,59.92,경기도 수원시 장안구 율전동
1609,1997,아파트,319,0,13,화산로 263,신일,84.89,경기도 수원시 장안구 율전동
1610,1997,아파트,319,0,14,화산로 263,신일,59.92,경기도 수원시 장안구 율전동
1611,1997,아파트,319,0,14,화산로 263,신일,84.89,경기도 수원시 장안구 율전동
1612,1997,아파트,319,0,15,화산로 263,신일,59.92,경기도 수원시 장안구 율전동
1613,1997,아파트,319,0,15,화산로 263,신일,84.89,경기도 수원시 장안구 율전동
1614,1997,아파트,319,0,16,화산로 263,신일,59.92,경기도 수원시 장안구 율전동
1615,1997,아파트,319,0,17,화산로 263,신일,59.92,경기도 수원시 장안구 율전동
1616,1997,아파트,319,0,17,화산로 263,신일,84.89,경기도 수원시 장안구 율전동
1617,1997,아파트,319,0,17,화산로 263,신일,126.91,경기도 수원시 장안구 율전동
1618,1997,아파트,319,0,18,화산로 263,신일,59.92,경기도 수원시 장안구 율전동
1619,1997,아파트,319,0,18,화산로 263,신일,84.89,경기도 수원시 장안구 율전동
1620,1997,아파트,319,0,19,화산로 263,신일,59.92,경기도 수원시 장안구 율전동
1621,1997,아파트,319,0,19,화산로 263,신일,84.89,경기도 수원시 장안구 율전동
1622,1997,아파트,319,0,20,화산로 263,신일,59.92,경기도 수원시 장안구 율전동
1623,1997,아파트,319,0,20,화산로 263,신일,84.89,경기도 수원시 장안구 율전동
1624,1980,아파트,319,6,1,장다리로306번길 13,신반포수원(한신),55.27,경기도 수원시 팔달구 인계동
1625,1982,아파트,319,6,1,장다리로306번길 13,신반포수원(한신),52.68,경기도 수원시 팔달구 인계동
1626,1983,아파트,319,6,1,장다리로306번길 13,신반포수원(한신),42.07,경기도 수원시 팔달구 인계동
1627,1983,아파트,319,6,1,장다리로306번길 13,신반포수원(한신),42.17,경기도 수원시 팔달구 인계동
1628,1983,아파트,319,6,1,장다리로306번길 13,신반포수원(한신),60.66,경기도 수원시 팔달구 인계동
1629,1980,아파트,319,6,2,장다리로306번길 13,신반포수원(한신),41.78,경기도 수원시 팔달구 인계동
1630,1980,아파트,319,6,2,장다리로306번길 13,신반포수원(한신),55.27,경기도 수원시 팔달구 인계동
1631,1981,아파트,319,6,2,장다리로306번길 13,신반포수원(한신),41.85,경기도 수원시 팔달구 인계동
1632,1980,아파트,319,6,3,장다리로306번길 13,신반포수원(한신),41.78,경기도 수원시 팔달구 인계동
1633,1980,아파트,319,6,3,장다리로306번길 13,신반포수원(한신),55.27,경기도 수원시 팔달구 인계동
1634,1981,아파트,319,6,3,장다리로306번길 13,신반포수원(한신),41.85,경기도 수원시 팔달구 인계동
1635,1983,아파트,319,6,3,장다리로306번길 13,신반포수원(한신),52.68,경기도 수원시 팔달구 인계동
1636,1981,아파트,319,6,4,장다리로306번길 13,신반포수원(한신),41.85,경기도 수원시 팔달구 인계동
1637,1981,아파트,319,6,4,장다리로306번길 13,신반포수원(한신),52.69,경기도 수원시 팔달구 인계동
1638,1983,아파트,319,6,4,장다리로306번길 13,신반포수원(한신),42.07,경기도 수원시 팔달구 인계동
1639,1983,아파트,319,6,4,장다리로306번길 13,신반포수원(한신),42.16,경기도 수원시 팔달구 인계동
1640,1983,아파트,319,6,4,장다리로306번길 13,신반포수원(한신),60.46,경기도 수원시 팔달구 인계동
1641,1980,아파트,319,6,5,장다리로306번길 13,신반포수원(한신),41.78,경기도 수원시 팔달구 인계동
1642,1980,아파트,319,6,6,장다리로306번길 13,신반포수원(한신),41.78,경기도 수원시 팔달구 인계동
1643,1981,아파트,319,6,6,장다리로306번길 13,신반포수원(한신),41.85,경기도 수원시 팔달구 인계동
1644,1981,아파트,319,6,6,장다리로306번길 13,신반포수원(한신),52.69,경기도 수원시 팔달구 인계동
1645,1982,아파트,319,6,6,장다리로306번길 13,신반포수원(한신),82.71,경기도 수원시 팔달구 인계동
1646,1983,아파트,319,6,6,장다리로306번길 13,신반포수원(한신),41.72,경기도 수원시 팔달구 인계동
1647,1983,아파트,319,6,6,장다리로306번길 13,신반포수원(한신),42.17,경기도 수원시 팔달구 인계동
1648,1981,아파트,319,6,7,장다리로306번길 13,신반포수원(한신),41.85,경기도 수원시 팔달구 인계동
1649,1981,아파트,319,6,7,장다리로306번길 13,신반포수원(한신),52.69,경기도 수원시 팔달구 인계동
1650,1980,아파트,319,6,8,장다리로306번길 13,신반포수원(한신),41.78,경기도 수원시 팔달구 인계동
1651,1980,아파트,319,6,8,장다리로306번길 13,신반포수원(한신),55.27,경기도 수원시 팔달구 인계동
1652,1981,아파트,319,6,8,장다리로306번길 13,신반포수원(한신),41.85,경기도 수원시 팔달구 인계동
1653,1982,아파트,319,6,8,장다리로306번길 13,신반포수원(한신),52.68,경기도 수원시 팔달구 인계동
1654,1983,아파트,319,6,8,장다리로306번길 13,신반포수원(한신),60.46,경기도 수원시 팔달구 인계동
1655,1980,아파트,319,6,9,장다리로306번길 13,신반포수원(한신),41.78,경기도 수원시 팔달구 인계동
1656,1980,아파트,319,6,9,장다리로306번길 13,신반포수원(한신),55.27,경기도 수원시 팔달구 인계동
1657,1981,아파트,319,6,9,장다리로306번길 13,신반포수원(한신),41.85,경기도 수원시 팔달구 인계동
1658,1981,아파트,319,6,9,장다리로306번길 13,신반포수원(한신),52.69,경기도 수원시 팔달구 인계동
1659,1980,아파트,319,6,10,장다리로306번길 13,신반포수원(한신),41.78,경기도 수원시 팔달구 인계동
1660,1983,아파트,319,6,10,장다리로306번길 13,신반포수원(한신),41.72,경기도 수원시 팔달구 인계동
1661,1980,아파트,319,6,11,장다리로306번길 13,신반포수원(한신),41.78,경기도 수원시 팔달구 인계동
1662,1982,아파트,319,6,11,장다리로306번길 13,신반포수원(한신),52.68,경기도 수원시 팔달구 인계동
1663,1983,아파트,319,6,11,장다리로306번길 13,신반포수원(한신),41.72,경기도 수원시 팔달구 인계동
1664,1983,아파트,319,6,11,장다리로306번길 13,신반포수원(한신),42.16,경기도 수원시 팔달구 인계동
1665,1981,아파트,319,6,12,장다리로306번길 13,신반포수원(한신),52.69,경기도 수원시 팔달구 인계동
1666,1982,아파트,319,6,12,장다리로306번길 13,신반포수원(한신),52.68,경기도 수원시 팔달구 인계동
