,건축년도,주택유형,본번,부번,층,도로명,단지명,전용면적...,시군구
4829,2016,아파트,725,0,20,영통로200번길 112,영통SKVIEW,84.4619,경기도 수원시 영통구 망포동
4830,2016,아파트,725,0,21,영통로200번길 112,영통SKVIEW,84.6149,경기도 수원시 영통구 망포동
4831,2016,아파트,725,0,24,영통로200번길 112,영통SKVIEW,84.4619,경기도 수원시 영통구 망포동
4832,2016,아파트,725,0,24,영통로200번길 112,영통SKVIEW,84.6149,경기도 수원시 영통구 망포동
4833,2016,아파트,725,0,25,영통로200번길 112,영통SKVIEW,84.4619,경기도 수원시 영통구 망포동
4834,2016,아파트,726,0,2,봉영로 1410-17,e편한세상영통2차(1단지),59.9158,경기도 수원시 영통구 망포동
4835,2016,아파트,726,0,3,봉영로 1410-17,e편한세상영통2차(1단지),59.9158,경기도 수원시 영통구 망포동
4836,2016,아파트,726,0,3,봉영로 1410-17,e편한세상영통2차(1단지),74.5822,경기도 수원시 영통구 망포동
4837,2016,아파트,726,0,4,봉영로 1410-17,e편한세상영통2차(1단지),59.9135,경기도 수원시 영통구 망포동
4838,2016,아파트,726,0,5,봉영로 1410-17,e편한세상영통2차(1단지),59.9135,경기도 수원시 영통구 망포동
4839,2016,아파트,726,0,5,봉영로 1410-17,e편한세상영통2차(1단지),59.9158,경기도 수원시 영통구 망포동
4840,2016,아파트,726,0,5,봉영로 1410-17,e편한세상영통2차(1단지),74.5822,경기도 수원시 영통구 망포동
4841,2016,아파트,726,0,6,봉영로 1410-17,e편한세상영통2차(1단지),59.9158,경기도 수원시 영통구 망포동
4842,2016,아파트,726,0,7,봉영로 1410-17,e편한세상영통2차(1단지),59.9158,경기도 수원시 영통구 망포동
4843,2016,아파트,726,0,7,봉영로 1410-17,e편한세상영통2차(1단지),74.5822,경기도 수원시 영통구 망포동
4844,2016,아파트,726,0,8,봉영로 1410-17,e편한세상영통2차(1단지),59.9135,경기도 수원시 영통구 망포동
4845,2016,아파트,726,0,9,봉영로 1410-17,e편한세상영통2차(1단지),74.5822,경기도 수원시 영통구 망포동
4846,2016,아파트,726,0,10,봉영로 1410-17,e편한세상영통2차(1단지),74.5822,경기도 수원시 영통구 망포동
4847,2016,아파트,726,0,11,봉영로 1410-17,e편한세상영통2차(1단지),59.9158,경기도 수원시 영통구 망포동
4848,2016,아파트,726,0,11,봉영로 1410-17,e편한세상영통2차(1단지),74.5822,경기도 수원시 영통구 망포동
4849,2016,아파트,726,0,12,봉영로 1410-17,e편한세상영통2차(1단지),59.9135,경기도 수원시 영통구 망포동
4850,2016,아파트,726,0,12,봉영로 1410-17,e편한세상영통2차(1단지),59.9158,경기도 수원시 영통구 망포동
4851,2016,아파트,726,0,12,봉영로 1410-17,e편한세상영통2차(1단지),74.5822,경기도 수원시 영통구 망포동
4852,2016,아파트,726,0,13,봉영로 1410-17,e편한세상영통2차(1단지),59.9135,경기도 수원시 영통구 망포동
4853,2016,아파트,726,0,14,봉영로 1410-17,e편한세상영통2차(1단지),59.9135,경기도 수원시 영통구 망포동
4854,2016,아파트,726,0,14,봉영로 1410-17,e편한세상영통2차(1단지),59.9158,경기도 수원시 영통구 망포동
4855,2016,아파트,726,0,14,봉영로 1410-17,e편한세상영통2차(1단지),74.5822,경기도 수원시 영통구 망포동
4856,2016,아파트,726,0,15,봉영로 1410-17,e편한세상영통2차(1단지),59.9135,경기도 수원시 영통구 망포동
4857,2016,아파트,726,0,15,봉영로 1410-17,e편한세상영통2차(1단지),59.9158,경기도 수원시 영통구 망포동
4858,2016,아파트,726,0,15,봉영로 1410-17,e편한세상영통2차(1단지),74.5822,경기도 수원시 영통구 망포동
4859,2016,아파트,726,0,16,봉영로 1410-17,e편한세상영통2차(1단지),59.9135,경기도 수원시 영통구 망포동
4860,2016,아파트,726,0,17,봉영로 1410-17,e편한세상영통2차(1단지),59.9158,경기도 수원시 영통구 망포동
4861,2016,아파트,726,0,17,봉영로 1410-17,e편한세상영통2차(1단지),74.5822,경기도 수원시 영통구 망포동
4862,2016,아파트,726,0,18,봉영로 1410-17,e편한세상영통2차(1단지),59.9135,경기도 수원시 영통구 망포동
4863,2016,아파트,726,0,19,봉영로 1410-17,e편한세상영통2차(1단지),59.9158,경기도 수원시 영통구 망포동
4864,2016,아파트,726,0,19,봉영로 1410-17,e편한세상영통2차(1단지),74.5822,경기도 수원시 영통구 망포동
4865,2016,아파트,726,0,20,봉영로 1410-17,e편한세상영통2차(1단지),59.9135,경기도 수원시 영통구 망포동
4866,2016,아파트,726,0,20,봉영로 1410-17,e편한세상영통2차(1단지),74.5822,경기도 수원시 영통구 망포동
4867,2016,아파트,726,0,21,봉영로 1410-17,e편한세상영통2차(1단지),59.9158,경기도 수원시 영통구 망포동
4868,2016,아파트,726,0,21,봉영로 1410-17,e편한세상영통2차(1단지),74.5822,경기도 수원시 영통구 망포동
4869,2016,아파트,726,0,22,봉영로 1410-17,e편한세상영통2차(1단지),59.9135,경기도 수원시 영통구 망포동
4870,2016,아파트,726,0,22,봉영로 1410-17,e편한세상영통2차(1단지),74.5822,경기도 수원시 영통구 망포동
4871,2016,아파트,726,0,23,봉영로 1410-17,e편한세상영통2차(1단지),74.5822,경기도 수원시 영통구 망포동
4872,2016,아파트,726,0,24,봉영로 1410-17,e편한세상영통2차(1단지),74.5822,경기도 수원시 영통구 망포동
4873,2016,아파트,727,0,2,봉영로 1432-36,e편한세상영통2차(2단지),59.9158,경기도 수원시 영통구 망포동
4874,2016,아파트,727,0,2,봉영로 1432-36,e편한세상영통2차(2단지),74.5822,경기도 수원시 영통구 망포동
4875,2016,아파트,727,0,3,봉영로 1432-36,e편한세상영통2차(2단지),74.5822,경기도 수원시 영통구 망포동
4876,2016,아파트,727,0,4,봉영로 1432-36,e편한세상영통2차(2단지),59.9158,경기도 수원시 영통구 망포동
4877,2016,아파트,727,0,4,봉영로 1432-36,e편한세상영통2차(2단지),74.5822,경기도 수원시 영통구 망포동
4878,2016,아파트,727,0,5,봉영로 1432-36,e편한세상영통2차(2단지),59.9158,경기도 수원시 영통구 망포동
4879,2016,아파트,727,0,5,봉영로 1432-36,e편한세상영통2차(2단지),74.5822,경기도 수원시 영통구 망포동
4880,2016,아파트,727,0,6,봉영로 1432-36,e편한세상영통2차(2단지),59.9135,경기도 수원시 영통구 망포동
4881,2016,아파트,727,0,7,봉영로 1432-36,e편한세상영통2차(2단지),59.9158,경기도 수원시 영통구 망포동
4882,2016,아파트,727,0,7,봉영로 1432-36,e편한세상영통2차(2단지),74.5822,경기도 수원시 영통구 망포동
4883,2016,아파트,727,0,8,봉영로 1432-36,e편한세상영통2차(2단지),74.5822,경기도 수원시 영통구 망포동
4884,2016,아파트,727,0,9,봉영로 1432-36,e편한세상영통2차(2단지),59.9158,경기도 수원시 영통구 망포동
4885,2016,아파트,727,0,9,봉영로 1432-36,e편한세상영통2차(2단지),74.5822,경기도 수원시 영통구 망포동
4886,2016,아파트,727,0,10,봉영로 1432-36,e편한세상영통2차(2단지),59.9158,경기도 수원시 영통구 망포동
4887,2016,아파트,727,0,11,봉영로 1432-36,e편한세상영통2차(2단지),59.9135,경기도 수원시 영통구 망포동
4888,2016,아파트,727,0,12,봉영로 1432-36,e편한세상영통2차(2단지),74.5822,경기도 수원시 영통구 망포동
4889,2016,아파트,727,0,13,봉영로 1432-36,e편한세상영통2차(2단지),74.5822,경기도 수원시 영통구 망포동
4890,2016,아파트,727,0,14,봉영로 1432-36,e편한세상영통2차(2단지),59.9158,경기도 수원시 영통구 망포동
4891,2016,아파트,727,0,14,봉영로 1432-36,e편한세상영통2차(2단지),74.5822,경기도 수원시 영통구 망포동
4892,2016,아파트,727,0,15,봉영로 1432-36,e편한세상영통2차(2단지),59.9158,경기도 수원시 영통구 망포동
4893,2016,아파트,727,0,16,봉영로 1432-36,e편한세상영통2차(2단지),59.9158,경기도 수원시 영통구 망포동
4894,2016,아파트,727,0,16,봉영로 1432-36,e편한세상영통2차(2단지),74.5822,경기도 수원시 영통구 망포동
4895,2016,아파트,727,0,17,봉영로 1432-36,e편한세상영통2차(2단지),59.9158,경기도 수원시 영통구 망포동
4896,2016,아파트,727,0,18,봉영로 1432-36,e편한세상영통2차(2단지),59.9158,경기도 수원시 영통구 망포동
4897,2016,아파트,727,0,18,봉영로 1432-36,e편한세상영통2차(2단지),74.5822,경기도 수원시 영통구 망포동
4898,2016,아파트,727,0,20,봉영로 1432-36,e편한세상영통2차(2단지),74.5822,경기도 수원시 영통구 망포동
4899,2016,아파트,727,0,22,봉영로 1432-36,e편한세상영통2차(2단지),59.9158,경기도 수원시 영통구 망포동
4900,2016,아파트,727,0,22,봉영로 1432-36,e편한세상영통2차(2단지),74.5822,경기도 수원시 영통구 망포동
4901,2016,아파트,727,0,23,봉영로 1432-36,e편한세상영통2차(2단지),74.5822,경기도 수원시 영통구 망포동
4902,2016,아파트,727,0,24,봉영로 1432-36,e편한세상영통2차(2단지),74.5822,경기도 수원시 영통구 망포동
4903,2017,아파트,728,0,1,덕영대로 1462-14,힐스테이트영통,62.5963,경기도 수원시 영통구 망포동
4904,2017,아파트,728,0,1,덕영대로 1462-14,힐스테이트영통,71.2981,경기도 수원시 영통구 망포동
4905,2017,아파트,728,0,1,덕영대로 1462-14,힐스테이트영통,84.8897,경기도 수원시 영통구 망포동
4906,2017,아파트,728,0,2,덕영대로 1462-14,힐스테이트영통,62.5963,경기도 수원시 영통구 망포동
4907,2017,아파트,728,0,2,덕영대로 1462-14,힐스테이트영통,71.2981,경기도 수원시 영통구 망포동
4908,2017,아파트,728,0,2,덕영대로 1462-14,힐스테이트영통,84.5303,경기도 수원시 영통구 망포동
4909,2017,아파트,728,0,2,덕영대로 1462-14,힐스테이트영통,84.8897,경기도 수원시 영통구 망포동
4910,2017,아파트,728,0,3,덕영대로 1462-14,힐스테이트영통,62.6303,경기도 수원시 영통구 망포동
4911,2017,아파트,728,0,3,덕영대로 1462-14,힐스테이트영통,62.8033,경기도 수원시 영통구 망포동
4912,2017,아파트,728,0,3,덕영대로 1462-14,힐스테이트영통,71.2981,경기도 수원시 영통구 망포동
4913,2017,아파트,728,0,3,덕영대로 1462-14,힐스테이트영통,84.5303,경기도 수원시 영통구 망포동
4914,2017,아파트,728,0,3,덕영대로 1462-14,힐스테이트영통,84.8897,경기도 수원시 영통구 망포동
4915,2017,아파트,728,0,4,덕영대로 1462-14,힐스테이트영통,62.8033,경기도 수원시 영통구 망포동
4916,2017,아파트,728,0,4,덕영대로 1462-14,힐스테이트영통,71.2981,경기도 수원시 영통구 망포동
4917,2017,아파트,728,0,4,덕영대로 1462-14,힐스테이트영통,84.5303,경기도 수원시 영통구 망포동
4918,2017,아파트,728,0,4,덕영대로 1462-14,힐스테이트영통,84.8897,경기도 수원시 영통구 망포동
4919,2017,아파트,728,0,5,덕영대로 1462-14,힐스테이트영통,62.5963,경기도 수원시 영통구 망포동
4920,2017,아파트,728,0,5,덕영대로 1462-14,힐스테이트영통,62.6303,경기도 수원시 영통구 망포동
4921,2017,아파트,728,0,5,덕영대로 1462-14,힐스테이트영통,62.8033,경기도 수원시 영통구 망포동
4922,2017,아파트,728,0,5,덕영대로 1462-14,힐스테이트영통,71.2981,경기도 수원시 영통구 망포동
4923,2017,아파트,728,0,5,덕영대로 1462-14,힐스테이트영통,84.5303,경기도 수원시 영통구 망포동
4924,2017,아파트,728,0,5,덕영대로 1462-14,힐스테이트영통,84.8897,경기도 수원시 영통구 망포동
4925,2017,아파트,728,0,6,덕영대로 1462-14,힐스테이트영통,62.5963,경기도 수원시 영통구 망포동
4926,2017,아파트,728,0,6,덕영대로 1462-14,힐스테이트영통,71.2981,경기도 수원시 영통구 망포동
4927,2017,아파트,728,0,6,덕영대로 1462-14,힐스테이트영통,84.5303,경기도 수원시 영통구 망포동
4928,2017,아파트,728,0,6,덕영대로 1462-14,힐스테이트영통,84.8897,경기도 수원시 영통구 망포동
4929,2017,아파트,728,0,7,덕영대로 1462-14,힐스테이트영통,62.5963,경기도 수원시 영통구 망포동
4930,2017,아파트,728,0,7,덕영대로 1462-14,힐스테이트영통,62.8033,경기도 수원시 영통구 망포동
4931,2017,아파트,728,0,7,덕영대로 1462-14,힐스테이트영통,71.2981,경기도 수원시 영통구 망포동
4932,2017,아파트,728,0,7,덕영대로 1462-14,힐스테이트영통,84.5303,경기도 수원시 영통구 망포동
4933,2017,아파트,728,0,7,덕영대로 1462-14,힐스테이트영통,84.8897,경기도 수원시 영통구 망포동
4934,2017,아파트,728,0,8,덕영대로 1462-14,힐스테이트영통,62.6303,경기도 수원시 영통구 망포동
4935,2017,아파트,728,0,8,덕영대로 1462-14,힐스테이트영통,62.8033,경기도 수원시 영통구 망포동
4936,2017,아파트,728,0,8,덕영대로 1462-14,힐스테이트영통,71.2981,경기도 수원시 영통구 망포동
4937,2017,아파트,728,0,8,덕영대로 1462-14,힐스테이트영통,84.5303,경기도 수원시 영통구 망포동
4938,2017,아파트,728,0,8,덕영대로 1462-14,힐스테이트영통,84.8897,경기도 수원시 영통구 망포동
4939,2017,아파트,728,0,9,덕영대로 1462-14,힐스테이트영통,62.5963,경기도 수원시 영통구 망포동
4940,2017,아파트,728,0,9,덕영대로 1462-14,힐스테이트영통,62.8033,경기도 수원시 영통구 망포동
4941,2017,아파트,728,0,9,덕영대로 1462-14,힐스테이트영통,71.2981,경기도 수원시 영통구 망포동
4942,2017,아파트,728,0,9,덕영대로 1462-14,힐스테이트영통,84.5303,경기도 수원시 영통구 망포동
4943,2017,아파트,728,0,9,덕영대로 1462-14,힐스테이트영통,84.8897,경기도 수원시 영통구 망포동
4944,2017,아파트,728,0,10,덕영대로 1462-14,힐스테이트영통,62.5963,경기도 수원시 영통구 망포동
4945,2017,아파트,728,0,10,덕영대로 1462-14,힐스테이트영통,62.8033,경기도 수원시 영통구 망포동
4946,2017,아파트,728,0,10,덕영대로 1462-14,힐스테이트영통,71.2981,경기도 수원시 영통구 망포동
4947,2017,아파트,728,0,10,덕영대로 1462-14,힐스테이트영통,84.5303,경기도 수원시 영통구 망포동
4948,2017,아파트,728,0,10,덕영대로 1462-14,힐스테이트영통,84.8897,경기도 수원시 영통구 망포동
4949,2017,아파트,728,0,11,덕영대로 1462-14,힐스테이트영통,62.5963,경기도 수원시 영통구 망포동
4950,2017,아파트,728,0,11,덕영대로 1462-14,힐스테이트영통,62.8033,경기도 수원시 영통구 망포동
4951,2017,아파트,728,0,11,덕영대로 1462-14,힐스테이트영통,71.2981,경기도 수원시 영통구 망포동
4952,2017,아파트,728,0,11,덕영대로 1462-14,힐스테이트영통,84.5303,경기도 수원시 영통구 망포동
4953,2017,아파트,728,0,11,덕영대로 1462-14,힐스테이트영통,84.8897,경기도 수원시 영통구 망포동
4954,2017,아파트,728,0,11,덕영대로 1462-14,힐스테이트영통,107.7242,경기도 수원시 영통구 망포동
4955,2017,아파트,728,0,12,덕영대로 1462-14,힐스테이트영통,62.5963,경기도 수원시 영통구 망포동
4956,2017,아파트,728,0,12,덕영대로 1462-14,힐스테이트영통,62.6303,경기도 수원시 영통구 망포동
4957,2017,아파트,728,0,12,덕영대로 1462-14,힐스테이트영통,71.2981,경기도 수원시 영통구 망포동
4958,2017,아파트,728,0,12,덕영대로 1462-14,힐스테이트영통,84.5303,경기도 수원시 영통구 망포동
4959,2017,아파트,728,0,12,덕영대로 1462-14,힐스테이트영통,84.8897,경기도 수원시 영통구 망포동
4960,2017,아파트,728,0,12,덕영대로 1462-14,힐스테이트영통,107.7242,경기도 수원시 영통구 망포동
4961,2017,아파트,728,0,13,덕영대로 1462-14,힐스테이트영통,62.5963,경기도 수원시 영통구 망포동
4962,2017,아파트,728,0,13,덕영대로 1462-14,힐스테이트영통,62.8033,경기도 수원시 영통구 망포동
4963,2017,아파트,728,0,13,덕영대로 1462-14,힐스테이트영통,84.5303,경기도 수원시 영통구 망포동
4964,2017,아파트,728,0,13,덕영대로 1462-14,힐스테이트영통,84.8897,경기도 수원시 영통구 망포동
4965,2017,아파트,728,0,14,덕영대로 1462-14,힐스테이트영통,62.5963,경기도 수원시 영통구 망포동
4966,2017,아파트,728,0,14,덕영대로 1462-14,힐스테이트영통,71.2981,경기도 수원시 영통구 망포동
4967,2017,아파트,728,0,14,덕영대로 1462-14,힐스테이트영통,84.5303,경기도 수원시 영통구 망포동
4968,2017,아파트,728,0,14,덕영대로 1462-14,힐스테이트영통,84.8897,경기도 수원시 영통구 망포동
4969,2017,아파트,728,0,15,덕영대로 1462-14,힐스테이트영통,62.5963,경기도 수원시 영통구 망포동
4970,2017,아파트,728,0,15,덕영대로 1462-14,힐스테이트영통,62.8033,경기도 수원시 영통구 망포동
4971,2017,아파트,728,0,15,덕영대로 1462-14,힐스테이트영통,84.5303,경기도 수원시 영통구 망포동
4972,2017,아파트,728,0,15,덕영대로 1462-14,힐스테이트영통,84.8897,경기도 수원시 영통구 망포동
4973,2017,아파트,728,0,16,덕영대로 1462-14,힐스테이트영통,62.5963,경기도 수원시 영통구 망포동
4974,2017,아파트,728,0,16,덕영대로 1462-14,힐스테이트영통,62.6303,경기도 수원시 영통구 망포동
4975,2017,아파트,728,0,16,덕영대로 1462-14,힐스테이트영통,62.8033,경기도 수원시 영통구 망포동
4976,2017,아파트,728,0,16,덕영대로 1462-14,힐스테이트영통,71.2981,경기도 수원시 영통구 망포동
4977,2017,아파트,728,0,16,덕영대로 1462-14,힐스테이트영통,84.5303,경기도 수원시 영통구 망포동
4978,2017,아파트,728,0,16,덕영대로 1462-14,힐스테이트영통,84.8897,경기도 수원시 영통구 망포동
4979,2017,아파트,728,0,17,덕영대로 1462-14,힐스테이트영통,62.5963,경기도 수원시 영통구 망포동
4980,2017,아파트,728,0,17,덕영대로 1462-14,힐스테이트영통,62.8033,경기도 수원시 영통구 망포동
4981,2017,아파트,728,0,17,덕영대로 1462-14,힐스테이트영통,71.2981,경기도 수원시 영통구 망포동
4982,2017,아파트,728,0,17,덕영대로 1462-14,힐스테이트영통,84.5303,경기도 수원시 영통구 망포동
4983,2017,아파트,728,0,17,덕영대로 1462-14,힐스테이트영통,84.8897,경기도 수원시 영통구 망포동
4984,2017,아파트,728,0,18,덕영대로 1462-14,힐스테이트영통,62.5963,경기도 수원시 영통구 망포동
4985,2017,아파트,728,0,18,덕영대로 1462-14,힐스테이트영통,62.8033,경기도 수원시 영통구 망포동
4986,2017,아파트,728,0,18,덕영대로 1462-14,힐스테이트영통,71.2981,경기도 수원시 영통구 망포동
4987,2017,아파트,728,0,18,덕영대로 1462-14,힐스테이트영통,84.5303,경기도 수원시 영통구 망포동
4988,2017,아파트,728,0,18,덕영대로 1462-14,힐스테이트영통,84.8897,경기도 수원시 영통구 망포동
4989,2017,아파트,728,0,19,덕영대로 1462-14,힐스테이트영통,62.5963,경기도 수원시 영통구 망포동
4990,2017,아파트,728,0,19,덕영대로 1462-14,힐스테이트영통,71.2981,경기도 수원시 영통구 망포동
4991,2017,아파트,728,0,19,덕영대로 1462-14,힐스테이트영통,84.5303,경기도 수원시 영통구 망포동
4992,2017,아파트,728,0,19,덕영대로 1462-14,힐스테이트영통,84.8897,경기도 수원시 영통구 망포동
4993,2017,아파트,728,0,20,덕영대로 1462-14,힐스테이트영통,62.5963,경기도 수원시 영통구 망포동
4994,2017,아파트,728,0,20,덕영대로 1462-14,힐스테이트영통,62.8033,경기도 수원시 영통구 망포동
4995,2017,아파트,728,0,20,덕영대로 1462-14,힐스테이트영통,71.2981,경기도 수원시 영통구 망포동
4996,2017,아파트,728,0,20,덕영대로 1462-14,힐스테이트영통,84.5303,경기도 수원시 영통구 망포동
4997,2017,아파트,728,0,20,덕영대로 1462-14,힐스테이트영통,84.8897,경기도 수원시 영통구 망포동
4998,2017,아파트,728,0,21,덕영대로 1462-14,힐스테이트영통,62.6303,경기도 수원시 영통구 망포동
4999,2017,아파트,728,0,21,덕영대로 1462-14,힐스테이트영통,62.8033,경기도 수원시 영통구 망포동
5000,2017,아파트,728,0,21,덕영대로 1462-14,힐스테이트영통,84.5303,경기도 수원시 영통구 망포동
5001,2017,아파트,728,0,21,덕영대로 1462-14,힐스테이트영통,84.8897,경기도 수원시 영통구 망포동
5002,2017,아파트,728,0,22,덕영대로 1462-14,힐스테이트영통,62.5963,경기도 수원시 영통구 망포동
5003,2017,아파트,728,0,22,덕영대로 1462-14,힐스테이트영통,62.8033,경기도 수원시 영통구 망포동
5004,2017,아파트,728,0,22,덕영대로 1462-14,힐스테이트영통,71.2981,경기도 수원시 영통구 망포동
5005,2017,아파트,728,0,22,덕영대로 1462-14,힐스테이트영통,84.5303,경기도 수원시 영통구 망포동
5006,2017,아파트,728,0,22,덕영대로 1462-14,힐스테이트영통,84.8897,경기도 수원시 영통구 망포동
5007,2017,아파트,728,0,22,덕영대로 1462-14,힐스테이트영통,107.7242,경기도 수원시 영통구 망포동
5008,2017,아파트,728,0,23,덕영대로 1462-14,힐스테이트영통,62.5963,경기도 수원시 영통구 망포동
5009,2017,아파트,728,0,23,덕영대로 1462-14,힐스테이트영통,62.6303,경기도 수원시 영통구 망포동
5010,2017,아파트,728,0,23,덕영대로 1462-14,힐스테이트영통,71.2981,경기도 수원시 영통구 망포동
5011,2017,아파트,728,0,23,덕영대로 1462-14,힐스테이트영통,84.5303,경기도 수원시 영통구 망포동
5012,2017,아파트,728,0,23,덕영대로 1462-14,힐스테이트영통,84.8897,경기도 수원시 영통구 망포동
5013,2017,아파트,728,0,24,덕영대로 1462-14,힐스테이트영통,62.5963,경기도 수원시 영통구 망포동
5014,2017,아파트,728,0,24,덕영대로 1462-14,힐스테이트영통,71.2981,경기도 수원시 영통구 망포동
5015,2017,아파트,728,0,24,덕영대로 1462-14,힐스테이트영통,84.5303,경기도 수원시 영통구 망포동
5016,2017,아파트,728,0,24,덕영대로 1462-14,힐스테이트영통,84.8897,경기도 수원시 영통구 망포동
5017,2017,아파트,728,0,24,덕영대로 1462-14,힐스테이트영통,107.7242,경기도 수원시 영통구 망포동
5018,2017,아파트,728,0,25,덕영대로 1462-14,힐스테이트영통,62.5963,경기도 수원시 영통구 망포동
5019,2017,아파트,728,0,25,덕영대로 1462-14,힐스테이트영통,71.2981,경기도 수원시 영통구 망포동
5020,2017,아파트,728,0,25,덕영대로 1462-14,힐스테이트영통,84.8897,경기도 수원시 영통구 망포동
5021,2017,아파트,728,0,26,덕영대로 1462-14,힐스테이트영통,62.5963,경기도 수원시 영통구 망포동
5022,2017,아파트,728,0,26,덕영대로 1462-14,힐스테이트영통,62.6303,경기도 수원시 영통구 망포동
5023,2017,아파트,728,0,26,덕영대로 1462-14,힐스테이트영통,71.2981,경기도 수원시 영통구 망포동
5024,2017,아파트,728,0,26,덕영대로 1462-14,힐스테이트영통,84.5303,경기도 수원시 영통구 망포동
5025,2017,아파트,728,0,26,덕영대로 1462-14,힐스테이트영통,84.8897,경기도 수원시 영통구 망포동
5026,2017,아파트,728,0,27,덕영대로 1462-14,힐스테이트영통,84.5303,경기도 수원시 영통구 망포동
5027,2017,아파트,728,0,27,덕영대로 1462-14,힐스테이트영통,84.8897,경기도 수원시 영통구 망포동
5028,2017,아파트,728,0,28,덕영대로 1462-14,힐스테이트영통,71.2981,경기도 수원시 영통구 망포동
5029,2017,아파트,728,0,28,덕영대로 1462-14,힐스테이트영통,84.8897,경기도 수원시 영통구 망포동
5030,2017,아파트,728,0,29,덕영대로 1462-14,힐스테이트영통,84.5303,경기도 수원시 영통구 망포동
5031,2017,아파트,728,0,29,덕영대로 1462-14,힐스테이트영통,84.8897,경기도 수원시 영통구 망포동
5032,2002,아파트,730,0,1,일월로18번길 4-26,꽃뫼마을코오롱,84.729,경기도 수원시 팔달구 화서동
5033,2002,아파트,730,0,2,일월로18번길 4-26,꽃뫼마을코오롱,84.729,경기도 수원시 팔달구 화서동
5034,2002,아파트,730,0,3,일월로18번길 4-26,꽃뫼마을코오롱,84.729,경기도 수원시 팔달구 화서동
5035,2002,아파트,730,0,4,일월로18번길 4-26,꽃뫼마을코오롱,84.729,경기도 수원시 팔달구 화서동
5036,2002,아파트,730,0,5,일월로18번길 4-26,꽃뫼마을코오롱,84.729,경기도 수원시 팔달구 화서동
5037,2002,아파트,730,0,7,일월로18번길 4-26,꽃뫼마을코오롱,84.729,경기도 수원시 팔달구 화서동
5038,2002,아파트,730,0,8,일월로18번길 4-26,꽃뫼마을코오롱,84.729,경기도 수원시 팔달구 화서동
5039,2002,아파트,730,0,10,일월로18번길 4-26,꽃뫼마을코오롱,84.729,경기도 수원시 팔달구 화서동
5040,2002,아파트,730,0,11,일월로18번길 4-26,꽃뫼마을코오롱,84.729,경기도 수원시 팔달구 화서동
5041,2002,아파트,730,0,12,일월로18번길 4-26,꽃뫼마을코오롱,84.729,경기도 수원시 팔달구 화서동
5042,2002,아파트,730,0,13,일월로18번길 4-26,꽃뫼마을코오롱,84.729,경기도 수원시 팔달구 화서동
5043,2002,아파트,730,0,15,일월로18번길 4-26,꽃뫼마을코오롱,84.729,경기도 수원시 팔달구 화서동
5044,2002,아파트,730,0,16,일월로18번길 4-26,꽃뫼마을코오롱,84.729,경기도 수원시 팔달구 화서동
5045,2002,아파트,730,0,18,일월로18번길 4-26,꽃뫼마을코오롱,84.729,경기도 수원시 팔달구 화서동
5046,2002,아파트,730,0,19,일월로18번길 4-26,꽃뫼마을코오롱,84.729,경기도 수원시 팔달구 화서동
5047,2002,아파트,730,0,20,일월로18번길 4-26,꽃뫼마을코오롱,84.729,경기도 수원시 팔달구 화서동
5048,2002,아파트,730,0,21,일월로18번길 4-26,꽃뫼마을코오롱,84.729,경기도 수원시 팔달구 화서동
5049,2002,아파트,730,0,24,일월로18번길 4-26,꽃뫼마을코오롱,84.729,경기도 수원시 팔달구 화서동
5050,2004,아파트,742,0,1,당진로31번길 16,한라비발디2단지,84.99,경기도 수원시 권선구 당수동
5051,2004,아파트,742,0,2,당진로31번길 16,한라비발디2단지,84.99,경기도 수원시 권선구 당수동
5052,2004,아파트,742,0,3,당진로31번길 16,한라비발디2단지,59.98,경기도 수원시 권선구 당수동
5053,2004,아파트,742,0,3,당진로31번길 16,한라비발디2단지,84.99,경기도 수원시 권선구 당수동
5054,2004,아파트,742,0,4,당진로31번길 16,한라비발디2단지,59.98,경기도 수원시 권선구 당수동
5055,2004,아파트,742,0,5,당진로31번길 16,한라비발디2단지,59.98,경기도 수원시 권선구 당수동
5056,2004,아파트,742,0,5,당진로31번길 16,한라비발디2단지,84.99,경기도 수원시 권선구 당수동
5057,2004,아파트,742,0,6,당진로31번길 16,한라비발디2단지,84.99,경기도 수원시 권선구 당수동
5058,2004,아파트,742,0,7,당진로31번길 16,한라비발디2단지,59.98,경기도 수원시 권선구 당수동
5059,2004,아파트,742,0,9,당진로31번길 16,한라비발디2단지,59.98,경기도 수원시 권선구 당수동
5060,2004,아파트,742,0,10,당진로31번길 16,한라비발디2단지,59.98,경기도 수원시 권선구 당수동
5061,2004,아파트,742,0,10,당진로31번길 16,한라비발디2단지,84.99,경기도 수원시 권선구 당수동
5062,2004,아파트,742,0,11,당진로31번길 16,한라비발디2단지,59.98,경기도 수원시 권선구 당수동
5063,2004,아파트,742,0,11,당진로31번길 16,한라비발디2단지,84.99,경기도 수원시 권선구 당수동
5064,2004,아파트,742,0,12,당진로31번길 16,한라비발디2단지,84.99,경기도 수원시 권선구 당수동
5065,2004,아파트,742,0,13,당진로31번길 16,한라비발디2단지,84.99,경기도 수원시 권선구 당수동
5066,2004,아파트,742,0,14,당진로31번길 16,한라비발디2단지,59.98,경기도 수원시 권선구 당수동
5067,2004,아파트,742,0,14,당진로31번길 16,한라비발디2단지,84.99,경기도 수원시 권선구 당수동
5068,2004,아파트,742,0,15,당진로31번길 16,한라비발디2단지,84.99,경기도 수원시 권선구 당수동
