buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,houseType,jibun,landAr,mhouseNm,rgstDate,sggCd,slerGbn,umdNm,지역구명
2016, ,24.02.14,O,"18,000",20,12,2023,중개거래,경기 수원시영통구,45.92,4,다세대,826-1,27.27,휴먼빌, ,41117, ,매탄동,수원시 영통구
2017, , , ,"138,000",3,12,2023,중개거래,경기 수원시영통구,126.7852,1,연립다세대,1214,151.7321,e편한세상TERRACE광교Easthill, ,41117, ,이의동,수원시 영통구
2003,개인, , ,"11,000",30,1,2024,중개거래,경기 수원시장안구,34.36,4,다세대,736-12,21.581,대현주택,24.03.21,41111,개인,조원동,수원시 장안구
1994,개인, , ,"30,000",29,1,2024,중개거래,경기 수원시장안구,130.5,2,연립,436-5,126.9153,로얄그린맨션,24.04.30,41111,개인,하광교동,수원시 장안구
1994,개인, , ,"30,000",29,1,2024,중개거래,경기 수원시장안구,130.26,3,연립,436-5,126.7169,로얄그린맨션,24.04.30,41111,개인,하광교동,수원시 장안구
2008,개인, , ,"16,000",30,1,2024,직거래, ,78.51,3,다세대,89-2,50.72,한림하이빌,24.02.23,41111,개인,송죽동,수원시 장안구
2015,개인, , ,"20,500",29,1,2024,중개거래,경기 수원시장안구,49.37,5,다세대,555-22,40.1,삼익마에스트로(201동),24.02.19,41111,개인,파장동,수원시 장안구
2004,개인, , ,"15,700",24,1,2024,중개거래,경기 수원시 장안구,72.44,2,다세대,446-2,255.4,정진그린맨션,24.03.04,41111,개인,영화동,수원시 장안구
1990,개인, , ,"10,000",19,1,2024,중개거래,경기 수원시장안구,48.87,-1,다세대,767-20,42.12,한남빌라,24.07.19,41111,개인,조원동,수원시 장안구
2016,개인, , ,"26,400",20,1,2024,중개거래,경기 수원시장안구,61.56,2,다세대,747-2,40.925,(747-2),24.04.15,41111,개인,조원동,수원시 장안구
2016,개인, , ,"24,900",22,1,2024,중개거래,경기 수원시장안구,54.65,4,다세대,361,30.87,삼성아트빌,24.04.19,41111,개인,정자동,수원시 장안구
2003,개인, , ,"20,000",22,1,2024,직거래, ,67.62,2,다세대,750-1,30.797,정진그린빌,24.02.13,41111,개인,조원동,수원시 장안구
1991,개인, , ,"8,600",17,1,2024,중개거래,경기 수원시장안구,35.04,1,다세대,590-12,24.315,골든빌라,24.02.16,41111,개인,파장동,수원시 장안구
1991,개인, , ,"12,200",20,1,2024,중개거래,경기 수원시 장안구,45.39,-1,다세대,381-25,24.4684,현대빌라,24.03.08,41111,개인,정자동,수원시 장안구
1989,개인, , ,"4,500",31,1,2024,중개거래,경기 수원시장안구,49.2,-1,다세대,366-9,33.62,삼보빌라(9동),24.02.06,41111,개인,송죽동,수원시 장안구
1986,개인, , ,"12,500",27,1,2024,중개거래,경기 수원시장안구,36.08,2,다세대,665-11,29.375,영광주택(3동),24.02.16,41111,개인,조원동,수원시 장안구
2003,개인, , ,"16,800",27,1,2024,중개거래,경기 수원시장안구,76.425,2,다세대,168-100,36.9889,용우빌라,24.04.12,41111,개인,율전동,수원시 장안구
1991,개인, , ,"14,700",22,1,2024,중개거래,경기 수원시장안구,49.95,1,다세대,11-57,25.15,"성남타운(가,나동)",24.02.06,41111,개인,연무동,수원시 장안구
2004,개인, , ,"10,000",15,1,2024,직거래, ,40.27,5,다세대,46-5,28.998,대진맨션(46-5),24.02.02,41111,개인,정자동,수원시 장안구
1988,개인, , ,"13,700",16,1,2024,중개거래,경기 수원시장안구,38.28,3,연립,758-6,31.1434,부강,24.02.29,41111,개인,조원동,수원시 장안구
2014,개인, , ,"17,000",22,1,2024,중개거래,경기 수원시장안구,56.14,5,다세대,216-28,21.382,동문맨션(216-28),24.03.05,41111,개인,연무동,수원시 장안구
1991,개인, , ,"9,600",23,1,2024,중개거래,경기 수원시장안구,36.17,1,다세대,728-8,25.9125,신우주택(다동),24.02.20,41111,개인,조원동,수원시 장안구
1990,개인, , ,"7,900",27,1,2024,중개거래,경기 수원시 장안구,44.32,3,다세대,253-1,30.45,"에머랄드빌라(A,B동)",24.02.16,41111,개인,연무동,수원시 장안구
1992,개인, , ,"10,300",20,1,2024,중개거래,경기 수원시 장안구,40.8,2,다세대,392-28,29.0855,"진주맨션(가,나)",24.02.28,41111,개인,송죽동,수원시 장안구
2018,개인, , ,"28,000",10,1,2024,직거래, ,77.74,2,다세대,533-104,30.015,건우까사빌,24.01.29,41111,개인,정자동,수원시 장안구
1991,개인, , ,"8,000",15,1,2024,중개거래,경기 시흥시,41.22,3,연립,160-12,41.5,금성빌라(다동),24.01.30,41111,개인,영화동,수원시 장안구
1990,개인, , ,"6,500",20,1,2024,중개거래,경기 수원시장안구,36.07,-1,다세대,759-10,26.99,유진빌라(1동),24.03.04,41111,개인,조원동,수원시 장안구
2002,개인, , ,"10,000",17,1,2024,중개거래,경기 수원권선구,57.33,1,다세대,601-31,36.429,공신그린빌라,24.01.30,41111,개인,파장동,수원시 장안구
1989,개인, , ,"12,000",6,1,2024,직거래, ,35.97,3,다세대,119-1,29.49,부강주택,24.01.19,41111,개인,영화동,수원시 장안구
2004,개인, , ,"25,500",6,1,2024,중개거래,경기 수원시장안구,56.32,3,다세대,571-12,38.84,대성하이츠빌,24.03.20,41111,개인,파장동,수원시 장안구
1991,개인, , ,"16,500",7,1,2024,중개거래,경기 수원시장안구,32.69,4,다세대,562-3,29.34,진주맨션3동,24.03.19,41111,개인,파장동,수원시 장안구
1992,개인, , ,"13,500",17,1,2024,중개거래,경기 수원시장안구,54.09,2,다세대,408-3,35.8,신광맨션(408-3),24.04.30,41111,개인,송죽동,수원시 장안구
2003,개인, , ,"22,000",11,1,2024,중개거래,경기 수원장안구,68.7,4,다세대,570-20,44.2,새롬빌,24.01.17,41111,개인,파장동,수원시 장안구
1991,개인, , ,"18,500",4,1,2024,중개거래,경기 수원시 장안구,32.69,4,다세대,562-4,28.94,진주맨션4동,24.01.15,41111,개인,파장동,수원시 장안구
1991,개인, , ,"10,000",8,1,2024,중개거래,경기 수원장안구,37.48,1,다세대,738-8,29.48,부흥빌라(1동),24.01.16,41111,개인,조원동,수원시 장안구
1979,개인, , ,"14,800",6,1,2024,중개거래,경기 수원시장안구,43.17,1,연립,352-1,71.8,"송도연립(가,나동)",24.03.06,41111,개인,송죽동,수원시 장안구
2017,개인, , ,"17,300",4,1,2024,중개거래,"경기 수원시장안구, 경기 수원시팔달구",37.73,3,다세대,39-1,24.19,라임하우스,24.02.26,41111,개인,영화동,수원시 장안구
1991,개인, , ,"8,000",30,1,2024,중개거래,경기 수원시장안구,39.24,1,다세대,430-14,31.67,삼진빌라,24.02.22,41113,개인,입북동,수원시 권선구
2016,개인, , ,"21,000",22,1,2024,중개거래,경기 수원시권선구,33.97,4,다세대,955-5,22.712,하이안빌,24.04.01,41113,개인,권선동,수원시 권선구
2004,개인, , ,"12,800",28,1,2024,중개거래,경기 수원시권선구,48.39,2,다세대,833-3,28.1063,명성빌라,24.04.08,41113,개인,탑동,수원시 권선구
2022,개인, , ,"29,500",29,1,2024,직거래, ,46.36,2,다세대,282-42,32.7582,제니스,24.02.19,41113,개인,고색동,수원시 권선구
2020,개인, , ,"30,800",29,1,2024,중개거래,경기 수원시팔달구,53.99,5,다세대,230-78,35.3999,루체,24.02.23,41113,개인,세류동,수원시 권선구
2013,개인, , ,"14,000",29,1,2024,중개거래,경기 수원시권선구,46.85,4,다세대,297,36.7,뉴환희빌,24.04.15,41113,개인,구운동,수원시 권선구
2019,개인, , ,"25,000",28,1,2024,중개거래,경기 수원시장안구,70.85,3,다세대,680-8,44.63,(680-8),24.03.20,41113,개인,세류동,수원시 권선구
2004,개인, , ,"13,400",20,1,2024,중개거래,경기 수원시권선구,37.65,2,다세대,526-8,24.7855,풍산쉐르빌(526-8),24.04.02,41113,개인,세류동,수원시 권선구
1991,개인, , ,"9,800",10,1,2024,중개거래,경기 수원시권선구,35.81,3,다세대,852-8,17,효진빌라(852-8),24.02.22,41113,개인,세류동,수원시 권선구
2022,개인, , ,"28,000",19,1,2024,직거래, ,48.45,2,다세대,507-13,25.95,하이스타빌,24.02.07,41113,개인,세류동,수원시 권선구
1988,개인, , ,"25,500",30,1,2024,중개거래,경기 수원시권선구,46.68,3,연립다세대,1147,40.95,미영,24.02.16,41113,개인,세류동,수원시 권선구
1987,개인, , ,"10,000",28,1,2024,중개거래,경기 수원시권선구,44.55,3,다세대,1115-13,35.6023,대우주택(다),24.02.15,41113,개인,세류동,수원시 권선구
1995,개인, , ,"14,500",16,1,2024,중개거래,경기 수원시 권선구,75.54,2,연립,523-5,51.357,그린타운B,24.04.26,41113,개인,오목천동,수원시 권선구
1989,개인, , ,"9,350",29,1,2024,중개거래,경기 수원시권선구,42.56,1,다세대,535-4,32.15,구운빌라다동,24.03.11,41113,개인,구운동,수원시 권선구
2020,개인,24.07.24,O,"22,000",30,1,2024,중개거래,경기 수원시영통구,22.62,4,다세대,97-105,21.931,(97-105), ,41113,개인,세류동,수원시 권선구
1993,개인, , ,"18,000",20,1,2024,중개거래,경기 수원시 권선구,59.83,3,다세대,954,29.72,문화맨션,24.04.15,41113,개인,권선동,수원시 권선구
2016,개인, , ,"18,600",25,1,2024,중개거래,경기 수원시권선구,45.073,4,다세대,328-8,31.702,성은해피빌A,24.07.04,41113,개인,오목천동,수원시 권선구
1993,개인, , ,"12,500",17,1,2024,중개거래,경기 수원시권선구,58.27,1,다세대,687,40.54,일진맨션,24.02.28,41113,개인,호매실동,수원시 권선구
1980,개인, , ,"7,300",29,1,2024,중개거래,경기 수원권선구,43.57,2,연립,1004-1,42.3542,삼원연립(1004-1),24.01.30,41113,개인,세류동,수원시 권선구
2022,개인, , ,"25,000",9,1,2024,직거래, ,38.37,5,다세대,849-6,29.839,슈팅스타Ⅲ,24.01.30,41113,개인,세류동,수원시 권선구
1991,개인, , ,"12,000",24,1,2024,중개거래,경기 수원시권선구,44.63,3,다세대,220-7,36.22,진영빌라(220-7),24.04.08,41113,개인,세류동,수원시 권선구
1982,개인, , ,"20,000",15,1,2024,중개거래,경기 수원시권선구,50.38,2,연립,17-74,70.833,"장미연립가,나동",24.02.15,41113,개인,서둔동,수원시 권선구
2004,개인, , ,"17,200",25,1,2024,중개거래,경기 수원권선구 경기 수원팔달구,75.34,5,다세대,486-14,49.5875,진아타운105동,24.01.31,41113,개인,세류동,수원시 권선구
2000,개인, , ,"18,000",18,1,2024,중개거래,경기 수원시권선구,81.72,3,다세대,19,44.75,탑하우스빌101동,24.04.12,41113,개인,탑동,수원시 권선구
2023,개인, , ,"40,500",3,1,2024,직거래, ,84.57,4,연립,201-2,51.1748,모담캐슬,24.01.25,41113,법인,서둔동,수원시 권선구
1991,개인, , ,"12,200",2,1,2024,중개거래,경기 수원권선구,53.97,2,다세대,1129-7,30.22,평화빌라,24.01.31,41113,개인,세류동,수원시 권선구
2002,개인, , ,"17,500",10,1,2024,중개거래,경기 수원시권선구,47.58,2,다세대,44-10,32.66,그린빌라2동,24.02.29,41113,개인,서둔동,수원시 권선구
1990,개인, , ,"12,500",17,1,2024,중개거래,경기 수원권선구,52.38,3,연립,572-1,43.37,신원,24.01.24,41113,개인,세류동,수원시 권선구
2016,개인, , ,"19,500",19,1,2024,중개거래,경기 수원시권선구,51.67,2,다세대,97-95,34.23,이지하우스,24.02.01,41113,개인,서둔동,수원시 권선구
2017,개인, , ,"19,500",6,1,2024,중개거래,경기 수원시권선구,37.03,4,다세대,156-71,28.95,라인빌,24.03.12,41113,개인,세류동,수원시 권선구
1978,개인,24.03.22,O,"17,700",13,1,2024,중개거래,"경기 수원시권선구, 경기 수원시팔달구",51.93,1,연립,125-3,56.65,고려, ,41113,개인,세류동,수원시 권선구
1991,개인, , ,"12,000",16,1,2024,중개거래,경기 수원권선구,43.77,1,다세대,220-7,35.53,진영빌라(220-7),24.01.29,41113,개인,세류동,수원시 권선구
1991,개인, , ,"5,380",17,1,2024,중개거래,경기 수원권선구,38.52,-1,다세대,579-26,18.625,대광빌라(579-26),24.01.19,41113,개인,세류동,수원시 권선구
1991,개인, , ,"9,000",16,1,2024,중개거래,경기 수원시권선구,42.05,1,다세대,402-28,19.375,협신빌라A동,24.02.07,41113,개인,호매실동,수원시 권선구
1981,개인, , ,"12,500",11,1,2024,중개거래,경기 수원시권선구,40.13,3,연립,342,30.45,심우(342-0),24.03.27,41113,개인,세류동,수원시 권선구
2010,개인, , ,"18,800",15,1,2024,중개거래,경기 수원시권선구,70.61,4,다세대,949-9,36.09,해피하우스,24.03.05,41113,개인,구운동,수원시 권선구
2013,개인, , ,"16,000",4,1,2024,중개거래,경기 수원시권선구,47.76,2,다세대,1027-27,29.0251,가온빌(1027-27),24.02.29,41113,개인,세류동,수원시 권선구
1991,개인, , ,"8,300",13,1,2024,중개거래,경기 수원권선구,35.81,3,다세대,852-8,17,효진빌라(852-8),24.01.19,41113,개인,세류동,수원시 권선구
1993,법인, , ,"9,000",15,1,2024,중개거래,경기 수원권선구,43.68,1,다세대,446-1,24.58,한미아트빌라,24.01.16,41113,개인,호매실동,수원시 권선구
1992,법인, , ,"12,400",16,1,2024,중개거래,경기 수원시 권선구,58.23,2,다세대,453-14,28.56,풍림빌라(453-14),24.01.17,41113,개인,호매실동,수원시 권선구
2003,개인, , ,"10,700",16,1,2024,중개거래,경기 수원시권선구,26.46,2,다세대,473-15,18.49,낙원월드타운(B),24.02.16,41113,개인,세류동,수원시 권선구
1981,개인, , ,"32,000",12,1,2024,중개거래,경기 수원시권선구,61.12,1,연립,17-179,51.33,선경연립,24.03.20,41113,개인,서둔동,수원시 권선구
1997,개인, , ,"8,000",6,1,2024,직거래, ,43.8,2,다세대,745-1,20.25,삼나빌라(D),24.01.09,41113,개인,세류동,수원시 권선구
2003,개인, , ,"15,500",4,1,2024,중개거래,"경기 수원시 권선구, 경기 수원시 팔달구",58.69,1,다세대,780-10,20.4,미림빌리지,24.03.20,41113,개인,탑동,수원시 권선구
1992,개인, , ,"10,000",27,1,2024,직거래, ,37.8,2,다세대,336-4,22.72,시화빌라,24.03.06,41115,개인,화서동,수원시 팔달구
1992,개인, , ,"7,800",27,1,2024,중개거래,경기 수원시팔달구,55.08,-1,다세대,56,37.4,월드타운나동,24.06.28,41115,개인,우만동,수원시 팔달구
2022,개인, , ,"39,000",30,1,2024,직거래, ,77.57,3,다세대,1002-5,43.46,인계행복빌,24.02.16,41115,개인,인계동,수원시 팔달구
1991,개인, , ,"20,000",26,1,2024,중개거래,경기 수원시 영통구,51.54,1,다세대,505-13,37.975,건우빌라,24.08.12,41115,개인,우만동,수원시 팔달구
2016,개인, , ,"16,000",29,1,2024,중개거래,"경기 수원시 권선구, 경기 수원시 팔달구",30.79,5,다세대,989-10,25.822,센트럴하우스,24.03.29,41115,개인,인계동,수원시 팔달구
2002,개인, , ,"12,500",24,1,2024,중개거래,경기 수원시팔달구,35.8,2,다세대,71-163,14.7,대호주택,24.04.03,41115,개인,화서동,수원시 팔달구
1991,개인, , ,"12,200",13,1,2024,중개거래,경기 수원시 팔달구,55.44,-1,다세대,507-16,235.6,동수원빌라,24.02.28,41115,개인,우만동,수원시 팔달구
1991,개인, , ,"11,000",13,1,2024,중개거래,경기 수원시장안구,41.76,4,다세대,127-1,24.13,금영빌라,24.02.13,41115,개인,매향동,수원시 팔달구
2003,개인, , ,"14,700",29,1,2024,중개거래,경기 수원팔달구,36.58,2,다세대,47-5,28.2757,동화주택,24.02.02,41115,개인,고등동,수원시 팔달구
2000,개인, , ,"6,700",6,1,2024,중개거래,경기 수원팔달구,24.465,-1,다세대,504-1,12.4445,정인빌라A동,24.02.01,41115,법인,우만동,수원시 팔달구
2000,개인, , ,"9,500",6,1,2024,중개거래,경기 수원시팔달구,21.42,3,다세대,504-1,12.1055,정인빌라A동,24.03.28,41115,법인,우만동,수원시 팔달구
1983,개인, , ,"20,000",23,1,2024,중개거래,경기 수원시팔달구,54.57,3,연립다세대,208,40.1586,경일,24.07.05,41115,개인,화서동,수원시 팔달구
1995,개인, , ,"15,000",12,1,2024,중개거래,경기 수원시팔달구,46.36,1,다세대,529-5,35.24,우성하이츠빌라C동,24.02.15,41115,개인,우만동,수원시 팔달구
2019,개인, , ,"21,800",8,1,2024,중개거래,경기 수원시팔달구,43.58,3,다세대,100-4,23.75,(100-4),24.05.07,41115,개인,화서동,수원시 팔달구
1979,개인, , ,"9,500",25,1,2024,중개거래,경기 수원시팔달구,58.25,1,연립,122-110,49,칠성,24.02.06,41115,개인,매향동,수원시 팔달구
1988,개인, , ,"10,000",24,1,2024,중개거래,경기 수원팔달구,42.31,3,다세대,238,30.625,삼호빌라A동,24.01.25,41115,개인,인계동,수원시 팔달구
2017,개인, , ,"15,500",22,1,2024,중개거래,경기 수원시팔달구,38.35,2,다세대,489-7,24.759,드림하우스,24.03.28,41115,개인,우만동,수원시 팔달구
1991,개인, , ,"19,100",11,1,2024,중개거래,경기 수원시팔달구,64.8,3,다세대,512-6,32.65,두오주택,24.02.27,41115,개인,우만동,수원시 팔달구
2019,개인, , ,"18,500",19,1,2024,중개거래,"경기 성남시수정구, 경기 수원시팔달구",41.715,4,다세대,29-9,28.94,신한하이츠,24.02.19,41115,개인,고등동,수원시 팔달구
1992,개인, , ,"21,500",19,1,2024,중개거래,경기 수원시팔달구,52,1,연립,164-16,24.2,미도아트맨션B동,24.03.19,41115,개인,화서동,수원시 팔달구
1991,개인, , ,"24,500",22,1,2024,중개거래,경기 수원시팔달구,52.98,2,다세대,193,26.625,거산빌라,24.04.03,41115,개인,화서동,수원시 팔달구
1992,개인, , ,"7,000",19,1,2024,직거래, ,52.53,-1,다세대,512-18,38.9286,삼화빌라2동,24.01.23,41115,개인,우만동,수원시 팔달구
1990,개인, , ,"12,000",19,1,2024,직거래, ,44.38,3,다세대,514-12,21.49,현대빌라8동,24.01.22,41115,개인,우만동,수원시 팔달구
2011,개인, , ,"14,500",19,1,2024,직거래, ,79.74,3,다세대,163-2,44.42,삼성쉐르빌,24.01.23,41115,개인,지동,수원시 팔달구
2020,개인, , ,"13,000",19,1,2024,직거래, ,19.76,10,연립다세대,1036-13,7.7163,센트럴시티아리스타,24.01.19,41115,개인,인계동,수원시 팔달구
2017,개인, , ,"22,000",9,1,2024,중개거래,경기 수원시팔달구,40.58,3,다세대,69-17,31.6559,로얄베르디움,24.02.05,41115,개인,고등동,수원시 팔달구
1991,개인, , ,"15,800",4,1,2024,중개거래,경기 수원시팔달구,48,2,다세대,530-25,37.5,대영빌라,24.03.15,41115,개인,우만동,수원시 팔달구
1991,개인, , ,"8,500",10,1,2024,직거래, ,40.78,1,다세대,40-53,21.85,삼신빌라라동,24.01.17,41115,개인,화서동,수원시 팔달구
1995,개인, , ,"11,500",8,1,2024,중개거래,경기 수원시팔달구,29.64,4,연립,220-49,21.06,영광원룸빌라트,24.03.28,41115,개인,화서동,수원시 팔달구
2021,개인, , ,"36,500",15,1,2024,중개거래,경기 수원영통구,59.97,2,다세대,513-8,47.8452,(513-8),24.01.24,41115,개인,우만동,수원시 팔달구
1990,개인, , ,"5,500",15,1,2024,중개거래,경기 수원팔달구,37.44,-1,다세대,145-84,28.44,안암빌라가동,24.01.29,41115,개인,지동,수원시 팔달구
2007,개인, , ,"23,600",8,1,2024,중개거래,경기 수원시팔달구,69.93,2,다세대,76-1,42.04,뉴골든빌라(76-1),24.04.05,41115,개인,화서동,수원시 팔달구
1991,개인, , ,"12,500",13,1,2024,중개거래,"경기 수원시 영통구, 경기 수원시 팔달구",47.12,1,다세대,136-16,25.56,신세계빌라,24.03.29,41115,개인,우만동,수원시 팔달구
1991,개인, , ,"10,500",3,1,2024,중개거래,경기 수원시팔달구,44.2,-1,다세대,514-16,25.2,현대빌라9동,24.03.20,41115,개인,우만동,수원시 팔달구
2007,개인, , ,"12,000",3,1,2024,직거래, ,35.28,3,다세대,94-20,27.27,(94-20),24.01.11,41115,개인,매산로3가,수원시 팔달구
1990,개인, , ,"12,800",3,1,2024,중개거래,경기 수원팔달구,39.36,4,다세대,54-19,27.16,보성하이츠A동,24.01.19,41115,개인,고등동,수원시 팔달구
2017,개인, , ,"20,000",29,1,2024,중개거래,경기 수원시영통구,42.86,4,다세대,298-4,25.278,다원하우스2차,24.03.28,41117,개인,망포동,수원시 영통구
2011,개인, , ,"128,000",26,1,2024,중개거래,경기 수원시영통구,136.1455,3,연립,1212,160.204,호반가든하임,24.04.11,41117,개인,이의동,수원시 영통구
2017,개인, , ,"125,000",19,1,2024,중개거래,경기 수원시영통구,126.7852,1,연립다세대,1214,151.7321,e편한세상TERRACE광교Easthill,24.07.15,41117,개인,이의동,수원시 영통구
1994,개인, , ,"23,750",26,1,2024,중개거래,경기 수원시영통구,82.59,2,연립,101-56,58.88,선우장미주택,24.05.23,41117,개인,매탄동,수원시 영통구
2003,개인, , ,"13,500",11,1,2024,중개거래,경기 수원시 영통구,63.24,-1,다세대,121-78,39.211,한일빌라,24.03.11,41117,개인,매탄동,수원시 영통구
2017,개인, , ,"103,000",26,1,2024,중개거래,경기 수원시영통구,84.7746,1,연립다세대,1197,145.3207,e편한세상TERRACE광교Westhill,24.05.31,41117,개인,이의동,수원시 영통구
2017,개인, , ,"125,000",19,1,2024,중개거래,경기 수원시 영통구,126.7852,1,연립다세대,1214,151.7321,e편한세상TERRACE광교Easthill,24.07.15,41117,개인,이의동,수원시 영통구
2017,개인, , ,"19,500",22,1,2024,중개거래,경기 수원영통구,47.73,5,연립,535-5,45.82,어반시아,24.01.30,41117,개인,망포동,수원시 영통구
1979,개인, , ,"40,700",20,1,2024,중개거래,경기 수원영통구,62.18,1,연립,172-8,68.7129,태광(1~4동),24.01.26,41117,개인,매탄동,수원시 영통구
1993,개인, , ,"15,000",21,2,2024,중개거래,경기 수원시 장안구,54.12,2,다세대,414-11,567,기준빌라(414-11),24.05.30,41111,개인,파장동,수원시 장안구
1989,개인, , ,"6,200",24,2,2024,중개거래,경기 수원시장안구,32.73,2,다세대,454-2,22.09,소망빌라,24.04.26,41111,기타,정자동,수원시 장안구
2003,개인, , ,"14,000",22,2,2024,중개거래,경기 수원시 장안구,39.215,5,다세대,450-7,375.2,새롬빌,24.03.19,41111,개인,영화동,수원시 장안구
1997,개인, , ,"17,900",23,2,2024,중개거래,경기 수원시장안구,76.8,2,다세대,377-2,52.375,금강빌라,24.04.15,41111,개인,율전동,수원시 장안구
1980,개인, , ,"12,000",28,2,2024,중개거래,경기 군포시,56,1,연립,290-14,52.84,율전연립,24.03.14,41111,개인,율전동,수원시 장안구
2016,개인, , ,"21,500",24,2,2024,중개거래,경기 수원시 장안구,53.005,2,다세대,277-58,470,피카소힐,24.05.31,41111,개인,송죽동,수원시 장안구
2002,개인, , ,"16,500",23,2,2024,직거래, ,59.88,4,다세대,6-34,38.3125,동호빌라(6-34), ,41111,개인,정자동,수원시 장안구
1987,개인, , ,"11,900",25,2,2024,직거래, ,46.8,-1,다세대,645-25,34.82,장미타운(A동),24.03.12,41111,개인,조원동,수원시 장안구
2016,개인, , ,"20,000",24,2,2024,중개거래,경기 수원시장안구,49.93,3,다세대,277-58,30.52,피카소힐,24.05.23,41111,개인,송죽동,수원시 장안구
1988,개인, , ,"12,800",17,2,2024,중개거래,경기 수원시 장안구,55.15,2,다세대,396-49,28.55,효원빌라6동,24.04.29,41111,개인,영화동,수원시 장안구
1995,개인, , ,"17,900",26,2,2024,중개거래,경기 수원시장안구,56.6,2,다세대,33-11,34.4938,환희빌라(33-11),24.04.26,41111,개인,정자동,수원시 장안구
2002,개인, , ,"15,500",24,2,2024,중개거래,경기 수원시 장안구,58.65,5,다세대,81-2,245.4,명성에이스빌(81-2),24.06.28,41111,개인,정자동,수원시 장안구
2015,개인, , ,"21,000",13,2,2024,직거래, ,47.49,2,다세대,497-27,31.99,엘림하우스,24.03.15,41111,개인,송죽동,수원시 장안구
1990,개인, , ,"5,500",29,2,2024,직거래, ,44.64,-1,다세대,6-9,32.24,경원빌라,24.03.07,41111,개인,연무동,수원시 장안구
1992,개인, , ,"11,700",29,2,2024,중개거래,경기 수원시장안구,54.62,3,다세대,215-5,25.73,수영빌라,24.04.26,41111,개인,연무동,수원시 장안구
1993,개인, , ,"11,300",28,2,2024,중개거래,경기 수원시장안구,59.98,-1,다세대,502-6,32.26,현대빌라(5동),24.05.31,41111,개인,송죽동,수원시 장안구
1990,개인, , ,"10,000",16,2,2024,중개거래,경기 수원시장안구,36,1,다세대,745-27,19.125,우석빌라(3동),24.03.15,41111,개인,조원동,수원시 장안구
2016,개인, , ,"26,000",29,2,2024,중개거래,경기 수원시장안구,69.47,4,다세대,391-8,44.13,하이안클래식,24.04.29,41111,개인,송죽동,수원시 장안구
2008,개인, , ,"20,500",17,2,2024,중개거래,경기 수원시장안구,73.25,2,다세대,780-4,44.66,삼승그린빌,24.03.04,41111,개인,조원동,수원시 장안구
2003,개인, , ,"14,000",22,2,2024,중개거래,경기 수원시장안구,39.215,5,다세대,450-7,21.957,새롬빌, ,41111,개인,영화동,수원시 장안구
2004,개인, , ,"20,400",3,2,2024,중개거래,경기 수원시장안구,74.02,3,다세대,444-27,42.5,예영그라제(A동),24.04.26,41111,개인,조원동,수원시 장안구
1991,개인, , ,"17,000",26,2,2024,중개거래,경기 수원시장안구,36.1,1,다세대,21-3,26.375,유천빌라(다동),24.03.27,41111,개인,연무동,수원시 장안구
1981,개인, , ,"11,000",23,2,2024,중개거래,경기 수원시장안구,53.79,2,연립,36-7,39.3,신명(36-7),24.02.28,41111,개인,정자동,수원시 장안구
2003,개인, , ,"17,250",3,2,2024,중개거래,경기 수원시 장안구,58.94,4,다세대,98,53.64,명성에이스빌9동,24.04.29,41111,개인,영화동,수원시 장안구
1990,개인, , ,"12,000",8,2,2024,중개거래,경기 수원시장안구,35.64,2,다세대,371-2,33,금강빌라(B동),24.02.28,41111,개인,송죽동,수원시 장안구
1991,개인, , ,"14,000",19,2,2024,중개거래,경기 수원시장안구,28.6,2,다세대,220-14,23.46,광원빌라(15동),24.02.26,41111,개인,연무동,수원시 장안구
2015,개인, , ,"26,700",17,2,2024,중개거래,경기 수원시장안구,55.08,4,다세대,392-19,35.7551,크리스탈타운(B동),24.05.02,41111,개인,영화동,수원시 장안구
2003,개인, , ,"16,650",13,2,2024,중개거래,경기 수원시장안구,48.62,2,다세대,259,26.654,정진빌라트(가동),24.04.08,41111,개인,연무동,수원시 장안구
2003,개인, , ,"16,200",8,2,2024,중개거래,경기 수원시장안구,54.03,4,다세대,3-23,26.5,영덕그린빌비동,24.03.04,41111,개인,영화동,수원시 장안구
1991,개인, , ,"10,000",17,2,2024,중개거래,경기 수원시장안구,44.64,3,다세대,37-31,26.63,덕성빌라,24.04.01,41111,개인,정자동,수원시 장안구
2018,개인, , ,"20,000",15,2,2024,중개거래,경기 수원시장안구,37.43,4,다세대,41-5,30.33,인정베스트빌,24.05.29,41111,개인,정자동,수원시 장안구
1995,개인, , ,"17,800",15,2,2024,중개거래,경기 수원시장안구,59.7,1,다세대,38-30,36.51,동호빌라(38-30),24.06.27,41111,개인,정자동,수원시 장안구
1991,개인, , ,"13,500",7,2,2024,중개거래,경기 수원시장안구,36.94,1,다세대,219-39,27.39,"광원빌라(3,4동)",24.02.16,41111,개인,연무동,수원시 장안구
2018,개인, , ,"22,000",7,2,2024,중개거래,경기 수원시장안구,59.07,5,다세대,70-57,30.08,데일리,24.03.14,41111,개인,정자동,수원시 장안구
1997,개인, , ,"11,800",8,2,2024,중개거래,경기 수원시장안구,40.32,2,다세대,416-3,28.55,진주그린빌라,24.04.01,41111,개인,영화동,수원시 장안구
