buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,houseType,jibun,landAr,mhouseNm,rgstDate,sggCd,slerGbn,umdNm,지역구명
2019, , , ,"26,000",28,1,2021, , ,57.15,5,다세대,212-23,20.09,DM빌리지, ,41111, ,연무동,수원시 장안구
1990, , , ,"8,750",30,1,2021, , ,35.86,3,다세대,557-11,21.0875,황금빌라, ,41111, ,파장동,수원시 장안구
1993, , , ,"10,000",29,1,2021, , ,40.13,1,다세대,6-14,22.63,"뉴골든타운(6,7동)", ,41111, ,연무동,수원시 장안구
1993, , , ,"8,900",27,1,2021, , ,39.17,1,다세대,743-2,23.465,삼정빌라, ,41111, ,조원동,수원시 장안구
1996, , , ,"15,700",31,1,2021, , ,71.1,3,다세대,732-11,42.38,효성빌라(A동), ,41111, ,조원동,수원시 장안구
1991, ,21.05.30,O,"12,000",27,1,2021, , ,33.07,4,다세대,562-5,25.69,진주맨션5동, ,41111, ,파장동,수원시 장안구
2019, , , ,"25,500",23,1,2021, , ,57.15,2,다세대,212-23,20.09,DM빌리지, ,41111, ,연무동,수원시 장안구
1991, , , ,"13,500",23,1,2021, , ,44.64,3,다세대,37-45,26.625,신형빌라, ,41111, ,정자동,수원시 장안구
1991, , , ,"12,500",23,1,2021, , ,43.5,4,다세대,402-1,16.3,삼성빌라(402-1), ,41111, ,파장동,수원시 장안구
1991, , , ,"12,000",23,1,2021, , ,45.27,1,다세대,728-9,38.1,신우주택(가동), ,41111, ,조원동,수원시 장안구
2009, , , ,"19,200",30,1,2021, , ,70.17,3,다세대,167-12,49,성원아트빌, ,41111, ,율전동,수원시 장안구
1993, , , ,"10,000",30,1,2021, , ,44.58,2,다세대,61-265,27.07,뉴골든타운(14동), ,41111, ,연무동,수원시 장안구
2003, , , ,"15,950",21,1,2021, , ,59.64,2,다세대,597-16,27.1,동원파크빌, ,41111, ,파장동,수원시 장안구
2017, , , ,"29,500",25,1,2021, , ,62.29,5,다세대,235-23,43.2,리치캐슬, ,41111, ,연무동,수원시 장안구
1990, , , ,"10,800",29,1,2021, , ,41.98,2,다세대,459-29,26.19,현성타운(뉴골든타운(1동)), ,41111, ,송죽동,수원시 장안구
1986, , , ,"7,500",20,1,2021, , ,31.86,1,다세대,212-36,24.0502,연무빌라(B동), ,41111, ,연무동,수원시 장안구
1986, , , ,"9,000",23,1,2021, , ,31.86,2,다세대,212-37,23.3399,연무빌라(C동), ,41111, ,연무동,수원시 장안구
1992, , , ,"4,250",30,1,2021, , ,36.9,-1,다세대,61-262,19.48,뉴골든타운(17동), ,41111, ,연무동,수원시 장안구
1993, , , ,"47,000",21,1,2021, , ,37.75,4,다세대,488,35,한성프린스5동, ,41111, ,정자동,수원시 장안구
1990, , , ,"9,500",28,1,2021, , ,51.45,1,다세대,6-10,35.9935,경원빌라, ,41111, ,연무동,수원시 장안구
1984, , , ,"12,900",30,1,2021, , ,79.56,2,연립,769-13,62.075,거화빌라(가동), ,41111, ,조원동,수원시 장안구
1991, , , ,"11,200",30,1,2021, , ,43.32,3,다세대,781-22,26.425,정은빌라(5동), ,41111, ,조원동,수원시 장안구
1991, , , ,"8,500",31,1,2021, , ,33.07,4,다세대,562-5,25.69,진주맨션5동, ,41111, ,파장동,수원시 장안구
1988, , , ,"11,000",21,1,2021, , ,41.58,1,다세대,740-8,17.5061,경원빌라(5동), ,41111, ,조원동,수원시 장안구
1984, , , ,"10,100",19,1,2021, , ,52.38,2,연립,768-4,47.4201,원일빌라, ,41111, ,조원동,수원시 장안구
1995, , , ,"26,000",30,1,2021, , ,132.84,8,연립다세대,73-10,42.03,정자종합시장, ,41111, ,정자동,수원시 장안구
1983, , , ,"10,800",30,1,2021, , ,52.05,3,연립,70-63,44.3,경희, ,41111, ,정자동,수원시 장안구
1991, , , ,"10,000",22,1,2021, , ,45.84,3,다세대,765-3,30.375,협신빌라(가동), ,41111, ,조원동,수원시 장안구
1986, , , ,"7,500",20,1,2021, , ,31.86,-1,다세대,212-37,23.3003,연무빌라(C동), ,41111, ,연무동,수원시 장안구
1986, , , ,"6,800",18,1,2021, , ,31.86,-1,다세대,212-36,24.09,연무빌라(B동), ,41111, ,연무동,수원시 장안구
1991, , , ,"11,800",18,1,2021, , ,44.64,2,다세대,37-31,26.63,덕성빌라, ,41111, ,정자동,수원시 장안구
1989, , , ,"9,000",29,1,2021, , ,35.92,3,다세대,495-19,5.0902,올림픽빌라(B동), ,41111, ,송죽동,수원시 장안구
1982, ,21.03.17,O,"10,000",22,1,2021, , ,65.16,2,연립,290-29,63.3,삼전, ,41111, ,율전동,수원시 장안구
1991, , , ,"9,000",21,1,2021, , ,41.49,3,다세대,559-2,26.04,동양빌라, ,41111, ,파장동,수원시 장안구
1991, , , ,"33,000",21,1,2021, , ,35.1,3,다세대,81-1,29.7,하나루빌라, ,41111, ,영화동,수원시 장안구
2003, , , ,"15,200",23,1,2021, , ,66.5,1,다세대,34-3,36.1,현대하트웰103동, ,41111, ,영화동,수원시 장안구
2001, , , ,"18,000",28,1,2021, , ,76.37,3,다세대,737-22,52.775,미림주택(가동), ,41111, ,조원동,수원시 장안구
2014, , , ,"23,000",29,1,2021, , ,79.35,5,다세대,424-21,50.189,명성주택2차, ,41111, ,영화동,수원시 장안구
1986, , , ,"7,500",25,1,2021, , ,31.86,1,다세대,212-37,23.3399,연무빌라(C동), ,41111, ,연무동,수원시 장안구
2019, , , ,"28,900",30,1,2021, , ,51.4,5,다세대,272-101,29.5933,더원팰리스, ,41111, ,송죽동,수원시 장안구
1979, , , ,"10,900",14,1,2021, , ,56.73,2,연립,589-1,59.1083,승진, ,41111, ,파장동,수원시 장안구
1988, , , ,"10,000",12,1,2021, , ,40.72,1,다세대,740-10,23.7625,경원빌라(3동), ,41111, ,조원동,수원시 장안구
1990, , , ,"14,000",25,1,2021, , ,40.06,3,다세대,121,27.25,우림빌라(A동), ,41111, ,송죽동,수원시 장안구
1992, , , ,"7,800",12,1,2021, , ,41.19,2,다세대,4-13,28.37,대진빌라(나동), ,41111, ,연무동,수원시 장안구
2020, , , ,"26,500",16,1,2021, , ,70.43,2,다세대,398-48,36.05,더쉼빌, ,41111, ,송죽동,수원시 장안구
1993, , , ,"9,850",28,1,2021, , ,42.96,4,다세대,61-276,23.44,뉴골든타운(15동), ,41111, ,연무동,수원시 장안구
1991, , , ,"5,500",23,1,2021, , ,36.94,-1,다세대,219-39,27.38,"광원빌라(3,4동)", ,41111, ,연무동,수원시 장안구
1989, , , ,"10,900",18,1,2021, , ,39.3,1,다세대,443-26,40.7439,"금성주택(A,B)", ,41111, ,송죽동,수원시 장안구
1989, , , ,"10,500",18,1,2021, , ,49.9,2,다세대,768-3,35.317,성도빌라, ,41111, ,조원동,수원시 장안구
1985, , , ,"14,000",27,1,2021, , ,54.8,3,연립다세대,377-12,46,삼아, ,41111, ,송죽동,수원시 장안구
1984, , , ,"10,100",13,1,2021, , ,52.38,2,연립,768-4,47.4201,원일빌라, ,41111, ,조원동,수원시 장안구
1989, , , ,"8,900",29,1,2021, , ,38.19,2,다세대,754-11,44.4956,일양빌라(D동), ,41111, ,조원동,수원시 장안구
2014, , , ,"14,700",24,1,2021, , ,48.74,2,다세대,442-3,29.51,다솜주택빌1, ,41111, ,영화동,수원시 장안구
1990, , , ,"11,000",30,1,2021, , ,47.72,1,다세대,68-26,36.449,동일빌라(68-26), ,41111, ,정자동,수원시 장안구
1991, , , ,"6,800",18,1,2021, , ,38.34,4,연립,645-23,19.02,봉화, ,41111, ,조원동,수원시 장안구
1990, , , ,"10,800",29,1,2021, , ,51.76,2,다세대,753-20,27.64,전동빌라(B동), ,41111, ,조원동,수원시 장안구
2003, , , ,"16,000",16,1,2021, , ,59.92,1,다세대,644-29,44.7,보스빌(D동), ,41111, ,조원동,수원시 장안구
1985, , , ,"12,800",27,1,2021, , ,54.8,2,연립다세대,377-12,46,삼아, ,41111, ,송죽동,수원시 장안구
1991, , , ,"7,000",25,1,2021, , ,38.52,2,다세대,443-16,28.02,스타빌라, ,41111, ,송죽동,수원시 장안구
1988, , , ,"10,200",9,1,2021, , ,41.58,2,다세대,741-7,33.8053,"경원빌라(6,7동)", ,41111, ,조원동,수원시 장안구
1993, , , ,"8,500",20,1,2021, , ,36.86,4,연립,251-5,28.55,우성빌라(251-5), ,41111, ,연무동,수원시 장안구
2020, , , ,"25,900",20,1,2021, , ,56.445,4,다세대,519-137,34.09,주건축물제1동, ,41111, ,조원동,수원시 장안구
1990, , , ,"9,950",23,1,2021, , ,36.14,3,다세대,750-35,25.905,세흥빌라(750-35), ,41111, ,조원동,수원시 장안구
1992, , , ,"8,650",5,1,2021, , ,39.53,2,다세대,767-24,25.47,효진빌라, ,41111, ,조원동,수원시 장안구
1984, , , ,"12,000",30,1,2021, , ,58.02,2,연립,212-2,48.57,동산주택, ,41111, ,연무동,수원시 장안구
1985, , , ,"11,900",21,1,2021, , ,47.28,1,연립,638-95,43.67,수성, ,41111, ,조원동,수원시 장안구
1981, , , ,"8,500",26,1,2021, , ,45.52,2,연립,254-1,40.5272,보성, ,41111, ,연무동,수원시 장안구
1991, , , ,"61,450",9,1,2021, , ,46.08,1,다세대,546-7,29.83,두산빌라1차, ,41111, ,정자동,수원시 장안구
2002, , , ,"15,800",30,1,2021, , ,50,1,다세대,6-8,33.1669,환희빌라(6-8), ,41111, ,정자동,수원시 장안구
1990, , , ,"9,000",4,1,2021, , ,36.08,3,다세대,443-9,26.5,부강주택(443-9), ,41111, ,송죽동,수원시 장안구
1991, , , ,"9,800",16,1,2021, , ,46.68,3,다세대,399-2,24.87,오룡스카이빌라(399-2), ,41111, ,파장동,수원시 장안구
2003, , , ,"10,700",9,1,2021, , ,42.65,3,다세대,637-9,21.1904,원아트빌라, ,41111, ,조원동,수원시 장안구
2015, , , ,"18,300",9,1,2021, , ,49.27,4,다세대,111-14,36.46,"인정베스트빌(A,B동)", ,41111, ,율전동,수원시 장안구
2020, , , ,"27,600",14,1,2021, , ,80.19,3,다세대,421-29,46.3,신성아트빌, ,41111, ,영화동,수원시 장안구
2015, , , ,"14,500",30,1,2021, , ,32.58,2,다세대,7-25,21.8,미성하이츠빌, ,41111, ,정자동,수원시 장안구
1991, ,21.02.08,O,"6,500",29,1,2021, , ,33.96,1,다세대,321-20,21.52,우성빌라(C동), ,41111, ,정자동,수원시 장안구
1990, , , ,"13,000",25,1,2021, , ,55.68,2,다세대,6-51,39.4,태성빌라(6-51), ,41111, ,정자동,수원시 장안구
1990, , , ,"6,000",22,1,2021, , ,32.85,3,다세대,208-9,23.2,진주타운9동, ,41111, ,파장동,수원시 장안구
1989, , , ,"7,200",12,1,2021, , ,36.63,3,다세대,408-13,32.55,청원빌라B동, ,41111, ,하광교동,수원시 장안구
1982, , , ,"14,000",9,1,2021, , ,52.53,1,연립,379-2,42,"송원(가,나)", ,41111, ,송죽동,수원시 장안구
1989, , , ,"7,500",29,1,2021, , ,38.34,3,다세대,73-56,22.94,은성빌라B동, ,41111, ,정자동,수원시 장안구
1990, , , ,"9,600",25,1,2021, , ,36.04,3,다세대,759-18,27,유진빌라(4동), ,41111, ,조원동,수원시 장안구
2004, , , ,"15,000",25,1,2021, , ,48.18,2,다세대,46-5,34.694,대진맨션(46-5), ,41111, ,정자동,수원시 장안구
1984, , , ,"11,000",12,1,2021, , ,52.38,2,연립,768-4,47.4201,원일빌라, ,41111, ,조원동,수원시 장안구
1984, , , ,"12,500",11,1,2021, , ,54.69,3,연립,212-2,45.79,동산주택, ,41111, ,연무동,수원시 장안구
1989, , , ,"5,000",27,1,2021, , ,48.51,-1,다세대,256-34,37.2,새그린빌라(가동), ,41111, ,연무동,수원시 장안구
1991, , , ,"9,500",14,1,2021, , ,54.62,4,다세대,256-1,27.89,"석천빌라(A,B동)", ,41111, ,연무동,수원시 장안구
1999, , , ,"6,000",2,1,2021, , ,54.99,-1,다세대,558-16,33.432,목화빌라(558-16), ,41111, ,파장동,수원시 장안구
1987, , , ,"8,000",12,1,2021, , ,33.8,2,다세대,738-7,25.4527,형우빌라(738-7), ,41111, ,조원동,수원시 장안구
1992, , , ,"4,700",23,1,2021, , ,44.28,-1,다세대,200-1,27.5021,"원타운(A,B동)", ,41111, ,송죽동,수원시 장안구
1990, , , ,"10,700",16,1,2021, , ,49.77,2,다세대,767-20,42.9,한남빌라, ,41111, ,조원동,수원시 장안구
1986, , , ,"8,000",19,1,2021, , ,45.84,2,다세대,392-7,32.7,(392-7), ,41111, ,영화동,수원시 장안구
1984, , , ,"11,800",5,1,2021, , ,57.72,3,연립,417-25,39.45,대영맨션, ,41111, ,영화동,수원시 장안구
1991, , , ,"14,400",16,1,2021, , ,32.72,4,다세대,562-1,27.03,진주맨션1동, ,41111, ,파장동,수원시 장안구
1989, , , ,"6,250",1,1,2021, , ,56.36,-1,다세대,366-2,42.37,삼보빌라(2동), ,41111, ,송죽동,수원시 장안구
2017, , , ,"19,700",2,1,2021, , ,61.35,5,다세대,587,33.2,우미빌, ,41111, ,파장동,수원시 장안구
1989, , , ,"11,000",19,1,2021, , ,48.04,3,다세대,495-18,5.3303,올림픽빌라(C동), ,41111, ,송죽동,수원시 장안구
1989, , , ,"9,900",12,1,2021, , ,48.14,1,다세대,366-7,43.17,삼보빌라(7동), ,41111, ,송죽동,수원시 장안구
2020, , , ,"22,500",4,1,2021, , ,39.49,2,다세대,258-21,34.54,연무베르디움, ,41111, ,연무동,수원시 장안구
1988, , , ,"6,500",12,1,2021, , ,40.72,2,다세대,740-10,23.7625,경원빌라(3동), ,41111, ,조원동,수원시 장안구
1984, , , ,"11,000",23,1,2021, , ,52.35,3,연립,769-21,24.4847,거화빌라(나동), ,41111, ,조원동,수원시 장안구
1990, , , ,"10,500",20,1,2021, , ,46.32,3,다세대,765-19,26.075,진주맨션11차(다동), ,41111, ,조원동,수원시 장안구
1990, , , ,"8,700",19,1,2021, , ,46.6,1,다세대,732-1,31.69,신광맨션, ,41111, ,조원동,수원시 장안구
1989, , , ,"9,200",16,1,2021, , ,35.32,3,다세대,257-4,29.5778,일우아트빌라, ,41111, ,영화동,수원시 장안구
1991, , , ,"13,000",16,1,2021, , ,32.69,2,다세대,562-4,28.94,진주맨션4동, ,41111, ,파장동,수원시 장안구
2020, , , ,"24,200",22,1,2021, , ,45.44,5,다세대,501-15,33.393,정림베스트, ,41111, ,파장동,수원시 장안구
2018, , , ,"21,200",9,1,2021, , ,48.3,2,다세대,414-7,35.22,성원아트빌A동, ,41111, ,율전동,수원시 장안구
2020, , , ,"30,700",6,1,2021, , ,63.18,5,연립,583-43,25.17,대경시실리, ,41111, ,파장동,수원시 장안구
2002, , , ,"2,700",18,1,2021, , ,23.975,-1,다세대,593-2,11.1879,대흥빌, ,41111, ,파장동,수원시 장안구
1991, , , ,"12,700",14,1,2021, , ,41.49,3,다세대,402-6,23.58,삼성빌라(402-6), ,41111, ,파장동,수원시 장안구
1991, , , ,"15,000",18,1,2021, , ,55.38,2,다세대,501-5,29.4,그린맨션(가), ,41111, ,송죽동,수원시 장안구
1990, , , ,"11,000",15,1,2021, , ,37,2,다세대,208-14,36.375,진주타운14동, ,41111, ,파장동,수원시 장안구
1991, , , ,"10,000",10,1,2021, , ,45.84,1,다세대,765-4,30.3875,협신빌라(나동), ,41111, ,조원동,수원시 장안구
2003, , , ,"15,000",14,1,2021, , ,69.15,4,다세대,776-1,35.413,써니하우스, ,41111, ,조원동,수원시 장안구
1992, , , ,"14,000",16,1,2021, , ,62.78,4,다세대,497-28,34.7842,성우빌라, ,41111, ,송죽동,수원시 장안구
2017, , , ,"26,000",1,1,2021, , ,68.55,4,다세대,445-1,19.27,대명하이빌, ,41111, ,영화동,수원시 장안구
1990, , , ,"5,800",5,1,2021, , ,49.47,-1,다세대,228-17,33.52,예원빌라(나), ,41111, ,연무동,수원시 장안구
1991, , , ,"6,000",12,1,2021, , ,51.78,-1,다세대,11-58,27.97,성업주택, ,41111, ,연무동,수원시 장안구
1992, , , ,"12,000",14,1,2021, , ,54.62,1,다세대,215-5,25.73,수영빌라, ,41111, ,연무동,수원시 장안구
1988, , , ,"9,600",5,1,2021, , ,41.58,3,다세대,741-7,33.8151,"경원빌라(6,7동)", ,41111, ,조원동,수원시 장안구
1990, , , ,"12,000",2,1,2021, , ,48.87,1,다세대,767-20,42.12,한남빌라, ,41111, ,조원동,수원시 장안구
2020, , , ,"21,800",4,1,2021, , ,37.69,2,다세대,258-21,32.96,연무베르디움, ,41111, ,연무동,수원시 장안구
1990, , , ,"11,500",2,1,2021, , ,49.77,1,다세대,767-20,42.9,한남빌라, ,41111, ,조원동,수원시 장안구
1991, ,21.01.18,O,"13,500",10,1,2021, , ,44.64,3,다세대,37-45,26.625,신형빌라, ,41111, ,정자동,수원시 장안구
1988, , , ,"2,500",11,1,2021, , ,40.73,-1,다세대,740-12,24.3625,경원빌라(2동), ,41111, ,조원동,수원시 장안구
1988, , , ,"7,000",13,1,2021, , ,39.61,1,다세대,108-1,33.75,성원주택(다동), ,41111, ,송죽동,수원시 장안구
2002, , , ,"9,700",5,1,2021, , ,44.67,2,다세대,327-3,25.699,용궁빌리지에이동, ,41111, ,정자동,수원시 장안구
1991, , , ,"11,700",10,1,2021, , ,59.76,4,다세대,602-29,37.378,미도주택2동, ,41111, ,파장동,수원시 장안구
1990, , , ,"4,800",13,1,2021, , ,38.66,-1,다세대,135-3,28.98,우림빌라(135-3), ,41111, ,송죽동,수원시 장안구
1990, , , ,"9,550",9,1,2021, , ,36.4,3,다세대,765-20,11.3125,진주맨션11차(나동), ,41111, ,조원동,수원시 장안구
1987, , , ,"10,000",7,1,2021, , ,47.16,3,다세대,526-2,35.34,삼호빌라(526-2), ,41111, ,조원동,수원시 장안구
1991, ,21.01.13,O,"12,750",4,1,2021, , ,32.72,3,다세대,562-1,27.03,진주맨션1동, ,41111, ,파장동,수원시 장안구
2015, , , ,"21,000",7,1,2021, , ,58.5,3,다세대,39-60,35.071,모던힐하우스(A동), ,41111, ,정자동,수원시 장안구
2003, , , ,"16,000",4,1,2021, , ,59.66,3,다세대,212-14,28.6,명성에이스빌2동, ,41111, ,영화동,수원시 장안구
2016, , , ,"23,500",6,1,2021, , ,58.94,3,다세대,391-8,37.44,하이안클래식, ,41111, ,송죽동,수원시 장안구
2020, , , ,"26,000",2,1,2021, , ,52.453,5,다세대,460-16,27.253,꿈담빌, ,41111, ,조원동,수원시 장안구
1989, , , ,"6,750",26,1,2021, , ,63.06,-1,다세대,554-45,45.8,(554-45), ,41113, ,세류동,수원시 권선구
1997, , , ,"16,800",23,1,2021, , ,59.1,2,다세대,80-15,51.07,삼영아트맨션2차, ,41113, ,고색동,수원시 권선구
1991, , , ,"7,200",28,1,2021, , ,35.46,2,다세대,1132-37,21.14,한양빌라(A), ,41113, ,세류동,수원시 권선구
1988, , , ,"15,950",27,1,2021, , ,39.87,2,연립다세대,1152-6,32.5212,궁전(1152-6), ,41113, ,세류동,수원시 권선구
2003, , , ,"15,000",31,1,2021, , ,66.54,3,다세대,872-36,43.2597,빌라델비아(872-36), ,41113, ,세류동,수원시 권선구
1988, , , ,"25,700",30,1,2021, , ,46.68,4,연립다세대,1147,40.95,미영, ,41113, ,세류동,수원시 권선구
1994, , , ,"9,500",30,1,2021, , ,34.97,4,다세대,265-1,19.04,송암빌라, ,41113, ,세류동,수원시 권선구
1987, , , ,"8,100",28,1,2021, , ,42.72,3,다세대,1138-5,28.9895,로얄빌라(1138-5), ,41113, ,세류동,수원시 권선구
2002, , , ,"12,200",27,1,2021, , ,62.07,3,다세대,801-5,34.08,우드원빌, ,41113, ,탑동,수원시 권선구
1988, , , ,"20,000",26,1,2021, , ,69.4,2,다세대,38-18,49.43,(38-18), ,41113, ,서둔동,수원시 권선구
2012, , , ,"12,000",28,1,2021, , ,46.8,3,다세대,559,33.543,현대빌라A동, ,41113, ,세류동,수원시 권선구
1988, , , ,"26,300",29,1,2021, , ,39.12,2,연립다세대,1147,35.93,미영, ,41113, ,세류동,수원시 권선구
1989, , , ,"5,750",22,1,2021, , ,53.79,-1,다세대,393-3,41,미덕빌라3동, ,41113, ,호매실동,수원시 권선구
1995, , , ,"10,000",30,1,2021, , ,46.14,4,다세대,375-4,32.37,삼진빌라(375-4), ,41113, ,오목천동,수원시 권선구
2012, , , ,"14,800",25,1,2021, , ,39.13,3,다세대,324-2,21.28,네오빌, ,41113, ,세류동,수원시 권선구
2014, , , ,"19,500",14,1,2021, , ,67.68,4,다세대,579-1,41.01,현대빌라(579-1), ,41113, ,세류동,수원시 권선구
2016, , , ,"18,500",30,1,2021, , ,45.07,4,다세대,27-140,35.9938,삼익리베리움, ,41113, ,서둔동,수원시 권선구
2017, , , ,"22,500",27,1,2021, , ,57.57,2,다세대,27-141,38.9553,"삼익리베리움(301,302동)", ,41113, ,서둔동,수원시 권선구
2007, , , ,"15,500",23,1,2021, , ,67.8,2,다세대,25-27,34.555,대진맨션, ,41113, ,탑동,수원시 권선구
2020, , , ,"24,900",25,1,2021, , ,48.85,5,다세대,765-4,36.491,스타캐슬탑동, ,41113, ,탑동,수원시 권선구
2007, , , ,"48,350",21,1,2021, , ,18.34,3,다세대,832-14,15.8764,덕광빌라(832-14), ,41113, ,세류동,수원시 권선구
1988, , , ,"10,000",28,1,2021, , ,58.6,-1,다세대,42-8,50,명진주택(42-8), ,41113, ,서둔동,수원시 권선구
2015, , , ,"16,100",11,1,2021, , ,35.22,4,다세대,456,30.59,더갤러리, ,41113, ,세류동,수원시 권선구
1988, , , ,"23,000",29,1,2021, , ,39.12,2,연립다세대,1147,35.93,미영, ,41113, ,세류동,수원시 권선구
1982, , , ,"9,000",30,1,2021, , ,38.51,3,연립,192-3,34.9,장안(B), ,41113, ,세류동,수원시 권선구
2016, , , ,"18,500",28,1,2021, , ,45.073,2,다세대,328-8,31.702,성은해피빌A, ,41113, ,오목천동,수원시 권선구
2002, , , ,"39,950",19,1,2021, , ,23.25,2,다세대,139-28,12.96,한울빌라(A), ,41113, ,세류동,수원시 권선구
2016, , , ,"24,000",26,1,2021, , ,69.29,4,다세대,463-11,40.45,네오빌, ,41113, ,세류동,수원시 권선구
1978, , , ,"12,700",12,1,2021, , ,48.26,1,연립,563-4,49.4057,현대(563-4), ,41113, ,세류동,수원시 권선구
2014, ,21.02.16,O,"19,500",14,1,2021, , ,67.68,4,다세대,579-1,41.01,현대빌라(579-1), ,41113, ,세류동,수원시 권선구
1996, , , ,"13,000",12,1,2021, , ,39.93,4,다세대,99-20,33.33,건일빌라가나동, ,41113, ,서둔동,수원시 권선구
2003, , , ,"14,000",21,1,2021, , ,61.07,2,다세대,796-3,38.35,서원맨션B동, ,41113, ,탑동,수원시 권선구
2007, , , ,"54,400",30,1,2021, , ,31.68,3,다세대,138-61,19.77,(138-61), ,41113, ,세류동,수원시 권선구
1982, , , ,"8,700",30,1,2021, , ,42.61,3,연립,192-6,34.6,장안(A), ,41113, ,세류동,수원시 권선구
1981, , , ,"9,500",29,1,2021, , ,43.8,2,연립,485-1,33.9,삼화연립(485-1), ,41113, ,세류동,수원시 권선구
1991, , , ,"6,500",22,1,2021, , ,49.98,-1,다세대,139-12,31.95,"럭키하이츠빌라A,B동", ,41113, ,구운동,수원시 권선구
1989, , , ,"4,000",19,1,2021, , ,41.24,-1,다세대,393,30.53,미덕빌라10동, ,41113, ,호매실동,수원시 권선구
1979, , , ,"15,000",16,1,2021, , ,53.55,1,연립,39-32,37.35,서호연립, ,41113, ,서둔동,수원시 권선구
1995, , , ,"16,850",27,1,2021, , ,59.52,1,다세대,45-149,30.7987,동명그린맨션, ,41113, ,서둔동,수원시 권선구
2002, , , ,"13,700",14,1,2021, , ,68.17,1,다세대,218-20,43.125,지성빌라, ,41113, ,세류동,수원시 권선구
2015, , , ,"16,300",19,1,2021, , ,46.82,2,다세대,914-7,27.14,더갤러리, ,41113, ,구운동,수원시 권선구
1995, , , ,"13,000",29,1,2021, , ,66.72,3,다세대,572-21,43.5,동서빌라(C), ,41113, ,세류동,수원시 권선구
1992, , , ,"13,000",22,1,2021, , ,59.02,2,다세대,439-4,42.26,주영(1동), ,41113, ,세류동,수원시 권선구
2015, , , ,"14,000",20,1,2021, , ,33.13,5,다세대,914-7,19.21,더갤러리, ,41113, ,구운동,수원시 권선구
2012, , , ,"11,800",21,1,2021, , ,36.74,4,다세대,876-4,25.5442,푸르미힐, ,41113, ,탑동,수원시 권선구
1989, , , ,"4,000",11,1,2021, , ,36.36,-1,다세대,240-25,35.75,장미빌라2동, ,41113, ,금곡동,수원시 권선구
2016, , , ,"17,000",31,1,2021, , ,34.45,4,다세대,27-131,27.85,"삼익리베리움(401,402동)", ,41113, ,서둔동,수원시 권선구
2019, , , ,"25,500",18,1,2021, , ,60.11,2,다세대,1018-22,34.42,로얄캐슬, ,41113, ,세류동,수원시 권선구
1988, , , ,"25,400",30,1,2021, , ,46.68,4,연립다세대,1147,40.95,미영, ,41113, ,세류동,수원시 권선구
1996, , , ,"11,000",27,1,2021, , ,41.82,4,다세대,99-20,33.33,건일빌라가나동, ,41113, ,서둔동,수원시 권선구
2015, , , ,"17,000",11,1,2021, , ,43.43,5,다세대,207-52,32.93,해맑음빌리지가동, ,41113, ,서둔동,수원시 권선구
2000, , , ,"16,000",22,1,2021, , ,81.72,3,연립,19-4,52.6875,탑하우스빌102동, ,41113, ,탑동,수원시 권선구
2016, , , ,"15,500",14,1,2021, , ,34.03,4,다세대,17-596,24.01,"우진빌리지(가,나동)", ,41113, ,서둔동,수원시 권선구
2015, , , ,"28,000",1,1,2021, , ,82.97,4,다세대,27-123,78.341,"삼익마에스트로(103동,104동)", ,41113, ,서둔동,수원시 권선구
2019, , , ,"19,700",9,1,2021, , ,37.12,2,다세대,346-7,27.35,더세류빌, ,41113, ,세류동,수원시 권선구
1992, , , ,"7,400",27,1,2021, , ,39.96,2,다세대,439-15,29.07,신라궁전타운(439-15), ,41113, ,호매실동,수원시 권선구
1988, , , ,"11,000",30,1,2021, , ,59.52,-1,다세대,42-10,53.66,명진주택(42-10), ,41113, ,서둔동,수원시 권선구
2004, , , ,"14,500",23,1,2021, , ,73.62,4,연립다세대,855-3,36.43,성림리젠시빌, ,41113, ,탑동,수원시 권선구
2020, , , ,"22,800",18,1,2021, , ,63.11,2,다세대,743-4,31.689,더리움(2동), ,41113, ,탑동,수원시 권선구
2020, , , ,"22,950",18,1,2021, , ,63.05,2,다세대,743-4,31.689,더리움(2동), ,41113, ,탑동,수원시 권선구
2020, , , ,"23,100",18,1,2021, , ,63.11,3,다세대,743-4,31.689,더리움(2동), ,41113, ,탑동,수원시 권선구
2020, , , ,"23,150",18,1,2021, , ,63.05,3,다세대,743-4,31.336,더리움(2동), ,41113, ,탑동,수원시 권선구
2020, , , ,"23,100",18,1,2021, , ,63.11,4,다세대,743-4,31.689,더리움(2동), ,41113, ,탑동,수원시 권선구
2020, , , ,"23,150",18,1,2021, , ,63.05,4,다세대,743-4,31.336,더리움(2동), ,41113, ,탑동,수원시 권선구
2020, , , ,"23,200",18,1,2021, , ,63.11,5,다세대,743-4,31.689,더리움(2동), ,41113, ,탑동,수원시 권선구
2020, , , ,"23,300",18,1,2021, , ,63.05,5,다세대,743-4,31.336,더리움(2동), ,41113, ,탑동,수원시 권선구
2001, , , ,"14,900",18,1,2021, , ,55.67,2,다세대,861-8,27.31,가림주택3차, ,41113, ,탑동,수원시 권선구
1991, , , ,"12,000",6,1,2021, , ,41.09,2,다세대,187-4,29.77,대진빌라, ,41113, ,세류동,수원시 권선구
1984, , , ,"18,000",27,1,2021, , ,64.89,1,연립,252-22,60.85,미정, ,41113, ,세류동,수원시 권선구
