buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,offiNm,sggCd,sggNm,slerGbn,umdNm,지역구명
2005, , , ,"4,700",7,7,2021, , ,19.95,12,1134-4,트윈파크에이동,41115,수원시 팔달구, ,인계동,수원시 팔달구
2005, , , ,"6,500",2,7,2021, , ,27.19,7,40-1,동인트루빌3오피스텔,41115,수원시 팔달구, ,매산로2가,수원시 팔달구
2018, , , ,"46,000",30,7,2021, , ,39.78,10,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"30,500",30,7,2021, , ,31.17,12,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"34,000",3,7,2021, , ,42.28,17,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2018, ,21.08.30,O,"17,000",30,7,2021, , ,21.58,11,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"17,000",31,7,2021, , ,21.58,11,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2019, , , ,"44,900",30,7,2021, , ,45.27,7,1016,광교 효성해링턴 타워,41117,수원시 영통구, ,하동,수원시 영통구
 , , , ,"90,000",31,7,2021, , ,83.6622,20,604,광교 더샵,41117,수원시 영통구, ,원천동,수원시 영통구
 , , , ,"85,000",26,7,2021, , ,83.6622,8,604,광교 더샵,41117,수원시 영통구, ,원천동,수원시 영통구
2015, ,21.09.01,O,"30,500",30,7,2021, , ,31.17,12,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2006, , , ,"35,000",27,7,2021, , ,97.13,11,945-2,수원영통리슈빌스카이오피스텔,41117,수원시 영통구, ,영통동,수원시 영통구
2006, , , ,"35,000",31,7,2021, , ,97.13,11,945-2,수원영통리슈빌스카이오피스텔,41117,수원시 영통구, ,영통동,수원시 영통구
2018, , , ,"51,000",31,7,2021, , ,41.0865,11,1021,힐스테이트 광교,41117,수원시 영통구, ,하동,수원시 영통구
2018, , , ,"51,000",29,7,2021, , ,41.0865,2,1021,힐스테이트 광교,41117,수원시 영통구, ,하동,수원시 영통구
2015, , , ,"32,000",21,7,2021, , ,39.31,17,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"90,000",19,7,2021, , ,84.68,37,1014,광교 힐스테이트 레이크,41117,수원시 영통구, ,하동,수원시 영통구
2014, , , ,"60,000",31,7,2021, , ,62.99,14,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"16,000",19,7,2021, , ,24.11,9,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2019, , , ,"45,000",20,7,2021, , ,45.27,6,1016,광교 효성해링턴 타워,41117,수원시 영통구, ,하동,수원시 영통구
2014, , , ,"48,000",23,7,2021, , ,46.91,13,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"92,000",30,7,2021, , ,84.68,39,1014,광교 힐스테이트 레이크,41117,수원시 영통구, ,하동,수원시 영통구
2015, , , ,"24,000",20,7,2021, , ,32.849,11,1332,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"16,000",30,7,2021, , ,24.97,4,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"20,800",31,7,2021, , ,29.711,4,1332,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"24,800",20,7,2021, , ,35.378,8,1332,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"19,500",31,7,2021, , ,22.83,9,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"44,800",29,7,2021, , ,46.91,11,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2006, , , ,"26,500",21,7,2021, , ,95.46,5,945-2,수원영통리슈빌스카이오피스텔,41117,수원시 영통구, ,영통동,수원시 영통구
2019, , , ,"139,000",30,7,2021, , ,84.5974,16,589,광교중흥에스클래스,41117,수원시 영통구, ,원천동,수원시 영통구
2015, , , ,"14,900",22,7,2021, , ,22.62,11,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2013, , , ,"20,800",30,7,2021, , ,34.2976,11,1351-2,광교 코아루에스,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"20,900",17,7,2021, , ,29.96,6,1332,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"104,500",31,7,2021, , ,84.83,32,1014,광교 힐스테이트 레이크,41117,수원시 영통구, ,하동,수원시 영통구
2015, , , ,"14,450",15,7,2021, , ,22.62,13,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2016, , , ,"30,000",16,7,2021, , ,44.636,6,1256,장안프라임 광교,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"39,000",17,7,2021, , ,38.65,20,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2019, , , ,"76,500",29,7,2021, , ,72.2341,9,589,광교중흥에스클래스,41117,수원시 영통구, ,원천동,수원시 영통구
2013, , , ,"27,000",26,7,2021, , ,43.6171,6,1351-2,광교 코아루에스,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"16,000",10,7,2021, , ,21.58,12,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"41,900",19,7,2021, , ,38.65,20,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
 , , , ,"91,000",23,7,2021, , ,83.6622,14,604,광교 더샵,41117,수원시 영통구, ,원천동,수원시 영통구
2015, , , ,"35,000",17,7,2021, , ,39.9,17,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"123,000",31,7,2021, , ,84.95,7,593,광교아이파크,41117,수원시 영통구, ,원천동,수원시 영통구
2018, , , ,"21,000",24,7,2021, , ,26.25,4,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"39,000",15,7,2021, , ,38.65,19,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"16,500",21,7,2021, , ,21.58,10,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"41,000",27,7,2021, , ,46.91,9,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"10,500",19,7,2021, , ,16.803,6,1349,광교 더로프트,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"24,000",29,7,2021, , ,26.25,19,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2005, , , ,"28,500",8,7,2021, , ,90.15,3,318-2,신동아파라디움오피스텔,41117,수원시 영통구, ,원천동,수원시 영통구
2014, , , ,"58,000",31,7,2021, , ,62.99,5,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"18,300",29,7,2021, , ,22.83,9,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"15,000",23,7,2021, , ,22.62,13,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"100,000",30,7,2021, , ,84.83,33,1014,광교 힐스테이트 레이크,41117,수원시 영통구, ,하동,수원시 영통구
2005, , , ,"26,500",24,7,2021, , ,81.68,4,318-2,신동아파라디움오피스텔,41117,수원시 영통구, ,원천동,수원시 영통구
2018, ,22.01.26,O,"17,950",26,7,2021, , ,22.83,16,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"17,500",29,7,2021, , ,22.83,16,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"52,000",16,7,2021, , ,41.0865,8,1021,힐스테이트 광교,41117,수원시 영통구, ,하동,수원시 영통구
2015, , , ,"100,000",29,7,2021, , ,84.83,7,1014,광교 힐스테이트 레이크,41117,수원시 영통구, ,하동,수원시 영통구
 , , , ,"70,000",17,7,2021, , ,58.83,16,1019,광교 더샵 레이크파크,41117,수원시 영통구, ,하동,수원시 영통구
2014, , , ,"16,200",10,7,2021, , ,24.97,10,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2021, , , ,"40,000",12,7,2021, , ,39.19,6,1348,광교중앙역 SK VIEW,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"15,300",10,7,2021, , ,24.98,8,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2003, , , ,"10,500",25,7,2021, , ,31.28,8,1024-14,경희유니빌,41117,수원시 영통구, ,영통동,수원시 영통구
2015, , , ,"29,300",12,7,2021, , ,36.617,8,1331,광교 푸르지오 월드마크,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"20,700",8,7,2021, , ,29.96,10,1332,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"16,500",26,7,2021, , ,26.187,5,1331,광교 푸르지오 월드마크,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"22,000",16,7,2021, , ,32.057,3,1331,광교 푸르지오 월드마크,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"19,800",17,7,2021, , ,29.09,9,1332,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"16,650",22,7,2021, , ,22.83,12,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2021, , , ,"36,750",13,7,2021, , ,35.19,7,1348,광교중앙역 SK VIEW,41117,수원시 영통구, ,이의동,수원시 영통구
2015, ,21.11.30,O,"24,000",24,7,2021, , ,30.28,9,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"34,000",22,7,2021, , ,34.06,13,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"16,000",19,7,2021, , ,24.97,8,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"44,900",27,7,2021, , ,46.91,12,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2017, , , ,"12,000",20,7,2021, , ,19.2717,4,1255-2,테라스힐2,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"15,000",24,7,2021, , ,24.97,14,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"66,000",12,7,2021, , ,62.99,10,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"17,250",22,7,2021, , ,21.58,19,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"15,000",17,7,2021, , ,22.62,8,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"29,000",3,7,2021, , ,36.426,8,1331,광교 푸르지오 월드마크,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"15,300",24,7,2021, , ,24.97,14,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"43,000",22,7,2021, , ,39.16,12,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"57,000",6,7,2021, , ,62.99,2,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"13,000",6,7,2021, , ,22.62,4,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"13,350",28,7,2021, , ,20.43,12,1351-6,광교유니코어,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"14,700",7,7,2021, , ,24.97,4,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"18,300",24,7,2021, , ,26.16,4,1332,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"18,000",28,7,2021, , ,22.83,7,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2013, , , ,"12,300",23,7,2021, , ,25.35,4,1257-4,광교 파인렉스2,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"19,000",21,7,2021, , ,22.83,5,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"14,500",15,7,2021, , ,22.62,9,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2015, ,21.10.26,O,"15,500",19,7,2021, , ,24.11,13,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"14,500",19,7,2021, , ,22.62,11,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2021, , , ,"34,630",26,7,2021, , ,35.26,2,1348,광교중앙역 SK VIEW,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"15,000",12,7,2021, , ,22.62,11,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"49,800",5,7,2021, , ,46.91,7,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2020, , , ,"17,500",14,7,2021, , ,19.8509,6,1336,힐스테이트 광교중앙역,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"16,700",14,7,2021, , ,22.83,4,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"17,000",22,7,2021, , ,21.58,12,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"15,300",22,7,2021, , ,22.62,14,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"29,000",22,7,2021, , ,31.17,13,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"14,000",17,7,2021, , ,22.62,6,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"20,500",13,7,2021, , ,29.96,9,1332,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"49,000",23,7,2021, , ,46.91,14,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2013, , , ,"23,000",7,7,2021, , ,34.2976,9,1351-2,광교 코아루에스,41117,수원시 영통구, ,이의동,수원시 영통구
2020, , , ,"47,000",21,7,2021, , ,59.1868,17,1336,힐스테이트 광교중앙역,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"23,000",17,7,2021, , ,47.58,20,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"18,000",20,7,2021, , ,21.58,12,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2016, , , ,"27,300",21,7,2021, , ,40.3931,6,1256-1,테라스힐,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"9,200",19,7,2021, , ,16.803,6,1349,광교 더로프트,41117,수원시 영통구, ,이의동,수원시 영통구
2013, , , ,"12,900",12,7,2021, , ,24.2753,8,1351-2,광교 코아루에스,41117,수원시 영통구, ,이의동,수원시 영통구
2013, , , ,"23,000",10,7,2021, , ,34.2976,15,1351-2,광교 코아루에스,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"15,500",9,7,2021, , ,22.83,17,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"17,700",9,7,2021, , ,22.83,10,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"17,900",1,7,2021, , ,22.83,19,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"17,450",8,7,2021, , ,22.83,6,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2021, , , ,"35,500",17,7,2021, , ,35.19,10,1348,광교중앙역 SK VIEW,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"89,500",7,7,2021, , ,84.83,9,1014,광교 힐스테이트 레이크,41117,수원시 영통구, ,하동,수원시 영통구
2016, , , ,"29,390",9,7,2021, , ,40.3931,4,1256-1,테라스힐,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"95,000",17,7,2021, , ,84.83,32,1014,광교 힐스테이트 레이크,41117,수원시 영통구, ,하동,수원시 영통구
2021, , , ,"36,378",9,7,2021, , ,35.19,6,1348,광교중앙역 SK VIEW,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"11,500",20,7,2021, , ,24.44,5,1257-1,광교에코푸르지오시티 B동,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"32,900",17,7,2021, , ,36.78,17,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2015, ,21.11.03,O,"33,000",10,7,2021, , ,36.78,13,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2021, , , ,"47,500",10,7,2021, , ,47.11,9,1348,광교중앙역 SK VIEW,41117,수원시 영통구, ,이의동,수원시 영통구
2021, , , ,"49,500",8,7,2021, , ,47.04,10,1348,광교중앙역 SK VIEW,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"11,000",19,7,2021, , ,16.803,4,1349,광교 더로프트,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"11,000",19,7,2021, , ,16.803,4,1349,광교 더로프트,41117,수원시 영통구, ,이의동,수원시 영통구
 , , , ,"86,700",17,7,2021, , ,69.47,3,1019,광교 더샵 레이크파크,41117,수원시 영통구, ,하동,수원시 영통구
2014, , , ,"59,000",17,7,2021, , ,62.99,12,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"24,000",6,7,2021, , ,26.25,5,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2021, , , ,"40,000",17,7,2021, , ,39.19,6,1348,광교중앙역 SK VIEW,41117,수원시 영통구, ,이의동,수원시 영통구
2021, , , ,"40,500",15,7,2021, , ,39.19,10,1348,광교중앙역 SK VIEW,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"23,000",14,7,2021, , ,26.25,7,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
 , ,21.08.07,O,"70,000",8,7,2021, , ,58.83,24,1019,광교 더샵 레이크파크,41117,수원시 영통구, ,하동,수원시 영통구
2015, , , ,"90,400",8,7,2021, , ,84.68,22,1014,광교 힐스테이트 레이크,41117,수원시 영통구, ,하동,수원시 영통구
2018, , , ,"23,000",15,7,2021, , ,26.25,19,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2000, , , ,"8,000",13,7,2021, , ,30.17,11,958-2,훼미리타워,41117,수원시 영통구, ,영통동,수원시 영통구
2021, , , ,"38,800",3,7,2021, , ,39.19,7,1348,광교중앙역 SK VIEW,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"84,800",10,7,2021, , ,84.83,14,1014,광교 힐스테이트 레이크,41117,수원시 영통구, ,하동,수원시 영통구
2006, , , ,"33,500",8,7,2021, , ,97.13,8,945-2,수원영통리슈빌스카이오피스텔,41117,수원시 영통구, ,영통동,수원시 영통구
2015, , , ,"31,000",3,7,2021, , ,34.06,15,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"10,500",14,7,2021, , ,16.803,5,1349,광교 더로프트,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"14,900",15,7,2021, , ,24.97,10,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"15,000",10,7,2021, , ,24.11,15,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"9,200",13,7,2021, , ,16.803,5,1349,광교 더로프트,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"59,300",14,7,2021, , ,62.99,4,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"14,800",14,7,2021, , ,22.62,7,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"14,000",14,7,2021, , ,22.62,7,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"16,000",2,7,2021, , ,23.131,9,1331,광교 푸르지오 월드마크,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"15,200",14,7,2021, , ,24.11,10,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"15,800",10,7,2021, , ,24.11,6,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
 , , , ,"70,000",10,7,2021, , ,59.56,11,1019,광교 더샵 레이크파크,41117,수원시 영통구, ,하동,수원시 영통구
2018, , , ,"140,000",3,7,2021, , ,77.5648,1,1021,힐스테이트 광교,41117,수원시 영통구, ,하동,수원시 영통구
2015, ,21.07.19,O,"84,800",10,7,2021, , ,84.83,14,1014,광교 힐스테이트 레이크,41117,수원시 영통구, ,하동,수원시 영통구
2015, , , ,"14,500",12,7,2021, , ,22.62,5,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
 , , , ,"46,000",10,7,2021, , ,48.61,13,1019,광교 더샵 레이크파크,41117,수원시 영통구, ,하동,수원시 영통구
2015, , , ,"88,000",7,7,2021, , ,84.83,36,1014,광교 힐스테이트 레이크,41117,수원시 영통구, ,하동,수원시 영통구
2015, , , ,"89,100",10,7,2021, , ,84.83,28,1014,광교 힐스테이트 레이크,41117,수원시 영통구, ,하동,수원시 영통구
2014, , , ,"14,500",9,7,2021, , ,24.97,13,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"14,800",9,7,2021, , ,20.43,11,1351-6,광교유니코어,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"14,800",9,7,2021, , ,20.43,14,1351-6,광교유니코어,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"15,000",9,7,2021, , ,22.62,14,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"83,000",3,7,2021, , ,84.68,13,1014,광교 힐스테이트 레이크,41117,수원시 영통구, ,하동,수원시 영통구
2015, , , ,"35,000",8,7,2021, , ,42.28,17,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"16,000",5,7,2021, , ,24.97,11,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
 , , , ,"70,000",10,7,2021, , ,59.56,12,1019,광교 더샵 레이크파크,41117,수원시 영통구, ,하동,수원시 영통구
2006, , , ,"31,000",3,7,2021, , ,97.13,3,945-2,수원영통리슈빌스카이오피스텔,41117,수원시 영통구, ,영통동,수원시 영통구
2015, , , ,"85,750",8,7,2021, , ,84.68,28,1014,광교 힐스테이트 레이크,41117,수원시 영통구, ,하동,수원시 영통구
2014, , , ,"42,000",7,7,2021, , ,46.91,13,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"15,000",9,7,2021, , ,22.62,12,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2021, , , ,"47,700",12,7,2021, , ,47.11,5,1348,광교중앙역 SK VIEW,41117,수원시 영통구, ,이의동,수원시 영통구
 , , , ,"50,000",5,7,2021, , ,48.61,15,1019,광교 더샵 레이크파크,41117,수원시 영통구, ,하동,수원시 영통구
2014, , , ,"58,000",9,7,2021, , ,62.99,10,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"13,900",12,7,2021, , ,25.7951,5,1256-4,U-city,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"84,500",3,7,2021, , ,84.68,24,1014,광교 힐스테이트 레이크,41117,수원시 영통구, ,하동,수원시 영통구
2015, , , ,"97,500",3,7,2021, , ,84.83,15,1014,광교 힐스테이트 레이크,41117,수원시 영통구, ,하동,수원시 영통구
2014, , , ,"15,500",9,7,2021, , ,27.5645,12,1351,광교 경동 해피리움,41117,수원시 영통구, ,이의동,수원시 영통구
2021, , , ,"38,300",9,7,2021, , ,35.19,7,1348,광교중앙역 SK VIEW,41117,수원시 영통구, ,이의동,수원시 영통구
2001, , , ,"8,400",8,7,2021, , ,46.9,8,1021-4,청명타운텔,41117,수원시 영통구, ,영통동,수원시 영통구
2015, , , ,"17,200",3,7,2021, , ,26.16,12,1332,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"62,000",2,7,2021, , ,62.99,7,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"18,000",3,7,2021, , ,22.83,17,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2006, , , ,"33,000",1,7,2021, , ,97.13,9,945-2,수원영통리슈빌스카이오피스텔,41117,수원시 영통구, ,영통동,수원시 영통구
2018, , , ,"21,500",3,7,2021, , ,26.25,7,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"59,000",3,7,2021, , ,62.99,3,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2018, ,21.08.06,O,"13,000",2,7,2021, , ,20.43,12,1351-6,광교유니코어,41117,수원시 영통구, ,이의동,수원시 영통구
2021, , , ,"40,000",2,7,2021, , ,39.19,7,1348,광교중앙역 SK VIEW,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"23,900",3,7,2021, , ,32.849,8,1332,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"19,700",3,7,2021, , ,29.96,10,1332,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구, ,이의동,수원시 영통구
2016, , , ,"12,900",3,7,2021, , ,21.3517,7,1256-1,테라스힐,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"75,800",1,7,2021, , ,84.83,14,1014,광교 힐스테이트 레이크,41117,수원시 영통구, ,하동,수원시 영통구
2018, , , ,"119,700",3,7,2021, , ,84.9967,10,593,광교아이파크,41117,수원시 영통구, ,원천동,수원시 영통구
2008, , , ,"25,800",3,7,2021, , ,62.8057,4,996-3,대우 월드마크 영통,41117,수원시 영통구, ,영통동,수원시 영통구
2014, , , ,"15,100",2,7,2021, , ,24.97,15,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"119,700",3,7,2021, , ,84.9967,10,593,광교아이파크,41117,수원시 영통구, ,원천동,수원시 영통구
2021, , , ,"52,000",2,7,2021, , ,47.04,7,1348,광교중앙역 SK VIEW,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"84,800",2,7,2021, , ,84.83,5,1014,광교 힐스테이트 레이크,41117,수원시 영통구, ,하동,수원시 영통구
