buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,offiNm,sggCd,sggNm,slerGbn,umdNm,지역구명
2018, , , ,"18,800",16,6,2023,중개거래,경기 수원영통구,21.58,15,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
 , , , ,"58,000",17,6,2023,중개거래,경기 수원영통구,59.56,25,1019,광교 더샵 레이크파크,41117,수원시 영통구, ,하동,수원시 영통구
2018, , , ,"19,500",27,6,2023,중개거래,경기 용인수지구,26.25,6,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"47,000",23,6,2023,중개거래,경기 수원영통구,62.99,12,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
 , , , ,"68,000",23,6,2023,직거래, ,58.83,7,1019,광교 더샵 레이크파크,41117,수원시 영통구, ,하동,수원시 영통구
2022, , , ,"20,000",1,6,2023,중개거래,경기 수원영통구,21.9018,32,605,더샵 광교레이크시티,41117,수원시 영통구, ,원천동,수원시 영통구
2018, , , ,"20,500",6,6,2023,중개거래,경기 수원영통구,22.83,7,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"51,200",15,6,2023,중개거래,경기 수원영통구,41.0865,8,1021,힐스테이트 광교,41117,수원시 영통구, ,하동,수원시 영통구
2018, , , ,"13,700",17,6,2023,중개거래,경기 수원영통구,22.5701,4,1256-4,U-city,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"64,500",9,6,2023,중개거래,경기 수원영통구,84.68,15,1014,광교 힐스테이트 레이크,41117,수원시 영통구, ,하동,수원시 영통구
2019, , , ,"37,000",10,6,2023,직거래, ,43.85,16,1016,광교 효성해링턴 타워,41117,수원시 영통구, ,하동,수원시 영통구
2015, , , ,"15,500",21,6,2023,중개거래,경기 수원시 영통구,24.11,10,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2020, , , ,"92,000",17,6,2023,중개거래,경기 수원영통구,84.649,3,1017-4,포레나 광교,41117,수원시 영통구, ,하동,수원시 영통구
2022, , , ,"20,750",15,6,2023,중개거래,경기 수원영통구,21.9018,18,605,더샵 광교레이크시티,41117,수원시 영통구, ,원천동,수원시 영통구
2015, , , ,"31,800",13,6,2023,중개거래,경기 수원영통구,39.3,17,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2003, , , ,"5,900",7,6,2023,중개거래,경기 수원영통구,24.42,2,947-8,Y.T오피스텔,41117,수원시 영통구, ,영통동,수원시 영통구
2014, , , ,"13,100",13,6,2023,중개거래,경기 수원영통구,20.8595,14,1351,광교 경동 해피리움,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"10,000",12,6,2023,직거래, ,16.803,4,1349,광교 더로프트,41117,수원시 영통구, ,이의동,수원시 영통구
2000, , , ,"6,800",13,6,2023,중개거래,경기 수원영통구,25.99,8,958-2,훼미리타워,41117,수원시 영통구, ,영통동,수원시 영통구
 , , , ,"184,500",12,6,2023,중개거래,경기 수원영통구,135.26,39,1019,광교 더샵 레이크파크,41117,수원시 영통구, ,하동,수원시 영통구
2022, , , ,"20,000",7,6,2023,중개거래,경기 수원영통구,21.9018,12,605,더샵 광교레이크시티,41117,수원시 영통구, ,원천동,수원시 영통구
2018, , , ,"14,000",9,6,2023,중개거래,경기 수원영통구,20.43,10,1351-6,광교유니코어,41117,수원시 영통구, ,이의동,수원시 영통구
2013, , , ,"14,000",9,6,2023,중개거래,경기 수원영통구,36.04,10,1257-3,Eastern Tower,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"33,000",2,6,2023,중개거래,경기 수원영통구,46.91,14,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2000, , , ,"7,300",7,6,2023,중개거래,경기 수원영통구,30.17,15,958-2,훼미리타워,41117,수원시 영통구, ,영통동,수원시 영통구
2014, , , ,"15,500",8,6,2023,직거래, ,24.97,8,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"18,300",8,6,2023,중개거래,경기 수원시 영통구,22.83,9,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2000, , , ,"7,250",7,6,2023,중개거래,경기 수원영통구,30.39,8,958-2,훼미리타워,41117,수원시 영통구, ,영통동,수원시 영통구
2014, , , ,"12,000",2,6,2023,중개거래,경기 수원영통구,16.803,4,1349,광교 더로프트,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"13,700",1,6,2023,중개거래,경기 수원영통구,22.5701,4,1256-4,U-city,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"13,700",2,6,2023,중개거래,경기 수원영통구,22.5701,4,1256-4,U-city,41117,수원시 영통구, ,이의동,수원시 영통구
2003, , , ,"11,200",31,7,2023,중개거래,경기 수원장안구,34,11,894,일호골든타워,41111,수원시 장안구, ,조원동,수원시 장안구
2021, , , ,"37,000",4,7,2023,중개거래,경기 수원장안구 경기 수원팔달구,49.14,26,950,화서역 파크 푸르지오,41111,수원시 장안구, ,정자동,수원시 장안구
1997, , , ,"5,800",7,7,2023,중개거래,경기 수원장안구,22.265,4,40-5,평산시티텔,41111,수원시 장안구, ,정자동,수원시 장안구
2019, ,23.09.19,O,"15,600",31,7,2023,중개거래,경기 부천시,30.14,10,921-11,라온지오피스텔,41113,수원시 권선구, ,구운동,수원시 권선구
2019, ,23.09.19,O,"15,800",31,7,2023,중개거래,경기 부천시,29.4,13,921-11,라온지오피스텔,41113,수원시 권선구, ,구운동,수원시 권선구
2019, ,23.09.19,O,"16,300",31,7,2023,중개거래,경기 부천시,30.78,12,921-11,라온지오피스텔,41113,수원시 권선구, ,구운동,수원시 권선구
2005, , , ,"13,800",13,7,2023,중개거래,경기 수원권선구,44.64,13,1010-1,청광 노블하임,41113,수원시 권선구, ,권선동,수원시 권선구
2005, , , ,"13,800",13,7,2023,중개거래,경기 수원권선구,44.64,11,1010-1,청광 노블하임,41113,수원시 권선구, ,권선동,수원시 권선구
2004, , , ,"8,300",22,7,2023,중개거래,경기 수원권선구,23.6,10,1023-2,이오스 오피스텔,41113,수원시 권선구, ,권선동,수원시 권선구
2021, , , ,"14,500",7,7,2023,중개거래,서울 양천구,21.157,6,1401,호매실 중앙파크뷰,41113,수원시 권선구, ,호매실동,수원시 권선구
2006, , , ,"13,150",9,7,2023,중개거래,경기 수원권선구,36.1,11,1013-4,한라비발디파크,41113,수원시 권선구, ,권선동,수원시 권선구
2006, , , ,"20,300",6,7,2023,중개거래,경기 수원권선구,71.27,3,1013-4,한라비발디파크,41113,수원시 권선구, ,권선동,수원시 권선구
2006, , , ,"20,900",3,7,2023,중개거래,경기 수원권선구,73.44,8,1013-4,한라비발디파크,41113,수원시 권선구, ,권선동,수원시 권선구
2015, , , ,"23,300",23,7,2023,중개거래,경기 수원팔달구,84.57,6,77-90,해피팰리스,41115,수원시 팔달구, ,매교동,수원시 팔달구
2019, , , ,"31,000",7,7,2023,중개거래,경기 수원팔달구,82.42,7,76-1,다원 팰리스,41115,수원시 팔달구, ,매교동,수원시 팔달구
2004, , , ,"13,000",27,7,2023,중개거래,경기 수원팔달구,44.46,13,1131-1,마이홈 오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2010, ,23.08.14,O,"8,000",28,7,2023,중개거래,경기 수원팔달구,29.41,3,1034-3,드라마시티,41115,수원시 팔달구, ,인계동,수원시 팔달구
2008, , , ,"53,500",18,7,2023,중개거래,경기 수원팔달구,165.56,19,1116-4,한화 꿈에그린 효원 102동,41115,수원시 팔달구, ,인계동,수원시 팔달구
2004, , , ,"7,800",31,7,2023,중개거래,경기 수원팔달구,26.014,11,1119,인계샤르망오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2005, , , ,"5,000",29,7,2023,중개거래,경기 수원팔달구,19.95,2,1134-4,트윈파크에이동,41115,수원시 팔달구, ,인계동,수원시 팔달구
2006, , , ,"25,000",6,7,2023,중개거래,경기 수원시 팔달구,82.34,16,1120,캐슬타워,41115,수원시 팔달구, ,인계동,수원시 팔달구
2004, , , ,"5,500",24,7,2023,중개거래,경기 수원팔달구,17.105,10,26-25,트레보,41115,수원시 팔달구, ,우만동,수원시 팔달구
1992, , , ,"6,000",5,7,2023,직거래, ,44.2,7,40-4,삼호골든프라자,41115,수원시 팔달구, ,매산로2가,수원시 팔달구
2005, , , ,"7,000",11,7,2023,중개거래,경기 수원팔달구,28.33,9,40-1,동인트루빌3오피스텔,41115,수원시 팔달구, ,매산로2가,수원시 팔달구
2006, , , ,"19,000",8,7,2023,중개거래,경기 수원팔달구 경기 안성시,60.71,13,1120,캐슬타워,41115,수원시 팔달구, ,인계동,수원시 팔달구
2004, , , ,"7,180",11,7,2023,중개거래,경기 수원팔달구,25.27,7,1016-2,현대하이엘,41115,수원시 팔달구, ,인계동,수원시 팔달구
2004, , , ,"7,100",11,7,2023,중개거래,경기 수원팔달구,26.3185,12,1016-2,현대하이엘,41115,수원시 팔달구, ,인계동,수원시 팔달구
2006, , , ,"13,300",10,7,2023,중개거래,경기 수원권선구,55.25,11,40-3,대주파크빌,41115,수원시 팔달구, ,매산로2가,수원시 팔달구
2004, , , ,"4,900",7,7,2023,중개거래,경기 수원팔달구,19.14,6,1036-6,인계 오피앙 오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2006, , , ,"28,000",6,7,2023,중개거래,"경기 수원시 권선구, 경기 수원시 팔달구",91.81,7,1120,캐슬타워,41115,수원시 팔달구, ,인계동,수원시 팔달구
2003, , , ,"9,500",1,7,2023,중개거래,경기 수원시 팔달구,35.14,10,1135-1,벨로시티,41115,수원시 팔달구, ,인계동,수원시 팔달구
2004, , , ,"7,600",3,7,2023,중개거래,경기 수원시 팔달구,31.044,15,1016-2,현대하이엘,41115,수원시 팔달구, ,인계동,수원시 팔달구
2004, , , ,"7,200",6,7,2023,중개거래,경기 수원팔달구,25.069,3,1119,인계샤르망오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2005, , , ,"13,000",5,7,2023,직거래, ,39.53,5,1046-13,에스팝타워,41115,수원시 팔달구, ,인계동,수원시 팔달구
2010, , , ,"6,900",1,7,2023,중개거래,경기 수원권선구,27.63,6,1034-3,드라마시티,41115,수원시 팔달구, ,인계동,수원시 팔달구
2018, , , ,"18,500",24,7,2023,중개거래,경기 수원영통구,22.83,9,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"33,000",25,7,2023,중개거래,경기 수원영통구,46.91,14,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2020, , , ,"117,500",19,7,2023,중개거래,경기 수원시 영통구,84.6159,16,1017-4,포레나 광교,41117,수원시 영통구, ,하동,수원시 영통구
2022, , , ,"20,200",29,7,2023,중개거래,경기 수원영통구,21.9018,41,605,더샵 광교레이크시티,41117,수원시 영통구, ,원천동,수원시 영통구
2014, , , ,"32,700",15,7,2023,중개거래,경기 수원영통구,46.91,5,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"15,500",28,7,2023,중개거래,경기 수원영통구,22.62,8,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"14,900",26,7,2023,중개거래,경기 수원영통구,24.97,10,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"65,500",20,7,2023,중개거래,경기 수원영통구,84.68,12,1014,광교 힐스테이트 레이크,41117,수원시 영통구, ,하동,수원시 영통구
2018, , , ,"17,800",29,7,2023,중개거래,경기 수원영통구,22.83,19,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2000, , , ,"6,700",20,7,2023,중개거래,경기 수원영통구,25.99,7,958-2,훼미리타워,41117,수원시 영통구, ,영통동,수원시 영통구
2014, , , ,"32,000",26,7,2023,중개거래,경기 수원영통구,46.91,3,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"37,000",29,7,2023,중개거래,경기 수원영통구,46.91,14,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2000, , , ,"7,000",25,7,2023,중개거래,경기 수원영통구,28.44,11,958-2,훼미리타워,41117,수원시 영통구, ,영통동,수원시 영통구
2015, , , ,"67,000",24,7,2023,중개거래,경기 수원영통구,84.83,25,1014,광교 힐스테이트 레이크,41117,수원시 영통구, ,하동,수원시 영통구
2015, , , ,"67,500",25,7,2023,중개거래,경기 수원영통구,84.68,13,1014,광교 힐스테이트 레이크,41117,수원시 영통구, ,하동,수원시 영통구
2015, , , ,"67,000",15,7,2023,중개거래,경기 수원시 영통구,84.68,36,1014,광교 힐스테이트 레이크,41117,수원시 영통구, ,하동,수원시 영통구
2020, , , ,"94,700",5,7,2023,중개거래,경기 부천시 경기 수원영통구,84.5849,19,1017-4,포레나 광교,41117,수원시 영통구, ,하동,수원시 영통구
2020, , , ,"107,000",18,7,2023,중개거래,경기 수원시 영통구,84.6159,22,1017-4,포레나 광교,41117,수원시 영통구, ,하동,수원시 영통구
2015, , , ,"16,000",24,7,2023,직거래, ,24.11,14,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"16,000",28,7,2023,중개거래,경기 수원시 영통구,24.11,14,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
 , , , ,"66,500",18,7,2023,중개거래,경기 수원영통구,83.6622,10,604,광교 더샵,41117,수원시 영통구, ,원천동,수원시 영통구
2015, , , ,"27,200",26,7,2023,중개거래,경기 수원시 영통구,34.06,16,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"19,000",17,7,2023,중개거래,경기 수원영통구,22.83,12,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2016, , , ,"12,300",1,7,2023,중개거래,"경기 수원시 영통구, 경기 용인시 수지구",21.3517,8,1256-1,테라스힐,41117,수원시 영통구, ,이의동,수원시 영통구
2000, ,23.08.04,O,"7,000",25,7,2023,중개거래,경기 수원영통구,28.44,11,958-2,훼미리타워,41117,수원시 영통구, ,영통동,수원시 영통구
2015, , , ,"16,000",10,7,2023,중개거래,경기 수원시 영통구,24.11,13,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"67,000",4,7,2023,중개거래,경기 수원영통구,84.68,10,1014,광교 힐스테이트 레이크,41117,수원시 영통구, ,하동,수원시 영통구
2004, , , ,"13,400",13,7,2023,중개거래,경기 수원영통구,46.08,11,1023-1,메가플러스4,41117,수원시 영통구, ,영통동,수원시 영통구
2015, , , ,"20,000",19,7,2023,중개거래,경기 수원영통구,30.28,9,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"14,950",6,7,2023,중개거래,경기 수원시 영통구,22.62,10,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2000, , , ,"11,050",17,7,2023,중개거래,경기 수원영통구,42.66,15,958-2,훼미리타워,41117,수원시 영통구, ,영통동,수원시 영통구
2000, , , ,"9,500",12,7,2023,중개거래,경기 수원영통구,36.23,13,958-2,훼미리타워,41117,수원시 영통구, ,영통동,수원시 영통구
2019, , , ,"56,500",17,7,2023,직거래, ,72.1891,2,589,광교중흥에스클래스,41117,수원시 영통구, ,원천동,수원시 영통구
2000, , , ,"6,800",5,7,2023,중개거래,경기 수원영통구,27.73,16,958-2,훼미리타워,41117,수원시 영통구, ,영통동,수원시 영통구
2015, , , ,"16,300",7,7,2023,중개거래,경기 수원시 영통구,24.11,9,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"46,500",8,7,2023,중개거래,경기 수원영통구,62.99,3,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2022, , , ,"20,400",4,7,2023,중개거래,경기 수원영통구,21.9018,29,605,더샵 광교레이크시티,41117,수원시 영통구, ,원천동,수원시 영통구
2018, , , ,"21,000",11,7,2023,중개거래,"경기 수원시 권선구, 경기 수원시 영통구",22.83,10,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2017, , , ,"16,000",1,7,2023,중개거래,경기 수원영통구,26.0811,12,1012-1,영통역아이파크,41117,수원시 영통구, ,영통동,수원시 영통구
2003, , , ,"5,900",6,7,2023,중개거래,경기 수원영통구,24.42,5,947-8,Y.T오피스텔,41117,수원시 영통구, ,영통동,수원시 영통구
2014, , , ,"43,000",3,7,2023,중개거래,경기 수원영통구,62.99,4,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"13,900",3,7,2023,중개거래,경기 수원시 영통구,20.43,15,1351-6,광교유니코어,41117,수원시 영통구, ,이의동,수원시 영통구
2016, ,23.07.25,O,"12,300",1,7,2023,중개거래,"경기 수원시 영통구, 경기 용인시 수지구",21.3517,8,1256-1,테라스힐,41117,수원시 영통구, ,이의동,수원시 영통구
2021, , , ,"33,000",26,8,2023,중개거래,경기 수원장안구,49.14,16,950,화서역 파크 푸르지오,41111,수원시 장안구, ,정자동,수원시 장안구
1989, , , ,"9,900",22,8,2023,중개거래,경기 수원장안구,42.64,6,300,율전미주타운,41111,수원시 장안구, ,율전동,수원시 장안구
2003, , , ,"7,300",21,8,2023,중개거래,경기 수원장안구,35.89,11,877-4,정연메이져1동,41111,수원시 장안구, ,정자동,수원시 장안구
2004, , , ,"8,300",26,8,2023,중개거래,경기 수원권선구,23.6,14,1023-2,이오스 오피스텔,41113,수원시 권선구, ,권선동,수원시 권선구
2004, , , ,"9,000",25,8,2023,중개거래,경기 수원권선구,31.2,12,1023-2,이오스 오피스텔,41113,수원시 권선구, ,권선동,수원시 권선구
2004, , , ,"23,500",26,8,2023,중개거래,경기 수원권선구,71.61,9,1011-10,올림픽공원대우미래사랑102동,41113,수원시 권선구, ,권선동,수원시 권선구
2017, , , ,"9,500",28,8,2023,중개거래,경기 수원권선구,25.72,4,1118-1,세종타운721,41113,수원시 권선구, ,금곡동,수원시 권선구
2004, , , ,"28,700",14,8,2023,중개거래,경기 수원권선구,99.77,9,1011-14,올림픽공원대우미래사랑 101동,41113,수원시 권선구, ,권선동,수원시 권선구
2019, , , ,"22,500",10,8,2023,중개거래,경기 수원권선구,48.25,4,1115-1,아주리센 테라스파크,41113,수원시 권선구, ,금곡동,수원시 권선구
2005, , , ,"7,800",14,8,2023,중개거래,경기 수원권선구,30.98,15,1010-1,청광 노블하임,41113,수원시 권선구, ,권선동,수원시 권선구
2006, , , ,"34,650",7,8,2023,중개거래,경기 수원권선구,82.6793,10,1013,지오베르크,41113,수원시 권선구, ,권선동,수원시 권선구
2020, , , ,"11,000",9,8,2023,중개거래,경기 수원권선구,27.68,9,948,고색리치아노,41113,수원시 권선구, ,고색동,수원시 권선구
2004, , , ,"10,200",4,8,2023,중개거래,경기 수원권선구,29.17,12,1013-1,세종그랑시아,41113,수원시 권선구, ,권선동,수원시 권선구
2004, , , ,"9,700",2,8,2023,중개거래,경기 수원권선구,29.17,11,1013-1,세종그랑시아,41113,수원시 권선구, ,권선동,수원시 권선구
2006, ,23.08.12,O,"34,650",7,8,2023,중개거래,경기 수원권선구,82.6793,10,1013,지오베르크,41113,수원시 권선구, ,권선동,수원시 권선구
2004, , , ,"5,800",31,8,2023,중개거래,경기 수원영통구,17.105,8,26-25,트레보,41115,수원시 팔달구, ,우만동,수원시 팔달구
2004, ,23.09.21,O,"5,800",31,8,2023,중개거래,경기 수원영통구,17.105,8,26-25,트레보,41115,수원시 팔달구, ,우만동,수원시 팔달구
2004, , , ,"6,000",30,8,2023,중개거래,경기 수원팔달구,22.387,5,1119,인계샤르망오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2005, , , ,"8,300",29,8,2023,중개거래,경기 수원팔달구,33.92,6,1134-9,트윈파크비동,41115,수원시 팔달구, ,인계동,수원시 팔달구
2005, , , ,"8,600",12,8,2023,중개거래,경기 수원팔달구,31.0275,7,939,신동아 파스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2004, , , ,"8,400",26,8,2023,중개거래,경기 수원팔달구,25.956,13,1119,인계샤르망오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2004, , , ,"4,600",25,8,2023,중개거래,경기 수원팔달구,19.14,3,1036-6,인계 오피앙 오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2004, , , ,"4,600",25,8,2023,중개거래,경기 수원팔달구,19.14,3,1036-6,인계 오피앙 오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2004, , , ,"4,600",25,8,2023,중개거래,경기 수원팔달구,19.14,3,1036-6,인계 오피앙 오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2007, , , ,"31,200",25,8,2023,중개거래,경기 수원시 팔달구,119.13,16,1134-11,동양파라곤 2단지,41115,수원시 팔달구, ,인계동,수원시 팔달구
2004, , , ,"8,600",17,8,2023,중개거래,경기 수원팔달구,25.956,14,1119,인계샤르망오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2004, , , ,"7,800",16,8,2023,중개거래,경기 수원팔달구,31.044,9,1016-2,현대하이엘,41115,수원시 팔달구, ,인계동,수원시 팔달구
2006, , , ,"19,100",14,8,2023,중개거래,경기 수원팔달구,59.8556,10,206,한라시그마팰리스,41115,수원시 팔달구, ,인계동,수원시 팔달구
1991, , , ,"6,800",14,8,2023,직거래, ,33.83,10,1046-19,수원프라자,41115,수원시 팔달구, ,인계동,수원시 팔달구
2004, , , ,"8,400",3,8,2023,중개거래,경기 수원권선구 경기 수원팔달구,25.956,4,1119,인계샤르망오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2006, , , ,"28,500",4,8,2023,중개거래,경기 수원팔달구,112.315,10,206,한라시그마팰리스,41115,수원시 팔달구, ,인계동,수원시 팔달구
2004, , , ,"4,700",3,8,2023,중개거래,경기 수원팔달구,19.14,3,1036-6,인계 오피앙 오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2020, , , ,"94,000",18,8,2023,중개거래,경기 수원영통구,84.5849,22,1017-4,포레나 광교,41117,수원시 영통구, ,하동,수원시 영통구
2020, , , ,"103,000",14,8,2023,중개거래,경기 수원영통구,84.4279,30,1017-4,포레나 광교,41117,수원시 영통구, ,하동,수원시 영통구
2017, , , ,"15,800",31,8,2023,중개거래,경기 수원영통구,26.0811,16,1012-1,영통역아이파크,41117,수원시 영통구, ,영통동,수원시 영통구
2015, , , ,"21,200",24,8,2023,중개거래,경기 수원영통구,29.96,10,1332,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구, ,이의동,수원시 영통구
2012, , , ,"15,000",30,8,2023,중개거래,경기 수원영통구,29.45,8,1351-1,광교데시앙루브,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"70,000",19,8,2023,중개거래,경기 수원영통구,84.83,25,1014,광교 힐스테이트 레이크,41117,수원시 영통구, ,하동,수원시 영통구
2020, , , ,"112,000",18,8,2023,중개거래,경기 수원권선구 경기 수원영통구,84.649,43,1017-4,포레나 광교,41117,수원시 영통구, ,하동,수원시 영통구
2019, , , ,"65,000",14,8,2023,중개거래,경기 수원영통구,74.973,3,589,광교중흥에스클래스,41117,수원시 영통구, ,원천동,수원시 영통구
2008, , , ,"20,500",27,8,2023,중개거래,경기 수원영통구,53.3062,9,996-3,대우 월드마크 영통,41117,수원시 영통구, ,영통동,수원시 영통구
2012, , , ,"14,900",25,8,2023,중개거래,경기 수원시 영통구,29.45,10,1351-1,광교데시앙루브,41117,수원시 영통구, ,이의동,수원시 영통구
2000, , , ,"7,200",24,8,2023,중개거래,경기 수원영통구,30.39,15,958-2,훼미리타워,41117,수원시 영통구, ,영통동,수원시 영통구
2014, , , ,"32,500",15,8,2023,중개거래,경기 수원영통구,46.91,7,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"33,500",19,8,2023,중개거래,경기 수원영통구,46.91,6,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2020, , , ,"91,000",11,8,2023,중개거래,경기 수원시영통구,84.6706,28,1017-4,포레나 광교,41117,수원시 영통구, ,하동,수원시 영통구
2014, , , ,"33,500",16,8,2023,중개거래,경기 수원영통구,46.91,10,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2000, , , ,"7,300",17,8,2023,중개거래,경기 수원영통구,27.98,9,958-2,훼미리타워,41117,수원시 영통구, ,영통동,수원시 영통구
 , , , ,"60,000",22,8,2023,중개거래,경기 수원영통구,58.83,33,1019,광교 더샵 레이크파크,41117,수원시 영통구, ,하동,수원시 영통구
2015, , , ,"15,300",19,8,2023,중개거래,경기 수원시 영통구,22.62,11,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2013, , , ,"12,800",19,8,2023,중개거래,서울 도봉구,24.305,6,1257-4,광교 파인렉스2,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"45,000",15,8,2023,중개거래,경기 수원영통구,62.99,7,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"69,500",10,8,2023,중개거래,경기 수원영통구,84.83,15,1014,광교 힐스테이트 레이크,41117,수원시 영통구, ,하동,수원시 영통구
2014, , , ,"32,400",10,8,2023,중개거래,경기 수원영통구,46.91,2,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"26,800",5,8,2023,중개거래,경기 수원영통구,26.25,12,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"13,000",17,8,2023,중개거래,경기 수원영통구,20.43,14,1351-6,광교유니코어,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"32,850",16,8,2023,중개거래,경기 수원영통구,46.91,9,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"13,700",12,8,2023,중개거래,경기 수원영통구,22.5701,4,1256-4,U-city,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"15,500",8,8,2023,중개거래,경기 수원영통구,24.97,14,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2019, , , ,"60,000",9,8,2023,중개거래,경기 수원영통구,72.1891,2,589,광교중흥에스클래스,41117,수원시 영통구, ,원천동,수원시 영통구
2012, , , ,"13,000",8,8,2023,중개거래,경기 수원영통구,28.96,5,1330,광교서희스타힐스오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"17,400",3,8,2023,중개거래,경기 수원영통구,21.58,7,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
1999, , , ,"10,000",1,8,2023,중개거래,경기 수원영통구,18.85,6,998-2,르네상스 시티프라자,41117,수원시 영통구, ,영통동,수원시 영통구
2015, , , ,"15,000",9,8,2023,중개거래,경기 수원시 영통구,22.62,10,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2003, , , ,"6,300",8,8,2023,중개거래,경기 수원영통구,24.42,8,947-8,Y.T오피스텔,41117,수원시 영통구, ,영통동,수원시 영통구
2014, , , ,"33,500",5,8,2023,중개거래,경기 수원영통구,46.91,12,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
