,건축년도,보증금.만원.,거래금액.만원.,전세가율,주택유형,본번,부번,층,도로명,단지명,전용면적,시군구
5846,1999,37888.88889,56825,66.67644327,아파트,872,1,1,정자천로189번길 47,연꽃마을풍림,99.18,경기도 수원시 장안구 정자동
5847,1999,45000,55750,80.71748879,아파트,872,1,1,정자천로189번길 47,연꽃마을풍림,127.17,경기도 수원시 장안구 정자동
5848,1999,34566.66667,58395,59.19456574,아파트,872,1,2,정자천로189번길 47,연꽃마을풍림,99.18,경기도 수원시 장안구 정자동
5849,1999,39718.75,59000,67.31991525,아파트,872,1,2,정자천로189번길 47,연꽃마을풍림,127.17,경기도 수원시 장안구 정자동
5850,1999,32000,63225,50.61289047,아파트,872,1,3,정자천로189번길 47,연꽃마을풍림,127.17,경기도 수원시 장안구 정자동
5851,1999,38375,65000,59.03846154,아파트,872,1,4,정자천로189번길 47,연꽃마을풍림,127.17,경기도 수원시 장안구 정자동
5852,1999,38500,70000,55,아파트,872,1,5,정자천로189번길 47,연꽃마을풍림,99.18,경기도 수원시 장안구 정자동
5853,1999,40666.66667,65000,62.56410256,아파트,872,1,5,정자천로189번길 47,연꽃마을풍림,127.17,경기도 수원시 장안구 정자동
5854,1999,45000,63000,71.42857143,아파트,872,1,6,정자천로189번길 47,연꽃마을풍림,127.17,경기도 수원시 장안구 정자동
5855,1999,38250,69750,54.83870968,아파트,872,1,7,정자천로189번길 47,연꽃마을풍림,127.17,경기도 수원시 장안구 정자동
5856,1999,41983.33333,57000,73.65497076,아파트,872,1,8,정자천로189번길 47,연꽃마을풍림,99.18,경기도 수원시 장안구 정자동
5857,1999,39900,69750,57.20430108,아파트,872,1,8,정자천로189번길 47,연꽃마을풍림,127.17,경기도 수원시 장안구 정자동
5858,1999,50000,71000,70.42253521,아파트,872,1,9,정자천로189번길 47,연꽃마을풍림,99.18,경기도 수원시 장안구 정자동
5859,1999,32000,68733.33333,46.55674103,아파트,872,1,10,정자천로189번길 47,연꽃마을풍림,99.18,경기도 수원시 장안구 정자동
5860,1999,47500,66750,71.16104869,아파트,872,1,10,정자천로189번길 47,연꽃마을풍림,127.17,경기도 수원시 장안구 정자동
5861,1999,45333.33333,68000,66.66666667,아파트,872,1,11,정자천로189번길 47,연꽃마을풍림,127.17,경기도 수원시 장안구 정자동
5862,1999,43335.71429,70280,61.6615172,아파트,872,1,12,정자천로189번길 47,연꽃마을풍림,127.17,경기도 수원시 장안구 정자동
5863,1999,52000,58500,88.88888889,아파트,872,1,13,정자천로189번길 47,연꽃마을풍림,99.18,경기도 수원시 장안구 정자동
5864,1999,46000,72150,63.75606376,아파트,872,1,13,정자천로189번길 47,연꽃마을풍림,127.17,경기도 수원시 장안구 정자동
5865,1999,32200,56266.66667,57.22748815,아파트,872,1,14,정자천로189번길 47,연꽃마을풍림,99.18,경기도 수원시 장안구 정자동
5866,1999,37500,66900,56.05381166,아파트,872,1,14,정자천로189번길 47,연꽃마을풍림,127.17,경기도 수원시 장안구 정자동
5867,1999,44633.33333,69500,64.2206235,아파트,872,1,15,정자천로189번길 47,연꽃마을풍림,127.17,경기도 수원시 장안구 정자동
5868,1999,46500,62800,74.04458599,아파트,872,1,16,정자천로189번길 47,연꽃마을풍림,127.17,경기도 수원시 장안구 정자동
5869,1999,48525,69185.71429,70.13731158,아파트,872,1,17,정자천로189번길 47,연꽃마을풍림,127.17,경기도 수원시 장안구 정자동
5870,1999,49000,69750,70.25089606,아파트,872,1,18,정자천로189번길 47,연꽃마을풍림,127.17,경기도 수원시 장안구 정자동
5871,1999,40250,75000,53.66666667,아파트,872,1,19,정자천로189번길 47,연꽃마을풍림,99.18,경기도 수원시 장안구 정자동
5872,2000,30000,52000,57.69230769,아파트,873,3,1,정자천로189번길 40,연꽃마을벽산,84.96,경기도 수원시 장안구 정자동
5873,2000,33350,47825,69.73340303,아파트,873,3,2,정자천로189번길 40,연꽃마을벽산,84.96,경기도 수원시 장안구 정자동
5874,2000,29500,46000,64.13043478,아파트,873,3,7,정자천로189번길 40,연꽃마을벽산,84.96,경기도 수원시 장안구 정자동
5875,2000,33166.66667,54212.5,61.17900238,아파트,873,3,8,정자천로189번길 40,연꽃마을벽산,84.96,경기도 수원시 장안구 정자동
5876,2000,32550,46800,69.55128205,아파트,873,3,9,정자천로189번길 40,연꽃마을벽산,84.96,경기도 수원시 장안구 정자동
5877,2000,45000,47850,94.04388715,아파트,873,3,10,정자천로189번길 40,연꽃마을벽산,84.96,경기도 수원시 장안구 정자동
5878,2000,28500,49166.66667,57.96610169,아파트,873,3,11,정자천로189번길 40,연꽃마을벽산,84.96,경기도 수원시 장안구 정자동
5879,2000,33250,49800,66.76706827,아파트,873,3,12,정자천로189번길 40,연꽃마을벽산,84.96,경기도 수원시 장안구 정자동
5880,2000,26000,46500,55.91397849,아파트,873,3,13,정자천로189번길 40,연꽃마을벽산,84.96,경기도 수원시 장안구 정자동
5881,2000,33333.33333,45500,73.26007326,아파트,873,3,14,정자천로189번길 40,연꽃마을벽산,84.96,경기도 수원시 장안구 정자동
5882,2000,45000,51533.33333,87.3221216,아파트,873,3,16,정자천로189번길 40,연꽃마을벽산,84.96,경기도 수원시 장안구 정자동
5883,2000,26000,48450,53.66357069,아파트,873,3,18,정자천로189번길 40,연꽃마을벽산,84.96,경기도 수원시 장안구 정자동
5884,2000,40750,48700,83.67556468,아파트,873,3,19,정자천로189번길 40,연꽃마을벽산,84.96,경기도 수원시 장안구 정자동
5885,2000,49000,52250,93.77990431,아파트,873,3,21,정자천로189번길 40,연꽃마을벽산,84.96,경기도 수원시 장안구 정자동
5886,2000,29000,53250,54.4600939,아파트,873,3,22,정자천로189번길 40,연꽃마을벽산,84.96,경기도 수원시 장안구 정자동
5887,2000,35000,49000,71.42857143,아파트,873,3,23,정자천로189번길 40,연꽃마을벽산,84.96,경기도 수원시 장안구 정자동
5888,2008,15000,17000,88.23529412,아파트,875,3,7,효탑로16번길 55-11,대건칸타빌리더스,77.39,경기도 수원시 권선구 탑동
5889,1999,37912.5,58800,64.47704082,아파트,879,1,1,정자천로133번길 26,백설마을성지동양고속아파트,99.89,경기도 수원시 장안구 정자동
5890,1999,35000,59350,58.97219882,아파트,879,1,2,정자천로133번길 26,백설마을성지동양고속아파트,99.89,경기도 수원시 장안구 정자동
5891,1999,47500,68500,69.34306569,아파트,879,1,2,정자천로133번길 26,백설마을성지동양고속아파트,135.63,경기도 수원시 장안구 정자동
5892,1999,38760,74500,52.02684564,아파트,879,1,3,정자천로133번길 26,백설마을성지동양고속아파트,99.89,경기도 수원시 장안구 정자동
5893,1999,42570,70500,60.38297872,아파트,879,1,3,정자천로133번길 26,백설마을성지동양고속아파트,135.63,경기도 수원시 장안구 정자동
5894,1999,37000,61450,60.21155411,아파트,879,1,4,정자천로133번길 26,백설마을성지동양고속아파트,99.89,경기도 수원시 장안구 정자동
5895,1999,39262.5,59900,65.54674457,아파트,879,1,5,정자천로133번길 26,백설마을성지동양고속아파트,99.89,경기도 수원시 장안구 정자동
5896,1999,40875,61000,67.00819672,아파트,879,1,6,정자천로133번길 26,백설마을성지동양고속아파트,99.89,경기도 수원시 장안구 정자동
5897,1999,45871.42857,69000,66.48033126,아파트,879,1,6,정자천로133번길 26,백설마을성지동양고속아파트,135.63,경기도 수원시 장안구 정자동
5898,1999,37500,62425,60.0720865,아파트,879,1,7,정자천로133번길 26,백설마을성지동양고속아파트,99.89,경기도 수원시 장안구 정자동
5899,1999,42333.33333,63875,66.27527723,아파트,879,1,8,정자천로133번길 26,백설마을성지동양고속아파트,99.89,경기도 수원시 장안구 정자동
5900,1999,35887.5,67000,53.56343284,아파트,879,1,9,정자천로133번길 26,백설마을성지동양고속아파트,99.89,경기도 수원시 장안구 정자동
5901,1999,40366.66667,71300,56.61524077,아파트,879,1,10,정자천로133번길 26,백설마을성지동양고속아파트,135.63,경기도 수원시 장안구 정자동
5902,1999,40375,62600,64.49680511,아파트,879,1,11,정자천로133번길 26,백설마을성지동양고속아파트,99.89,경기도 수원시 장안구 정자동
5903,1999,41260,63883.33333,64.58648578,아파트,879,1,12,정자천로133번길 26,백설마을성지동양고속아파트,99.89,경기도 수원시 장안구 정자동
5904,1999,41333.33333,59500,69.46778711,아파트,879,1,13,정자천로133번길 26,백설마을성지동양고속아파트,99.89,경기도 수원시 장안구 정자동
5905,1999,37000,67200,55.05952381,아파트,879,1,14,정자천로133번길 26,백설마을성지동양고속아파트,99.89,경기도 수원시 장안구 정자동
5906,1999,44500,72466.66667,61.4075437,아파트,879,1,14,정자천로133번길 26,백설마을성지동양고속아파트,135.63,경기도 수원시 장안구 정자동
5907,1999,38583.33333,63350,60.90502499,아파트,879,1,15,정자천로133번길 26,백설마을성지동양고속아파트,99.89,경기도 수원시 장안구 정자동
5908,1999,57500,77500,74.19354839,아파트,879,1,15,정자천로133번길 26,백설마을성지동양고속아파트,135.63,경기도 수원시 장안구 정자동
5909,1999,45000,65250,68.96551724,아파트,879,1,16,정자천로133번길 26,백설마을성지동양고속아파트,99.89,경기도 수원시 장안구 정자동
5910,1999,39187.5,77250,50.72815534,아파트,879,1,17,정자천로133번길 26,백설마을성지동양고속아파트,135.63,경기도 수원시 장안구 정자동
5911,1999,43500,62000,70.16129032,아파트,879,1,18,정자천로133번길 26,백설마을성지동양고속아파트,99.89,경기도 수원시 장안구 정자동
5912,1999,34250,54000,63.42592593,아파트,879,1,20,정자천로133번길 26,백설마을성지동양고속아파트,99.89,경기도 수원시 장안구 정자동
5913,2000,34800,44200,78.73303167,아파트,880,2,1,정자천로133번길 21,백설마을효성,84.68,경기도 수원시 장안구 정자동
5914,2000,30000,49000,61.2244898,아파트,880,2,2,정자천로133번길 21,백설마을효성,76.36,경기도 수원시 장안구 정자동
5915,2000,34333.33333,41200,83.33333333,아파트,880,2,3,정자천로133번길 21,백설마을효성,76.36,경기도 수원시 장안구 정자동
5916,2000,30225,44300,68.22799097,아파트,880,2,3,정자천로133번길 21,백설마을효성,84.68,경기도 수원시 장안구 정자동
5917,2000,26510,40300,65.78163772,아파트,880,2,4,정자천로133번길 21,백설마을효성,76.36,경기도 수원시 장안구 정자동
5918,2000,30500,54000,56.48148148,아파트,880,2,5,정자천로133번길 21,백설마을효성,76.36,경기도 수원시 장안구 정자동
5919,2000,35000,38200,91.62303665,아파트,880,2,6,정자천로133번길 21,백설마을효성,76.36,경기도 수원시 장안구 정자동
5920,2000,32500,45100,72.06208426,아파트,880,2,6,정자천로133번길 21,백설마을효성,84.68,경기도 수원시 장안구 정자동
5921,2000,31000,40650,76.26076261,아파트,880,2,7,정자천로133번길 21,백설마을효성,76.36,경기도 수원시 장안구 정자동
5922,2000,33333.33333,51266.66667,65.01950585,아파트,880,2,7,정자천로133번길 21,백설마을효성,84.68,경기도 수원시 장안구 정자동
5923,2000,29000,42200,68.72037915,아파트,880,2,9,정자천로133번길 21,백설마을효성,76.36,경기도 수원시 장안구 정자동
5924,2000,30800,54300,56.72191529,아파트,880,2,10,정자천로133번길 21,백설마을효성,76.36,경기도 수원시 장안구 정자동
5925,2000,30750,38800,79.25257732,아파트,880,2,11,정자천로133번길 21,백설마을효성,76.36,경기도 수원시 장안구 정자동
5926,2000,30000,50150,59.82053838,아파트,880,2,11,정자천로133번길 21,백설마을효성,84.68,경기도 수원시 장안구 정자동
5927,2000,30000,40800,73.52941176,아파트,880,2,12,정자천로133번길 21,백설마을효성,76.36,경기도 수원시 장안구 정자동
5928,2000,31125,58300,53.38765009,아파트,880,2,12,정자천로133번길 21,백설마을효성,84.68,경기도 수원시 장안구 정자동
5929,2000,30500,38000,80.26315789,아파트,880,2,13,정자천로133번길 21,백설마을효성,76.36,경기도 수원시 장안구 정자동
5930,2000,34540,46600,74.12017167,아파트,880,2,14,정자천로133번길 21,백설마을효성,84.68,경기도 수원시 장안구 정자동
5931,2000,34116.66667,43500,78.42911877,아파트,880,2,15,정자천로133번길 21,백설마을효성,76.36,경기도 수원시 장안구 정자동
5932,2000,30850,47000,65.63829787,아파트,880,2,17,정자천로133번길 21,백설마을효성,76.36,경기도 수원시 장안구 정자동
5933,2000,28942.5,46750,61.90909091,아파트,880,2,19,정자천로133번길 21,백설마을효성,76.36,경기도 수원시 장안구 정자동
5934,2000,29400,39500,74.43037975,아파트,880,2,22,정자천로133번길 21,백설마을효성,76.36,경기도 수원시 장안구 정자동
5935,1999,25140,41300,60.8716707,아파트,880,3,1,천천로22번길 34,백설마을삼환나우빌,59.83,경기도 수원시 장안구 정자동
5936,1999,23870,39812.5,59.95604396,아파트,880,3,2,천천로22번길 34,백설마을삼환나우빌,59.83,경기도 수원시 장안구 정자동
5937,1999,24250,42200,57.46445498,아파트,880,3,3,천천로22번길 34,백설마을삼환나우빌,59.83,경기도 수원시 장안구 정자동
5938,1999,27772.91667,44975,61.7518992,아파트,880,3,4,천천로22번길 34,백설마을삼환나우빌,59.83,경기도 수원시 장안구 정자동
5939,1999,25725,45742.85714,56.23828857,아파트,880,3,5,천천로22번길 34,백설마을삼환나우빌,59.83,경기도 수원시 장안구 정자동
5940,1999,26205,43300,60.51963048,아파트,880,3,6,천천로22번길 34,백설마을삼환나우빌,59.83,경기도 수원시 장안구 정자동
5941,1999,25907.14286,46427.27273,55.80156088,아파트,880,3,7,천천로22번길 34,백설마을삼환나우빌,59.83,경기도 수원시 장안구 정자동
5942,1999,27450,41166.66667,66.68016194,아파트,880,3,8,천천로22번길 34,백설마을삼환나우빌,59.83,경기도 수원시 장안구 정자동
5943,1999,28121.875,47110,59.69406708,아파트,880,3,9,천천로22번길 34,백설마을삼환나우빌,59.83,경기도 수원시 장안구 정자동
5944,1999,26493.47826,45545,58.16989408,아파트,880,3,10,천천로22번길 34,백설마을삼환나우빌,59.83,경기도 수원시 장안구 정자동
5945,1999,27290,44187.5,61.75954738,아파트,880,3,11,천천로22번길 34,백설마을삼환나우빌,59.83,경기도 수원시 장안구 정자동
5946,1999,26236.84211,44037.5,59.57840955,아파트,880,3,12,천천로22번길 34,백설마을삼환나우빌,59.83,경기도 수원시 장안구 정자동
5947,1999,25787.5,43250,59.62427746,아파트,880,3,13,천천로22번길 34,백설마을삼환나우빌,59.83,경기도 수원시 장안구 정자동
5948,1999,24936.66667,44040,56.62276718,아파트,880,3,14,천천로22번길 34,백설마을삼환나우빌,59.83,경기도 수원시 장안구 정자동
5949,1999,26894.44444,46060,58.39002268,아파트,880,3,15,천천로22번길 34,백설마을삼환나우빌,59.83,경기도 수원시 장안구 정자동
5950,1999,24458.33333,47316.66667,51.69073617,아파트,880,3,16,천천로22번길 34,백설마을삼환나우빌,59.83,경기도 수원시 장안구 정자동
5951,1999,23936.53846,40414.28571,59.22791419,아파트,880,3,17,천천로22번길 34,백설마을삼환나우빌,59.83,경기도 수원시 장안구 정자동
5952,1999,24700,45300,54.52538631,아파트,880,3,18,천천로22번길 34,백설마을삼환나우빌,59.83,경기도 수원시 장안구 정자동
5953,1999,24367,42166.66667,57.78735178,아파트,880,3,19,천천로22번길 34,백설마을삼환나우빌,59.83,경기도 수원시 장안구 정자동
5954,1999,24666.66667,47640,51.77721802,아파트,880,3,20,천천로22번길 34,백설마을삼환나우빌,59.83,경기도 수원시 장안구 정자동
5955,1999,26400,44750,58.99441341,아파트,880,3,21,천천로22번길 34,백설마을삼환나우빌,59.83,경기도 수원시 장안구 정자동
5956,1999,26195,49100,53.3503055,아파트,880,3,22,천천로22번길 34,백설마을삼환나우빌,59.83,경기도 수원시 장안구 정자동
5957,1999,25500,42900,59.44055944,아파트,880,3,23,천천로22번길 34,백설마을삼환나우빌,59.83,경기도 수원시 장안구 정자동
5958,1999,22800,34466.66667,66.15087041,아파트,881,0,1,경수대로976번길 22,한일타운대림,59.842,경기도 수원시 장안구 조원동
5959,1999,21700,39700,54.65994962,아파트,881,0,1,경수대로976번길 22,한일타운대림,59.962,경기도 수원시 장안구 조원동
5960,1999,28500,47850,59.56112853,아파트,881,0,1,경수대로976번길 22,한일타운대림,84.772,경기도 수원시 장안구 조원동
5961,1999,33800,57000,59.29824561,아파트,881,0,1,경수대로976번길 22,한일타운대림,99.98,경기도 수원시 장안구 조원동
5962,1999,38800,55000,70.54545455,아파트,881,0,1,경수대로976번길 22,한일타운대림,121.48,경기도 수원시 장안구 조원동
5963,1999,42000,62000,67.74193548,아파트,881,0,1,경수대로976번길 22,한일타운대림,134.958,경기도 수원시 장안구 조원동
5964,1999,20333.33333,44000,46.21212121,아파트,881,0,2,경수대로976번길 22,한일타운대림,59.842,경기도 수원시 장안구 조원동
5965,1999,27812.5,41650,66.77671068,아파트,881,0,2,경수대로976번길 22,한일타운대림,59.962,경기도 수원시 장안구 조원동
5966,1999,30230,54200,55.77490775,아파트,881,0,2,경수대로976번길 22,한일타운대림,84.772,경기도 수원시 장안구 조원동
5967,1999,24333.33333,41250,58.98989899,아파트,881,0,3,경수대로976번길 22,한일타운대림,59.842,경기도 수원시 장안구 조원동
5968,1999,26152.5,46950,55.7028754,아파트,881,0,3,경수대로976번길 22,한일타운대림,84.772,경기도 수원시 장안구 조원동
5969,1999,40000,61500,65.04065041,아파트,881,0,3,경수대로976번길 22,한일타운대림,99.98,경기도 수원시 장안구 조원동
5970,1999,27300,40300,67.74193548,아파트,881,0,4,경수대로976번길 22,한일타운대림,59.842,경기도 수원시 장안구 조원동
5971,1999,30828.57143,55766.66667,55.28135941,아파트,881,0,4,경수대로976번길 22,한일타운대림,84.772,경기도 수원시 장안구 조원동
5972,1999,23680,41750,56.71856287,아파트,881,0,5,경수대로976번길 22,한일타운대림,59.842,경기도 수원시 장안구 조원동
5973,1999,37500,55700,67.32495512,아파트,881,0,5,경수대로976번길 22,한일타운대림,84.772,경기도 수원시 장안구 조원동
5974,1999,38500,65000,59.23076923,아파트,881,0,5,경수대로976번길 22,한일타운대림,134.958,경기도 수원시 장안구 조원동
5975,1999,22500,39325,57.21551176,아파트,881,0,6,경수대로976번길 22,한일타운대림,59.842,경기도 수원시 장안구 조원동
5976,1999,27740,52733.33333,52.60429836,아파트,881,0,6,경수대로976번길 22,한일타운대림,84.772,경기도 수원시 장안구 조원동
5977,1999,33250,55000,60.45454545,아파트,881,0,6,경수대로976번길 22,한일타운대림,99.98,경기도 수원시 장안구 조원동
5978,1999,27875,43492.85714,64.09098374,아파트,881,0,7,경수대로976번길 22,한일타운대림,59.842,경기도 수원시 장안구 조원동
5979,1999,22333.33333,43500,51.34099617,아파트,881,0,7,경수대로976번길 22,한일타운대림,59.962,경기도 수원시 장안구 조원동
5980,1999,31500,51966.66667,60.61577935,아파트,881,0,7,경수대로976번길 22,한일타운대림,84.772,경기도 수원시 장안구 조원동
5981,1999,25333.33333,56500,44.83775811,아파트,881,0,8,경수대로976번길 22,한일타운대림,59.842,경기도 수원시 장안구 조원동
5982,1999,26500,41100,64.47688564,아파트,881,0,8,경수대로976번길 22,한일타운대림,59.962,경기도 수원시 장안구 조원동
5983,1999,32753.84615,55855.55556,58.64026564,아파트,881,0,8,경수대로976번길 22,한일타운대림,84.772,경기도 수원시 장안구 조원동
5984,1999,27380,52150,52.50239693,아파트,881,0,9,경수대로976번길 22,한일타운대림,59.842,경기도 수원시 장안구 조원동
5985,1999,34071.42857,51800,65.77495863,아파트,881,0,9,경수대로976번길 22,한일타운대림,84.772,경기도 수원시 장안구 조원동
5986,1999,24815.38462,42333.33333,58.61901878,아파트,881,0,10,경수대로976번길 22,한일타운대림,59.842,경기도 수원시 장안구 조원동
5987,1999,29733.33333,51500,57.73462783,아파트,881,0,10,경수대로976번길 22,한일타운대림,84.772,경기도 수원시 장안구 조원동
5988,1999,47000,65000,72.30769231,아파트,881,0,10,경수대로976번길 22,한일타운대림,134.958,경기도 수원시 장안구 조원동
5989,1999,36500,85250,42.81524927,아파트,881,0,10,경수대로976번길 22,한일타운대림,164.935,경기도 수원시 장안구 조원동
5990,1999,32250,53000,60.8490566,아파트,881,0,11,경수대로976번길 22,한일타운대림,84.772,경기도 수원시 장안구 조원동
5991,1999,41500,59000,70.33898305,아파트,881,0,11,경수대로976번길 22,한일타운대림,99.98,경기도 수원시 장안구 조원동
5992,1999,26442.85714,45733.33333,57.81965848,아파트,881,0,12,경수대로976번길 22,한일타운대림,59.842,경기도 수원시 장안구 조원동
5993,1999,26383.33333,48716.66667,54.15668833,아파트,881,0,12,경수대로976번길 22,한일타운대림,59.962,경기도 수원시 장안구 조원동
5994,1999,39100,49000,79.79591837,아파트,881,0,12,경수대로976번길 22,한일타운대림,84.772,경기도 수원시 장안구 조원동
5995,1999,42000,65950,63.68460955,아파트,881,0,12,경수대로976번길 22,한일타운대림,99.98,경기도 수원시 장안구 조원동
5996,1999,25666.66667,42133.33333,60.91772152,아파트,881,0,13,경수대로976번길 22,한일타운대림,59.842,경기도 수원시 장안구 조원동
5997,1999,31285.71429,50250,62.26012793,아파트,881,0,13,경수대로976번길 22,한일타운대림,84.772,경기도 수원시 장안구 조원동
5998,1999,25750,39666.66667,64.91596639,아파트,881,0,14,경수대로976번길 22,한일타운대림,59.842,경기도 수원시 장안구 조원동
5999,1999,24000,39000,61.53846154,아파트,881,0,15,경수대로976번길 22,한일타운대림,59.962,경기도 수원시 장안구 조원동
6000,1999,32633.33333,59633.33333,54.72330911,아파트,881,0,15,경수대로976번길 22,한일타운대림,84.772,경기도 수원시 장안구 조원동
6001,1999,33891.66667,56800,59.66842723,아파트,881,0,16,경수대로976번길 22,한일타운대림,84.772,경기도 수원시 장안구 조원동
6002,1999,43666.66667,76500,57.08061002,아파트,881,0,16,경수대로976번길 22,한일타운대림,121.48,경기도 수원시 장안구 조원동
6003,1999,38666.66667,66800,57.88423154,아파트,881,0,16,경수대로976번길 22,한일타운대림,134.958,경기도 수원시 장안구 조원동
6004,1999,36750,86000,42.73255814,아파트,881,0,16,경수대로976번길 22,한일타운대림,164.935,경기도 수원시 장안구 조원동
6005,1999,24822.22222,41250,60.17508418,아파트,881,0,17,경수대로976번길 22,한일타운대림,59.842,경기도 수원시 장안구 조원동
6006,1999,24000,44500,53.93258427,아파트,881,0,17,경수대로976번길 22,한일타운대림,59.962,경기도 수원시 장안구 조원동
6007,1999,27950,49666.66667,56.27516779,아파트,881,0,17,경수대로976번길 22,한일타운대림,84.772,경기도 수원시 장안구 조원동
6008,1999,25500,41000,62.19512195,아파트,881,0,18,경수대로976번길 22,한일타운대림,59.842,경기도 수원시 장안구 조원동
6009,1999,25075,42000,59.70238095,아파트,881,0,18,경수대로976번길 22,한일타운대림,59.962,경기도 수원시 장안구 조원동
6010,1999,32027.77778,55041.66667,58.18824123,아파트,881,0,18,경수대로976번길 22,한일타운대림,84.772,경기도 수원시 장안구 조원동
6011,1999,33000,57450,57.44125326,아파트,881,0,18,경수대로976번길 22,한일타운대림,99.98,경기도 수원시 장안구 조원동
6012,1999,38800,67000,57.91044776,아파트,881,0,18,경수대로976번길 22,한일타운대림,134.958,경기도 수원시 장안구 조원동
6013,1999,26207.69231,40500,64.71035138,아파트,881,0,19,경수대로976번길 22,한일타운대림,59.842,경기도 수원시 장안구 조원동
6014,1999,28937.5,59900,48.3096828,아파트,881,0,19,경수대로976번길 22,한일타운대림,84.772,경기도 수원시 장안구 조원동
6015,1999,25480,46300,55.03239741,아파트,881,0,20,경수대로976번길 22,한일타운대림,59.842,경기도 수원시 장안구 조원동
6016,1999,32000,61425,52.0960521,아파트,881,0,20,경수대로976번길 22,한일타운대림,84.772,경기도 수원시 장안구 조원동
6017,1999,26000,56900,45.69420035,아파트,881,0,21,경수대로976번길 22,한일타운대림,59.962,경기도 수원시 장안구 조원동
6018,1999,28450,50500,56.33663366,아파트,881,0,21,경수대로976번길 22,한일타운대림,84.772,경기도 수원시 장안구 조원동
6019,1999,50000,89500,55.86592179,아파트,881,0,21,경수대로976번길 22,한일타운대림,134.958,경기도 수원시 장안구 조원동
6020,1999,27371.42857,38630,70.85536777,아파트,881,0,22,경수대로976번길 22,한일타운대림,59.842,경기도 수원시 장안구 조원동
6021,1999,49000,58250,84.12017167,아파트,881,0,22,경수대로976번길 22,한일타운대림,84.772,경기도 수원시 장안구 조원동
6022,1999,27666.66667,50200,55.11288181,아파트,881,0,23,경수대로976번길 22,한일타운대림,84.772,경기도 수원시 장안구 조원동
6023,1999,26440,38780,68.17947396,아파트,881,0,1,경수대로976번길 22,한일타운쌍용,59.842,경기도 수원시 장안구 조원동
6024,1999,21569.36364,37500,57.51830303,아파트,881,0,1,경수대로976번길 22,한일타운쌍용,59.962,경기도 수원시 장안구 조원동
6025,1999,29166.66667,48000,60.76388889,아파트,881,0,1,경수대로976번길 22,한일타운쌍용,84.772,경기도 수원시 장안구 조원동
6026,1999,22620,46433.33333,48.71500359,아파트,881,0,2,경수대로976번길 22,한일타운쌍용,59.842,경기도 수원시 장안구 조원동
6027,1999,24000,40833.33333,58.7755102,아파트,881,0,2,경수대로976번길 22,한일타운쌍용,59.962,경기도 수원시 장안구 조원동
6028,1999,35000,47000,74.46808511,아파트,881,0,2,경수대로976번길 22,한일타운쌍용,84.772,경기도 수원시 장안구 조원동
6029,1999,24127.77778,43000,56.11111111,아파트,881,0,3,경수대로976번길 22,한일타운쌍용,59.842,경기도 수원시 장안구 조원동
6030,1999,25000,43875,56.98005698,아파트,881,0,3,경수대로976번길 22,한일타운쌍용,59.962,경기도 수원시 장안구 조원동
6031,1999,29750,45000,66.11111111,아파트,881,0,3,경수대로976번길 22,한일타운쌍용,84.772,경기도 수원시 장안구 조원동
6032,1999,23250,44250,52.54237288,아파트,881,0,4,경수대로976번길 22,한일타운쌍용,59.842,경기도 수원시 장안구 조원동
6033,1999,25888.88889,40016.66667,64.69526586,아파트,881,0,4,경수대로976번길 22,한일타운쌍용,59.962,경기도 수원시 장안구 조원동
6034,1999,26000,54500,47.70642202,아파트,881,0,4,경수대로976번길 22,한일타운쌍용,84.772,경기도 수원시 장안구 조원동
6035,1999,28000,41000,68.29268293,아파트,881,0,5,경수대로976번길 22,한일타운쌍용,59.962,경기도 수원시 장안구 조원동
6036,1999,29575,48266.66667,61.27417127,아파트,881,0,5,경수대로976번길 22,한일타운쌍용,84.772,경기도 수원시 장안구 조원동
6037,1999,24437.5,44666.66667,54.7108209,아파트,881,0,6,경수대로976번길 22,한일타운쌍용,59.842,경기도 수원시 장안구 조원동
6038,1999,25833.33333,41500,62.24899598,아파트,881,0,6,경수대로976번길 22,한일타운쌍용,59.962,경기도 수원시 장안구 조원동
6039,1999,30375,51000,59.55882353,아파트,881,0,6,경수대로976번길 22,한일타운쌍용,84.772,경기도 수원시 장안구 조원동
6040,1999,25592.85714,46300,55.27614934,아파트,881,0,7,경수대로976번길 22,한일타운쌍용,59.842,경기도 수원시 장안구 조원동
6041,1999,25050,41750,60,아파트,881,0,7,경수대로976번길 22,한일타운쌍용,59.962,경기도 수원시 장안구 조원동
6042,1999,28725,62250,46.14457831,아파트,881,0,7,경수대로976번길 22,한일타운쌍용,84.772,경기도 수원시 장안구 조원동
6043,1999,28337.5,39000,72.66025641,아파트,881,0,8,경수대로976번길 22,한일타운쌍용,59.842,경기도 수원시 장안구 조원동
6044,1999,24071.42857,40000,60.17857143,아파트,881,0,8,경수대로976번길 22,한일타운쌍용,59.962,경기도 수원시 장안구 조원동
6045,1999,32857.14286,51450,63.86227961,아파트,881,0,8,경수대로976번길 22,한일타운쌍용,84.772,경기도 수원시 장안구 조원동
6046,1999,25704.54545,52500,48.96103896,아파트,881,0,9,경수대로976번길 22,한일타운쌍용,59.842,경기도 수원시 장안구 조원동
6047,1999,25866.66667,45675,56.63200146,아파트,881,0,9,경수대로976번길 22,한일타운쌍용,59.962,경기도 수원시 장안구 조원동
6048,1999,31675,50500,62.72277228,아파트,881,0,9,경수대로976번길 22,한일타운쌍용,84.772,경기도 수원시 장안구 조원동
