,건축년도,보증금.만원.,거래금액.만원.,전세가율,주택유형,본번,부번,층,도로명,단지명,전용면적,시군구
1424,1997,20000,26000,76.92307692,아파트,308,1,18,정조로 941,동성영화타운,59.84,경기도 수원시 장안구 영화동
1425,1997,25000,22500,111.1111111,아파트,308,1,18,정조로 941,동성영화타운,84.97,경기도 수원시 장안구 영화동
1426,1997,27333.33333,40000,68.33333333,아파트,308,1,18,정조로 941,동성영화타운,134.88,경기도 수원시 장안구 영화동
1427,2021,32318.18182,61375,52.65691539,아파트,310,0,1,고등로 15,수원역푸르지오자이,59.99,경기도 수원시 팔달구 고등동
1428,2021,36407.5,69566.66667,52.33469094,아파트,310,0,1,고등로 15,수원역푸르지오자이,74.98,경기도 수원시 팔달구 고등동
1429,2021,30000,78866.66667,38.03888419,아파트,310,0,1,고등로 15,수원역푸르지오자이,84.98,경기도 수원시 팔달구 고등동
1430,2021,44454.54545,76700,57.95899016,아파트,310,0,1,고등로 15,수원역푸르지오자이,84.99,경기도 수원시 팔달구 고등동
1431,2021,37088.23529,59250,62.59617771,아파트,310,0,2,고등로 15,수원역푸르지오자이,59.99,경기도 수원시 팔달구 고등동
1432,2021,38828,68500,56.68321168,아파트,310,0,2,고등로 15,수원역푸르지오자이,74.98,경기도 수원시 팔달구 고등동
1433,2021,40250,72000,55.90277778,아파트,310,0,2,고등로 15,수원역푸르지오자이,74.99,경기도 수원시 팔달구 고등동
1434,2021,40222.22222,78000,51.56695157,아파트,310,0,2,고등로 15,수원역푸르지오자이,84.99,경기도 수원시 팔달구 고등동
1435,2021,36970.58824,58633.33333,63.05387419,아파트,310,0,3,고등로 15,수원역푸르지오자이,59.99,경기도 수원시 팔달구 고등동
1436,2021,37417.3913,70940,52.74512448,아파트,310,0,3,고등로 15,수원역푸르지오자이,74.98,경기도 수원시 팔달구 고등동
1437,2021,31500,70457.14286,44.7080292,아파트,310,0,3,고등로 15,수원역푸르지오자이,74.99,경기도 수원시 팔달구 고등동
1438,2021,46444.44444,81425,57.03953877,아파트,310,0,3,고등로 15,수원역푸르지오자이,84.99,경기도 수원시 팔달구 고등동
1439,2021,36562.5,63950,57.1735731,아파트,310,0,4,고등로 15,수원역푸르지오자이,59.99,경기도 수원시 팔달구 고등동
1440,2021,36165.78947,72520,49.87009028,아파트,310,0,4,고등로 15,수원역푸르지오자이,74.98,경기도 수원시 팔달구 고등동
1441,2021,39250,75500,51.98675497,아파트,310,0,4,고등로 15,수원역푸르지오자이,74.99,경기도 수원시 팔달구 고등동
1442,2021,48000,85700,56.00933489,아파트,310,0,4,고등로 15,수원역푸르지오자이,84.98,경기도 수원시 팔달구 고등동
1443,2021,42571.42857,84333.33333,50.47995483,아파트,310,0,4,고등로 15,수원역푸르지오자이,84.99,경기도 수원시 팔달구 고등동
1444,2021,34264.70588,64700,52.95935994,아파트,310,0,5,고등로 15,수원역푸르지오자이,59.99,경기도 수원시 팔달구 고등동
1445,2021,34593.75,72622.22222,47.63521267,아파트,310,0,5,고등로 15,수원역푸르지오자이,74.98,경기도 수원시 팔달구 고등동
1446,2021,41222.22222,78500,52.512385,아파트,310,0,5,고등로 15,수원역푸르지오자이,74.99,경기도 수원시 팔달구 고등동
1447,2021,41500,82000,50.6097561,아파트,310,0,5,고등로 15,수원역푸르지오자이,84.98,경기도 수원시 팔달구 고등동
1448,2021,42727.27273,85833.33333,49.77934687,아파트,310,0,5,고등로 15,수원역푸르지오자이,84.99,경기도 수원시 팔달구 고등동
1449,2021,33800,63680,53.07788945,아파트,310,0,6,고등로 15,수원역푸르지오자이,59.99,경기도 수원시 팔달구 고등동
1450,2021,38395.83333,73875,51.97405527,아파트,310,0,6,고등로 15,수원역푸르지오자이,74.98,경기도 수원시 팔달구 고등동
1451,2021,38000,75440,50.37115589,아파트,310,0,6,고등로 15,수원역푸르지오자이,74.99,경기도 수원시 팔달구 고등동
1452,2021,43103.84615,87250,49.402689,아파트,310,0,6,고등로 15,수원역푸르지오자이,84.99,경기도 수원시 팔달구 고등동
1453,2021,34250,62710,54.6164886,아파트,310,0,7,고등로 15,수원역푸르지오자이,59.99,경기도 수원시 팔달구 고등동
1454,2021,37768.75,76118.75,49.61819525,아파트,310,0,7,고등로 15,수원역푸르지오자이,74.98,경기도 수원시 팔달구 고등동
1455,2021,36250,74000,48.98648649,아파트,310,0,7,고등로 15,수원역푸르지오자이,74.99,경기도 수원시 팔달구 고등동
1456,2021,47541.66667,80060,59.38254642,아파트,310,0,7,고등로 15,수원역푸르지오자이,84.99,경기도 수원시 팔달구 고등동
1457,2021,32800,66875,49.04672897,아파트,310,0,8,고등로 15,수원역푸르지오자이,59.99,경기도 수원시 팔달구 고등동
1458,2021,36000,74928.57143,48.04575786,아파트,310,0,8,고등로 15,수원역푸르지오자이,74.98,경기도 수원시 팔달구 고등동
1459,2021,35000,70000,50,아파트,310,0,8,고등로 15,수원역푸르지오자이,74.99,경기도 수원시 팔달구 고등동
1460,2021,43411.76471,83783.33333,51.81432032,아파트,310,0,8,고등로 15,수원역푸르지오자이,84.99,경기도 수원시 팔달구 고등동
1461,2021,35833.33333,63455,56.47046463,아파트,310,0,9,고등로 15,수원역푸르지오자이,59.99,경기도 수원시 팔달구 고등동
1462,2021,39346.15385,72555.55556,54.22900224,아파트,310,0,9,고등로 15,수원역푸르지오자이,74.98,경기도 수원시 팔달구 고등동
1463,2021,37000,70000,52.85714286,아파트,310,0,9,고등로 15,수원역푸르지오자이,74.99,경기도 수원시 팔달구 고등동
1464,2021,46333.33333,90792.5,51.03211535,아파트,310,0,9,고등로 15,수원역푸르지오자이,84.98,경기도 수원시 팔달구 고등동
1465,2021,43045.45455,76960,55.93224343,아파트,310,0,9,고등로 15,수원역푸르지오자이,84.99,경기도 수원시 팔달구 고등동
1466,2021,32444.44444,66366.66667,48.88665662,아파트,310,0,10,고등로 15,수원역푸르지오자이,59.99,경기도 수원시 팔달구 고등동
1467,2021,36666.66667,74314.28571,49.33999744,아파트,310,0,10,고등로 15,수원역푸르지오자이,74.98,경기도 수원시 팔달구 고등동
1468,2021,35000,74350,47.07464694,아파트,310,0,10,고등로 15,수원역푸르지오자이,74.99,경기도 수원시 팔달구 고등동
1469,2021,45029.41176,85500,52.66597867,아파트,310,0,10,고등로 15,수원역푸르지오자이,84.99,경기도 수원시 팔달구 고등동
1470,2021,35500,64750,54.82625483,아파트,310,0,11,고등로 15,수원역푸르지오자이,59.99,경기도 수원시 팔달구 고등동
1471,2021,37937.5,71728.57143,52.89036049,아파트,310,0,11,고등로 15,수원역푸르지오자이,74.98,경기도 수원시 팔달구 고등동
1472,2021,41000,73950,55.4428668,아파트,310,0,11,고등로 15,수원역푸르지오자이,74.99,경기도 수원시 팔달구 고등동
1473,2021,45318.18182,83983.33333,53.96092298,아파트,310,0,11,고등로 15,수원역푸르지오자이,84.99,경기도 수원시 팔달구 고등동
1474,2021,38100,64966.66667,58.64545921,아파트,310,0,12,고등로 15,수원역푸르지오자이,59.99,경기도 수원시 팔달구 고등동
1475,2021,37514.28571,72328.57143,51.86648232,아파트,310,0,12,고등로 15,수원역푸르지오자이,74.98,경기도 수원시 팔달구 고등동
1476,2021,44535.71429,88883.33333,50.10581018,아파트,310,0,12,고등로 15,수원역푸르지오자이,84.99,경기도 수원시 팔달구 고등동
1477,2021,31950,63866.66667,50.02609603,아파트,310,0,13,고등로 15,수원역푸르지오자이,59.99,경기도 수원시 팔달구 고등동
1478,2021,38804.54545,72520,53.50874994,아파트,310,0,13,고등로 15,수원역푸르지오자이,74.98,경기도 수원시 팔달구 고등동
1479,2021,41978.57143,84280,49.80846159,아파트,310,0,13,고등로 15,수원역푸르지오자이,84.99,경기도 수원시 팔달구 고등동
1480,2021,37574.07407,71180,52.78740387,아파트,310,0,14,고등로 15,수원역푸르지오자이,74.98,경기도 수원시 팔달구 고등동
1481,2021,44000,79325,55.46801135,아파트,310,0,14,고등로 15,수원역푸르지오자이,74.99,경기도 수원시 팔달구 고등동
1482,2021,45600,85166.66667,53.54207436,아파트,310,0,14,고등로 15,수원역푸르지오자이,84.98,경기도 수원시 팔달구 고등동
1483,2021,47038.46154,85750,54.85534873,아파트,310,0,14,고등로 15,수원역푸르지오자이,84.99,경기도 수원시 팔달구 고등동
1484,2021,37400,73666.66667,50.76923077,아파트,310,0,15,고등로 15,수원역푸르지오자이,74.98,경기도 수원시 팔달구 고등동
1485,2021,40500,75833.33333,53.40659341,아파트,310,0,15,고등로 15,수원역푸르지오자이,74.99,경기도 수원시 팔달구 고등동
1486,2021,46500,87500,53.14285714,아파트,310,0,15,고등로 15,수원역푸르지오자이,84.98,경기도 수원시 팔달구 고등동
1487,2021,45357.14286,86000,52.74086379,아파트,310,0,15,고등로 15,수원역푸르지오자이,84.99,경기도 수원시 팔달구 고등동
1488,2021,36460,68900,52.91727141,아파트,310,0,16,고등로 15,수원역푸르지오자이,59.99,경기도 수원시 팔달구 고등동
1489,2021,38313.33333,74942.85714,51.1233956,아파트,310,0,16,고등로 15,수원역푸르지오자이,74.98,경기도 수원시 팔달구 고등동
1490,2021,36666.66667,77850,47.09912224,아파트,310,0,16,고등로 15,수원역푸르지오자이,74.99,경기도 수원시 팔달구 고등동
1491,2021,44571.42857,87000,51.23152709,아파트,310,0,16,고등로 15,수원역푸르지오자이,84.98,경기도 수원시 팔달구 고등동
1492,2021,43969.23077,88000,49.96503497,아파트,310,0,16,고등로 15,수원역푸르지오자이,84.99,경기도 수원시 팔달구 고등동
1493,2021,33250,64833.33333,51.28534704,아파트,310,0,17,고등로 15,수원역푸르지오자이,59.99,경기도 수원시 팔달구 고등동
1494,2021,38937.5,72300,53.85546335,아파트,310,0,17,고등로 15,수원역푸르지오자이,74.98,경기도 수원시 팔달구 고등동
1495,2021,37666.66667,76000,49.56140351,아파트,310,0,17,고등로 15,수원역푸르지오자이,74.99,경기도 수원시 팔달구 고등동
1496,2021,43833.33333,90500,48.43462247,아파트,310,0,17,고등로 15,수원역푸르지오자이,84.99,경기도 수원시 팔달구 고등동
1497,2021,35125,65416.66667,53.69426752,아파트,310,0,18,고등로 15,수원역푸르지오자이,59.99,경기도 수원시 팔달구 고등동
1498,2021,41833.33333,79814.28571,52.41334049,아파트,310,0,18,고등로 15,수원역푸르지오자이,74.98,경기도 수원시 팔달구 고등동
1499,2021,40333.33333,85000,47.45098039,아파트,310,0,18,고등로 15,수원역푸르지오자이,84.98,경기도 수원시 팔달구 고등동
1500,2021,41490,98200,42.25050916,아파트,310,0,18,고등로 15,수원역푸르지오자이,84.99,경기도 수원시 팔달구 고등동
1501,2021,40166.66667,69500,57.79376499,아파트,310,0,19,고등로 15,수원역푸르지오자이,74.98,경기도 수원시 팔달구 고등동
1502,2021,40500,76500,52.94117647,아파트,310,0,20,고등로 15,수원역푸르지오자이,74.98,경기도 수원시 팔달구 고등동
1503,1979,7000,12000,58.33333333,아파트,312,1,5,팔달문로53번길 4,여울,63.37,경기도 수원시 팔달구 지동
1504,1988,12869.23077,20590,62.50233496,아파트,313,1,1,장안로 211,동신2단지,43.02,경기도 수원시 장안구 정자동
1505,1988,14055.55556,20100,69.92813709,아파트,313,1,1,장안로 211,동신2단지,48.23,경기도 수원시 장안구 정자동
1506,1988,18000,28000,64.28571429,아파트,313,1,1,장안로 211,동신2단지,59.66,경기도 수원시 장안구 정자동
1507,1988,15331.81818,28500,53.79585327,아파트,313,1,1,장안로 211,동신2단지,63.29,경기도 수원시 장안구 정자동
1508,1988,19005,29400,64.64285714,아파트,313,1,1,장안로 211,동신2단지,69.14,경기도 수원시 장안구 정자동
1509,1988,13935.9375,20396.15385,68.32630115,아파트,313,1,2,장안로 211,동신2단지,43.02,경기도 수원시 장안구 정자동
1510,1988,13327.27273,25150,52.99114404,아파트,313,1,2,장안로 211,동신2단지,48.23,경기도 수원시 장안구 정자동
1511,1988,19333.33333,32500,59.48717949,아파트,313,1,2,장안로 211,동신2단지,59.66,경기도 수원시 장안구 정자동
1512,1988,15285.71429,27750,55.08365508,아파트,313,1,2,장안로 211,동신2단지,63.29,경기도 수원시 장안구 정자동
1513,1988,18500,31666.66667,58.42105263,아파트,313,1,2,장안로 211,동신2단지,69.14,경기도 수원시 장안구 정자동
1514,1988,14653.84615,23080,63.49153446,아파트,313,1,3,장안로 211,동신2단지,43.02,경기도 수원시 장안구 정자동
1515,1988,14700,21600,68.05555556,아파트,313,1,3,장안로 211,동신2단지,48.23,경기도 수원시 장안구 정자동
1516,1988,15000,30250,49.58677686,아파트,313,1,3,장안로 211,동신2단지,59.66,경기도 수원시 장안구 정자동
1517,1988,16033.33333,24900,64.39089692,아파트,313,1,3,장안로 211,동신2단지,63.29,경기도 수원시 장안구 정자동
1518,1988,22000,36925,59.5802302,아파트,313,1,3,장안로 211,동신2단지,69.14,경기도 수원시 장안구 정자동
1519,1988,25000,37325,66.97923644,아파트,313,1,3,장안로 211,동신2단지,84.98,경기도 수원시 장안구 정자동
1520,1988,13884.61538,21160,65.61727497,아파트,313,1,4,장안로 211,동신2단지,43.02,경기도 수원시 장안구 정자동
1521,1988,14772.72727,23650,62.4639631,아파트,313,1,4,장안로 211,동신2단지,48.23,경기도 수원시 장안구 정자동
1522,1988,16335,27100,60.27675277,아파트,313,1,4,장안로 211,동신2단지,59.66,경기도 수원시 장안구 정자동
1523,1988,16940,28240,59.98583569,아파트,313,1,4,장안로 211,동신2단지,63.29,경기도 수원시 장안구 정자동
1524,1988,24000,34885.71429,68.7960688,아파트,313,1,4,장안로 211,동신2단지,69.14,경기도 수원시 장안구 정자동
1525,1988,22027.77778,45400,48.51933431,아파트,313,1,4,장안로 211,동신2단지,84.98,경기도 수원시 장안구 정자동
1526,1988,12062.5,20220,59.65628091,아파트,313,1,5,장안로 211,동신2단지,43.02,경기도 수원시 장안구 정자동
1527,1988,12750,21680,58.8099631,아파트,313,1,5,장안로 211,동신2단지,48.23,경기도 수원시 장안구 정자동
1528,1988,18285.71429,24125,75.79570688,아파트,313,1,5,장안로 211,동신2단지,59.66,경기도 수원시 장안구 정자동
1529,1988,17833.33333,30500,58.46994536,아파트,313,1,5,장안로 211,동신2단지,63.29,경기도 수원시 장안구 정자동
1530,1988,20275,30000,67.58333333,아파트,313,1,5,장안로 211,동신2단지,69.14,경기도 수원시 장안구 정자동
1531,1988,13043.18182,21966.66667,59.37715547,아파트,313,1,6,장안로 211,동신2단지,43.02,경기도 수원시 장안구 정자동
1532,1988,13950,21866.66667,63.79573171,아파트,313,1,6,장안로 211,동신2단지,48.23,경기도 수원시 장안구 정자동
1533,1988,16598,32000,51.86875,아파트,313,1,6,장안로 211,동신2단지,59.66,경기도 수원시 장안구 정자동
1534,1988,17900,33100,54.07854985,아파트,313,1,6,장안로 211,동신2단지,63.29,경기도 수원시 장안구 정자동
1535,1988,18000,34000,52.94117647,아파트,313,1,6,장안로 211,동신2단지,69.14,경기도 수원시 장안구 정자동
1536,1988,24000,42925,55.9114735,아파트,313,1,6,장안로 211,동신2단지,84.98,경기도 수원시 장안구 정자동
1537,1988,14680,29300,50.10238908,아파트,313,1,7,장안로 211,동신2단지,43.02,경기도 수원시 장안구 정자동
1538,1988,14321.42857,21875,65.46938776,아파트,313,1,7,장안로 211,동신2단지,48.23,경기도 수원시 장안구 정자동
1539,1988,17638.46154,29566.66667,59.65657792,아파트,313,1,7,장안로 211,동신2단지,59.66,경기도 수원시 장안구 정자동
1540,1988,18080,35250,51.29078014,아파트,313,1,7,장안로 211,동신2단지,63.29,경기도 수원시 장안구 정자동
1541,1988,19823.52941,34750,57.0461278,아파트,313,1,7,장안로 211,동신2단지,69.14,경기도 수원시 장안구 정자동
1542,1988,24833.33333,42000,59.12698413,아파트,313,1,7,장안로 211,동신2단지,84.98,경기도 수원시 장안구 정자동
1543,1988,13750,23105.55556,59.50949748,아파트,313,1,8,장안로 211,동신2단지,43.02,경기도 수원시 장안구 정자동
1544,1988,13610,23642.85714,57.56495468,아파트,313,1,8,장안로 211,동신2단지,48.23,경기도 수원시 장안구 정자동
1545,1988,18250,28266.66667,64.56367925,아파트,313,1,8,장안로 211,동신2단지,59.66,경기도 수원시 장안구 정자동
1546,1988,15571.42857,25900,60.12134584,아파트,313,1,8,장안로 211,동신2단지,63.29,경기도 수원시 장안구 정자동
1547,1988,17142.85714,34566.66667,49.59360793,아파트,313,1,8,장안로 211,동신2단지,69.14,경기도 수원시 장안구 정자동
1548,1988,20000,41125,48.63221884,아파트,313,1,8,장안로 211,동신2단지,84.98,경기도 수원시 장안구 정자동
1549,1988,15557.14286,20480,75.96261161,아파트,313,1,9,장안로 211,동신2단지,43.02,경기도 수원시 장안구 정자동
1550,1988,13300,22500,59.11111111,아파트,313,1,9,장안로 211,동신2단지,48.23,경기도 수원시 장안구 정자동
1551,1988,16456.25,24833.33333,66.26677852,아파트,313,1,9,장안로 211,동신2단지,59.66,경기도 수원시 장안구 정자동
1552,1988,17577.77778,39200,44.84126984,아파트,313,1,9,장안로 211,동신2단지,63.29,경기도 수원시 장안구 정자동
1553,1988,20336.36364,33416.66667,60.85694854,아파트,313,1,9,장안로 211,동신2단지,69.14,경기도 수원시 장안구 정자동
1554,1988,13706.25,20800,65.89543269,아파트,313,1,10,장안로 211,동신2단지,43.02,경기도 수원시 장안구 정자동
1555,1988,11900,22016.66667,54.04996215,아파트,313,1,10,장안로 211,동신2단지,48.23,경기도 수원시 장안구 정자동
1556,1988,17616.66667,28000,62.91666667,아파트,313,1,10,장안로 211,동신2단지,59.66,경기도 수원시 장안구 정자동
1557,1988,18166.66667,33333.33333,54.5,아파트,313,1,10,장안로 211,동신2단지,63.29,경기도 수원시 장안구 정자동
1558,1988,20375,36371.42857,56.01924588,아파트,313,1,10,장안로 211,동신2단지,69.14,경기도 수원시 장안구 정자동
1559,1988,20000,36050,55.47850208,아파트,313,1,10,장안로 211,동신2단지,84.98,경기도 수원시 장안구 정자동
1560,1988,14158.82353,21125,67.02401671,아파트,313,1,11,장안로 211,동신2단지,43.02,경기도 수원시 장안구 정자동
1561,1988,13937.5,23075,60.40086674,아파트,313,1,11,장안로 211,동신2단지,48.23,경기도 수원시 장안구 정자동
1562,1988,18000,37000,48.64864865,아파트,313,1,11,장안로 211,동신2단지,59.66,경기도 수원시 장안구 정자동
1563,1988,15431.25,30821.42857,50.06662804,아파트,313,1,11,장안로 211,동신2단지,63.29,경기도 수원시 장안구 정자동
1564,1988,16625,31980,51.98561601,아파트,313,1,11,장안로 211,동신2단지,69.14,경기도 수원시 장안구 정자동
1565,1988,19500,36666.66667,53.18181818,아파트,313,1,11,장안로 211,동신2단지,84.98,경기도 수원시 장안구 정자동
1566,1988,13646.42857,23730,57.50707363,아파트,313,1,12,장안로 211,동신2단지,43.02,경기도 수원시 장안구 정자동
1567,1988,17000,22350,76.06263982,아파트,313,1,12,장안로 211,동신2단지,48.23,경기도 수원시 장안구 정자동
1568,1988,15831.42857,34000,46.56302521,아파트,313,1,12,장안로 211,동신2단지,59.66,경기도 수원시 장안구 정자동
1569,1988,18000,28050,64.17112299,아파트,313,1,12,장안로 211,동신2단지,63.29,경기도 수원시 장안구 정자동
1570,1988,20800,31400,66.24203822,아파트,313,1,12,장안로 211,동신2단지,69.14,경기도 수원시 장안구 정자동
1571,1988,21188.46154,34000,62.31900452,아파트,313,1,12,장안로 211,동신2단지,84.98,경기도 수원시 장안구 정자동
1572,1988,12537,21500,58.31162791,아파트,313,1,13,장안로 211,동신2단지,43.02,경기도 수원시 장안구 정자동
1573,1988,14510,22200,65.36036036,아파트,313,1,13,장안로 211,동신2단지,48.23,경기도 수원시 장안구 정자동
1574,1988,17531.25,29100,60.24484536,아파트,313,1,13,장안로 211,동신2단지,59.66,경기도 수원시 장안구 정자동
1575,1988,18875,36000,52.43055556,아파트,313,1,13,장안로 211,동신2단지,69.14,경기도 수원시 장안구 정자동
1576,1988,23000,43900,52.39179954,아파트,313,1,13,장안로 211,동신2단지,84.98,경기도 수원시 장안구 정자동
1577,1988,12950,20380,63.54268891,아파트,313,1,14,장안로 211,동신2단지,43.02,경기도 수원시 장안구 정자동
1578,1988,11857.14286,21000,56.46258503,아파트,313,1,14,장안로 211,동신2단지,48.23,경기도 수원시 장안구 정자동
1579,1988,14500,26428.57143,54.86486486,아파트,313,1,14,장안로 211,동신2단지,59.66,경기도 수원시 장안구 정자동
1580,1988,20560,34500,59.5942029,아파트,313,1,14,장안로 211,동신2단지,69.14,경기도 수원시 장안구 정자동
1581,1988,29333.33333,41900,70.00795545,아파트,313,1,14,장안로 211,동신2단지,84.98,경기도 수원시 장안구 정자동
1582,1988,13155.71429,20000,65.77857143,아파트,313,1,15,장안로 211,동신2단지,43.02,경기도 수원시 장안구 정자동
1583,1988,15310,20000,76.55,아파트,313,1,15,장안로 211,동신2단지,48.23,경기도 수원시 장안구 정자동
1584,1988,18000,29650,60.70826307,아파트,313,1,15,장안로 211,동신2단지,59.66,경기도 수원시 장안구 정자동
1585,1988,20464.28571,36408.33333,56.20769709,아파트,313,1,15,장안로 211,동신2단지,69.14,경기도 수원시 장안구 정자동
1586,1988,19500,37900,51.45118734,아파트,313,1,15,장안로 211,동신2단지,84.98,경기도 수원시 장안구 정자동
1587,1997,24250,31300,77.47603834,아파트,319,0,1,화산로 263,신일,59.92,경기도 수원시 장안구 율전동
1588,1997,30000,35500,84.50704225,아파트,319,0,1,화산로 263,신일,84.89,경기도 수원시 장안구 율전동
1589,1997,20125,31300,64.2971246,아파트,319,0,2,화산로 263,신일,59.92,경기도 수원시 장안구 율전동
1590,1997,31000,39000,79.48717949,아파트,319,0,2,화산로 263,신일,84.89,경기도 수원시 장안구 율전동
1591,1997,21500,32116.66667,66.94343539,아파트,319,0,3,화산로 263,신일,59.92,경기도 수원시 장안구 율전동
1592,1997,35000,50000,70,아파트,319,0,3,화산로 263,신일,84.89,경기도 수원시 장안구 율전동
1593,1997,40000,49500,80.80808081,아파트,319,0,3,화산로 263,신일,126.91,경기도 수원시 장안구 율전동
1594,1997,23435.71429,30000,78.11904762,아파트,319,0,4,화산로 263,신일,59.92,경기도 수원시 장안구 율전동
1595,1997,24000,42000,57.14285714,아파트,319,0,4,화산로 263,신일,84.89,경기도 수원시 장안구 율전동
1596,1997,24050,38900,61.8251928,아파트,319,0,5,화산로 263,신일,59.92,경기도 수원시 장안구 율전동
1597,1997,26250,39500,66.4556962,아파트,319,0,5,화산로 263,신일,84.89,경기도 수원시 장안구 율전동
1598,1997,36000,51400,70.03891051,아파트,319,0,5,화산로 263,신일,126.91,경기도 수원시 장안구 율전동
1599,1997,22333.33333,32100,69.57424714,아파트,319,0,6,화산로 263,신일,59.92,경기도 수원시 장안구 율전동
1600,1997,25300,31566.66667,80.14783527,아파트,319,0,7,화산로 263,신일,59.92,경기도 수원시 장안구 율전동
1601,1997,36500,45800,79.69432314,아파트,319,0,7,화산로 263,신일,84.89,경기도 수원시 장안구 율전동
1602,1997,32700,50000,65.4,아파트,319,0,7,화산로 263,신일,126.91,경기도 수원시 장안구 율전동
1603,1997,23225,38862.5,59.76198134,아파트,319,0,8,화산로 263,신일,59.92,경기도 수원시 장안구 율전동
1604,1997,25050,41000,61.09756098,아파트,319,0,8,화산로 263,신일,84.89,경기도 수원시 장안구 율전동
1605,1997,30000,39950,75.09386733,아파트,319,0,9,화산로 263,신일,84.89,경기도 수원시 장안구 율전동
1606,1997,25000,38000,65.78947368,아파트,319,0,11,화산로 263,신일,59.92,경기도 수원시 장안구 율전동
1607,1997,26500,34000,77.94117647,아파트,319,0,12,화산로 263,신일,59.92,경기도 수원시 장안구 율전동
1608,1997,23214.28571,36908.33333,62.89713899,아파트,319,0,13,화산로 263,신일,59.92,경기도 수원시 장안구 율전동
1609,1997,32660,47000,69.4893617,아파트,319,0,13,화산로 263,신일,84.89,경기도 수원시 장안구 율전동
1610,1997,27000,32233.33333,83.76421923,아파트,319,0,14,화산로 263,신일,59.92,경기도 수원시 장안구 율전동
1611,1997,28375,50000,56.75,아파트,319,0,14,화산로 263,신일,84.89,경기도 수원시 장안구 율전동
1612,1997,23025,30750,74.87804878,아파트,319,0,15,화산로 263,신일,59.92,경기도 수원시 장안구 율전동
1613,1997,34000,39266.66667,86.58743633,아파트,319,0,15,화산로 263,신일,84.89,경기도 수원시 장안구 율전동
1614,1997,22666.66667,32220,70.34967929,아파트,319,0,16,화산로 263,신일,59.92,경기도 수원시 장안구 율전동
1615,1997,24500,28000,87.5,아파트,319,0,17,화산로 263,신일,59.92,경기도 수원시 장안구 율전동
1616,1997,35000,41266.66667,84.81421648,아파트,319,0,17,화산로 263,신일,84.89,경기도 수원시 장안구 율전동
1617,1997,50000,60000,83.33333333,아파트,319,0,17,화산로 263,신일,126.91,경기도 수원시 장안구 율전동
1618,1997,25666.66667,34266.66667,74.90272374,아파트,319,0,18,화산로 263,신일,59.92,경기도 수원시 장안구 율전동
1619,1997,30000,46200,64.93506494,아파트,319,0,18,화산로 263,신일,84.89,경기도 수원시 장안구 율전동
1620,1997,29000,34633.33333,83.73435996,아파트,319,0,19,화산로 263,신일,59.92,경기도 수원시 장안구 율전동
1621,1997,22000,41000,53.65853659,아파트,319,0,19,화산로 263,신일,84.89,경기도 수원시 장안구 율전동
1622,1997,23750,36000,65.97222222,아파트,319,0,20,화산로 263,신일,59.92,경기도 수원시 장안구 율전동
1623,1997,32250,36550,88.23529412,아파트,319,0,20,화산로 263,신일,84.89,경기도 수원시 장안구 율전동
1624,1980,9000,24405,36.877689,아파트,319,6,1,장다리로306번길 13,신반포수원(한신),55.27,경기도 수원시 팔달구 인계동
1625,1982,11400,26361.66667,43.24461023,아파트,319,6,1,장다리로306번길 13,신반포수원(한신),52.68,경기도 수원시 팔달구 인계동
1626,1983,11000,21712.5,50.66206102,아파트,319,6,1,장다리로306번길 13,신반포수원(한신),42.07,경기도 수원시 팔달구 인계동
1627,1983,10000,30000,33.33333333,아파트,319,6,1,장다리로306번길 13,신반포수원(한신),42.17,경기도 수원시 팔달구 인계동
1628,1983,12000,29035,41.32943,아파트,319,6,1,장다리로306번길 13,신반포수원(한신),60.66,경기도 수원시 팔달구 인계동
1629,1980,7576,18700,40.51336898,아파트,319,6,2,장다리로306번길 13,신반포수원(한신),41.78,경기도 수원시 팔달구 인계동
1630,1980,10220,24800,41.20967742,아파트,319,6,2,장다리로306번길 13,신반포수원(한신),55.27,경기도 수원시 팔달구 인계동
1631,1981,6866.666667,17676.25,38.84685194,아파트,319,6,2,장다리로306번길 13,신반포수원(한신),41.85,경기도 수원시 팔달구 인계동
1632,1980,7750,17790,43.56379989,아파트,319,6,3,장다리로306번길 13,신반포수원(한신),41.78,경기도 수원시 팔달구 인계동
1633,1980,12000,24950,48.09619238,아파트,319,6,3,장다리로306번길 13,신반포수원(한신),55.27,경기도 수원시 팔달구 인계동
1634,1981,8600,18027.5,47.7048953,아파트,319,6,3,장다리로306번길 13,신반포수원(한신),41.85,경기도 수원시 팔달구 인계동
1635,1983,10000,24865,40.21717273,아파트,319,6,3,장다리로306번길 13,신반포수원(한신),52.68,경기도 수원시 팔달구 인계동
1636,1981,8000,17830,44.86819966,아파트,319,6,4,장다리로306번길 13,신반포수원(한신),41.85,경기도 수원시 팔달구 인계동
1637,1981,9125,25060,36.41260974,아파트,319,6,4,장다리로306번길 13,신반포수원(한신),52.69,경기도 수원시 팔달구 인계동
1638,1983,8000,24600,32.5203252,아파트,319,6,4,장다리로306번길 13,신반포수원(한신),42.07,경기도 수원시 팔달구 인계동
1639,1983,9000,23000,39.13043478,아파트,319,6,4,장다리로306번길 13,신반포수원(한신),42.16,경기도 수원시 팔달구 인계동
1640,1983,14500,32366.66667,44.79917611,아파트,319,6,4,장다리로306번길 13,신반포수원(한신),60.46,경기도 수원시 팔달구 인계동
