,dealAmount,deposit,전세가율,buildYear,excluUseAr,floor,본번,부번,offiNm,sggCd,sggNm.x,umdNm.x
1,3866.666667,2000,51.72413793,1989,20.25,5,300,0,율전미주타운,41111,수원시 장안구,율전동
2,8200,6000,73.17073171,1989,35.64,2,300,0,율전미주타운,41111,수원시 장안구,율전동
3,8600,700,8.139534884,1989,39.6,3,300,0,율전미주타운,41111,수원시 장안구,율전동
4,8000,500,6.25,1989,40.5,3,300,0,율전미주타운,41111,수원시 장안구,율전동
5,8300,500,6.024096386,1989,40.5,5,300,0,율전미주타운,41111,수원시 장안구,율전동
6,9450,1250,13.22751323,1989,40.5,6,300,0,율전미주타운,41111,수원시 장안구,율전동
7,9000,500,5.555555556,1989,40.5,7,300,0,율전미주타운,41111,수원시 장안구,율전동
8,9200,500,5.434782609,1989,42.64,5,300,0,율전미주타운,41111,수원시 장안구,율전동
9,6950,500,7.194244604,1991,33.83,14,1046,19,수원프라자,41115,수원시 팔달구,인계동
10,5500,100,1.818181818,1992,36,8,115,0,115,41115,수원시 팔달구,매산로1가
11,10300,500,4.854368932,1999,17.96,6,998,2,르네상스 시티프라자,41117,수원시 영통구,영통동
12,6700,500,7.462686567,2000,25.99,7,958,2,훼미리타워,41117,수원시 영통구,영통동
13,6800,2500,36.76470588,2000,25.99,8,958,2,훼미리타워,41117,수원시 영통구,영통동
14,6800,425,6.25,2000,25.99,9,958,2,훼미리타워,41117,수원시 영통구,영통동
15,6500,500,7.692307692,2000,25.99,10,958,2,훼미리타워,41117,수원시 영통구,영통동
16,5900,500,8.474576271,2000,25.99,13,958,2,훼미리타워,41117,수원시 영통구,영통동
17,6800,500,7.352941176,2000,25.99,14,958,2,훼미리타워,41117,수원시 영통구,영통동
18,6550,4750,72.51908397,2000,25.99,15,958,2,훼미리타워,41117,수원시 영통구,영통동
19,6500,500,7.692307692,2000,25.99,16,958,2,훼미리타워,41117,수원시 영통구,영통동
20,6800,500,7.352941176,2000,27.73,16,958,2,훼미리타워,41117,수원시 영통구,영통동
21,6500,500,7.692307692,2000,27.74,9,958,2,훼미리타워,41117,수원시 영통구,영통동
22,7200,2633.333333,36.57407407,2000,27.74,11,958,2,훼미리타워,41117,수원시 영통구,영통동
23,6750,2566.666667,38.02469136,2000,27.74,13,958,2,훼미리타워,41117,수원시 영통구,영통동
24,7475,500,6.688963211,2000,27.74,14,958,2,훼미리타워,41117,수원시 영통구,영통동
25,7300,750,10.2739726,2000,28.72,16,958,2,훼미리타워,41117,수원시 영통구,영통동
26,6650,500,7.518796992,2000,28.88,6,958,2,훼미리타워,41117,수원시 영통구,영통동
27,6900,500,7.246376812,2000,29.27,6,958,2,훼미리타워,41117,수원시 영통구,영통동
28,7200,500,6.944444444,2000,29.27,10,958,2,훼미리타워,41117,수원시 영통구,영통동
29,6800,6500,95.58823529,2000,30.17,8,958,2,훼미리타워,41117,수원시 영통구,영통동
30,7500,500,6.666666667,2000,31.21,10,958,2,훼미리타워,41117,수원시 영통구,영통동
31,6950,6500,93.52517986,2000,31.28,6,958,2,훼미리타워,41117,수원시 영통구,영통동
32,6850,500,7.299270073,2000,31.28,9,958,2,훼미리타워,41117,수원시 영통구,영통동
33,7500,500,6.666666667,2000,31.7,7,958,2,훼미리타워,41117,수원시 영통구,영통동
34,7866.666667,500,6.355932203,2000,31.7,11,958,2,훼미리타워,41117,수원시 영통구,영통동
35,7500,5000,66.66666667,2001,29.64,6,1021,4,청명타운텔,41117,수원시 영통구,영통동
36,6800,500,7.352941176,2001,29.64,9,1021,4,청명타운텔,41117,수원시 영통구,영통동
37,4700,1150,24.46808511,2003,17.65,3,1135,1,벨로시티,41115,수원시 팔달구,인계동
38,4616.666667,1375,29.7833935,2003,17.65,4,1135,1,벨로시티,41115,수원시 팔달구,인계동
39,4800,475,9.895833333,2003,17.65,8,1135,1,벨로시티,41115,수원시 팔달구,인계동
40,4250,3266.666667,76.8627451,2003,17.65,9,1135,1,벨로시티,41115,수원시 팔달구,인계동
41,5000,1733.333333,34.66666667,2003,17.65,11,1135,1,벨로시티,41115,수원시 팔달구,인계동
42,4200,4000,95.23809524,2003,17.65,14,1135,1,벨로시티,41115,수원시 팔달구,인계동
43,3241,500,15.42733724,2003,20.79,2,85,1,(85-1),41115,수원시 팔달구,남창동
44,5000,300,6,2003,21.38,10,1135,1,벨로시티,41115,수원시 팔달구,인계동
45,9000,9000,100,2003,21.38,12,1135,1,벨로시티,41115,수원시 팔달구,인계동
46,5600,5500,98.21428571,2003,21.38,15,1135,1,벨로시티,41115,수원시 팔달구,인계동
47,5566.666667,2595,46.61676647,2003,24.42,2,947,8,Y.T오피스텔,41117,수원시 영통구,영통동
48,5375,2228.571429,41.46179402,2003,24.42,3,947,8,Y.T오피스텔,41117,수원시 영통구,영통동
49,5823.333333,3054.625,52.45492272,2003,24.42,4,947,8,Y.T오피스텔,41117,수원시 영통구,영통동
50,5933.333333,1020,17.19101124,2003,24.42,5,947,8,Y.T오피스텔,41117,수원시 영통구,영통동
51,5766.666667,1714.285714,29.72749794,2003,24.42,6,947,8,Y.T오피스텔,41117,수원시 영통구,영통동
52,6000,555.5555556,9.259259259,2003,24.42,7,947,8,Y.T오피스텔,41117,수원시 영통구,영통동
53,5966.666667,2028.571429,33.99840383,2003,24.42,8,947,8,Y.T오피스텔,41117,수원시 영통구,영통동
54,5900,1285.714286,21.79176755,2003,24.42,9,947,8,Y.T오피스텔,41117,수원시 영통구,영통동
55,8000,1000,12.5,2003,28.56,4,1024,14,경희유니빌,41117,수원시 영통구,영통동
56,6300,5700,90.47619048,2003,29.04,7,92,1,블루하우스,41115,수원시 팔달구,우만동
57,3600,500,13.88888889,2003,29.61,3,85,1,(85-1),41115,수원시 팔달구,남창동
58,7800,500,6.41025641,2003,29.61,7,92,1,블루하우스,41115,수원시 팔달구,우만동
59,7612.5,500,6.568144499,2003,30.37,11,877,4,정연메이져1동,41111,수원시 장안구,정자동
60,6000,750,12.5,2003,30.37,12,877,4,정연메이져1동,41111,수원시 장안구,정자동
61,7100,1000,14.08450704,2003,30.4,6,92,1,블루하우스,41115,수원시 팔달구,우만동
62,8700,6080,69.88505747,2003,30.46,4,1135,1,벨로시티,41115,수원시 팔달구,인계동
63,7400,4731.25,63.93581081,2003,30.46,7,1135,1,벨로시티,41115,수원시 팔달구,인계동
64,7950,4250,53.4591195,2003,30.46,14,1135,1,벨로시티,41115,수원시 팔달구,인계동
65,7500,2000,26.66666667,2003,30.46,15,1135,1,벨로시티,41115,수원시 팔달구,인계동
66,7650,3725,48.69281046,2003,30.62,3,1135,1,벨로시티,41115,수원시 팔달구,인계동
67,7850,4600,58.59872611,2003,30.62,4,1135,1,벨로시티,41115,수원시 팔달구,인계동
68,10600,4788.888889,45.17819706,2003,30.62,5,1135,1,벨로시티,41115,수원시 팔달구,인계동
69,8000,6157.142857,76.96428571,2003,30.62,6,1135,1,벨로시티,41115,수원시 팔달구,인계동
70,7800,5202.777778,66.7022792,2003,30.62,7,1135,1,벨로시티,41115,수원시 팔달구,인계동
71,8000,3683.333333,46.04166667,2003,30.62,8,1135,1,벨로시티,41115,수원시 팔달구,인계동
72,8150,5318.181818,65.25376464,2003,30.62,9,1135,1,벨로시티,41115,수원시 팔달구,인계동
73,7700,4804.375,62.39448052,2003,30.62,10,1135,1,벨로시티,41115,수원시 팔달구,인계동
74,7700,4500,58.44155844,2003,30.62,11,1135,1,벨로시티,41115,수원시 팔달구,인계동
75,8150,2895,35.52147239,2003,30.62,12,1135,1,벨로시티,41115,수원시 팔달구,인계동
76,7466.666667,3110,41.65178571,2003,30.62,13,1135,1,벨로시티,41115,수원시 팔달구,인계동
77,8000,3155.555556,39.44444444,2003,30.62,14,1135,1,벨로시티,41115,수원시 팔달구,인계동
78,7900,3230,40.88607595,2003,30.62,15,1135,1,벨로시티,41115,수원시 팔달구,인계동
79,8600,1000,11.62790698,2003,31.28,4,1024,14,경희유니빌,41117,수원시 영통구,영통동
80,9800,5633.333333,57.4829932,2003,31.28,5,1024,14,경희유니빌,41117,수원시 영통구,영통동
81,9575,1000,10.44386423,2003,31.28,7,1024,14,경희유니빌,41117,수원시 영통구,영통동
82,10500,500,4.761904762,2003,31.28,8,1024,14,경희유니빌,41117,수원시 영통구,영통동
83,10970,1000,9.115770283,2003,31.28,9,1024,14,경희유니빌,41117,수원시 영통구,영통동
84,9700,1625,16.75257732,2003,31.28,10,1024,14,경희유니빌,41117,수원시 영통구,영통동
85,10300,1500,14.5631068,2003,31.28,12,1024,14,경희유니빌,41117,수원시 영통구,영통동
86,7750,1950,25.16129032,2003,32.3,6,92,1,블루하우스,41115,수원시 팔달구,우만동
87,7400,500,6.756756757,2003,32.4,11,877,4,정연메이져1동,41111,수원시 장안구,정자동
88,8000,9450,118.125,2003,32.43,15,1135,1,벨로시티,41115,수원시 팔달구,인계동
89,8000,1000,12.5,2003,33.17,5,1311,6,에스띠보보 1차,41113,수원시 권선구,권선동
90,7300,500,6.849315068,2003,33.75,12,877,4,정연메이져1동,41111,수원시 장안구,정자동
91,9733.333333,500,5.136986301,2003,34,7,894,0,일호골든타워,41111,수원시 장안구,조원동
92,10420,2860,27.44721689,2003,34,8,894,0,일호골든타워,41111,수원시 장안구,조원동
93,9700,500,5.154639175,2003,34,9,894,0,일호골든타워,41111,수원시 장안구,조원동
94,11079.66667,8800,79.42477211,2003,34,10,894,0,일호골든타워,41111,수원시 장안구,조원동
95,11183.33333,2500,22.35469449,2003,34,11,894,0,일호골든타워,41111,수원시 장안구,조원동
96,10510,4250,40.4376784,2003,34,13,894,0,일호골든타워,41111,수원시 장안구,조원동
97,9650,4533.333333,46.9775475,2003,35.14,3,1135,1,벨로시티,41115,수원시 팔달구,인계동
98,9000,500,5.555555556,2003,35.14,5,1135,1,벨로시티,41115,수원시 팔달구,인계동
99,10150,11000,108.3743842,2003,35.14,6,1135,1,벨로시티,41115,수원시 팔달구,인계동
100,8700,8610,98.96551724,2003,35.14,7,1135,1,벨로시티,41115,수원시 팔달구,인계동
101,9000,6875,76.38888889,2003,35.14,9,1135,1,벨로시티,41115,수원시 팔달구,인계동
102,9450,3100,32.8042328,2003,35.14,10,1135,1,벨로시티,41115,수원시 팔달구,인계동
103,9500,4750,50,2003,35.14,13,1135,1,벨로시티,41115,수원시 팔달구,인계동
104,9500,1000,10.52631579,2003,35.14,15,1135,1,벨로시티,41115,수원시 팔달구,인계동
105,8175,499.8,6.113761468,2003,35.72,6,92,1,블루하우스,41115,수원시 팔달구,우만동
106,8183.333333,1000,12.21995927,2003,35.72,7,92,1,블루하우스,41115,수원시 팔달구,우만동
107,13000,2000,15.38461538,2003,40.6,12,894,0,일호골든타워,41111,수원시 장안구,조원동
108,11175,2500,22.37136465,2003,47.25,11,877,4,정연메이져1동,41111,수원시 장안구,정자동
109,11350,9800,86.34361233,2003,51.94,6,743,21,삼라오피스텔,41115,수원시 팔달구,인계동
110,11500,16000,139.1304348,2003,52.86,3,743,21,삼라오피스텔,41115,수원시 팔달구,인계동
111,11500,16000,139.1304348,2003,52.86,4,743,21,삼라오피스텔,41115,수원시 팔달구,인계동
112,11000,14975,136.1363636,2003,52.86,5,743,21,삼라오피스텔,41115,수원시 팔달구,인계동
113,11500,15000,130.4347826,2003,52.86,6,743,21,삼라오피스텔,41115,수원시 팔달구,인계동
114,11000,18000,163.6363636,2003,56.58,2,743,21,삼라오피스텔,41115,수원시 팔달구,인계동
115,14500,15000,103.4482759,2003,56.58,3,743,21,삼라오피스텔,41115,수원시 팔달구,인계동
116,11200,11000,98.21428571,2003,56.58,5,743,21,삼라오피스텔,41115,수원시 팔달구,인계동
117,11000,15333.33333,139.3939394,2003,58.28,2,743,21,삼라오피스텔,41115,수원시 팔달구,인계동
118,11350,10700,94.27312775,2003,58.28,3,743,21,삼라오피스텔,41115,수원시 팔달구,인계동
119,11700,12000,102.5641026,2003,58.28,4,743,21,삼라오피스텔,41115,수원시 팔달구,인계동
120,11500,17500,152.173913,2003,58.28,5,743,21,삼라오피스텔,41115,수원시 팔달구,인계동
121,11350,1000,8.810572687,2003,58.28,6,743,21,삼라오피스텔,41115,수원시 팔달구,인계동
122,11600,11300,97.4137931,2003,58.28,7,743,21,삼라오피스텔,41115,수원시 팔달구,인계동
123,11000,18000,163.6363636,2003,62.31,2,743,21,삼라오피스텔,41115,수원시 팔달구,인계동
124,11500,18000,156.5217391,2003,62.31,3,743,21,삼라오피스텔,41115,수원시 팔달구,인계동
125,4490.909091,350,7.793522267,2004,19.14,3,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동
126,4400,2350,53.40909091,2004,19.14,4,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동
127,4500,1116.666667,24.81481481,2004,19.14,5,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동
128,4866.666667,3990,81.98630137,2004,19.14,6,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동
129,5350,2250,42.05607477,2004,19.14,7,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동
130,5206.666667,1766.666667,33.93085787,2004,19.14,8,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동
131,4825,2119.285714,43.92301999,2004,19.14,9,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동
132,5070,1562.5,30.81854043,2004,19.14,10,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동
133,5150,2471.428571,47.9889043,2004,19.14,11,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동
134,5100,500,9.803921569,2004,19.14,13,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동
135,4850,1869.230769,38.5408406,2004,19.14,14,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동
136,5060,380,7.509881423,2004,19.14,15,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동
137,5300,1742.857143,32.88409704,2004,21.12,3,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동
138,4900,1800,36.73469388,2004,21.12,5,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동
139,5016.666667,1071.428571,21.35738016,2004,21.12,6,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동
140,4850,500,10.30927835,2004,21.12,7,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동
141,5250,3325,63.33333333,2004,21.12,8,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동
142,5250,4489,85.5047619,2004,21.12,9,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동
143,5180,3150,60.81081081,2004,21.12,10,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동
144,5100,500,9.803921569,2004,21.12,12,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동
145,5125,1500,29.26829268,2004,21.12,13,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동
146,5137.5,5800,112.8953771,2004,21.12,14,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동
147,5260,2837.5,53.94486692,2004,21.12,15,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동
148,7500,5773.333333,76.97777778,2004,23.6,6,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동
149,7900,500,6.329113924,2004,23.6,7,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동
150,7741.666667,2011.111111,25.97775386,2004,23.6,9,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동
151,7900,2225,28.16455696,2004,23.6,10,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동
152,7800,1136.363636,14.56876457,2004,23.6,11,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동
153,8500,1036.363636,12.19251337,2004,23.6,12,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동
154,8037.5,533.3333333,6.635562468,2004,23.6,14,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동
155,6800,6184.375,90.94669118,2004,25.27,3,1016,2,현대하이엘,41115,수원시 팔달구,인계동
156,6300,662.5,10.51587302,2004,25.27,4,1016,2,현대하이엘,41115,수원시 팔달구,인계동
157,6750,3683.333333,54.56790123,2004,25.27,5,1016,2,현대하이엘,41115,수원시 팔달구,인계동
158,6950,1314.285714,18.91058582,2004,25.27,6,1016,2,현대하이엘,41115,수원시 팔달구,인계동
159,6840,666.6666667,9.746588694,2004,25.27,7,1016,2,현대하이엘,41115,수원시 팔달구,인계동
160,7000,4833.333333,69.04761905,2004,25.27,9,1016,2,현대하이엘,41115,수원시 팔달구,인계동
161,6900,2722.222222,39.45249597,2004,25.27,10,1016,2,현대하이엘,41115,수원시 팔달구,인계동
162,7050,1580,22.41134752,2004,25.27,11,1016,2,현대하이엘,41115,수원시 팔달구,인계동
163,6600,300,4.545454545,2004,25.27,12,1016,2,현대하이엘,41115,수원시 팔달구,인계동
164,6991.666667,442.8571429,6.334071173,2004,25.27,13,1016,2,현대하이엘,41115,수원시 팔달구,인계동
165,6937.5,2287.5,32.97297297,2004,25.27,15,1016,2,현대하이엘,41115,수원시 팔달구,인계동
166,7950,3000,37.73584906,2004,25.35,5,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동
167,8500,500,5.882352941,2004,25.35,15,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동
168,8000,9300,116.25,2004,27.45,7,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동
169,8500,500,5.882352941,2004,27.45,11,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동
170,8500,4928.571429,57.98319328,2004,27.6,15,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동
171,7800,5055.555556,64.81481481,2004,27.81,5,1135,8,삼부르네상스오피스텔,41115,수원시 팔달구,인계동
172,7800,3762.5,48.23717949,2004,27.81,8,1135,8,삼부르네상스오피스텔,41115,수원시 팔달구,인계동
173,7600,8540,112.3684211,2004,27.81,9,1135,8,삼부르네상스오피스텔,41115,수원시 팔달구,인계동
174,7400,4250,57.43243243,2004,27.81,15,1135,8,삼부르네상스오피스텔,41115,수원시 팔달구,인계동
175,9000,400,4.444444444,2004,28.14,3,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동
176,8700,450,5.172413793,2004,28.14,5,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동
177,8950,500,5.586592179,2004,28.14,7,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동
178,9500,500,5.263157895,2004,28.14,13,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동
179,10125,500,4.938271605,2004,28.14,14,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동
180,8950,4576.923077,51.13880533,2004,29.17,2,1013,1,세종그랑시아,41113,수원시 권선구,권선동
181,9000,500,5.555555556,2004,29.17,3,1013,1,세종그랑시아,41113,수원시 권선구,권선동
182,9400,500,5.319148936,2004,29.17,4,1013,1,세종그랑시아,41113,수원시 권선구,권선동
183,9500,3375,35.52631579,2004,29.17,5,1013,1,세종그랑시아,41113,수원시 권선구,권선동
184,9600,500,5.208333333,2004,29.17,7,1013,1,세종그랑시아,41113,수원시 권선구,권선동
185,9750,1500,15.38461538,2004,29.17,8,1013,1,세종그랑시아,41113,수원시 권선구,권선동
186,9900,4525,45.70707071,2004,29.17,10,1013,1,세종그랑시아,41113,수원시 권선구,권선동
187,9700,500,5.154639175,2004,29.17,11,1013,1,세종그랑시아,41113,수원시 권선구,권선동
188,9750,500,5.128205128,2004,29.17,12,1013,1,세종그랑시아,41113,수원시 권선구,권선동
189,10500,2133.333333,20.31746032,2004,29.17,13,1013,1,세종그랑시아,41113,수원시 권선구,권선동
190,9466.666667,500,5.281690141,2004,29.17,15,1013,1,세종그랑시아,41113,수원시 권선구,권선동
191,9100,5354.545455,58.84115884,2004,29.76,3,1135,8,삼부르네상스오피스텔,41115,수원시 팔달구,인계동
192,8266.666667,4671.875,56.51461694,2004,29.76,4,1135,8,삼부르네상스오피스텔,41115,수원시 팔달구,인계동
193,8400,3890.909091,46.32034632,2004,29.76,5,1135,8,삼부르네상스오피스텔,41115,수원시 팔달구,인계동
194,8000,5500,68.75,2004,29.76,6,1135,8,삼부르네상스오피스텔,41115,수원시 팔달구,인계동
195,8500,2100,24.70588235,2004,29.76,9,1135,8,삼부르네상스오피스텔,41115,수원시 팔달구,인계동
196,9500,2720,28.63157895,2004,29.76,10,1135,8,삼부르네상스오피스텔,41115,수원시 팔달구,인계동
197,8266.666667,5133.333333,62.09677419,2004,29.76,11,1135,8,삼부르네상스오피스텔,41115,수원시 팔달구,인계동
198,8415,857.1428571,10.18589254,2004,29.76,12,1135,8,삼부르네상스오피스텔,41115,수원시 팔달구,인계동
199,8266.666667,3900,47.17741935,2004,29.76,13,1135,8,삼부르네상스오피스텔,41115,수원시 팔달구,인계동
200,9000,7215,80.16666667,2004,29.76,15,1135,8,삼부르네상스오피스텔,41115,수원시 팔달구,인계동
201,10000,1200,12,2004,30,6,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동
202,9800,2000,20.40816327,2004,30,7,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동
203,10000,442.8571429,4.428571429,2004,30,8,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동
204,9733.333333,3133.333333,32.19178082,2004,30,9,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동
205,10166.66667,4300,42.29508197,2004,30,10,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동
206,10700,1100,10.28037383,2004,30,11,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동
207,9500,1250,13.15789474,2004,30,12,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동
208,9400,4083.333333,43.43971631,2004,30,13,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동
209,12000,500,4.166666667,2004,30.24,7,1023,1,메가플러스4,41117,수원시 영통구,영통동
210,11900,833.3333333,7.00280112,2004,30.24,8,1023,1,메가플러스4,41117,수원시 영통구,영통동
211,11975,750,6.263048017,2004,30.24,9,1023,1,메가플러스4,41117,수원시 영통구,영통동
212,10750,1000,9.302325581,2004,30.24,10,1023,1,메가플러스4,41117,수원시 영통구,영통동
213,11850,3666.666667,30.94233474,2004,30.24,12,1023,1,메가플러스4,41117,수원시 영통구,영통동
214,12000,500,4.166666667,2004,30.96,7,1023,1,메가플러스4,41117,수원시 영통구,영통동
215,11000,500,4.545454545,2004,31.04,3,1023,1,메가플러스4,41117,수원시 영통구,영통동
216,8700,3500,40.22988506,2004,31.2,3,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동
217,8500,2166.666667,25.49019608,2004,31.2,4,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동
218,9550,625,6.544502618,2004,31.2,8,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동
219,9400,500,5.319148936,2004,31.2,9,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동
220,9000,500,5.555555556,2004,31.2,12,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동
221,10500,500,4.761904762,2004,31.2,15,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동
222,9800,5728.571429,58.4548105,2004,32.7,2,1013,1,세종그랑시아,41113,수원시 권선구,권선동
223,10950,5933.333333,54.18569254,2004,32.7,3,1013,1,세종그랑시아,41113,수원시 권선구,권선동
224,11600,3642.857143,31.40394089,2004,32.7,4,1013,1,세종그랑시아,41113,수원시 권선구,권선동
