,dealAmount,deposit,전세가율,buildYear,excluUseAr,floor,본번,부번,offiNm,sggCd,sggNm.x,umdNm.x
469,9300,2375,25.53763441,2006,32.34,10,11,9,세진브론즈빌,41115,수원시 팔달구,매산로1가
470,9400,500,5.319148936,2006,32.34,11,11,9,세진브론즈빌,41115,수원시 팔달구,매산로1가
471,12000,6500,54.16666667,2006,36.1,2,1013,4,한라비발디파크,41113,수원시 권선구,권선동
472,11725,11687.5,99.68017058,2006,36.1,3,1013,4,한라비발디파크,41113,수원시 권선구,권선동
473,11500,4616.666667,40.14492754,2006,36.1,4,1013,4,한라비발디파크,41113,수원시 권선구,권선동
474,12350,500,4.048582996,2006,36.1,6,1013,4,한라비발디파크,41113,수원시 권선구,권선동
475,12000,13350,111.25,2006,36.1,7,1013,4,한라비발디파크,41113,수원시 권선구,권선동
476,12600,6866.666667,54.4973545,2006,36.1,8,1013,4,한라비발디파크,41113,수원시 권선구,권선동
477,12450,10125,81.3253012,2006,36.1,10,1013,4,한라비발디파크,41113,수원시 권선구,권선동
478,12825,7250,56.53021442,2006,36.1,11,1013,4,한라비발디파크,41113,수원시 권선구,권선동
479,12500,3685.714286,29.48571429,2006,36.1,12,1013,4,한라비발디파크,41113,수원시 권선구,권선동
480,12960,13166,101.5895062,2006,36.1,14,1013,4,한라비발디파크,41113,수원시 권선구,권선동
481,12500,9500,76,2006,44.44,14,11,9,세진브론즈빌,41115,수원시 팔달구,매산로1가
482,13500,500,3.703703704,2006,55.25,3,40,3,대주파크빌,41115,수원시 팔달구,매산로2가
483,12800,750,5.859375,2006,55.25,5,40,3,대주파크빌,41115,수원시 팔달구,매산로2가
484,13100,10000,76.33587786,2006,55.25,6,40,3,대주파크빌,41115,수원시 팔달구,매산로2가
485,12900,7008.333333,54.32816537,2006,55.35,2,40,3,대주파크빌,41115,수원시 팔달구,매산로2가
486,13125,10750,81.9047619,2006,55.4,2,40,3,대주파크빌,41115,수원시 팔달구,매산로2가
487,12500,1000,8,2006,55.4,3,40,3,대주파크빌,41115,수원시 팔달구,매산로2가
488,14540,9000,61.89821183,2006,55.4,5,40,3,대주파크빌,41115,수원시 팔달구,매산로2가
489,14380,5500,38.24756606,2006,55.4,6,40,3,대주파크빌,41115,수원시 팔달구,매산로2가
490,14166.66667,5750,40.58823529,2006,55.4,7,40,3,대주파크빌,41115,수원시 팔달구,매산로2가
491,14750,3000,20.33898305,2006,55.4,8,40,3,대주파크빌,41115,수원시 팔달구,매산로2가
492,13266.66667,5333.333333,40.20100503,2006,55.4,9,40,3,대주파크빌,41115,수원시 팔달구,매산로2가
493,14200,1000,7.042253521,2006,55.4,10,40,3,대주파크빌,41115,수원시 팔달구,매산로2가
494,23500,18000,76.59574468,2006,59.99,2,514,0,수원로얄팰리스,41111,수원시 장안구,송죽동
495,23250,13500,58.06451613,2006,59.99,3,514,0,수원로얄팰리스,41111,수원시 장안구,송죽동
496,17750,1000,5.633802817,2006,60.71,8,1120,0,캐슬타워,41115,수원시 팔달구,인계동
497,18000,1000,5.555555556,2006,60.71,9,1120,0,캐슬타워,41115,수원시 팔달구,인계동
498,18500,17750,95.94594595,2006,60.71,10,1120,0,캐슬타워,41115,수원시 팔달구,인계동
499,17300,1000,5.780346821,2006,60.71,11,1120,0,캐슬타워,41115,수원시 팔달구,인계동
500,18933.33333,1000,5.281690141,2006,60.71,17,1120,0,캐슬타워,41115,수원시 팔달구,인계동
501,19450,10500,53.98457584,2006,61.27,5,1120,0,캐슬타워,41115,수원시 팔달구,인계동
502,21000,17000,80.95238095,2006,61.87,11,206,0,한라시그마팰리스,41115,수원시 팔달구,인계동
503,20500,14500,70.73170732,2006,61.87,12,206,0,한라시그마팰리스,41115,수원시 팔달구,인계동
504,18000,14700,81.66666667,2006,61.87,13,206,0,한라시그마팰리스,41115,수원시 팔달구,인계동
505,18650,17098.82353,91.68269989,2006,71.27,2,1013,4,한라비발디파크,41113,수원시 권선구,권선동
506,21275,17617.5,82.80846063,2006,71.27,3,1013,4,한라비발디파크,41113,수원시 권선구,권선동
507,21500,19733.33333,91.78294574,2006,71.27,4,1013,4,한라비발디파크,41113,수원시 권선구,권선동
508,21150,18563.63636,87.77133032,2006,71.27,5,1013,4,한라비발디파크,41113,수원시 권선구,권선동
509,24650,20270.85714,82.23471458,2006,71.27,7,1013,4,한라비발디파크,41113,수원시 권선구,권선동
510,20650,16069.5,77.81840194,2006,71.27,8,1013,4,한라비발디파크,41113,수원시 권선구,권선동
511,20900,20168.75,96.50119617,2006,71.27,9,1013,4,한라비발디파크,41113,수원시 권선구,권선동
512,23000,19791.66667,86.05072464,2006,71.27,10,1013,4,한라비발디파크,41113,수원시 권선구,권선동
513,21760,18379.4375,84.46432675,2006,71.27,11,1013,4,한라비발디파크,41113,수원시 권선구,권선동
514,22500,19922.91667,88.5462963,2006,71.27,12,1013,4,한라비발디파크,41113,수원시 권선구,권선동
515,22425,20413.08333,91.02824229,2006,71.27,13,1013,4,한라비발디파크,41113,수원시 권선구,권선동
516,21700,19239.5,88.66129032,2006,71.27,14,1013,4,한라비발디파크,41113,수원시 권선구,권선동
517,20800,14810,71.20192308,2006,71.27,15,1013,4,한라비발디파크,41113,수원시 권선구,권선동
518,18950,21000,110.817942,2006,73.44,8,1013,4,한라비발디파크,41113,수원시 권선구,권선동
519,18700,19750,105.6149733,2006,73.44,9,1013,4,한라비발디파크,41113,수원시 권선구,권선동
520,16900,17261.66667,102.1400394,2006,74.34,2,40,3,대주파크빌,41115,수원시 팔달구,매산로2가
521,18000,17200,95.55555556,2006,74.34,4,40,3,대주파크빌,41115,수원시 팔달구,매산로2가
522,18500,15000,81.08108108,2006,74.34,10,40,3,대주파크빌,41115,수원시 팔달구,매산로2가
523,24000,23550,98.125,2006,82.34,4,1120,0,캐슬타워,41115,수원시 팔달구,인계동
524,23700,24800,104.6413502,2006,82.34,8,1120,0,캐슬타워,41115,수원시 팔달구,인계동
525,27750,12500,45.04504505,2006,82.34,13,1120,0,캐슬타워,41115,수원시 팔달구,인계동
526,26000,25375,97.59615385,2006,82.34,14,1120,0,캐슬타워,41115,수원시 팔달구,인계동
527,28750,9050,31.47826087,2006,82.34,16,1120,0,캐슬타워,41115,수원시 팔달구,인계동
528,28700,26000,90.59233449,2006,82.34,17,1120,0,캐슬타워,41115,수원시 팔달구,인계동
529,24000,1000,4.166666667,2006,84.07,4,1120,0,캐슬타워,41115,수원시 팔달구,인계동
530,24150,23000,95.23809524,2006,84.07,7,1120,0,캐슬타워,41115,수원시 팔달구,인계동
531,29500,14375,48.72881356,2006,84.07,8,1120,0,캐슬타워,41115,수원시 팔달구,인계동
532,27000,10600,39.25925926,2006,84.07,13,1120,0,캐슬타워,41115,수원시 팔달구,인계동
533,29000,18333.33333,63.2183908,2006,84.07,15,1120,0,캐슬타워,41115,수원시 팔달구,인계동
534,21000,12000,57.14285714,2006,87.02,11,40,3,대주파크빌,41115,수원시 팔달구,매산로2가
535,24333.33333,1000,4.109589041,2006,87.06,2,1013,4,한라비발디파크,41113,수원시 권선구,권선동
536,21700,11750,54.14746544,2006,87.06,5,1013,4,한라비발디파크,41113,수원시 권선구,권선동
537,24500,15666.66667,63.94557823,2006,87.06,6,1013,4,한라비발디파크,41113,수원시 권선구,권선동
538,25000,15250,61,2006,87.06,8,1013,4,한라비발디파크,41113,수원시 권선구,권선동
539,22500,16975,75.44444444,2006,87.06,9,1013,4,한라비발디파크,41113,수원시 권선구,권선동
540,23850,22620,94.8427673,2006,87.06,10,1013,4,한라비발디파크,41113,수원시 권선구,권선동
541,27000,20000,74.07407407,2006,87.06,11,1013,4,한라비발디파크,41113,수원시 권선구,권선동
542,25000,22625,90.5,2006,87.06,12,1013,4,한라비발디파크,41113,수원시 권선구,권선동
543,31000,9833.333333,31.72043011,2006,87.06,15,1013,4,한라비발디파크,41113,수원시 권선구,권선동
544,28850,2000,6.932409012,2006,91.81,7,1120,0,캐슬타워,41115,수원시 팔달구,인계동
545,32000,2000,6.25,2006,91.81,9,1120,0,캐슬타워,41115,수원시 팔달구,인계동
546,26190,1500,5.727376861,2006,91.81,11,1120,0,캐슬타워,41115,수원시 팔달구,인계동
547,28000,21000,75,2006,91.81,12,1120,0,캐슬타워,41115,수원시 팔달구,인계동
548,27500,24250,88.18181818,2006,91.81,15,1120,0,캐슬타워,41115,수원시 팔달구,인계동
549,35000,17333.33333,49.52380952,2006,95.46,9,945,2,수원영통리슈빌스카이오피스텔,41117,수원시 영통구,영통동
550,29000,2000,6.896551724,2006,95.48,11,945,2,수원영통리슈빌스카이오피스텔,41117,수원시 영통구,영통동
551,29000,29500,101.7241379,2006,95.48,15,945,2,수원영통리슈빌스카이오피스텔,41117,수원시 영통구,영통동
552,28166.66667,20166.66667,71.59763314,2006,97.13,2,945,2,수원영통리슈빌스카이오피스텔,41117,수원시 영통구,영통동
553,28050,7780,27.73618538,2006,97.13,3,945,2,수원영통리슈빌스카이오피스텔,41117,수원시 영통구,영통동
554,31600,22000,69.62025316,2006,97.13,4,945,2,수원영통리슈빌스카이오피스텔,41117,수원시 영통구,영통동
555,29700,18000,60.60606061,2006,97.13,5,945,2,수원영통리슈빌스카이오피스텔,41117,수원시 영통구,영통동
556,30350,25000,82.3723229,2006,97.13,6,945,2,수원영통리슈빌스카이오피스텔,41117,수원시 영통구,영통동
557,34500,3000,8.695652174,2006,97.13,7,945,2,수원영통리슈빌스카이오피스텔,41117,수원시 영통구,영통동
558,32500,19725,60.69230769,2006,97.13,8,945,2,수원영통리슈빌스카이오피스텔,41117,수원시 영통구,영통동
559,32000,24500,76.5625,2006,97.13,9,945,2,수원영통리슈빌스카이오피스텔,41117,수원시 영통구,영통동
560,34166.66667,11666.66667,34.14634146,2006,97.13,10,945,2,수원영통리슈빌스카이오피스텔,41117,수원시 영통구,영통동
561,32700,7666.666667,23.44546381,2006,97.13,11,945,2,수원영통리슈빌스카이오피스텔,41117,수원시 영통구,영통동
562,28280,24250,85.74964639,2006,97.13,12,945,2,수원영통리슈빌스카이오피스텔,41117,수원시 영통구,영통동
563,37500,24250,64.66666667,2006,97.13,15,945,2,수원영통리슈빌스카이오피스텔,41117,수원시 영통구,영통동
564,39000,33000,84.61538462,2006,107.92,5,1116,5,인계동 삼환 아르누보파크,41115,수원시 팔달구,인계동
565,41500,31250,75.30120482,2006,107.92,8,1116,5,인계동 삼환 아르누보파크,41115,수원시 팔달구,인계동
566,33200,21333.33333,64.25702811,2006,107.92,14,1116,5,인계동 삼환 아르누보파크,41115,수원시 팔달구,인계동
567,44000,3000,6.818181818,2006,107.92,15,1116,5,인계동 삼환 아르누보파크,41115,수원시 팔달구,인계동
568,41750,29000,69.46107784,2006,107.92,17,1116,5,인계동 삼환 아르누보파크,41115,수원시 팔달구,인계동
569,30500,2000,6.557377049,2006,112.53,7,1120,0,캐슬타워,41115,수원시 팔달구,인계동
570,30833.33333,2000,6.486486486,2006,112.53,10,1120,0,캐슬타워,41115,수원시 팔달구,인계동
571,31750,24000,75.59055118,2006,112.53,11,1120,0,캐슬타워,41115,수원시 팔달구,인계동
572,34500,35000,101.4492754,2006,112.53,13,1120,0,캐슬타워,41115,수원시 팔달구,인계동
573,28000,2000,7.142857143,2006,112.53,17,1120,0,캐슬타워,41115,수원시 팔달구,인계동
574,31700,5000,15.77287066,2006,116.99,2,945,2,수원영통리슈빌스카이오피스텔,41117,수원시 영통구,영통동
575,44000,30000,68.18181818,2006,116.99,14,945,2,수원영통리슈빌스카이오피스텔,41117,수원시 영통구,영통동
576,35000,7000,20,2006,118.25,2,1116,5,인계동 삼환 아르누보파크,41115,수원시 팔달구,인계동
577,38000,32000,84.21052632,2006,118.25,10,1116,5,인계동 삼환 아르누보파크,41115,수원시 팔달구,인계동
578,42500,36250,85.29411765,2006,122.91,4,1116,5,인계동 삼환 아르누보파크,41115,수원시 팔달구,인계동
579,46700,26000,55.6745182,2006,122.91,5,1116,5,인계동 삼환 아르누보파크,41115,수원시 팔달구,인계동
580,28500,28000,98.24561404,2007,96.95,8,1134,11,동양파라곤 2단지,41115,수원시 팔달구,인계동
581,24500,10450,42.65306122,2007,96.95,9,1134,11,동양파라곤 2단지,41115,수원시 팔달구,인계동
582,26300,1000,3.802281369,2007,96.95,16,1134,11,동양파라곤 2단지,41115,수원시 팔달구,인계동
583,24000,25600,106.6666667,2007,97.12,7,1134,3,동양파라곤 1단지,41115,수원시 팔달구,인계동
584,26500,1500,5.660377358,2007,97.12,16,1134,11,동양파라곤 2단지,41115,수원시 팔달구,인계동
585,26000,18000,69.23076923,2007,98.06,3,1134,3,동양파라곤 1단지,41115,수원시 팔달구,인계동
586,29500,14700,49.83050847,2007,107.45,7,1134,11,동양파라곤 2단지,41115,수원시 팔달구,인계동
587,31900,28000,87.77429467,2007,107.45,10,1134,11,동양파라곤 2단지,41115,수원시 팔달구,인계동
588,37450,35500,94.79305741,2007,107.45,10,1134,3,동양파라곤 1단지,41115,수원시 팔달구,인계동
589,27000,23100,85.55555556,2007,107.45,11,1134,3,동양파라곤 1단지,41115,수원시 팔달구,인계동
590,45000,30000,66.66666667,2007,119.19,10,1134,3,동양파라곤 1단지,41115,수원시 팔달구,인계동
591,25000,19000,76,2008,82.92,3,1114,9,(1114-9),41115,수원시 팔달구,인계동
592,22700,21500,94.71365639,2008,82.92,6,1114,9,(1114-9),41115,수원시 팔달구,인계동
593,27000,27000,100,2008,94.64,7,1116,3,한화 꿈에그린 효원 101동,41115,수원시 팔달구,인계동
594,30000,25000,83.33333333,2008,95.19,3,1116,3,한화 꿈에그린 효원 101동,41115,수원시 팔달구,인계동
595,26500,26250,99.05660377,2008,95.19,11,1116,3,한화 꿈에그린 효원 101동,41115,수원시 팔달구,인계동
596,27000,27250,100.9259259,2008,95.19,14,1116,3,한화 꿈에그린 효원 101동,41115,수원시 팔달구,인계동
597,29200,27500,94.17808219,2008,97.23,11,1116,4,한화 꿈에그린 효원 102동,41115,수원시 팔달구,인계동
598,28000,27000,96.42857143,2008,97.23,12,1116,4,한화 꿈에그린 효원 102동,41115,수원시 팔달구,인계동
599,29800,28500,95.63758389,2008,97.67,6,1116,4,한화 꿈에그린 효원 102동,41115,수원시 팔달구,인계동
600,40000,466.6666667,1.166666667,2008,161.9,2,1116,3,한화 꿈에그린 효원 101동,41115,수원시 팔달구,인계동
601,46000,34350,74.67391304,2008,161.9,9,1116,3,한화 꿈에그린 효원 101동,41115,수원시 팔달구,인계동
602,59000,3000,5.084745763,2008,161.9,12,1116,3,한화 꿈에그린 효원 101동,41115,수원시 팔달구,인계동
603,51000,49000,96.07843137,2008,165.56,2,1116,4,한화 꿈에그린 효원 102동,41115,수원시 팔달구,인계동
604,48400,45000,92.97520661,2008,165.56,3,1116,4,한화 꿈에그린 효원 102동,41115,수원시 팔달구,인계동
605,53500,45000,84.11214953,2008,165.56,17,1116,4,한화 꿈에그린 효원 102동,41115,수원시 팔달구,인계동
606,49900,38000,76.15230461,2008,165.86,5,1116,4,한화 꿈에그린 효원 102동,41115,수원시 팔달구,인계동
607,8000,2000,25,2010,27.25,6,1034,3,드라마시티,41115,수원시 팔달구,인계동
608,7750,3000,38.70967742,2010,27.32,3,1034,3,드라마시티,41115,수원시 팔달구,인계동
609,8500,7000,82.35294118,2010,27.32,4,1034,3,드라마시티,41115,수원시 팔달구,인계동
610,7250,8000,110.3448276,2010,27.63,6,1034,3,드라마시티,41115,수원시 팔달구,인계동
611,9000,9000,100,2010,27.8,6,1034,3,드라마시티,41115,수원시 팔달구,인계동
612,8000,5675.555556,70.94444444,2010,28.4,3,1034,3,드라마시티,41115,수원시 팔달구,인계동
613,8700,6740,77.47126437,2010,28.4,5,1034,3,드라마시티,41115,수원시 팔달구,인계동
614,8300,500,6.024096386,2010,28.4,7,1034,3,드라마시티,41115,수원시 팔달구,인계동
615,10000,10000,100,2010,28.48,6,1034,3,드라마시티,41115,수원시 팔달구,인계동
616,7800,7500,96.15384615,2010,29.17,4,1034,3,드라마시티,41115,수원시 팔달구,인계동
617,8000,500,6.25,2010,29.41,3,1034,3,드라마시티,41115,수원시 팔달구,인계동
618,8100,500,6.172839506,2010,29.41,7,1034,3,드라마시티,41115,수원시 팔달구,인계동
619,8900,8500,95.50561798,2010,34.77,7,1034,3,드라마시티,41115,수원시 팔달구,인계동
620,10700,500,4.672897196,2012,20.15,14,1351,1,광교데시앙루브,41117,수원시 영통구,이의동
621,10400,500,4.807692308,2012,20.68,8,1351,1,광교데시앙루브,41117,수원시 영통구,이의동
622,10000,6750,67.5,2012,20.68,9,1351,1,광교데시앙루브,41117,수원시 영통구,이의동
623,12000,12000,100,2012,20.68,10,1351,1,광교데시앙루브,41117,수원시 영통구,이의동
624,14583.33333,6875,47.14285714,2012,28.96,4,1330,0,광교서희스타힐스오피스텔,41117,수원시 영통구,이의동
625,14312.5,7010.714286,48.98315658,2012,28.96,5,1330,0,광교서희스타힐스오피스텔,41117,수원시 영통구,이의동
626,15500,5202.9375,33.56733871,2012,28.96,6,1330,0,광교서희스타힐스오피스텔,41117,수원시 영통구,이의동
627,16200,9544.444444,58.91632373,2012,28.96,7,1330,0,광교서희스타힐스오피스텔,41117,수원시 영통구,이의동
628,15000,7320.785714,48.8052381,2012,28.96,8,1330,0,광교서희스타힐스오피스텔,41117,수원시 영통구,이의동
629,15500,12279.36364,79.22170088,2012,28.96,10,1330,0,광교서희스타힐스오피스텔,41117,수원시 영통구,이의동
630,15075,8945,59.33665008,2012,28.96,11,1330,0,광교서희스타힐스오피스텔,41117,수원시 영통구,이의동
631,16250,10013.33333,61.62051282,2012,28.96,12,1330,0,광교서희스타힐스오피스텔,41117,수원시 영통구,이의동
632,15975,9340,58.46635368,2012,29.45,8,1351,1,광교데시앙루브,41117,수원시 영통구,이의동
633,18000,12058.33333,66.99074074,2012,29.45,9,1351,1,광교데시앙루브,41117,수원시 영통구,이의동
634,15900,8192.307692,51.52394775,2012,29.45,10,1351,1,광교데시앙루브,41117,수원시 영통구,이의동
635,17133.33333,10975,64.05642023,2012,29.45,11,1351,1,광교데시앙루브,41117,수원시 영통구,이의동
636,17966.66667,12170,67.73654917,2012,29.45,12,1351,1,광교데시앙루브,41117,수원시 영통구,이의동
637,18000,10500,58.33333333,2012,29.45,13,1351,1,광교데시앙루브,41117,수원시 영통구,이의동
638,19000,12276.47059,64.6130031,2012,29.45,15,1351,1,광교데시앙루브,41117,수원시 영통구,이의동
639,14800,14380,97.16216216,2012,29.85,5,1330,0,광교서희스타힐스오피스텔,41117,수원시 영통구,이의동
640,15337.5,2751.666667,17.94077696,2012,29.85,6,1330,0,광교서희스타힐스오피스텔,41117,수원시 영통구,이의동
641,14700,7498.444444,51.00982615,2012,29.85,7,1330,0,광교서희스타힐스오피스텔,41117,수원시 영통구,이의동
642,15125,6894.545455,45.5837716,2012,29.85,8,1330,0,광교서희스타힐스오피스텔,41117,수원시 영통구,이의동
643,15500,3204.727273,20.67565982,2012,29.85,9,1330,0,광교서희스타힐스오피스텔,41117,수원시 영통구,이의동
644,15216.66667,13135,86.31982475,2012,29.85,10,1330,0,광교서희스타힐스오피스텔,41117,수원시 영통구,이의동
645,15466.66667,2250,14.54741379,2012,29.85,11,1330,0,광교서희스타힐스오피스텔,41117,수원시 영통구,이의동
646,15610,3463.368421,22.18685728,2012,29.85,12,1330,0,광교서희스타힐스오피스텔,41117,수원시 영통구,이의동
647,17000,17250,101.4705882,2012,30.65,11,1351,1,광교데시앙루브,41117,수원시 영통구,이의동
648,17800,17520,98.42696629,2012,30.65,14,1351,1,광교데시앙루브,41117,수원시 영통구,이의동
649,16800,3671.428571,21.8537415,2012,31.1,11,1351,1,광교데시앙루브,41117,수원시 영통구,이의동
650,18000,6422.222222,35.67901235,2012,31.1,13,1351,1,광교데시앙루브,41117,수원시 영통구,이의동
651,15000,13880,92.53333333,2012,31.1,14,1351,1,광교데시앙루브,41117,수원시 영통구,이의동
652,15200,14791,97.30921053,2012,31.1,15,1351,1,광교데시앙루브,41117,수원시 영통구,이의동
653,17600,17335,98.49431818,2012,31.67,13,1351,1,광교데시앙루브,41117,수원시 영통구,이의동
654,22500,5000,22.22222222,2012,39.96,7,1351,1,광교데시앙루브,41117,수원시 영통구,이의동
655,22000,14125,64.20454545,2012,39.96,8,1351,1,광교데시앙루브,41117,수원시 영통구,이의동
656,28500,7000,24.56140351,2012,39.96,9,1351,1,광교데시앙루브,41117,수원시 영통구,이의동
657,30000,2000,6.666666667,2012,39.96,15,1351,1,광교데시앙루브,41117,수원시 영통구,이의동
658,12700,6100,48.03149606,2013,25.35,4,1257,4,광교 파인렉스2,41117,수원시 영통구,이의동
659,14120,8353.636364,59.16173062,2013,25.35,5,1257,4,광교 파인렉스2,41117,수원시 영통구,이의동
660,12000,1571.428571,13.0952381,2013,25.35,6,1257,4,광교 파인렉스2,41117,수원시 영통구,이의동
661,12700,10520,82.83464567,2013,25.35,8,1257,4,광교 파인렉스2,41117,수원시 영통구,이의동
662,13500,7500,55.55555556,2013,25.35,9,1257,4,광교 파인렉스2,41117,수원시 영통구,이의동
663,13000,1250,9.615384615,2013,25.35,10,1257,4,광교 파인렉스2,41117,수원시 영통구,이의동
664,12000,10163.07692,84.69230769,2013,26.71,6,1348,2,광교하이니티,41117,수원시 영통구,이의동
665,14500,14058.23529,96.95334686,2013,26.71,7,1348,2,광교하이니티,41117,수원시 영통구,이의동
666,14485.71429,14529.7619,100.3040763,2013,26.71,8,1348,2,광교하이니티,41117,수원시 영통구,이의동
667,13800,7048.181818,51.07378129,2013,26.71,9,1348,2,광교하이니티,41117,수원시 영통구,이의동
668,14200,11110,78.23943662,2013,26.71,10,1348,2,광교하이니티,41117,수원시 영통구,이의동
669,14000,13333.33333,95.23809524,2013,27.24,6,1348,2,광교하이니티,41117,수원시 영통구,이의동
670,13950,6833.333333,48.98446834,2013,27.24,7,1348,2,광교하이니티,41117,수원시 영통구,이의동
671,13450,14700,109.2936803,2013,27.24,8,1348,2,광교하이니티,41117,수원시 영통구,이의동
672,14616.66667,15016.66667,102.7366021,2013,27.24,10,1348,2,광교하이니티,41117,수원시 영통구,이의동
673,13100,500,3.816793893,2013,27.66,8,1257,4,광교 파인렉스2,41117,수원시 영통구,이의동
674,14000,15000,107.1428571,2013,28.32,8,1348,2,광교하이니티,41117,수원시 영통구,이의동
675,12269,14400,117.3689787,2013,28.83,5,1257,3,Eastern Tower,41117,수원시 영통구,이의동
676,12476.8,8080,64.76019492,2013,28.83,6,1257,3,Eastern Tower,41117,수원시 영통구,이의동
677,11792,4866.666667,41.27091814,2013,28.83,7,1257,3,Eastern Tower,41117,수원시 영통구,이의동
678,13283.33333,500,3.764115433,2013,28.83,8,1257,3,Eastern Tower,41117,수원시 영통구,이의동
679,12075.2,7000,57.97005433,2013,28.83,9,1257,3,Eastern Tower,41117,수원시 영통구,이의동
680,12857.33333,8900,69.22119672,2013,28.83,10,1257,3,Eastern Tower,41117,수원시 영통구,이의동
681,14575.5,500,3.430414051,2013,36.04,5,1257,3,Eastern Tower,41117,수원시 영통구,이의동
682,15000,750,5,2013,36.04,6,1257,3,Eastern Tower,41117,수원시 영통구,이의동
683,14950,1000,6.688963211,2013,36.04,10,1257,3,Eastern Tower,41117,수원시 영통구,이의동
684,13900,1000,7.194244604,2013,47.98,2,6,7,(6-7),41115,수원시 팔달구,고등동
685,16150,15460,95.72755418,2014,22.44,4,1349,0,광교 더로프트,41117,수원시 영통구,이의동
686,12900,3600,27.90697674,2014,22.84,4,1258,0,광교에코푸르지오시티 A동,41117,수원시 영통구,이의동
687,13100,3810.555556,29.08821035,2014,22.84,5,1258,0,광교에코푸르지오시티 A동,41117,수원시 영통구,이의동
688,12950,2992.666667,23.10939511,2014,22.84,6,1258,0,광교에코푸르지오시티 A동,41117,수원시 영통구,이의동
689,12650,2062.5,16.30434783,2014,22.84,7,1258,0,광교에코푸르지오시티 A동,41117,수원시 영통구,이의동
690,12900,3928.571429,30.45404208,2014,22.84,8,1258,0,광교에코푸르지오시티 A동,41117,수원시 영통구,이의동
691,12833.33333,8500,66.23376623,2014,22.84,9,1258,0,광교에코푸르지오시티 A동,41117,수원시 영통구,이의동
692,12400,500,4.032258065,2014,22.84,10,1258,0,광교에코푸르지오시티 A동,41117,수원시 영통구,이의동
693,12350,500,4.048582996,2014,24.44,3,1257,1,광교에코푸르지오시티 B동,41117,수원시 영통구,이의동
694,11500,714.2857143,6.211180124,2014,24.44,4,1257,1,광교에코푸르지오시티 B동,41117,수원시 영통구,이의동
695,12500,7576.923077,60.61538462,2014,24.44,5,1257,1,광교에코푸르지오시티 B동,41117,수원시 영통구,이의동
696,12900,6353.846154,49.25462135,2014,24.44,6,1257,1,광교에코푸르지오시티 B동,41117,수원시 영통구,이의동
697,13000,1950,15,2014,24.44,7,1257,1,광교에코푸르지오시티 B동,41117,수원시 영통구,이의동
698,12500,500,4,2014,24.44,8,1257,1,광교에코푸르지오시티 B동,41117,수원시 영통구,이의동
699,12850,3500,27.23735409,2014,24.44,10,1257,1,광교에코푸르지오시티 B동,41117,수원시 영통구,이의동
700,15672.22222,9809.6875,62.59283056,2014,24.97,3,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동
701,15200,11591.89873,76.26249167,2014,24.97,4,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동
702,15600,10301.05263,66.03238866,2014,24.97,5,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동
703,16208.33333,9202.140845,56.77413375,2014,24.97,6,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동
704,15103.5,7241.193182,47.94380893,2014,24.97,7,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동
705,15894.73684,7895.588235,49.67423062,2014,24.97,8,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동
706,15907.14286,11141.89655,70.04335506,2014,24.97,9,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동
707,15476.66667,9887.152778,63.88425228,2014,24.97,10,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동
708,15894.11765,9530.352113,59.96150478,2014,24.97,11,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동
709,15389.41176,9979.679487,64.84769944,2014,24.97,12,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동
710,16184.78261,8789.098361,54.30470444,2014,24.97,13,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동
711,15800,6764.43662,42.81289,2014,24.97,14,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동
712,15810,8116.056338,51.3349547,2014,24.97,15,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동
713,16050,15600,97.19626168,2014,24.98,5,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동
714,16500,4383.333333,26.56565657,2014,24.98,6,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동
715,14950,7171.428571,47.96942188,2014,24.98,7,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동
716,16250,12346.92308,75.98106509,2014,24.98,8,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동
717,14500,10591.66667,73.04597701,2014,24.98,9,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동
718,15000,9288.888889,61.92592593,2014,24.98,10,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동
719,15500,13858.125,89.40725806,2014,24.98,11,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동
720,17000,9083.333333,53.43137255,2014,24.98,12,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동
721,18000,9780,54.33333333,2014,24.98,14,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동
