buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,offiNm,sggCd,sggNm,slerGbn,umdNm,지역구명,본번,부번
2015, , , ,10000.0,8,11,2021,중개거래,경기 수원영통구,17.73,7,1258-1,킴앤코 시티하임II,41117,수원시 영통구, ,이의동,수원시 영통구,1258,1
2018, , , ,14500.0,29,11,2021,중개거래,경기 수원영통구,22.5701,9,1256-4,U-city,41117,수원시 영통구, ,이의동,수원시 영통구,1256,4
2018, , , ,20000.0,20,11,2021,중개거래,경기 수원영통구,21.58,12,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구,1336,1
2015, , , ,23000.0,23,11,2021,중개거래,경기 수원영통구,31.04,6,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구,1338,0
2017, , , ,15600.0,29,11,2021,중개거래,경기 수원영통구,26.0811,7,1012-1,영통역아이파크,41117,수원시 영통구, ,영통동,수원시 영통구,1012,1
2017, , , ,30000.0,26,11,2021,중개거래,경기 수원영통구 경기 수원장안구,39.9075,8,1255-2,테라스힐2,41117,수원시 영통구, ,이의동,수원시 영통구,1255,2
2017, , , ,14000.0,8,11,2021,직거래, ,19.2717,4,1255-2,테라스힐2,41117,수원시 영통구, ,이의동,수원시 영통구,1255,2
2018, , , ,32000.0,20,11,2021,중개거래,경기 수원영통구,43.28,8,1255-1,장안프라임 광교 Ⅱ,41117,수원시 영통구, ,이의동,수원시 영통구,1255,1
2015, , , ,15500.0,16,11,2021,중개거래,경기 수원영통구,22.99,10,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구,1338,0
2019, , , ,37000.0,29,11,2021,직거래, ,43.85,13,1016,광교 효성해링턴 타워,41117,수원시 영통구, ,하동,수원시 영통구,1016,0
 , , , ,48000.0,10,11,2021,중개거래,경기 수원영통구,48.61,3,1019,광교 더샵 레이크파크,41117,수원시 영통구, ,하동,수원시 영통구,1019,0
2018, , , ,13900.0,23,11,2021,중개거래,경기 수원영통구,20.43,7,1351-6,광교유니코어,41117,수원시 영통구, ,이의동,수원시 영통구,1351,6
2005, , , ,19000.0,25,11,2021,중개거래,경기 수원영통구,56.76,2,318-2,신동아파라디움오피스텔,41117,수원시 영통구, ,원천동,수원시 영통구,318,2
2018, , , ,14500.0,12,11,2021,중개거래,경기 수원영통구,20.43,9,1351-6,광교유니코어,41117,수원시 영통구, ,이의동,수원시 영통구,1351,6
2001, , , ,8300.0,12,11,2021,중개거래,경기 수원영통구,41.94,9,1021-4,청명타운텔,41117,수원시 영통구, ,영통동,수원시 영통구,1021,4
2017, , , ,13500.0,10,11,2021,직거래, ,21.3517,8,1255-2,테라스힐2,41117,수원시 영통구, ,이의동,수원시 영통구,1255,2
2018, , , ,20000.0,20,11,2021,중개거래,경기 수원영통구,22.83,19,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구,1336,1
2018, , , ,27000.0,23,11,2021,중개거래,경기 수원영통구,26.25,16,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구,1336,1
2014, , , ,72200.0,3,11,2021,중개거래,경기 수원영통구,62.99,13,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구,1352,0
2018, , , ,127500.0,18,11,2021,중개거래,경기 수원영통구,84.95,15,593,광교아이파크,41117,수원시 영통구, ,원천동,수원시 영통구,593,0
2013, , , ,15900.0,8,11,2021,중개거래,경기 수원영통구,36.04,10,1257-3,Eastern Tower,41117,수원시 영통구, ,이의동,수원시 영통구,1257,3
2015, , , ,16800.0,15,11,2021,중개거래,경기 수원영통구,24.11,12,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구,1338,0
2014, , , ,17900.0,8,11,2021,중개거래,경기 수원영통구,24.97,10,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구,1352,0
2015, , , ,15700.0,22,11,2021,중개거래,경기 수원영통구,26.187,5,1331,광교 푸르지오 월드마크,41117,수원시 영통구, ,이의동,수원시 영통구,1331,0
2018, , , ,22300.0,20,11,2021,중개거래,경기 수원영통구,22.83,6,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구,1336,1
2017, , , ,16000.0,20,11,2021,중개거래,경기 수원영통구,26.0811,11,1012-1,영통역아이파크,41117,수원시 영통구, ,영통동,수원시 영통구,1012,1
2015, , , ,18000.0,15,11,2021,중개거래,경기 수원영통구,24.11,15,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구,1338,0
2018, , , ,19600.0,10,11,2021,중개거래,경기 수원시 영통구,21.58,14,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구,1336,1
2012, , , ,16300.0,16,11,2021,중개거래,경기 수원영통구,29.85,10,1330,광교서희스타힐스오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구,1330,0
2017, , , ,16000.0,11,11,2021,중개거래,경기 수원영통구,26.0811,13,1012-1,영통역아이파크,41117,수원시 영통구, ,영통동,수원시 영통구,1012,1
2000, , , ,15500.0,12,11,2021,중개거래,경기 수원영통구,74.65,6,958-2,훼미리타워,41117,수원시 영통구, ,영통동,수원시 영통구,958,2
2018, , , ,28600.0,12,11,2021,중개거래,경기 수원영통구,26.25,7,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구,1336,1
2000, , , ,9500.0,6,11,2021,중개거래,경기 수원시 영통구,37.93,12,958-2,훼미리타워,41117,수원시 영통구, ,영통동,수원시 영통구,958,2
2018, , , ,20400.0,6,11,2021,중개거래,경기 수원영통구,22.83,6,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구,1336,1
2015, , , ,15500.0,6,11,2021,중개거래,경기 수원영통구,25.232,7,1331,광교 푸르지오 월드마크,41117,수원시 영통구, ,이의동,수원시 영통구,1331,0
2000, , , ,6500.0,6,11,2021,중개거래,경기 수원영통구,27.74,12,958-2,훼미리타워,41117,수원시 영통구, ,영통동,수원시 영통구,958,2
2014, , , ,10000.0,4,11,2021,중개거래,경기 수원영통구,16.803,8,1349,광교 더로프트,41117,수원시 영통구, ,이의동,수원시 영통구,1349,0
2015, , , ,15500.0,1,11,2021,중개거래,경기 수원시 영통구,24.11,14,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구,1338,0
2021, , , ,30400.0,23,12,2021,직거래, ,63.41,10,580-2,건우까사미2차,41111,수원시 장안구, ,파장동,수원시 장안구,580,2
2021, , , ,28400.0,15,12,2021,직거래, ,61.24,8,580-2,건우까사미2차,41111,수원시 장안구, ,파장동,수원시 장안구,580,2
2021, , , ,35000.0,20,12,2021,중개거래,경기 수원영통구 경기 용인기흥구,49.14,8,950,화서역 파크 푸르지오,41111,수원시 장안구, ,정자동,수원시 장안구,950,0
2021, , , ,34600.0,30,12,2021,중개거래,경기 수원영통구,49.14,5,950,화서역 파크 푸르지오,41111,수원시 장안구, ,정자동,수원시 장안구,950,0
2021, , , ,29400.0,5,12,2021,직거래, ,61.19,7,580-2,건우까사미2차,41111,수원시 장안구, ,파장동,수원시 장안구,580,2
2021, , , ,28400.0,5,12,2021,직거래, ,61.24,4,580-2,건우까사미2차,41111,수원시 장안구, ,파장동,수원시 장안구,580,2
2021, , , ,27000.0,1,12,2021,직거래, ,62.33,8,580-2,건우까사미2차,41111,수원시 장안구, ,파장동,수원시 장안구,580,2
2003, , , ,11000.0,5,12,2021,중개거래, ,34.0,13,894,일호골든타워,41111,수원시 장안구, ,조원동,수원시 장안구,894,0
2021, , , ,28400.0,1,12,2021,직거래, ,62.33,6,580-2,건우까사미2차,41111,수원시 장안구, ,파장동,수원시 장안구,580,2
2006, , , ,10500.0,10,12,2021,중개거래,경기 수원장안구,29.09,3,514,수원로얄팰리스,41111,수원시 장안구, ,송죽동,수원시 장안구,514,0
2021, , , ,35200.0,21,12,2021,중개거래,경기 수원영통구,49.14,13,950,화서역 파크 푸르지오,41111,수원시 장안구, ,정자동,수원시 장안구,950,0
2021, , , ,38200.0,6,12,2021,중개거래,경기 수원장안구 경기 수원팔달구,49.14,14,950,화서역 파크 푸르지오,41111,수원시 장안구, ,정자동,수원시 장안구,950,0
2021, , , ,35700.0,14,12,2021,중개거래,경기 수원영통구,49.14,13,950,화서역 파크 푸르지오,41111,수원시 장안구, ,정자동,수원시 장안구,950,0
2004, , , ,22000.0,31,12,2021,직거래, ,71.61,2,1011-14,올림픽공원대우미래사랑 101동,41113,수원시 권선구, ,권선동,수원시 권선구,1011,14
2018, , , ,22800.0,29,12,2021,중개거래,경기 수원권선구,45.5861,4,1115-2,로얄팰리스 2차,41113,수원시 권선구, ,금곡동,수원시 권선구,1115,2
2020, , , ,11900.0,21,12,2021,직거래, ,21.11,6,948,고색리치아노,41113,수원시 권선구, ,고색동,수원시 권선구,948,0
2020, , , ,15300.0,21,12,2021,직거래, ,27.68,7,948,고색리치아노,41113,수원시 권선구, ,고색동,수원시 권선구,948,0
2020, , , ,12000.0,21,12,2021,직거래, ,21.11,8,948,고색리치아노,41113,수원시 권선구, ,고색동,수원시 권선구,948,0
2020, , , ,15300.0,21,12,2021,직거래, ,27.68,8,948,고색리치아노,41113,수원시 권선구, ,고색동,수원시 권선구,948,0
2020, , , ,15400.0,21,12,2021,직거래, ,27.68,9,948,고색리치아노,41113,수원시 권선구, ,고색동,수원시 권선구,948,0
2020, , , ,12150.0,21,12,2021,직거래, ,21.11,10,948,고색리치아노,41113,수원시 권선구, ,고색동,수원시 권선구,948,0
2020, , , ,15450.0,21,12,2021,직거래, ,27.68,10,948,고색리치아노,41113,수원시 권선구, ,고색동,수원시 권선구,948,0
2019, , , ,22000.0,22,12,2021,직거래, ,49.2484,9,1115-3,로얄팰리스3차,41113,수원시 권선구, ,금곡동,수원시 권선구,1115,3
2019, , , ,22400.0,22,12,2021,직거래, ,49.2484,4,1115-3,로얄팰리스3차,41113,수원시 권선구, ,금곡동,수원시 권선구,1115,3
2021, , , ,14000.0,29,12,2021,중개거래,경기 수원시 권선구,30.3406,7,1406-3,권선행정타운 줌시티,41113,수원시 권선구, ,호매실동,수원시 권선구,1406,3
2005, , , ,13000.0,30,12,2021,중개거래,경기 수원권선구,44.64,14,1010-1,청광 노블하임,41113,수원시 권선구, ,권선동,수원시 권선구,1010,1
2017, , , ,9000.0,31,12,2021,중개거래,경기 오산시,24.48,5,1118-1,세종타운721,41113,수원시 권선구, ,금곡동,수원시 권선구,1118,1
2015, , , ,28000.0,20,12,2021,중개거래,경기 수원권선구,78.31,6,1158-38,(1158-38),41113,수원시 권선구, ,세류동,수원시 권선구,1158,38
2003, , , ,7450.0,29,12,2021,중개거래,경기 수원권선구,31.095,5,1311-6,에스띠보보 1차,41113,수원시 권선구, ,권선동,수원시 권선구,1311,6
2018, , , ,16500.0,20,12,2021,중개거래,경기 수원권선구,36.925,7,1114,딜라이트1,41113,수원시 권선구, ,금곡동,수원시 권선구,1114,0
2018, , , ,23850.0,27,12,2021,중개거래,경기 수원권선구,45.5861,6,1115-2,로얄팰리스 2차,41113,수원시 권선구, ,금곡동,수원시 권선구,1115,2
2004, , , ,12400.0,30,12,2021,중개거래,경기 수원권선구,32.7,8,1013-1,세종그랑시아,41113,수원시 권선구, ,권선동,수원시 권선구,1013,1
2004, , , ,12500.0,17,12,2021,중개거래,경기 수원권선구,32.7,7,1013-1,세종그랑시아,41113,수원시 권선구, ,권선동,수원시 권선구,1013,1
2005, , , ,8300.0,7,12,2021,중개거래,경기 수원권선구,30.98,11,1010-1,청광 노블하임,41113,수원시 권선구, ,권선동,수원시 권선구,1010,1
2002, , , ,5000.0,29,12,2021,직거래, ,24.46,2,1013-20,에스띠보보,41113,수원시 권선구, ,권선동,수원시 권선구,1013,20
2019, , , ,23300.0,18,12,2021,중개거래,경기 수원권선구,49.2484,5,1115-3,로얄팰리스3차,41113,수원시 권선구, ,금곡동,수원시 권선구,1115,3
2018, , , ,24500.0,28,12,2021,중개거래,경기 수원권선구,50.5715,5,1115-2,로얄팰리스 2차,41113,수원시 권선구, ,금곡동,수원시 권선구,1115,2
2006, , , ,28300.0,13,12,2021,중개거래,경기 수원시 권선구,75.3043,15,1013,지오베르크,41113,수원시 권선구, ,권선동,수원시 권선구,1013,0
2004, , , ,10700.0,22,12,2021,중개거래,경기 수원권선구,32.7,9,1013-1,세종그랑시아,41113,수원시 권선구, ,권선동,수원시 권선구,1013,1
2004, , , ,24000.0,11,12,2021,중개거래,경기 수원팔달구,71.61,11,1011-14,올림픽공원대우미래사랑 101동,41113,수원시 권선구, ,권선동,수원시 권선구,1011,14
2004, , , ,25000.0,17,12,2021,중개거래,경기 수원권선구,71.61,6,1011-10,올림픽공원대우미래사랑102동,41113,수원시 권선구, ,권선동,수원시 권선구,1011,10
2004, , , ,22000.0,11,12,2021,중개거래,경기 수원권선구,71.61,4,1011-10,올림픽공원대우미래사랑102동,41113,수원시 권선구, ,권선동,수원시 권선구,1011,10
2017, , , ,9100.0,20,12,2021,중개거래,경기 수원권선구,24.48,10,1118-1,세종타운721,41113,수원시 권선구, ,금곡동,수원시 권선구,1118,1
2017, , , ,9000.0,10,12,2021,중개거래,경기 수원권선구,25.72,10,1118-1,세종타운721,41113,수원시 권선구, ,금곡동,수원시 권선구,1118,1
2019, , , ,21000.0,15,12,2021,중개거래,경기 수원권선구,49.2484,4,1115-3,로얄팰리스3차,41113,수원시 권선구, ,금곡동,수원시 권선구,1115,3
2005, , , ,10300.0,15,12,2021,직거래, ,30.98,11,1010-1,청광 노블하임,41113,수원시 권선구, ,권선동,수원시 권선구,1010,1
2019, , , ,24000.0,11,12,2021,중개거래,경기 수원권선구,48.25,7,1115-1,아주리센 테라스파크,41113,수원시 권선구, ,금곡동,수원시 권선구,1115,1
2004, , , ,9200.0,3,12,2021,중개거래,경기 수원권선구,29.17,7,1013-1,세종그랑시아,41113,수원시 권선구, ,권선동,수원시 권선구,1013,1
2004, , , ,21000.0,1,12,2021,중개거래,경기 수원권선구 경기 수원장안구,71.61,8,1011-10,올림픽공원대우미래사랑102동,41113,수원시 권선구, ,권선동,수원시 권선구,1011,10
2018, , , ,14000.0,6,12,2021,직거래, ,22.88,8,1125-3,세종 헤르메스 오피스텔,41113,수원시 권선구, ,금곡동,수원시 권선구,1125,3
2004, , , ,9130.0,4,12,2021,중개거래,경기 수원권선구,33.2,3,1011-10,올림픽공원대우미래사랑102동,41113,수원시 권선구, ,권선동,수원시 권선구,1011,10
2006, , , ,7000.0,29,12,2021,직거래, ,20.91,14,11-9,세진브론즈빌,41115,수원시 팔달구, ,매산로1가,수원시 팔달구,11,9
2004, , , ,7000.0,30,12,2021,중개거래,경기 수원팔달구,25.27,13,1016-2,현대하이엘,41115,수원시 팔달구, ,인계동,수원시 팔달구,1016,2
2005, , , ,6200.0,26,12,2021,중개거래,경기 수원팔달구,27.19,3,40-1,동인트루빌3오피스텔,41115,수원시 팔달구, ,매산로2가,수원시 팔달구,40,1
2005, , , ,25000.0,27,12,2021,중개거래,경기 수원권선구,79.6,20,1046-13,에스팝타워,41115,수원시 팔달구, ,인계동,수원시 팔달구,1046,13
2004, , , ,8000.0,21,12,2021,중개거래,경기 수원팔달구,26.014,5,1119,인계샤르망오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구,1119,0
2006, , , ,41000.0,14,12,2021,중개거래,경기 수원팔달구,82.5722,11,1124-1,수원인계자이오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구,1124,1
2003, , , ,8500.0,17,12,2021,중개거래,경기 수원팔달구,28.08,8,57-105,비젼포에버,41115,수원시 팔달구, ,매산로1가,수원시 팔달구,57,105
2010, , , ,7600.0,11,12,2021,중개거래,경기 수원권선구,27.63,6,1034-3,드라마시티,41115,수원시 팔달구, ,인계동,수원시 팔달구,1034,3
2004, , , ,6600.0,31,12,2021,직거래, ,26.3185,11,1016-2,현대하이엘,41115,수원시 팔달구, ,인계동,수원시 팔달구,1016,2
2004, , , ,7500.0,31,12,2021,직거래, ,29.83,4,1016-2,현대하이엘,41115,수원시 팔달구, ,인계동,수원시 팔달구,1016,2
2004, , , ,4500.0,24,12,2021,중개거래,경기 수원팔달구,17.105,3,26-25,트레보,41115,수원시 팔달구, ,우만동,수원시 팔달구,26,25
2006, , , ,28000.0,30,12,2021,중개거래,경기 수원팔달구,91.437,17,206,한라시그마팰리스,41115,수원시 팔달구, ,인계동,수원시 팔달구,206,0
2005, , , ,7700.0,17,12,2021,중개거래,경기 수원팔달구,25.9575,15,939,신동아 파스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구,939,0
 , , , ,22900.0,31,12,2021,직거래, ,59.67,4,77-27,(77-27),41115,수원시 팔달구, ,매교동,수원시 팔달구,77,27
2003, , , ,9400.0,17,12,2021,중개거래,경기 수원팔달구,35.14,3,1135-1,벨로시티,41115,수원시 팔달구, ,인계동,수원시 팔달구,1135,1
2004, , , ,7000.0,16,12,2021,중개거래,경기 수원팔달구,25.27,15,1016-2,현대하이엘,41115,수원시 팔달구, ,인계동,수원시 팔달구,1016,2
2004, , , ,7000.0,16,12,2021,중개거래,경기 수원팔달구,25.27,11,1016-2,현대하이엘,41115,수원시 팔달구, ,인계동,수원시 팔달구,1016,2
2005, , , ,9300.0,28,12,2021,직거래, ,35.9525,5,939,신동아 파스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구,939,0
2005, , , ,13000.0,21,12,2021,중개거래,경기 수원팔달구,37.5,13,1046-13,에스팝타워,41115,수원시 팔달구, ,인계동,수원시 팔달구,1046,13
2005, , , ,8800.0,11,12,2021,중개거래,경기 수원팔달구,31.0275,9,939,신동아 파스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구,939,0
2006, , , ,51000.0,22,12,2021,중개거래,경기 수원영통구 경기 수원팔달구,111.7,19,1120,캐슬타워,41115,수원시 팔달구, ,인계동,수원시 팔달구,1120,0
2008, , , ,24000.0,8,12,2021,중개거래,경기 수원팔달구,79.336,5,1114-9,(1114-9),41115,수원시 팔달구, ,인계동,수원시 팔달구,1114,9
2003, , , ,9000.0,5,12,2021,직거래, ,21.38,12,1135-1,벨로시티,41115,수원시 팔달구, ,인계동,수원시 팔달구,1135,1
2006, , , ,29000.0,6,12,2021,중개거래,경기 수원팔달구,91.437,9,206,한라시그마팰리스,41115,수원시 팔달구, ,인계동,수원시 팔달구,206,0
2005, ,21.12.27,O,5500.0,6,12,2021,중개거래,경기 수원팔달구,43.47,15,1134-9,트윈파크비동,41115,수원시 팔달구, ,인계동,수원시 팔달구,1134,9
2004, , , ,5000.0,18,12,2021,중개거래,경기 수원팔달구,19.14,14,1036-6,인계 오피앙 오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구,1036,6
2006, , , ,44000.0,15,12,2021,중개거래,경기 수원팔달구,107.92,15,1116-5,인계동 삼환 아르누보파크,41115,수원시 팔달구, ,인계동,수원시 팔달구,1116,5
2005, , , ,12500.0,8,12,2021,중개거래,경기 수원팔달구,54.0,12,1134-9,트윈파크비동,41115,수원시 팔달구, ,인계동,수원시 팔달구,1134,9
2004, , , ,4900.0,11,12,2021,중개거래,경기 수원팔달구,21.12,5,1036-6,인계 오피앙 오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구,1036,6
2010, , , ,9800.0,15,12,2021,직거래, ,34.77,7,1034-3,드라마시티,41115,수원시 팔달구, ,인계동,수원시 팔달구,1034,3
2010, , , ,9000.0,15,12,2021,직거래, ,29.41,7,1034-3,드라마시티,41115,수원시 팔달구, ,인계동,수원시 팔달구,1034,3
2005, , , ,5600.0,11,12,2021,중개거래,경기 수원팔달구,19.95,6,1134-4,트윈파크에이동,41115,수원시 팔달구, ,인계동,수원시 팔달구,1134,4
2003, , , ,5000.0,15,12,2021,직거래, ,29.61,2,85-1,(85-1),41115,수원시 팔달구, ,남창동,수원시 팔달구,85,1
2006, ,22.01.11,O,25000.0,9,12,2021,중개거래,경기 수원영통구,84.07,15,1120,캐슬타워,41115,수원시 팔달구, ,인계동,수원시 팔달구,1120,0
2008, , , ,27400.0,11,12,2021,중개거래,경기 수원팔달구,79.336,10,1114-9,(1114-9),41115,수원시 팔달구, ,인계동,수원시 팔달구,1114,9
2006, , , ,12000.0,1,12,2021,중개거래,경기 수원팔달구,36.917,8,206,한라시그마팰리스,41115,수원시 팔달구, ,인계동,수원시 팔달구,206,0
2017, , , ,34000.0,30,12,2021,중개거래,경기 수원영통구,54.0166,14,1012-1,영통역아이파크,41117,수원시 영통구, ,영통동,수원시 영통구,1012,1
2015, , , ,23000.0,29,12,2021,중개거래,경기 수원영통구,29.96,3,1332,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구, ,이의동,수원시 영통구,1332,0
1999, , , ,11289.0,30,12,2021,직거래, ,18.38,6,998-2,르네상스 시티프라자,41117,수원시 영통구, ,영통동,수원시 영통구,998,2
2014, , , ,17700.0,27,12,2021,직거래, ,27.5645,9,1351,광교 경동 해피리움,41117,수원시 영통구, ,이의동,수원시 영통구,1351,0
2014, , , ,14400.0,27,12,2021,직거래, ,20.8595,14,1351,광교 경동 해피리움,41117,수원시 영통구, ,이의동,수원시 영통구,1351,0
2019, , , ,53000.0,27,12,2021,직거래, ,45.27,23,1016,광교 효성해링턴 타워,41117,수원시 영통구, ,하동,수원시 영통구,1016,0
2018, , , ,21000.0,18,12,2021,중개거래,경기 수원영통구,22.83,9,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구,1336,1
2014, , , ,11000.0,28,12,2021,중개거래,경기 수원영통구,16.803,7,1349,광교 더로프트,41117,수원시 영통구, ,이의동,수원시 영통구,1349,0
2013, , , ,16000.0,26,12,2021,중개거래,경기 수원영통구,24.2753,12,1351-2,광교 코아루에스,41117,수원시 영통구, ,이의동,수원시 영통구,1351,2
2014, , , ,12500.0,31,12,2021,중개거래,경기 수원영통구,24.44,8,1257-1,광교에코푸르지오시티 B동,41117,수원시 영통구, ,이의동,수원시 영통구,1257,1
2014, , , ,17800.0,17,12,2021,중개거래,경기 수원영통구,24.97,11,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구,1352,0
2014, , , ,13000.0,9,12,2021,중개거래,경기 수원영통구,24.44,7,1257-1,광교에코푸르지오시티 B동,41117,수원시 영통구, ,이의동,수원시 영통구,1257,1
2015, , , ,17000.0,23,12,2021,중개거래,경기 수원영통구,26.187,10,1331,광교 푸르지오 월드마크,41117,수원시 영통구, ,이의동,수원시 영통구,1331,0
2014, , , ,17800.0,17,12,2021,직거래, ,24.97,5,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구,1352,0
2014, , , ,17000.0,17,12,2021,중개거래,경기 수원영통구,24.97,5,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구,1352,0
2014, , , ,18000.0,31,12,2021,중개거래,경기 수원영통구,24.98,6,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구,1352,0
2000, , , ,6800.0,22,12,2021,직거래, ,27.98,16,958-2,훼미리타워,41117,수원시 영통구, ,영통동,수원시 영통구,958,2
2015, , , ,25000.0,16,12,2021,중개거래,경기 수원영통구,28.92,10,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구,1338,0
2018, , , ,18500.0,24,12,2021,중개거래,경기 과천시,21.58,4,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구,1336,1
2015, , , ,19700.0,18,12,2021,중개거래,경기 수원영통구,26.16,10,1332,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구, ,이의동,수원시 영통구,1332,0
2015, , , ,24000.0,6,12,2021,중개거래,경기 수원영통구,29.96,11,1332,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구, ,이의동,수원시 영통구,1332,0
2015, , , ,23700.0,2,12,2021,중개거래,경기 수원영통구,29.96,8,1332,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구, ,이의동,수원시 영통구,1332,0
2015, , , ,30000.0,6,12,2021,중개거래,경기 수원영통구,32.45,12,1332,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구, ,이의동,수원시 영통구,1332,0
2001, ,22.03.14,O,8200.0,27,12,2021,중개거래,경기 수원영통구,41.94,8,1021-4,청명타운텔,41117,수원시 영통구, ,영통동,수원시 영통구,1021,4
2013, , , ,12000.0,29,12,2021,중개거래,경기 수원영통구,25.35,6,1257-4,광교 파인렉스2,41117,수원시 영통구, ,이의동,수원시 영통구,1257,4
2014, , , ,17800.0,17,12,2021,중개거래,경기 수원영통구,24.97,10,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구,1352,0
2015, , , ,16500.0,27,12,2021,중개거래,경기 수원영통구,22.62,12,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구,1338,0
2018, , , ,18000.0,10,12,2021,중개거래,경기 수원영통구,21.58,20,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구,1336,1
2014, , , ,10200.0,27,12,2021,중개거래,경기 수원영통구,16.803,7,1349,광교 더로프트,41117,수원시 영통구, ,이의동,수원시 영통구,1349,0
2015, , , ,90000.0,23,12,2021,중개거래,경기 수원영통구,84.83,30,1014,광교 힐스테이트 레이크,41117,수원시 영통구, ,하동,수원시 영통구,1014,0
 , , , ,62500.0,24,12,2021,중개거래,경기 수원영통구,48.61,14,1019,광교 더샵 레이크파크,41117,수원시 영통구, ,하동,수원시 영통구,1019,0
2015, , , ,18000.0,3,12,2021,중개거래,경기 수원영통구,24.11,10,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구,1338,0
2017, , , ,33000.0,23,12,2021,중개거래,경기 수원영통구,54.0166,16,1012-1,영통역아이파크,41117,수원시 영통구, ,영통동,수원시 영통구,1012,1
2018, , , ,22000.0,18,12,2021,중개거래,경기 수원영통구,22.83,4,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구,1336,1
2018, , , ,67500.0,10,12,2021,중개거래,경기 수원영통구,47.58,10,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구,1336,1
2012, , , ,16500.0,23,12,2021,중개거래,경기 수원영통구,28.96,12,1330,광교서희스타힐스오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구,1330,0
2012, ,22.01.24,O,27000.0,2,12,2021,중개거래,경기 수원영통구,48.556,11,1330,광교서희스타힐스오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구,1330,0
2014, , , ,14800.0,15,12,2021,중개거래,경기 수원영통구,22.5095,12,1351,광교 경동 해피리움,41117,수원시 영통구, ,이의동,수원시 영통구,1351,0
2012, , , ,16500.0,17,12,2021,중개거래,경기 수원시 영통구,28.96,10,1330,광교서희스타힐스오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구,1330,0
2014, , , ,11100.0,10,12,2021,중개거래,경기 수원영통구,16.803,6,1349,광교 더로프트,41117,수원시 영통구, ,이의동,수원시 영통구,1349,0
2017, , , ,12500.0,22,12,2021,중개거래,경기 수원영통구,21.3517,10,1255-2,테라스힐2,41117,수원시 영통구, ,이의동,수원시 영통구,1255,2
2014, , , ,17500.0,17,12,2021,중개거래,경기 수원영통구,24.97,12,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구,1352,0
2015, , , ,35800.0,22,12,2021,중개거래,경기 수원영통구,36.78,14,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구,1338,0
