buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,offiNm,sggCd,sggNm,slerGbn,umdNm,지역구명,본번,부번
2014, , , ,12000.0,1,4,2021, , ,20.8595,15,1351,광교 경동 해피리움,41117,수원시 영통구, ,이의동,수원시 영통구,1351,0
2021, , , ,29900.0,26,5,2021, , ,62.33,11,580-2,건우까사미2차,41111,수원시 장안구, ,파장동,수원시 장안구,580,2
2021, , , ,29900.0,20,5,2021, , ,62.33,10,580-2,건우까사미2차,41111,수원시 장안구, ,파장동,수원시 장안구,580,2
2020, , , ,30200.0,24,5,2021, , ,84.725,2,583-43,대경시실리,41111,수원시 장안구, ,파장동,수원시 장안구,583,43
2005, , , ,17500.0,26,5,2021, , ,58.42,10,285-2,SK HUB BLUE,41111,수원시 장안구, ,율전동,수원시 장안구,285,2
2019, , , ,25400.0,8,5,2021, , ,72.86,7,212-23,DM빌리지,41111,수원시 장안구, ,연무동,수원시 장안구,212,23
2003, , , ,9800.0,28,5,2021, , ,34.0,8,894,일호골든타워,41111,수원시 장안구, ,조원동,수원시 장안구,894,0
2021, , , ,30400.0,1,5,2021, , ,63.41,12,580-2,건우까사미2차,41111,수원시 장안구, ,파장동,수원시 장안구,580,2
1989, , , ,8000.0,24,5,2021, , ,42.64,4,300,율전미주타운,41111,수원시 장안구, ,율전동,수원시 장안구,300,0
2006, , , ,23500.0,22,5,2021, , ,59.99,2,514,수원로얄팰리스,41111,수원시 장안구, ,송죽동,수원시 장안구,514,0
2005, , , ,18500.0,3,5,2021, , ,58.42,17,285-2,SK HUB BLUE,41111,수원시 장안구, ,율전동,수원시 장안구,285,2
2004, , , ,17900.0,25,5,2021, , ,68.08,7,1011-10,올림픽공원대우미래사랑102동,41113,수원시 권선구, ,권선동,수원시 권선구,1011,10
2006, , , ,22500.0,27,5,2021, , ,87.06,12,1013-4,한라비발디파크,41113,수원시 권선구, ,권선동,수원시 권선구,1013,4
2020, , , ,36850.0,27,5,2021, , ,84.73,5,1120-9,(1120-9),41113,수원시 권선구, ,세류동,수원시 권선구,1120,9
2020, , , ,36700.0,27,5,2021, , ,84.73,6,1120-9,(1120-9),41113,수원시 권선구, ,세류동,수원시 권선구,1120,9
2020, , , ,36950.0,27,5,2021, , ,84.92,6,1120-9,(1120-9),41113,수원시 권선구, ,세류동,수원시 권선구,1120,9
2020, , , ,37000.0,27,5,2021, , ,84.73,7,1120-9,(1120-9),41113,수원시 권선구, ,세류동,수원시 권선구,1120,9
2020, , , ,37100.0,27,5,2021, , ,84.92,7,1120-9,(1120-9),41113,수원시 권선구, ,세류동,수원시 권선구,1120,9
2020, , , ,37000.0,27,5,2021, , ,84.73,8,1120-9,(1120-9),41113,수원시 권선구, ,세류동,수원시 권선구,1120,9
2020, , , ,37100.0,27,5,2021, , ,84.92,8,1120-9,(1120-9),41113,수원시 권선구, ,세류동,수원시 권선구,1120,9
2004, , , ,7900.0,26,5,2021, , ,23.6,7,1023-2,이오스 오피스텔,41113,수원시 권선구, ,권선동,수원시 권선구,1023,2
2004, , , ,18700.0,10,5,2021, , ,68.08,11,1011-10,올림픽공원대우미래사랑102동,41113,수원시 권선구, ,권선동,수원시 권선구,1011,10
2004, , , ,7400.0,22,5,2021, , ,23.6,11,1023-2,이오스 오피스텔,41113,수원시 권선구, ,권선동,수원시 권선구,1023,2
2004, , , ,10000.0,23,5,2021, , ,32.91,4,1013-1,세종그랑시아,41113,수원시 권선구, ,권선동,수원시 권선구,1013,1
2006, , , ,11000.0,13,5,2021, , ,36.1,3,1013-4,한라비발디파크,41113,수원시 권선구, ,권선동,수원시 권선구,1013,4
2005, , , ,8000.0,27,5,2021, , ,30.98,12,1010-1,청광 노블하임,41113,수원시 권선구, ,권선동,수원시 권선구,1010,1
2004, , , ,11900.0,27,5,2021, , ,32.7,5,1013-1,세종그랑시아,41113,수원시 권선구, ,권선동,수원시 권선구,1013,1
2004, , , ,22250.0,24,5,2021, , ,71.61,5,1011-10,올림픽공원대우미래사랑102동,41113,수원시 권선구, ,권선동,수원시 권선구,1011,10
2006, , , ,23000.0,22,5,2021, , ,71.27,5,1013-4,한라비발디파크,41113,수원시 권선구, ,권선동,수원시 권선구,1013,4
2005, , , ,9000.0,21,5,2021, , ,30.98,11,1010-1,청광 노블하임,41113,수원시 권선구, ,권선동,수원시 권선구,1010,1
2017, , , ,16400.0,24,5,2021, , ,47.61,5,1113-5,로얄팰리스,41113,수원시 권선구, ,금곡동,수원시 권선구,1113,5
2018, , , ,11000.0,21,5,2021, , ,21.4,3,1125-3,세종 헤르메스 오피스텔,41113,수원시 권선구, ,금곡동,수원시 권선구,1125,3
2006, , , ,22000.0,11,5,2021, , ,71.27,4,1013-4,한라비발디파크,41113,수원시 권선구, ,권선동,수원시 권선구,1013,4
2004, , , ,7300.0,11,5,2021, , ,23.6,10,1023-2,이오스 오피스텔,41113,수원시 권선구, ,권선동,수원시 권선구,1023,2
2004, , , ,22500.0,7,5,2021, , ,71.61,12,1011-14,올림픽공원대우미래사랑 101동,41113,수원시 권선구, ,권선동,수원시 권선구,1011,14
2004, , , ,18100.0,7,5,2021, , ,58.55,3,1011-14,올림픽공원대우미래사랑 101동,41113,수원시 권선구, ,권선동,수원시 권선구,1011,14
2004, , , ,15250.0,7,5,2021, , ,42.8,13,1013-1,세종그랑시아,41113,수원시 권선구, ,권선동,수원시 권선구,1013,1
2006, , , ,23850.0,7,5,2021, , ,87.06,10,1013-4,한라비발디파크,41113,수원시 권선구, ,권선동,수원시 권선구,1013,4
2004, , , ,8500.0,8,5,2021, , ,31.2,4,1023-2,이오스 오피스텔,41113,수원시 권선구, ,권선동,수원시 권선구,1023,2
2004, , , ,18400.0,8,5,2021, , ,68.08,9,1011-10,올림픽공원대우미래사랑102동,41113,수원시 권선구, ,권선동,수원시 권선구,1011,10
2004, , , ,15500.0,7,5,2021, , ,58.55,2,1011-14,올림픽공원대우미래사랑 101동,41113,수원시 권선구, ,권선동,수원시 권선구,1011,14
2004, , , ,9500.0,1,5,2021, , ,29.17,8,1013-1,세종그랑시아,41113,수원시 권선구, ,권선동,수원시 권선구,1013,1
2004, , , ,11000.0,4,5,2021, , ,32.7,3,1013-1,세종그랑시아,41113,수원시 권선구, ,권선동,수원시 권선구,1013,1
2004, , , ,13800.0,27,5,2021, , ,47.88,4,1131-1,마이홈 오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구,1131,1
2004, , , ,6900.0,26,5,2021, , ,25.27,6,1016-2,현대하이엘,41115,수원시 팔달구, ,인계동,수원시 팔달구,1016,2
2003, , , ,8000.0,17,5,2021, , ,35.72,7,92-1,블루하우스,41115,수원시 팔달구, ,우만동,수원시 팔달구,92,1
2003, , , ,7900.0,22,5,2021, , ,30.62,7,1135-1,벨로시티,41115,수원시 팔달구, ,인계동,수원시 팔달구,1135,1
2006, , , ,12500.0,28,5,2021, , ,44.44,14,11-9,세진브론즈빌,41115,수원시 팔달구, ,매산로1가,수원시 팔달구,11,9
2003, , , ,12300.0,15,5,2021, , ,62.31,5,743-21,삼라오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구,743,21
2006, , , ,38500.0,24,5,2021, , ,107.92,8,1116-5,인계동 삼환 아르누보파크,41115,수원시 팔달구, ,인계동,수원시 팔달구,1116,5
2006, , , ,25000.0,28,5,2021, , ,89.009,14,206,한라시그마팰리스,41115,수원시 팔달구, ,인계동,수원시 팔달구,206,0
2006, , , ,39000.0,20,5,2021, , ,107.92,5,1116-5,인계동 삼환 아르누보파크,41115,수원시 팔달구, ,인계동,수원시 팔달구,1116,5
2004, , , ,15300.0,20,5,2021, , ,60.06,5,1131-1,마이홈 오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구,1131,1
2008, , , ,22900.0,11,5,2021, , ,81.496,5,1114-9,(1114-9),41115,수원시 팔달구, ,인계동,수원시 팔달구,1114,9
2006, , , ,46700.0,6,5,2021, , ,122.91,5,1116-5,인계동 삼환 아르누보파크,41115,수원시 팔달구, ,인계동,수원시 팔달구,1116,5
2005, ,21.06.11,O,12000.0,5,5,2021, , ,53.75,15,1134-9,트윈파크비동,41115,수원시 팔달구, ,인계동,수원시 팔달구,1134,9
2008, , , ,30000.0,22,5,2021, , ,97.23,10,1116-4,한화 꿈에그린 효원 102동,41115,수원시 팔달구, ,인계동,수원시 팔달구,1116,4
2006, , , ,12500.0,27,5,2021, , ,55.4,3,40-3,대주파크빌,41115,수원시 팔달구, ,매산로2가,수원시 팔달구,40,3
2005, , , ,12000.0,18,5,2021, , ,39.53,5,1046-13,에스팝타워,41115,수원시 팔달구, ,인계동,수원시 팔달구,1046,13
2005, , , ,19000.0,10,5,2021, , ,72.45,18,1134-4,트윈파크에이동,41115,수원시 팔달구, ,인계동,수원시 팔달구,1134,4
2005, , , ,12000.0,22,5,2021, , ,53.75,11,1134-9,트윈파크비동,41115,수원시 팔달구, ,인계동,수원시 팔달구,1134,9
2019, , , ,24500.0,26,5,2021, , ,51.87,9,954-1,다원캐슬,41115,수원시 팔달구, ,인계동,수원시 팔달구,954,1
2019, , , ,26000.0,26,5,2021, , ,57.4,9,954-1,다원캐슬,41115,수원시 팔달구, ,인계동,수원시 팔달구,954,1
2019, , , ,24000.0,26,5,2021, , ,51.95,9,954-1,다원캐슬,41115,수원시 팔달구, ,인계동,수원시 팔달구,954,1
2019, , , ,26000.0,26,5,2021, , ,57.4,8,954-1,다원캐슬,41115,수원시 팔달구, ,인계동,수원시 팔달구,954,1
2019, , , ,24500.0,26,5,2021, , ,51.95,8,954-1,다원캐슬,41115,수원시 팔달구, ,인계동,수원시 팔달구,954,1
2019, , , ,26000.0,26,5,2021, , ,57.4,7,954-1,다원캐슬,41115,수원시 팔달구, ,인계동,수원시 팔달구,954,1
2019, , , ,26000.0,26,5,2021, , ,57.4,6,954-1,다원캐슬,41115,수원시 팔달구, ,인계동,수원시 팔달구,954,1
2019, , , ,24000.0,26,5,2021, , ,51.95,4,954-1,다원캐슬,41115,수원시 팔달구, ,인계동,수원시 팔달구,954,1
2007, , , ,25500.0,28,5,2021, , ,98.06,17,1134-3,동양파라곤 1단지,41115,수원시 팔달구, ,인계동,수원시 팔달구,1134,3
2004, , , ,6800.0,17,5,2021, , ,26.3185,6,1016-2,현대하이엘,41115,수원시 팔달구, ,인계동,수원시 팔달구,1016,2
2005, , , ,6700.0,22,5,2021, , ,27.19,11,40-1,동인트루빌3오피스텔,41115,수원시 팔달구, ,매산로2가,수원시 팔달구,40,1
2004, , , ,4300.0,26,5,2021, , ,19.14,3,1036-6,인계 오피앙 오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구,1036,6
2004, , , ,6300.0,13,5,2021, , ,25.27,4,1016-2,현대하이엘,41115,수원시 팔달구, ,인계동,수원시 팔달구,1016,2
2004, , , ,8300.0,24,5,2021, , ,29.76,11,1135-8,삼부르네상스오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구,1135,8
2004, , , ,8500.0,25,5,2021, , ,25.956,5,1119,인계샤르망오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구,1119,0
2010, , , ,8000.0,25,5,2021, , ,28.4,3,1034-3,드라마시티,41115,수원시 팔달구, ,인계동,수원시 팔달구,1034,3
2006, , , ,18000.0,7,5,2021, , ,87.02,7,40-3,대주파크빌,41115,수원시 팔달구, ,매산로2가,수원시 팔달구,40,3
2004, , , ,6300.0,19,5,2021, , ,22.387,12,1119,인계샤르망오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구,1119,0
2008, , , ,21000.0,12,5,2021, , ,83.738,8,1114-9,(1114-9),41115,수원시 팔달구, ,인계동,수원시 팔달구,1114,9
2005, , , ,16000.0,8,5,2021, , ,66.15,18,1134-9,트윈파크비동,41115,수원시 팔달구, ,인계동,수원시 팔달구,1134,9
2006, , , ,28000.0,15,5,2021, , ,112.315,5,206,한라시그마팰리스,41115,수원시 팔달구, ,인계동,수원시 팔달구,206,0
2003, , , ,8000.0,13,5,2021, , ,30.46,14,1135-1,벨로시티,41115,수원시 팔달구, ,인계동,수원시 팔달구,1135,1
2003, , , ,8000.0,13,5,2021, , ,32.43,15,1135-1,벨로시티,41115,수원시 팔달구, ,인계동,수원시 팔달구,1135,1
2008, , , ,21400.0,17,5,2021, , ,83.738,7,1114-9,(1114-9),41115,수원시 팔달구, ,인계동,수원시 팔달구,1114,9
2005, , , ,22000.0,5,5,2021, , ,65.62,11,1046-13,에스팝타워,41115,수원시 팔달구, ,인계동,수원시 팔달구,1046,13
2005, , , ,18500.0,11,5,2021, , ,72.45,5,1134-4,트윈파크에이동,41115,수원시 팔달구, ,인계동,수원시 팔달구,1134,4
2004, , , ,8500.0,15,5,2021, , ,25.956,8,1119,인계샤르망오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구,1119,0
2003, , , ,11500.0,10,5,2021, , ,52.86,7,743-21,삼라오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구,743,21
2003, , , ,11500.0,15,5,2021, , ,62.31,3,743-21,삼라오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구,743,21
2003, , , ,11500.0,15,5,2021, , ,52.86,6,743-21,삼라오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구,743,21
2004, , , ,5300.0,14,5,2021, , ,19.14,15,1036-6,인계 오피앙 오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구,1036,6
2005, , , ,6500.0,11,5,2021, , ,27.19,7,40-1,동인트루빌3오피스텔,41115,수원시 팔달구, ,매산로2가,수원시 팔달구,40,1
 , ,21.05.11,O,22200.0,3,5,2021, , ,75.73,10,41-1,(41-1),41115,수원시 팔달구, ,구천동,수원시 팔달구,41,1
2005, ,21.07.22,O,21800.0,4,5,2021, , ,72.45,15,1134-4,트윈파크에이동,41115,수원시 팔달구, ,인계동,수원시 팔달구,1134,4
2004, , , ,5000.0,6,5,2021, , ,19.14,6,1036-6,인계 오피앙 오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구,1036,6
2005, , , ,11960.0,1,5,2021, , ,43.47,12,1134-9,트윈파크비동,41115,수원시 팔달구, ,인계동,수원시 팔달구,1134,9
2018, , , ,26000.0,4,5,2021, , ,42.84,8,1118-10,골든펠리체,41115,수원시 팔달구, ,인계동,수원시 팔달구,1118,10
2010, , , ,9000.0,3,5,2021, , ,27.8,6,1034-3,드라마시티,41115,수원시 팔달구, ,인계동,수원시 팔달구,1034,3
2015, , , ,31800.0,7,5,2021, , ,34.06,14,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구,1338,0
2015, , , ,20100.0,27,5,2021, , ,29.09,5,1332,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구, ,이의동,수원시 영통구,1332,0
2013, ,21.06.23,O,13050.0,24,5,2021, , ,24.2753,8,1351-2,광교 코아루에스,41117,수원시 영통구, ,이의동,수원시 영통구,1351,2
2021, , , ,33952.0,24,5,2021, , ,35.19,4,1348,광교중앙역 SK VIEW,41117,수원시 영통구, ,이의동,수원시 영통구,1348,0
2013, , , ,27000.0,21,5,2021, , ,43.6171,8,1351-2,광교 코아루에스,41117,수원시 영통구, ,이의동,수원시 영통구,1351,2
2014, , , ,14200.0,28,5,2021, , ,24.97,10,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구,1352,0
2018, , , ,42000.0,28,5,2021, , ,38.65,16,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구,1336,1
2015, , , ,14500.0,29,5,2021, , ,22.99,10,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구,1338,0
2015, , , ,14000.0,26,5,2021, , ,24.11,4,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구,1338,0
2020, , , ,78400.0,28,5,2021, , ,83.4309,16,1336,힐스테이트 광교중앙역,41117,수원시 영통구, ,이의동,수원시 영통구,1336,0
2014, , , ,14800.0,29,5,2021, , ,24.97,6,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구,1352,0
2005, , , ,15500.0,19,5,2021, , ,56.76,6,318-2,신동아파라디움오피스텔,41117,수원시 영통구, ,원천동,수원시 영통구,318,2
2005, , , ,18700.0,18,5,2021, , ,61.71,13,318-2,신동아파라디움오피스텔,41117,수원시 영통구, ,원천동,수원시 영통구,318,2
2018, , , ,13300.0,14,5,2021, , ,20.43,7,1351-6,광교유니코어,41117,수원시 영통구, ,이의동,수원시 영통구,1351,6
2015, , , ,25500.0,11,5,2021, , ,31.17,11,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구,1338,0
 , , , ,120000.0,31,5,2021, , ,84.99,34,1019,광교 더샵 레이크파크,41117,수원시 영통구, ,하동,수원시 영통구,1019,0
2015, , , ,32000.0,12,5,2021, , ,34.06,17,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구,1338,0
2016, , , ,42000.0,26,5,2021, , ,59.942,5,1256,장안프라임 광교,41117,수원시 영통구, ,이의동,수원시 영통구,1256,0
2015, , , ,86000.0,24,5,2021, , ,84.83,20,1014,광교 힐스테이트 레이크,41117,수원시 영통구, ,하동,수원시 영통구,1014,0
2014, , , ,15800.0,19,5,2021, , ,24.97,9,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구,1352,0
2018, , , ,17000.0,20,5,2021, , ,21.58,17,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구,1336,1
2018, , , ,16300.0,22,5,2021, , ,21.58,15,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구,1336,1
2013, , , ,25900.0,18,5,2021, , ,43.6171,12,1351-2,광교 코아루에스,41117,수원시 영통구, ,이의동,수원시 영통구,1351,2
2014, , , ,15000.0,29,5,2021, , ,24.97,6,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구,1352,0
2014, , , ,14700.0,26,5,2021, , ,24.97,7,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구,1352,0
2014, , , ,15000.0,27,5,2021, , ,24.97,9,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구,1352,0
2015, , , ,14500.0,25,5,2021, , ,23.131,8,1331,광교 푸르지오 월드마크,41117,수원시 영통구, ,이의동,수원시 영통구,1331,0
2015, , , ,14700.0,25,5,2021, , ,24.11,12,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구,1338,0
2018, ,21.06.07,O,17500.0,3,5,2021, , ,22.83,9,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구,1336,1
2015, , , ,30500.0,19,5,2021, , ,36.69,10,1331,광교 푸르지오 월드마크,41117,수원시 영통구, ,이의동,수원시 영통구,1331,0
2017, , , ,28300.0,2,5,2021, , ,39.9075,7,1255-2,테라스힐2,41117,수원시 영통구, ,이의동,수원시 영통구,1255,2
2018, , , ,47500.0,29,5,2021, , ,41.0865,2,1021,힐스테이트 광교,41117,수원시 영통구, ,하동,수원시 영통구,1021,0
2015, , , ,14800.0,21,5,2021, , ,24.11,10,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구,1338,0
2018, , , ,51500.0,26,5,2021, , ,41.0865,11,1021,힐스테이트 광교,41117,수원시 영통구, ,하동,수원시 영통구,1021,0
2018, , , ,31500.0,28,5,2021, , ,41.47,15,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구,1336,1
2015, , , ,20400.0,31,5,2021, , ,29.96,8,1332,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구, ,이의동,수원시 영통구,1332,0
2000, , , ,7500.0,28,5,2021, , ,28.72,16,958-2,훼미리타워,41117,수원시 영통구, ,영통동,수원시 영통구,958,2
2015, , , ,26500.0,1,5,2021, , ,32.849,11,1332,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구, ,이의동,수원시 영통구,1332,0
2015, , , ,20000.0,28,5,2021, , ,29.96,9,1332,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구, ,이의동,수원시 영통구,1332,0
2003, , , ,5200.0,27,5,2021, , ,24.42,2,947-8,Y.T오피스텔,41117,수원시 영통구, ,영통동,수원시 영통구,947,8
2018, , , ,104500.0,27,5,2021, , ,77.5648,2,1021,힐스테이트 광교,41117,수원시 영통구, ,하동,수원시 영통구,1021,0
2017, , , ,15000.0,7,5,2021, , ,26.0811,10,1012-1,영통역아이파크,41117,수원시 영통구, ,영통동,수원시 영통구,1012,1
2017, , , ,15500.0,12,5,2021, , ,26.0811,11,1012-1,영통역아이파크,41117,수원시 영통구, ,영통동,수원시 영통구,1012,1
2015, , , ,80500.0,8,5,2021, , ,84.83,11,1014,광교 힐스테이트 레이크,41117,수원시 영통구, ,하동,수원시 영통구,1014,0
 , ,21.05.28,O,44400.0,27,5,2021, , ,48.61,6,1019,광교 더샵 레이크파크,41117,수원시 영통구, ,하동,수원시 영통구,1019,0
2014, , , ,39500.0,25,5,2021, , ,46.91,1,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구,1352,0
2014, , , ,13000.0,27,5,2021, , ,22.5095,14,1351,광교 경동 해피리움,41117,수원시 영통구, ,이의동,수원시 영통구,1351,0
2014, , , ,14300.0,6,5,2021, , ,24.97,15,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구,1352,0
2018, , , ,17413.0,26,5,2021, , ,21.58,19,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구,1336,1
2006, , , ,31500.0,24,5,2021, , ,97.13,8,945-2,수원영통리슈빌스카이오피스텔,41117,수원시 영통구, ,영통동,수원시 영통구,945,2
2014, , , ,12350.0,24,5,2021, , ,19.363,7,1349,광교 더로프트,41117,수원시 영통구, ,이의동,수원시 영통구,1349,0
2014, , , ,11534.0,24,5,2021, , ,18.083,8,1349,광교 더로프트,41117,수원시 영통구, ,이의동,수원시 영통구,1349,0
2014, , , ,11534.0,24,5,2021, , ,18.083,7,1349,광교 더로프트,41117,수원시 영통구, ,이의동,수원시 영통구,1349,0
2006, , , ,27700.0,18,5,2021, , ,97.13,6,945-2,수원영통리슈빌스카이오피스텔,41117,수원시 영통구, ,영통동,수원시 영통구,945,2
2020, , , ,57000.0,22,5,2021, , ,59.35,12,1336,힐스테이트 광교중앙역,41117,수원시 영통구, ,이의동,수원시 영통구,1336,0
2015, , , ,15500.0,21,5,2021, , ,24.11,7,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구,1338,0
2018, , , ,16800.0,24,5,2021, , ,22.83,18,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구,1336,1
2020, , , ,17300.0,22,5,2021, , ,21.4187,11,1336,힐스테이트 광교중앙역,41117,수원시 영통구, ,이의동,수원시 영통구,1336,0
2015, , , ,21000.0,21,5,2021, , ,29.96,7,1332,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구, ,이의동,수원시 영통구,1332,0
2015, , , ,24400.0,24,5,2021, , ,35.015,7,1332,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구, ,이의동,수원시 영통구,1332,0
2018, , , ,13000.0,22,5,2021, , ,20.43,8,1351-6,광교유니코어,41117,수원시 영통구, ,이의동,수원시 영통구,1351,6
2015, , , ,15000.0,21,5,2021, , ,24.11,10,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구,1338,0
2015, , , ,86000.0,14,5,2021, , ,84.83,22,1014,광교 힐스테이트 레이크,41117,수원시 영통구, ,하동,수원시 영통구,1014,0
2020, , , ,59500.0,19,5,2021, , ,59.2676,17,1336,힐스테이트 광교중앙역,41117,수원시 영통구, ,이의동,수원시 영통구,1336,0
2015, , , ,30000.0,12,5,2021, , ,42.28,17,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구,1338,0
2006, , , ,31000.0,4,5,2021, , ,97.13,11,945-2,수원영통리슈빌스카이오피스텔,41117,수원시 영통구, ,영통동,수원시 영통구,945,2
2016, , , ,26800.0,20,5,2021, , ,40.3931,8,1256-1,테라스힐,41117,수원시 영통구, ,이의동,수원시 영통구,1256,1
2016, ,21.09.15,O,26800.0,20,5,2021, , ,40.3931,5,1256-1,테라스힐,41117,수원시 영통구, ,이의동,수원시 영통구,1256,1
2015, , , ,15000.0,20,5,2021, , ,22.62,5,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구,1338,0
2018, , , ,17000.0,3,5,2021, , ,21.58,14,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구,1336,1
2013, , , ,12000.0,20,5,2021, , ,27.24,6,1348-2,광교하이니티,41117,수원시 영통구, ,이의동,수원시 영통구,1348,2
2014, , , ,12500.0,20,5,2021, , ,22.5095,10,1351,광교 경동 해피리움,41117,수원시 영통구, ,이의동,수원시 영통구,1351,0
2015, , , ,14000.0,8,5,2021, , ,22.62,5,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구,1338,0
2006, , , ,29000.0,14,5,2021, , ,91.0484,5,296-6,수원영통 아크로파크,41117,수원시 영통구, ,원천동,수원시 영통구,296,6
2016, , , ,39000.0,1,5,2021, , ,59.703,7,1256,장안프라임 광교,41117,수원시 영통구, ,이의동,수원시 영통구,1256,0
2015, , , ,80000.0,19,5,2021, , ,84.68,14,1014,광교 힐스테이트 레이크,41117,수원시 영통구, ,하동,수원시 영통구,1014,0
2014, , , ,14500.0,19,5,2021, , ,24.97,8,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구,1352,0
2016, , , ,27500.0,1,5,2021, , ,44.636,10,1256,장안프라임 광교,41117,수원시 영통구, ,이의동,수원시 영통구,1256,0
2017, , , ,27000.0,1,5,2021, , ,39.9075,6,1255-2,테라스힐2,41117,수원시 영통구, ,이의동,수원시 영통구,1255,2
2018, , , ,62500.0,5,5,2021, , ,53.7368,5,1021,힐스테이트 광교,41117,수원시 영통구, ,하동,수원시 영통구,1021,0
2019, , , ,68000.0,15,5,2021, , ,74.973,2,589,광교중흥에스클래스,41117,수원시 영통구, ,원천동,수원시 영통구,589,0
 , , , ,88000.0,17,5,2021, , ,83.6622,25,604,광교 더샵,41117,수원시 영통구, ,원천동,수원시 영통구,604,0
2018, , , ,39900.0,14,5,2021, , ,39.16,17,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구,1336,1
2015, , , ,14900.0,11,5,2021, , ,23.74,14,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구,1338,0
2014, , , ,10621.0,17,5,2021, , ,16.803,8,1349,광교 더로프트,41117,수원시 영통구, ,이의동,수원시 영통구,1349,0
2014, , , ,13166.0,17,5,2021, , ,20.643,7,1349,광교 더로프트,41117,수원시 영통구, ,이의동,수원시 영통구,1349,0
2014, , , ,11534.0,17,5,2021, , ,18.083,6,1349,광교 더로프트,41117,수원시 영통구, ,이의동,수원시 영통구,1349,0
2015, , , ,28200.0,17,5,2021, , ,37.039,5,1331,광교 푸르지오 월드마크,41117,수원시 영통구, ,이의동,수원시 영통구,1331,0
2003, , , ,9400.0,15,5,2021, , ,31.28,10,1024-14,경희유니빌,41117,수원시 영통구, ,영통동,수원시 영통구,1024,14
2015, ,21.05.17,O,14900.0,11,5,2021, , ,24.11,4,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구,1338,0
