Unnamed: 0,dealAmount,deposit,전세가율,buildYear,excluUseAr,floor,jibun,mhouseNm,sggCd,지역구명.x,umdNm.x,편차,전용면적_그룹,평균 전세가율
792,8200,1000,12.19512195,1987,34.02,2,515-3,신곡(515-3),41113,수원시 권선구,세류동,-45.56173209,중형,57.75685404
793,9200,6500,70.65217391,1987,34.56,3,484-16,삼호빌라(B),41113,수원시 권선구,세류동,12.89531987,중형,57.75685404
794,9200,6200,67.39130435,1987,34.56,3,484-16,삼호빌라(B),41113,수원시 권선구,세류동,9.634450313,중형,57.75685404
795,9200,800,8.695652174,1987,34.56,3,484-16,삼호빌라(B),41113,수원시 권선구,세류동,-49.06120186,중형,57.75685404
796,9200,6300,68.47826087,1987,34.56,3,484-16,삼호빌라(B),41113,수원시 권선구,세류동,10.72140683,중형,57.75685404
797,5600,500,8.928571429,1987,35.28,-1,738-26,형우빌라(738-26),41111,수원시 장안구,조원동,-55.4805661,중형,64.40913753
798,5600,5000,89.28571429,1987,35.28,-1,738-26,형우빌라(738-26),41111,수원시 장안구,조원동,24.87657676,중형,64.40913753
799,7200,500,6.944444444,1987,35.37,2,178-32,(178-32),41111,수원시 장안구,연무동,-43.12933971,중형,50.07378415
800,5500,500,9.090909091,1987,35.88,-1,738-26,형우빌라(738-26),41111,수원시 장안구,조원동,-55.31822844,중형,64.40913753
801,7900,5500,69.62025316,1987,38.36,1,1143-2,성진빌라,41113,수원시 권선구,세류동,11.86339912,중형,57.75685404
802,8500,4000,47.05882353,1987,38.36,2,1143-2,성진빌라,41113,수원시 권선구,세류동,-10.69803051,중형,57.75685404
803,8500,800,9.411764706,1987,38.36,2,1143-2,성진빌라,41113,수원시 권선구,세류동,-48.34508933,중형,57.75685404
804,4275,3500,81.87134503,1987,38.76,-1,730-4,송원빌라,41111,수원시 장안구,조원동,17.4622075,중형,64.40913753
805,10500,5000,47.61904762,1987,38.88,3,121-8,우정주택D동,41113,수원시 권선구,서둔동,-7.483632262,중형,55.10267988
806,10500,300,2.857142857,1987,38.88,3,121-8,우정주택D동,41113,수원시 권선구,서둔동,-52.24553702,중형,55.10267988
807,18800,7000,37.23404255,1987,38.88,1,415-4,"금산연립A,B동",41113,수원시 권선구,입북동,-6.171315931,중형,43.40535848
808,18800,10000,53.19148936,1987,38.88,1,415-4,"금산연립A,B동",41113,수원시 권선구,입북동,9.786130879,중형,43.40535848
809,17500,500,2.857142857,1987,38.88,2,415-4,"금산연립A,B동",41113,수원시 권선구,입북동,-40.54821562,중형,43.40535848
810,9470,6400,67.58183738,1987,39.9,3,890-142,청송다세대,41113,수원시 권선구,고색동,0.949410561,중형,66.63242682
811,9470,8000,84.47729673,1987,39.9,3,890-142,청송다세대,41113,수원시 권선구,고색동,17.84486991,중형,66.63242682
812,4900,4500,91.83673469,1987,40.36,-1,108-7,성원주택(가동),41111,수원시 장안구,송죽동,24.58090652,중형,67.25582817
813,10000,6000,60,1987,40.54,1,73-14,(73-14),41111,수원시 장안구,정자동,-6.367754222,중형,66.36775422
814,10000,8000,80,1987,40.54,1,73-14,(73-14),41111,수원시 장안구,정자동,13.63224578,중형,66.36775422
815,9000,7000,77.77777778,1987,40.59,2,108-7,성원주택(가동),41111,수원시 장안구,송죽동,10.52194961,중형,67.25582817
816,8300,9000,108.4337349,1987,41.76,2,1089-12,(1089-12),41113,수원시 권선구,세류동,50.67688086,중형,57.75685404
817,20000,13000,65,1987,42.27,2,479-14,동성빌라나동,41115,수원시 팔달구,우만동,0.948501343,중형,64.05149866
818,19300,9000,46.63212435,1987,42.27,3,479-14,동성빌라나동,41115,수원시 팔달구,우만동,-17.41937431,중형,64.05149866
819,5700,4000,70.1754386,1987,42.42,-1,751-15,서울주택,41111,수원시 장안구,조원동,5.766301072,중형,64.40913753
820,12800,4000,31.25,1987,42.54,1,1138-5,로얄빌라(1138-5),41113,수원시 권선구,세류동,-26.50685404,중형,57.75685404
821,12800,8000,62.5,1987,42.54,1,1138-5,로얄빌라(1138-5),41113,수원시 권선구,세류동,4.743145963,중형,57.75685404
822,11000,11000,100,1987,42.66,1,1108-27,대우빌라9동,41113,수원시 권선구,세류동,42.24314596,중형,57.75685404
823,7000,10000,142.8571429,1987,42.66,3,1108-8,대우빌라7동,41113,수원시 권선구,세류동,85.10028886,중형,57.75685404
824,10033.33333,6500,64.78405316,1987,42.72,3,1138-5,로얄빌라(1138-5),41113,수원시 권선구,세류동,7.027199123,중형,57.75685404
825,5500,500,9.090909091,1987,42.72,-1,738-7,형우빌라(738-7),41111,수원시 장안구,조원동,-55.31822844,중형,64.40913753
826,9500,1000,10.52631579,1987,43.8,1,1138-10,로얄빌라(1138-10),41113,수원시 권선구,세류동,-47.23053825,중형,57.75685404
827,9500,500,5.263157895,1987,43.8,1,1138-10,로얄빌라(1138-10),41113,수원시 권선구,세류동,-52.49369614,중형,57.75685404
828,10250,3000,29.26829268,1987,43.8,1,1138-8,로얄빌라(1138-8),41113,수원시 권선구,세류동,-28.48856136,중형,57.75685404
829,10250,7000,68.29268293,1987,43.8,1,1138-8,로얄빌라(1138-8),41113,수원시 권선구,세류동,10.53582889,중형,57.75685404
830,4100,500,12.19512195,1987,44.46,-1,1084-2,미람,41113,수원시 권선구,세류동,-45.56173209,중형,57.75685404
831,10000,8000,80,1987,44.55,3,1115-13,대우주택(다),41113,수원시 권선구,세류동,22.24314596,중형,57.75685404
832,10000,3500,35,1987,44.55,3,1115-13,대우주택(다),41113,수원시 권선구,세류동,-22.75685404,중형,57.75685404
833,4000,8000,200,1987,44.55,3,1115-13,대우주택(다),41113,수원시 권선구,세류동,142.243146,중형,57.75685404
834,4000,3500,87.5,1987,44.55,3,1115-13,대우주택(다),41113,수원시 권선구,세류동,29.74314596,중형,57.75685404
835,9800,8000,81.63265306,1987,44.55,3,1115-15,대우주택(가),41113,수원시 권선구,세류동,23.87579902,중형,57.75685404
836,5900,4000,67.79661017,1987,45.87,-1,996-5,제일주택,41113,수원시 권선구,권선동,14.47287575,중형,53.32373442
837,11000,2000,18.18181818,1987,46.75,2,219-8,복빌라(나동),41111,수원시 장안구,연무동,-31.89196597,중형,50.07378415
838,11300,7735,68.45132743,1987,46.8,-1,645-25,장미타운(A동),41111,수원시 장안구,조원동,4.042189902,중형,64.40913753
839,11300,8000,70.79646018,1987,46.8,-1,645-25,장미타운(A동),41111,수원시 장안구,조원동,6.387322652,중형,64.40913753
840,10466.66667,8500,81.21019108,1987,47.16,3,526-2,삼호빌라(526-2),41111,수원시 장안구,조원동,16.80105355,중형,64.40913753
841,9400,6900,73.40425532,1987,47.43,3,121-8,우정주택D동,41113,수원시 권선구,서둔동,18.30157544,중형,55.10267988
842,8000,8400,105,1987,47.79,3,07월 20일,정일주택가동,41115,수원시 팔달구,고등동,38.36825146,중형,66.63174854
843,9500,10000,105.2631579,1987,49.14,2,645-80,장미타운(C동),41111,수원시 장안구,조원동,40.85402037,중형,64.40913753
844,9500,9000,94.73684211,1987,49.14,2,645-80,장미타운(C동),41111,수원시 장안구,조원동,30.32770458,중형,64.40913753
845,10500,7500,71.42857143,1987,49.61,2,155-6,다세대(155-6),41113,수원시 권선구,서둔동,16.32589155,중형,55.10267988
846,16100,11100,68.94409938,1987,53.28,4,1153,궁전(1153-0),41113,수원시 권선구,세류동,11.18724534,중형,57.75685404
847,16100,12300,76.39751553,1987,53.28,4,1153,궁전(1153-0),41113,수원시 권선구,세류동,18.64066149,중형,57.75685404
848,25200,11100,44.04761905,1987,53.28,4,1153,궁전(1153-0),41113,수원시 권선구,세류동,-13.70923499,중형,57.75685404
849,25200,12300,48.80952381,1987,53.28,4,1153,궁전(1153-0),41113,수원시 권선구,세류동,-8.947330227,중형,57.75685404
850,12800,3500,27.34375,1987,54.9,2,770-4,초원빌라(B동),41111,수원시 장안구,조원동,-37.06538753,중형,64.40913753
851,12800,11000,85.9375,1987,54.9,2,770-4,초원빌라(B동),41111,수원시 장안구,조원동,21.52836247,중형,64.40913753
852,9800,1000,10.20408163,1987,63.06,3,285-9,청송빌라나동,41113,수원시 권선구,고색동,-51.42869909,대형,61.63278072
853,7500,7500,100,1988,33.97,-1,431-1,우성빌라(C동),41111,수원시 장안구,조원동,35.59086247,중형,64.40913753
854,8900,2000,22.47191011,1988,33.97,2,431-1,우성빌라(C동),41111,수원시 장안구,조원동,-41.93722742,중형,64.40913753
855,8900,1000,11.23595506,1988,34.5,2,1147-4,동진주택,41113,수원시 권선구,세류동,-46.52089898,중형,57.75685404
856,8500,500,5.882352941,1988,34.56,3,484-1,삼호빌라(A),41113,수원시 권선구,세류동,-51.8745011,중형,57.75685404
857,6400,4500,70.3125,1988,34.56,1,6-39,성진빌라A,41113,수원시 권선구,장지동,-1.534743998,중형,71.847244
858,6600,7000,106.0606061,1988,34.56,2,6-42,성진빌라B,41113,수원시 권선구,장지동,34.2133621,중형,71.847244
859,9700,7500,77.31958763,1988,35.37,1,758-10,부강주택(5동),41111,수원시 장안구,조원동,12.9104501,중형,64.40913753
860,9700,8000,82.4742268,1988,35.37,1,758-10,부강주택(5동),41111,수원시 장안구,조원동,18.06508927,중형,64.40913753
861,10266.66667,7700,75,1988,35.37,2,758-10,부강주택(5동),41111,수원시 장안구,조원동,10.59086247,중형,64.40913753
862,10266.66667,8500,82.79220779,1988,35.37,2,758-10,부강주택(5동),41111,수원시 장안구,조원동,18.38307026,중형,64.40913753
863,10266.66667,500,4.87012987,1988,35.37,2,758-10,부강주택(5동),41111,수원시 장안구,조원동,-59.53900766,중형,64.40913753
864,12800,7700,60.15625,1988,35.37,2,758-10,부강주택(5동),41111,수원시 장안구,조원동,-4.252887528,중형,64.40913753
865,12800,8500,66.40625,1988,35.37,2,758-10,부강주택(5동),41111,수원시 장안구,조원동,1.997112472,중형,64.40913753
866,12800,500,3.90625,1988,35.37,2,758-10,부강주택(5동),41111,수원시 장안구,조원동,-60.50288753,중형,64.40913753
867,23000,4000,17.39130435,1988,35.93,3,Apr-83,영화빌라3동,41111,수원시 장안구,영화동,-39.97948433,중형,57.37078868
868,34000,1000,2.941176471,1988,36.03,1,May-83,영화빌라5동,41111,수원시 장안구,영화동,-54.42961221,중형,57.37078868
869,8566.666667,6800,79.37743191,1988,36.4,1,396-19,효원빌라3동,41111,수원시 장안구,영화동,22.00664323,중형,57.37078868
870,12350,4000,32.38866397,1988,36.4,2,396-19,효원빌라3동,41111,수원시 장안구,영화동,-24.98212471,중형,57.37078868
871,12350,3000,24.29149798,1988,36.4,2,396-19,효원빌라3동,41111,수원시 장안구,영화동,-33.0792907,중형,57.37078868
872,7500,4000,53.33333333,1988,36.4,2,396-19,효원빌라3동,41111,수원시 장안구,영화동,-4.037455353,중형,57.37078868
873,7500,3000,40,1988,36.4,2,396-19,효원빌라3동,41111,수원시 장안구,영화동,-17.37078868,중형,57.37078868
874,11766.66667,8000,67.98866856,1988,38.28,1,758-6,부강,41111,수원시 장안구,조원동,3.579531032,중형,64.40913753
875,11766.66667,9180,78.01699717,1988,38.28,1,758-6,부강,41111,수원시 장안구,조원동,13.60785964,중형,64.40913753
876,13700,9500,69.34306569,1988,38.28,2,758-6,부강,41111,수원시 장안구,조원동,4.933928162,중형,64.40913753
877,13700,7900,57.66423358,1988,38.28,2,758-6,부강,41111,수원시 장안구,조원동,-6.744903948,중형,64.40913753
878,11900,9000,75.6302521,1988,38.64,3,Oct-88,삼보빌라(가동),41111,수원시 장안구,송죽동,8.374423926,중형,67.25582817
879,27687.5,500,1.805869074,1988,39.12,1,1147,미영,41113,수원시 권선구,세류동,-55.95098496,중형,57.75685404
880,27687.5,8000,28.89390519,1988,39.12,1,1147,미영,41113,수원시 권선구,세류동,-28.86294885,중형,57.75685404
881,27687.5,7000,25.28216704,1988,39.12,1,1147,미영,41113,수원시 권선구,세류동,-32.474687,중형,57.75685404
882,27687.5,1000,3.611738149,1988,39.12,1,1147,미영,41113,수원시 권선구,세류동,-54.14511589,중형,57.75685404
883,27687.5,13000,46.95259594,1988,39.12,1,1147,미영,41113,수원시 권선구,세류동,-10.8042581,중형,57.75685404
884,27687.5,800,2.889390519,1988,39.12,1,1147,미영,41113,수원시 권선구,세류동,-54.86746352,중형,57.75685404
885,27687.5,10000,36.11738149,1988,39.12,1,1147,미영,41113,수원시 권선구,세류동,-21.63947255,중형,57.75685404
886,27800,13000,46.76258993,1988,39.12,2,1147,미영,41113,수원시 권선구,세류동,-10.99426411,중형,57.75685404
887,27800,8500,30.57553957,1988,39.12,2,1147,미영,41113,수원시 권선구,세류동,-27.18131447,중형,57.75685404
888,27800,8400,30.21582734,1988,39.12,2,1147,미영,41113,수원시 권선구,세류동,-27.5410267,중형,57.75685404
889,27800,12000,43.16546763,1988,39.12,2,1147,미영,41113,수원시 권선구,세류동,-14.59138641,중형,57.75685404
890,27800,1000,3.597122302,1988,39.12,2,1147,미영,41113,수원시 권선구,세류동,-54.15973173,중형,57.75685404
891,27800,2000,7.194244604,1988,39.12,2,1147,미영,41113,수원시 권선구,세류동,-50.56260943,중형,57.75685404
892,27800,500,1.798561151,1988,39.12,2,1147,미영,41113,수원시 권선구,세류동,-55.95829289,중형,57.75685404
893,26620,1000,3.756574005,1988,39.12,3,1147,미영,41113,수원시 권선구,세류동,-54.00028003,중형,57.75685404
894,26620,500,1.878287002,1988,39.12,3,1147,미영,41113,수원시 권선구,세류동,-55.87856703,중형,57.75685404
895,26620,14000,52.59203606,1988,39.12,3,1147,미영,41113,수원시 권선구,세류동,-5.164817977,중형,57.75685404
896,26620,12500,46.95717506,1988,39.12,3,1147,미영,41113,수원시 권선구,세류동,-10.79967898,중형,57.75685404
897,26620,13000,48.83546206,1988,39.12,3,1147,미영,41113,수원시 권선구,세류동,-8.921391977,중형,57.75685404
898,26620,2000,7.513148009,1988,39.12,3,1147,미영,41113,수원시 권선구,세류동,-50.24370603,중형,57.75685404
899,26620,12000,45.07888805,1988,39.12,3,1147,미영,41113,수원시 권선구,세류동,-12.67796599,중형,57.75685404
900,26620,8000,30.05259204,1988,39.12,3,1147,미영,41113,수원시 권선구,세류동,-27.704262,중형,57.75685404
901,26620,11400,42.82494365,1988,39.12,3,1147,미영,41113,수원시 권선구,세류동,-14.93191039,중형,57.75685404
902,26908.33333,11000,40.87952927,1988,39.12,4,1147,미영,41113,수원시 권선구,세류동,-16.87732477,중형,57.75685404
903,26908.33333,10000,37.16320842,1988,39.12,4,1147,미영,41113,수원시 권선구,세류동,-20.59364562,중형,57.75685404
904,26908.33333,12000,44.59585011,1988,39.12,4,1147,미영,41113,수원시 권선구,세류동,-13.16100393,중형,57.75685404
905,26908.33333,4500,16.72344379,1988,39.12,4,1147,미영,41113,수원시 권선구,세류동,-41.03341025,중형,57.75685404
906,26908.33333,9000,33.44688758,1988,39.12,4,1147,미영,41113,수원시 권선구,세류동,-24.30996646,중형,57.75685404
907,26908.33333,500,1.858160421,1988,39.12,4,1147,미영,41113,수원시 권선구,세류동,-55.89869362,중형,57.75685404
908,26908.33333,8000,29.73056674,1988,39.12,4,1147,미영,41113,수원시 권선구,세류동,-28.0262873,중형,57.75685404
909,26908.33333,9371,34.82564261,1988,39.12,4,1147,미영,41113,수원시 권선구,세류동,-22.93121143,중형,57.75685404
910,26908.33333,8925,33.16816352,1988,39.12,4,1147,미영,41113,수원시 권선구,세류동,-24.58869052,중형,57.75685404
911,26908.33333,8100,30.10219882,1988,39.12,4,1147,미영,41113,수원시 권선구,세류동,-27.65465522,중형,57.75685404
912,26908.33333,13000,48.31217095,1988,39.12,4,1147,미영,41113,수원시 권선구,세류동,-9.444683087,중형,57.75685404
913,26908.33333,8500,31.58872716,1988,39.12,4,1147,미영,41113,수원시 권선구,세류동,-26.16812688,중형,57.75685404
914,26908.33333,1000,3.716320842,1988,39.12,4,1147,미영,41113,수원시 권선구,세류동,-54.04053319,중형,57.75685404
915,8850,8000,90.39548023,1988,39.61,3,108-1,성원주택(다동),41111,수원시 장안구,송죽동,23.13965206,중형,67.25582817
916,8850,6940,78.4180791,1988,39.61,3,108-1,성원주택(다동),41111,수원시 장안구,송죽동,11.16225093,중형,67.25582817
917,6600,4000,60.60606061,1988,39.66,3,139-107,대진빌라나동,41113,수원시 권선구,구운동,-1.181558938,중형,61.78761955
918,6600,6500,98.48484848,1988,39.66,3,139-107,대진빌라나동,41113,수원시 권선구,구운동,36.69722893,중형,61.78761955
919,6600,7500,113.6363636,1988,39.66,3,139-107,대진빌라나동,41113,수원시 권선구,구운동,51.84874405,중형,61.78761955
920,6800,7000,102.9411765,1988,39.66,3,139-145,대진빌라가동,41113,수원시 권선구,구운동,41.15355695,중형,61.78761955
921,11800,10000,84.74576271,1988,39.69,3,Nov-88,삼보빌라(나동),41111,수원시 장안구,송죽동,17.48993454,중형,67.25582817
922,11800,14000,118.6440678,1988,39.69,3,Nov-88,삼보빌라(나동),41111,수원시 장안구,송죽동,51.38823963,중형,67.25582817
923,11366.66667,1000,8.797653959,1988,39.84,3,235-10,연무빌라,41111,수원시 장안구,연무동,-41.27613019,중형,50.07378415
924,13083.33333,10000,76.43312102,1988,39.84,1,235-11,연무빌라,41111,수원시 장안구,연무동,26.35933687,중형,50.07378415
925,16800,5000,29.76190476,1988,39.87,1,1152-6,궁전(1152-6),41113,수원시 권선구,세류동,-27.99494928,중형,57.75685404
926,16800,500,2.976190476,1988,39.87,1,1152-6,궁전(1152-6),41113,수원시 권선구,세류동,-54.78066356,중형,57.75685404
927,16800,10500,62.5,1988,39.87,1,1152-6,궁전(1152-6),41113,수원시 권선구,세류동,4.743145963,중형,57.75685404
928,16800,11000,65.47619048,1988,39.87,1,1152-6,궁전(1152-6),41113,수원시 권선구,세류동,7.719336443,중형,57.75685404
929,16800,8000,47.61904762,1988,39.87,1,1152-6,궁전(1152-6),41113,수원시 권선구,세류동,-10.13780642,중형,57.75685404
930,16800,8800,52.38095238,1988,39.87,1,1152-6,궁전(1152-6),41113,수원시 권선구,세류동,-5.375901657,중형,57.75685404
931,16800,7800,46.42857143,1988,39.87,1,1152-6,궁전(1152-6),41113,수원시 권선구,세류동,-11.32828261,중형,57.75685404
932,16800,9000,53.57142857,1988,39.87,1,1152-6,궁전(1152-6),41113,수원시 권선구,세류동,-4.185425467,중형,57.75685404
933,16800,9100,54.16666667,1988,39.87,1,1152-6,궁전(1152-6),41113,수원시 권선구,세류동,-3.590187367,중형,57.75685404
934,16800,1000,5.952380952,1988,39.87,1,1152-6,궁전(1152-6),41113,수원시 권선구,세류동,-51.80447308,중형,57.75685404
935,16800,7000,41.66666667,1988,39.87,1,1152-6,궁전(1152-6),41113,수원시 권선구,세류동,-16.09018737,중형,57.75685404
936,15250,8400,55.08196721,1988,39.87,2,1152-6,궁전(1152-6),41113,수원시 권선구,세류동,-2.674886827,중형,57.75685404
937,15250,500,3.278688525,1988,39.87,2,1152-6,궁전(1152-6),41113,수원시 권선구,세류동,-54.47816551,중형,57.75685404
938,15250,1000,6.557377049,1988,39.87,2,1152-6,궁전(1152-6),41113,수원시 권선구,세류동,-51.19947699,중형,57.75685404
939,15250,10700,70.16393443,1988,39.87,2,1152-6,궁전(1152-6),41113,수원시 권선구,세류동,12.40708039,중형,57.75685404
940,15250,10200,66.8852459,1988,39.87,2,1152-6,궁전(1152-6),41113,수원시 권선구,세류동,9.128391863,중형,57.75685404
941,15250,7500,49.18032787,1988,39.87,2,1152-6,궁전(1152-6),41113,수원시 권선구,세류동,-8.576526167,중형,57.75685404
942,15250,9500,62.29508197,1988,39.87,2,1152-6,궁전(1152-6),41113,수원시 권선구,세류동,4.538227933,중형,57.75685404
943,15250,10000,65.57377049,1988,39.87,2,1152-6,궁전(1152-6),41113,수원시 권선구,세류동,7.816916453,중형,57.75685404
944,15250,8000,52.45901639,1988,39.87,2,1152-6,궁전(1152-6),41113,수원시 권선구,세류동,-5.297837647,중형,57.75685404
945,15250,8800,57.70491803,1988,39.87,2,1152-6,궁전(1152-6),41113,수원시 권선구,세류동,-0.051936007,중형,57.75685404
946,17000,2000,11.76470588,1988,39.87,4,1152-6,궁전(1152-6),41113,수원시 권선구,세류동,-45.99214816,중형,57.75685404
947,17000,7717,45.39411765,1988,39.87,4,1152-6,궁전(1152-6),41113,수원시 권선구,세류동,-12.36273639,중형,57.75685404
948,17000,7000,41.17647059,1988,39.87,4,1152-6,궁전(1152-6),41113,수원시 권선구,세류동,-16.58038345,중형,57.75685404
949,17000,11400,67.05882353,1988,39.87,4,1152-6,궁전(1152-6),41113,수원시 권선구,세류동,9.301969493,중형,57.75685404
950,17000,7800,45.88235294,1988,39.87,4,1152-6,궁전(1152-6),41113,수원시 권선구,세류동,-11.8745011,중형,57.75685404
951,17000,7350,43.23529412,1988,39.87,4,1152-6,궁전(1152-6),41113,수원시 권선구,세류동,-14.52155992,중형,57.75685404
952,17000,9000,52.94117647,1988,39.87,4,1152-6,궁전(1152-6),41113,수원시 권선구,세류동,-4.815677567,중형,57.75685404
953,17000,800,4.705882353,1988,39.87,4,1152-6,궁전(1152-6),41113,수원시 권선구,세류동,-53.05097168,중형,57.75685404
954,17000,11700,68.82352941,1988,39.87,4,1152-6,궁전(1152-6),41113,수원시 권선구,세류동,11.06667537,중형,57.75685404
955,17000,6300,37.05882353,1988,39.87,4,1152-6,궁전(1152-6),41113,수원시 권선구,세류동,-20.69803051,중형,57.75685404
956,17000,500,2.941176471,1988,39.87,4,1152-6,궁전(1152-6),41113,수원시 권선구,세류동,-54.81567757,중형,57.75685404
957,8300,7470,90,1988,40.09,1,422-21,성도빌라,41111,수원시 장안구,파장동,25.27676894,중형,64.72323106
958,9000,4200,46.66666667,1988,40.09,2,422-21,성도빌라,41111,수원시 장안구,파장동,-18.05656439,중형,64.72323106
959,9000,7900,87.77777778,1988,40.09,2,422-21,성도빌라,41111,수원시 장안구,파장동,23.05454672,중형,64.72323106
960,10000,8300,83,1988,40.29,1,773-9,행운빌라(773-9),41111,수원시 장안구,조원동,18.59086247,중형,64.40913753
961,11550,8700,75.32467532,1988,40.29,2,773-9,행운빌라(773-9),41111,수원시 장안구,조원동,10.91553779,중형,64.40913753
962,9600,6800,70.83333333,1988,40.29,3,773-9,행운빌라(773-9),41111,수원시 장안구,조원동,6.424195802,중형,64.40913753
963,9600,8500,88.54166667,1988,40.29,3,773-9,행운빌라(773-9),41111,수원시 장안구,조원동,24.13252914,중형,64.40913753
964,4900,4000,81.63265306,1988,40.65,-1,773-12,행운빌라(773-12),41111,수원시 장안구,조원동,17.22351553,중형,64.40913753
965,9400,8500,90.42553191,1988,40.65,3,773-12,행운빌라(773-12),41111,수원시 장안구,조원동,26.01639438,중형,64.40913753
966,12500,8000,64,1988,40.72,1,740-10,경원빌라(3동),41111,수원시 장안구,조원동,-0.409137528,중형,64.40913753
967,12500,8850,70.8,1988,40.72,1,740-10,경원빌라(3동),41111,수원시 장안구,조원동,6.390862472,중형,64.40913753
968,12500,1000,8,1988,40.72,1,740-10,경원빌라(3동),41111,수원시 장안구,조원동,-56.40913753,중형,64.40913753
969,6500,8000,123.0769231,1988,40.72,2,740-10,경원빌라(3동),41111,수원시 장안구,조원동,58.66778557,중형,64.40913753
970,12000,8500,70.83333333,1988,40.72,1,740-12,경원빌라(2동),41111,수원시 장안구,조원동,6.424195802,중형,64.40913753
971,11650,8000,68.6695279,1988,40.72,2,740-12,경원빌라(2동),41111,수원시 장안구,조원동,4.260390372,중형,64.40913753
972,9100,9500,104.3956044,1988,40.72,3,740-13,경원빌라(1동),41111,수원시 장안구,조원동,39.98646687,중형,64.40913753
973,2500,1500,60,1988,40.73,-1,740-12,경원빌라(2동),41111,수원시 장안구,조원동,-4.409137528,중형,64.40913753
974,9500,8000,84.21052632,1988,40.73,2,740-12,경원빌라(2동),41111,수원시 장안구,조원동,19.80138879,중형,64.40913753
975,9500,10000,105.2631579,1988,40.73,2,740-12,경원빌라(2동),41111,수원시 장안구,조원동,40.85402037,중형,64.40913753
976,9200,7300,79.34782609,1988,40.73,3,740-12,경원빌라(2동),41111,수원시 장안구,조원동,14.93868856,중형,64.40913753
977,11380,8500,74.69244288,1988,40.73,1,740-13,경원빌라(1동),41111,수원시 장안구,조원동,10.28330535,중형,64.40913753
978,13350,8800,65.917603,1988,41.09,3,417-18,영진맨션,41111,수원시 장안구,영화동,8.546814317,중형,57.37078868
979,13350,11500,86.1423221,1988,41.09,3,417-18,영진맨션,41111,수원시 장안구,영화동,28.77153342,중형,57.37078868
980,8500,500,5.882352941,1988,41.15,2,1047-7,에덴빌라,41113,수원시 권선구,권선동,-47.44138148,중형,53.32373442
981,15000,9500,63.33333333,1988,41.15,1,272-27,"송죽빌라(A,B동)",41111,수원시 장안구,송죽동,-3.922494844,중형,67.25582817
982,15000,14000,93.33333333,1988,41.15,1,272-27,"송죽빌라(A,B동)",41111,수원시 장안구,송죽동,26.07750516,중형,67.25582817
983,12600,1000,7.936507937,1988,41.15,2,272-27,"송죽빌라(A,B동)",41111,수원시 장안구,송죽동,-59.31932024,중형,67.25582817
984,12600,7000,55.55555556,1988,41.15,2,272-27,"송죽빌라(A,B동)",41111,수원시 장안구,송죽동,-11.70027261,중형,67.25582817
985,12600,12000,95.23809524,1988,41.15,2,272-27,"송죽빌라(A,B동)",41111,수원시 장안구,송죽동,27.98226707,중형,67.25582817
986,12800,8800,68.75,1988,41.55,1,290-50,유림빌라,41111,수원시 장안구,율전동,13.14359508,중형,55.60640492
987,12800,11000,85.9375,1988,41.55,1,290-50,유림빌라,41111,수원시 장안구,율전동,30.33109508,중형,55.60640492
988,11000,8000,72.72727273,1988,41.58,1,740-8,경원빌라(5동),41111,수원시 장안구,조원동,8.318135202,중형,64.40913753
989,13000,1200,9.230769231,1988,41.58,2,740-8,경원빌라(5동),41111,수원시 장안구,조원동,-55.1783683,중형,64.40913753
990,12475,9000,72.14428858,1988,41.58,2,741-7,"경원빌라(6,7동)",41111,수원시 장안구,조원동,7.735151052,중형,64.40913753
991,12475,8000,64.12825651,1988,41.58,2,741-7,"경원빌라(6,7동)",41111,수원시 장안구,조원동,-0.280881018,중형,64.40913753
992,7700,6900,89.61038961,1988,42.31,-1,238,삼호빌라A동,41115,수원시 팔달구,인계동,1.330159626,중형,88.28022998
993,10000,9000,90,1988,42.31,3,238,삼호빌라A동,41115,수원시 팔달구,인계동,1.719770016,중형,88.28022998
994,10000,6000,60,1988,42.31,3,238,삼호빌라A동,41115,수원시 팔달구,인계동,-28.28022998,중형,88.28022998
995,9400,7600,80.85106383,1988,42.66,2,1108-22,대우빌라5동,41113,수원시 권선구,세류동,23.09420979,중형,57.75685404
996,5500,7000,127.2727273,1988,43.95,1,742-17,재광빌라,41111,수원시 장안구,조원동,62.86358977,중형,64.40913753
997,8500,7000,82.35294118,1988,43.95,1,742-17,재광빌라,41111,수원시 장안구,조원동,17.94380365,중형,64.40913753
998,12200,10000,81.96721311,1988,44.4,3,235-12,연무빌라,41111,수원시 장안구,연무동,31.89342896,중형,50.07378415
999,12200,7600,62.29508197,1988,44.4,3,235-12,연무빌라,41111,수원시 장안구,연무동,12.22129782,중형,50.07378415
1000,10000,8800,88,1988,44.88,2,290-46,유림빌라2동,41111,수원시 장안구,율전동,32.39359508,중형,55.60640492
1001,8800,7000,79.54545455,1988,45.46,2,511-7,그린빌라A동,41113,수원시 권선구,구운동,17.757835,중형,61.78761955
1002,10000,8000,80,1988,45.53,3,Dec-88,삼보빌라(다동),41111,수원시 장안구,송죽동,12.74417183,중형,67.25582817
1003,28833.33333,11000,38.15028902,1988,46.68,1,1147,미영,41113,수원시 권선구,세류동,-19.60656502,중형,57.75685404
1004,28833.33333,15000,52.02312139,1988,46.68,1,1147,미영,41113,수원시 권선구,세류동,-5.733732647,중형,57.75685404
