,dealAmount,deposit,전세가율,buildYear,excluUseAr,floor,본번,부번,offiNm,sggCd,sggNm.x,umdNm.x,편차,전용면적_그룹,평균 전세가율
677,11792,4866.666667,41.27091814,2013,28.83,7,1257,3,Eastern Tower,41117,수원시 영통구,이의동,-9.409388028,소형,50.68030617
678,13283.33333,500,3.764115433,2013,28.83,8,1257,3,Eastern Tower,41117,수원시 영통구,이의동,-46.91619073,소형,50.68030617
679,12075.2,7000,57.97005433,2013,28.83,9,1257,3,Eastern Tower,41117,수원시 영통구,이의동,7.289748162,소형,50.68030617
680,12857.33333,8900,69.22119672,2013,28.83,10,1257,3,Eastern Tower,41117,수원시 영통구,이의동,18.54089055,소형,50.68030617
681,14575.5,500,3.430414051,2013,36.04,5,1257,3,Eastern Tower,41117,수원시 영통구,이의동,-45.8325951,중형,49.26300915
682,15000,750,5,2013,36.04,6,1257,3,Eastern Tower,41117,수원시 영통구,이의동,-44.26300915,중형,49.26300915
683,14950,1000,6.688963211,2013,36.04,10,1257,3,Eastern Tower,41117,수원시 영통구,이의동,-42.57404594,중형,49.26300915
684,13900,1000,7.194244604,2013,47.98,2,6,7,(6-7),41115,수원시 팔달구,고등동,0,중형,7.194244604
685,16150,15460,95.72755418,2014,22.44,4,1349,0,광교 더로프트,41117,수원시 영통구,이의동,45.04724801,소형,50.68030617
686,12900,3600,27.90697674,2014,22.84,4,1258,0,광교에코푸르지오시티 A동,41117,수원시 영통구,이의동,-22.77332943,소형,50.68030617
687,13100,3810.555556,29.08821035,2014,22.84,5,1258,0,광교에코푸르지오시티 A동,41117,수원시 영통구,이의동,-21.59209582,소형,50.68030617
688,12950,2992.666667,23.10939511,2014,22.84,6,1258,0,광교에코푸르지오시티 A동,41117,수원시 영통구,이의동,-27.57091106,소형,50.68030617
689,12650,2062.5,16.30434783,2014,22.84,7,1258,0,광교에코푸르지오시티 A동,41117,수원시 영통구,이의동,-34.37595834,소형,50.68030617
690,12900,3928.571429,30.45404208,2014,22.84,8,1258,0,광교에코푸르지오시티 A동,41117,수원시 영통구,이의동,-20.22626409,소형,50.68030617
691,12833.33333,8500,66.23376623,2014,22.84,9,1258,0,광교에코푸르지오시티 A동,41117,수원시 영통구,이의동,15.55346006,소형,50.68030617
692,12400,500,4.032258065,2014,22.84,10,1258,0,광교에코푸르지오시티 A동,41117,수원시 영통구,이의동,-46.6480481,소형,50.68030617
693,12350,500,4.048582996,2014,24.44,3,1257,1,광교에코푸르지오시티 B동,41117,수원시 영통구,이의동,-46.63172317,소형,50.68030617
694,11500,714.2857143,6.211180124,2014,24.44,4,1257,1,광교에코푸르지오시티 B동,41117,수원시 영통구,이의동,-44.46912604,소형,50.68030617
695,12500,7576.923077,60.61538462,2014,24.44,5,1257,1,광교에코푸르지오시티 B동,41117,수원시 영통구,이의동,9.935078452,소형,50.68030617
696,12900,6353.846154,49.25462135,2014,24.44,6,1257,1,광교에코푸르지오시티 B동,41117,수원시 영통구,이의동,-1.425684818,소형,50.68030617
697,13000,1950,15,2014,24.44,7,1257,1,광교에코푸르지오시티 B동,41117,수원시 영통구,이의동,-35.68030617,소형,50.68030617
698,12500,500,4,2014,24.44,8,1257,1,광교에코푸르지오시티 B동,41117,수원시 영통구,이의동,-46.68030617,소형,50.68030617
699,12850,3500,27.23735409,2014,24.44,10,1257,1,광교에코푸르지오시티 B동,41117,수원시 영통구,이의동,-23.44295208,소형,50.68030617
700,15672.22222,9809.6875,62.59283056,2014,24.97,3,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,11.91252439,소형,50.68030617
701,15200,11591.89873,76.26249167,2014,24.97,4,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,25.5821855,소형,50.68030617
702,15600,10301.05263,66.03238866,2014,24.97,5,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,15.35208249,소형,50.68030617
703,16208.33333,9202.140845,56.77413375,2014,24.97,6,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,6.093827582,소형,50.68030617
704,15103.5,7241.193182,47.94380893,2014,24.97,7,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,-2.736497238,소형,50.68030617
705,15894.73684,7895.588235,49.67423062,2014,24.97,8,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,-1.006075548,소형,50.68030617
706,15907.14286,11141.89655,70.04335506,2014,24.97,9,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,19.36304889,소형,50.68030617
707,15476.66667,9887.152778,63.88425228,2014,24.97,10,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,13.20394611,소형,50.68030617
708,15894.11765,9530.352113,59.96150478,2014,24.97,11,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,9.281198612,소형,50.68030617
709,15389.41176,9979.679487,64.84769944,2014,24.97,12,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,14.16739327,소형,50.68030617
710,16184.78261,8789.098361,54.30470444,2014,24.97,13,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,3.624398272,소형,50.68030617
711,15800,6764.43662,42.81289,2014,24.97,14,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,-7.867416168,소형,50.68030617
712,15810,8116.056338,51.3349547,2014,24.97,15,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,0.654648532,소형,50.68030617
713,16050,15600,97.19626168,2014,24.98,5,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,46.51595551,소형,50.68030617
714,16500,4383.333333,26.56565657,2014,24.98,6,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,-24.1146496,소형,50.68030617
715,14950,7171.428571,47.96942188,2014,24.98,7,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,-2.710884288,소형,50.68030617
716,16250,12346.92308,75.98106509,2014,24.98,8,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,25.30075892,소형,50.68030617
717,14500,10591.66667,73.04597701,2014,24.98,9,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,22.36567084,소형,50.68030617
718,15000,9288.888889,61.92592593,2014,24.98,10,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,11.24561976,소형,50.68030617
719,15500,13858.125,89.40725806,2014,24.98,11,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,38.72695189,소형,50.68030617
720,17000,9083.333333,53.43137255,2014,24.98,12,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,2.751066382,소형,50.68030617
721,18000,9780,54.33333333,2014,24.98,14,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,3.653027162,소형,50.68030617
722,18800,8300,44.14893617,2014,24.98,15,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,-6.531369998,소형,50.68030617
723,20000,9750,48.75,2014,31.32,7,1257,1,광교에코푸르지오시티 B동,41117,수원시 영통구,이의동,-0.513009149,중형,49.26300915
724,16000,500,3.125,2014,38.83,3,1257,1,광교에코푸르지오시티 B동,41117,수원시 영통구,이의동,-46.13800915,중형,49.26300915
725,20000,500,2.5,2014,38.83,7,1257,1,광교에코푸르지오시티 B동,41117,수원시 영통구,이의동,-46.76300915,중형,49.26300915
726,20000,20000,100,2014,38.85,6,1257,1,광교에코푸르지오시티 B동,41117,수원시 영통구,이의동,50.73699085,중형,49.26300915
727,21259,1400,6.585446164,2014,39.4,6,1257,1,광교에코푸르지오시티 B동,41117,수원시 영통구,이의동,-42.67756299,중형,49.26300915
728,17800,7428.571429,41.73354735,2014,39.4,10,1257,1,광교에코푸르지오시티 B동,41117,수원시 영통구,이의동,-7.529461799,중형,49.26300915
729,20000,20000,100,2014,40.7,7,1258,0,광교에코푸르지오시티 A동,41117,수원시 영통구,이의동,50.73699085,중형,49.26300915
730,21000,8000,38.0952381,2014,40.81,3,1258,0,광교에코푸르지오시티 A동,41117,수원시 영통구,이의동,-11.16777105,중형,49.26300915
731,20000,6355.555556,31.77777778,2014,40.81,7,1258,0,광교에코푸르지오시티 A동,41117,수원시 영통구,이의동,-17.48523137,중형,49.26300915
732,20000,1940,9.7,2014,41.05,6,1258,0,광교에코푸르지오시티 A동,41117,수원시 영통구,이의동,-39.56300915,중형,49.26300915
733,22000,1257.142857,5.714285714,2014,41.05,10,1258,0,광교에코푸르지오시티 A동,41117,수원시 영통구,이의동,-43.54872344,중형,49.26300915
734,17000,500,2.941176471,2014,42.29,7,1258,0,광교에코푸르지오시티 A동,41117,수원시 영통구,이의동,-46.32183268,중형,49.26300915
735,19000,500,2.631578947,2014,42.42,6,1258,0,광교에코푸르지오시티 A동,41117,수원시 영통구,이의동,-46.6314302,중형,49.26300915
736,40833.33333,16637.5,40.74489796,2014,46.91,1,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,-8.518111189,중형,49.26300915
737,33120,23168.18182,69.95223979,2014,46.91,2,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,20.68923064,중형,49.26300915
738,35675,24615.97059,69.00061833,2014,46.91,3,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,19.73760918,중형,49.26300915
739,36800,20146.34615,54.74550585,2014,46.91,4,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,5.482496701,중형,49.26300915
740,33600,18258.4,54.34047619,2014,46.91,5,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,5.077467041,중형,49.26300915
741,34875,17155.14286,49.19037378,2014,46.91,6,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,-0.072635369,중형,49.26300915
742,38616.66667,17396.77419,45.04991159,2014,46.91,7,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,-4.213097559,중형,49.26300915
743,38900,14687.5,37.75706941,2014,46.91,8,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,-11.50593974,중형,49.26300915
744,35650,24850.80645,69.70773198,2014,46.91,9,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,20.44472283,중형,49.26300915
745,37000,13916.17647,37.61128776,2014,46.91,10,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,-11.65172139,중형,49.26300915
746,41200,24102.7027,58.50170559,2014,46.91,11,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,9.238696441,중형,49.26300915
747,36600,17828.57143,48.71194379,2014,46.91,12,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,-0.551065359,중형,49.26300915
748,43900,20554.65385,46.82153496,2014,46.91,13,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,-2.441474189,중형,49.26300915
749,38225,24048.18182,62.91218265,2014,46.91,14,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,13.6491735,중형,49.26300915
750,37450,20194.11765,53.92287756,2014,46.91,15,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,4.659868411,중형,49.26300915
751,46755.55556,24833.33333,53.11311787,2014,62.99,1,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,3.265965566,대형,49.8471523
752,46860,25216.27907,53.81194851,2014,62.99,2,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,3.964796206,대형,49.8471523
753,51463.63636,23127.77778,44.94003808,2014,62.99,3,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,-4.907114224,대형,49.8471523
754,51825,24235,46.7631452,2014,62.99,4,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,-3.084007104,대형,49.8471523
755,56700,30179.26829,53.22622274,2014,62.99,5,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,3.379070436,대형,49.8471523
756,44833.33333,24283.78378,54.1645735,2014,62.99,6,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,4.317421196,대형,49.8471523
757,50800,27286.62162,53.71382209,2014,62.99,7,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,3.866669786,대형,49.8471523
758,52400,31841.09677,60.76545186,2014,62.99,8,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,10.91829956,대형,49.8471523
759,51450,26588.63636,51.67859352,2014,62.99,9,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,1.831441216,대형,49.8471523
760,55081.42857,28190.60606,51.17987458,2014,62.99,10,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,1.332722276,대형,49.8471523
761,46900,20837.63636,44.42992828,2014,62.99,11,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,-5.417224024,대형,49.8471523
762,55400,24110.52632,43.52080562,2014,62.99,12,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,-6.326346684,대형,49.8471523
763,67350,28571.66667,42.42266766,2014,62.99,13,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,-7.424484644,대형,49.8471523
764,50750,22395.94595,44.12994275,2014,62.99,14,1352,0,에듀하임1309오피스텔,41117,수원시 영통구,이의동,-5.717209554,대형,49.8471523
765,10000,500,5,2015,17.73,7,1258,1,킴앤코 시티하임II,41117,수원시 영통구,이의동,-45.68030617,소형,50.68030617
766,9700,500,5.154639175,2015,17.73,8,1258,1,킴앤코 시티하임II,41117,수원시 영통구,이의동,-45.52566699,소형,50.68030617
767,10600,9000,84.90566038,2015,17.73,9,1258,1,킴앤코 시티하임II,41117,수원시 영통구,이의동,34.22535421,소형,50.68030617
768,12125,3383.333333,27.90378007,2015,21.19,6,1258,1,킴앤코 시티하임II,41117,수원시 영통구,이의동,-22.7765261,소형,50.68030617
769,12000,4677.777778,38.98148148,2015,21.19,9,1258,1,킴앤코 시티하임II,41117,수원시 영통구,이의동,-11.69882469,소형,50.68030617
770,13270,3694.736842,27.84277952,2015,22.18,6,1258,1,킴앤코 시티하임II,41117,수원시 영통구,이의동,-22.83752665,소형,50.68030617
771,12240,5566.666667,45.47930283,2015,22.18,7,1258,1,킴앤코 시티하임II,41117,수원시 영통구,이의동,-5.201003338,소형,50.68030617
772,11000,8511.111111,77.37373737,2015,22.18,8,1258,1,킴앤코 시티하임II,41117,수원시 영통구,이의동,26.6934312,소형,50.68030617
773,11600,3288.888889,28.35249042,2015,22.18,9,1258,1,킴앤코 시티하임II,41117,수원시 영통구,이의동,-22.32781575,소형,50.68030617
774,16100,9100,56.52173913,2015,22.28,11,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,5.841432962,소형,50.68030617
775,17066.66667,15562.5,91.18652344,2015,22.28,12,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,40.50621727,소형,50.68030617
776,17000,13965,82.14705882,2015,22.28,14,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,31.46675265,소형,50.68030617
777,17000,3611.111111,21.24183007,2015,22.28,15,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,-29.4384761,소형,50.68030617
778,14123.33333,7669.372881,54.30285259,2015,22.62,4,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,3.622546422,소형,50.68030617
779,15132.5,7747.460317,51.19749095,2015,22.62,5,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,0.517184782,소형,50.68030617
780,14913.33333,5311.736842,35.61736819,2015,22.62,6,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,-15.06293798,소형,50.68030617
781,14450,5111.132743,35.37116085,2015,22.62,7,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,-15.30914532,소형,50.68030617
782,14957.5,5271.526316,35.24336497,2015,22.62,8,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,-15.4369412,소형,50.68030617
783,15420,5801.778761,37.62502439,2015,22.62,9,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,-13.05528178,소형,50.68030617
784,14853.125,6494.333333,43.72368329,2015,22.62,10,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,-6.956622878,소형,50.68030617
785,15139.41176,5387.47619,35.58576961,2015,22.62,11,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,-15.09453656,소형,50.68030617
786,14877.27273,7196.835165,48.37469405,2015,22.62,12,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,-2.305612118,소형,50.68030617
787,15613.33333,6488.644068,41.55835227,2015,22.62,13,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,-9.121953898,소형,50.68030617
788,15135.71429,6254.532609,41.32300921,2015,22.62,14,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,-9.357296958,소형,50.68030617
789,14862.5,4689.211111,31.55062144,2015,22.62,15,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,-19.12968473,소형,50.68030617
790,15000,14688.33333,97.92222222,2015,22.99,10,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,47.24191605,소형,50.68030617
791,15400,15433.33333,100.2164502,2015,22.99,11,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,49.53614403,소형,50.68030617
792,17000,16000,94.11764706,2015,22.99,16,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,43.43734089,소형,50.68030617
793,16800,13500,80.35714286,2015,23.22,7,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,29.67683669,소형,50.68030617
794,15300,500,3.267973856,2015,23.22,8,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,-47.41233231,소형,50.68030617
795,18000,10566.66667,58.7037037,2015,23.22,14,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,8.023397532,소형,50.68030617
796,15000,11239.28571,74.92857143,2015,23.74,11,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,24.24826526,소형,50.68030617
797,15000,4625,30.83333333,2015,23.74,13,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,-19.84697284,소형,50.68030617
798,15700,14725,93.78980892,2015,23.74,14,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,43.10950275,소형,50.68030617
799,14816.66667,8436.153846,56.93692135,2015,24.11,4,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,6.256615182,소형,50.68030617
800,15700,6938.93617,44.19704567,2015,24.11,5,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,-6.483260498,소형,50.68030617
801,16137.5,5246.654545,32.51218928,2015,24.11,6,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,-18.16811689,소형,50.68030617
802,15510,6512.487805,41.9889607,2015,24.11,7,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,-8.691345468,소형,50.68030617
803,16742.85714,7231.25,43.19005973,2015,24.11,8,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,-7.490246438,소형,50.68030617
804,16144.44444,5452.596154,33.77382339,2015,24.11,9,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,-16.90648278,소형,50.68030617
805,15504.54545,8402.765957,54.19550017,2015,24.11,10,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,3.515194002,소형,50.68030617
806,15918.75,9191.217391,57.73831106,2015,24.11,11,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,7.058004892,소형,50.68030617
807,16428.57143,6334.285714,38.55652174,2015,24.11,12,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,-12.12378443,소형,50.68030617
808,16371.42857,5521.621622,33.72718268,2015,24.11,13,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,-16.95312349,소형,50.68030617
809,16500,3072,18.61818182,2015,24.11,14,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,-32.06212435,소형,50.68030617
810,17000,4039.130435,23.75959079,2015,24.11,15,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,-26.92071538,소형,50.68030617
811,16700,9500,56.88622754,2015,26.16,3,1332,0,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구,이의동,6.205921372,소형,50.68030617
812,18300,16366.66667,89.43533698,2015,26.16,4,1332,0,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구,이의동,38.75503081,소형,50.68030617
813,18000,18250,101.3888889,2015,26.16,5,1332,0,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구,이의동,50.70858273,소형,50.68030617
814,17675,18000,101.8387553,2015,26.16,6,1332,0,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구,이의동,51.15844913,소형,50.68030617
815,18000,9625,53.47222222,2015,26.16,7,1332,0,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구,이의동,2.791916052,소형,50.68030617
816,20425,6666.666667,32.63973888,2015,26.16,8,1332,0,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구,이의동,-18.04056729,소형,50.68030617
817,20800,11820,56.82692308,2015,26.16,9,1332,0,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구,이의동,6.146616912,소형,50.68030617
818,19700,9150,46.44670051,2015,26.16,10,1332,0,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구,이의동,-4.233605658,소형,50.68030617
819,17200,4600,26.74418605,2015,26.16,12,1332,0,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구,이의동,-23.93612012,소형,50.68030617
820,20000,9416.666667,47.08333333,2015,27.48,4,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,-3.596972838,소형,50.68030617
821,19850,8212.391304,41.37224838,2015,27.48,5,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,-9.308057788,소형,50.68030617
822,21500,11399.04762,53.01882614,2015,27.48,6,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,2.338519972,소형,50.68030617
823,19500,14404.34783,73.86845039,2015,27.48,7,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,23.18814422,소형,50.68030617
824,20500,5745.833333,28.02845528,2015,27.48,8,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,-22.65185089,소형,50.68030617
825,20791.66667,10050.09375,48.33712425,2015,27.48,9,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,-2.343181918,소형,50.68030617
826,22250,12997.5,58.41573034,2015,27.48,10,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,7.735424172,소형,50.68030617
827,18900,1000,5.291005291,2015,27.81,6,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,-45.38930088,소형,50.68030617
828,20800,9000,43.26923077,2015,27.81,9,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,-7.411075398,소형,50.68030617
829,21000,9841.666667,46.86507937,2015,28.92,4,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,-3.815226798,소형,50.68030617
830,20850,10001.15385,47.96716473,2015,28.92,6,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,-2.713141438,소형,50.68030617
831,21166.66667,11500,54.33070866,2015,28.92,7,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,3.650402492,소형,50.68030617
832,21000,7343.75,34.9702381,2015,28.92,8,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,-15.71006807,소형,50.68030617
833,23550,10869.56522,46.15526632,2015,28.92,9,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,-4.525039848,소형,50.68030617
834,22500,9537.5,42.38888889,2015,28.92,10,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,-8.291417278,소형,50.68030617
835,19866.66667,19833.33333,99.83221477,2015,29.09,5,1332,0,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구,이의동,49.1519086,소형,50.68030617
836,20100,1000,4.975124378,2015,29.09,6,1332,0,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구,이의동,-45.70518179,소형,50.68030617
837,18800,20000,106.3829787,2015,29.09,8,1332,0,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구,이의동,55.70267253,소형,50.68030617
838,19800,4666.666667,23.56902357,2015,29.09,9,1332,0,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구,이의동,-27.1112826,소형,50.68030617
839,25000,21500,86,2015,29.43,10,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,35.31969383,소형,50.68030617
840,19400,8500,43.81443299,2015,29.72,5,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,-6.865873178,소형,50.68030617
841,21500,20000,93.02325581,2015,29.72,9,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,42.34294964,소형,50.68030617
842,21500,21500,100,2015,29.72,10,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,49.31969383,소형,50.68030617
843,21800,10732.35294,49.23097679,2015,29.96,3,1332,0,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구,이의동,-1.449329378,소형,50.68030617
844,20125,13545.625,67.30745342,2015,29.96,4,1332,0,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구,이의동,16.62714725,소형,50.68030617
845,21900,13907.69231,63.50544433,2015,29.96,5,1332,0,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구,이의동,12.82513816,소형,50.68030617
846,19980,13331.875,66.7261011,2015,29.96,6,1332,0,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구,이의동,16.04579493,소형,50.68030617
847,21642.85714,8714.166667,40.26347635,2015,29.96,7,1332,0,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구,이의동,-10.41682982,소형,50.68030617
848,21820,11131.81818,51.01658195,2015,29.96,8,1332,0,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구,이의동,0.336275782,소형,50.68030617
849,21500,9864.516129,45.88147037,2015,29.96,9,1332,0,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구,이의동,-4.798835798,소형,50.68030617
850,21433.33333,8141.666667,37.98600311,2015,29.96,10,1332,0,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구,이의동,-12.69430306,소형,50.68030617
851,21133.33333,9326.740741,44.13284262,2015,29.96,11,1332,0,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구,이의동,-6.547463548,소형,50.68030617
852,21416.66667,8779.625,40.99435798,2015,29.96,12,1332,0,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구,이의동,-9.685948188,소형,50.68030617
853,21833.33333,15338.23529,70.25145936,2015,30.28,4,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,20.98845021,중형,49.26300915
854,21000,9349.151515,44.51976912,2015,30.28,5,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,-4.743240029,중형,49.26300915
855,23000,14566.34286,63.33192547,2015,30.28,6,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,14.06891632,중형,49.26300915
856,23016.66667,11902,51.71035482,2015,30.28,7,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,2.447345671,중형,49.26300915
857,21380,10907.76667,51.01855316,2015,30.28,8,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,1.755544011,중형,49.26300915
858,23340,5695,24.40017138,2015,30.28,9,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,-24.86283777,중형,49.26300915
859,20500,6263.888889,30.55555556,2015,30.28,10,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,-18.70745359,중형,49.26300915
860,27500,23500,85.45454545,2015,31.04,5,1338,0,광교센트럴푸르지오시티,41117,수원시 영통구,이의동,36.1915363,중형,49.26300915
