,dealAmount,deposit,전세가율,buildYear,excluUseAr,floor,본번,부번,offiNm,sggCd,sggNm.x,umdNm.x,편차,전용면적_그룹,평균 전세가율
1,3866.666667,2000,51.72413793,1989,20.25,5,300,0,율전미주타운,41111,수원시 장안구,율전동,0,소형,51.72413793
2,8200,6000,73.17073171,1989,35.64,2,300,0,율전미주타운,41111,수원시 장안구,율전동,39.65648096,중형,33.51425075
3,8600,700,8.139534884,1989,39.6,3,300,0,율전미주타운,41111,수원시 장안구,율전동,-25.37471586,중형,33.51425075
4,8000,500,6.25,1989,40.5,3,300,0,율전미주타운,41111,수원시 장안구,율전동,-27.26425075,중형,33.51425075
5,8300,500,6.024096386,1989,40.5,5,300,0,율전미주타운,41111,수원시 장안구,율전동,-27.49015436,중형,33.51425075
6,9450,1250,13.22751323,1989,40.5,6,300,0,율전미주타운,41111,수원시 장안구,율전동,-20.28673752,중형,33.51425075
7,9000,500,5.555555556,1989,40.5,7,300,0,율전미주타운,41111,수원시 장안구,율전동,-27.95869519,중형,33.51425075
8,9200,500,5.434782609,1989,42.64,5,300,0,율전미주타운,41111,수원시 장안구,율전동,-28.07946814,중형,33.51425075
9,6950,500,7.194244604,1991,33.83,14,1046,19,수원프라자,41115,수원시 팔달구,인계동,-58.35489272,중형,65.54913732
10,5500,100,1.818181818,1992,36,8,115,0,115,41115,수원시 팔달구,매산로1가,-18.09616683,중형,19.91434864
11,10300,500,4.854368932,1999,17.96,6,998,2,르네상스 시티프라자,41117,수원시 영통구,영통동,-22.15660842,소형,27.01097735
12,6700,500,7.462686567,2000,25.99,7,958,2,훼미리타워,41117,수원시 영통구,영통동,-19.54829079,소형,27.01097735
13,6800,2500,36.76470588,2000,25.99,8,958,2,훼미리타워,41117,수원시 영통구,영통동,9.753728528,소형,27.01097735
14,6800,425,6.25,2000,25.99,9,958,2,훼미리타워,41117,수원시 영통구,영통동,-20.76097735,소형,27.01097735
15,6500,500,7.692307692,2000,25.99,10,958,2,훼미리타워,41117,수원시 영통구,영통동,-19.31866966,소형,27.01097735
16,5900,500,8.474576271,2000,25.99,13,958,2,훼미리타워,41117,수원시 영통구,영통동,-18.53640108,소형,27.01097735
17,6800,500,7.352941176,2000,25.99,14,958,2,훼미리타워,41117,수원시 영통구,영통동,-19.65803618,소형,27.01097735
18,6550,4750,72.51908397,2000,25.99,15,958,2,훼미리타워,41117,수원시 영통구,영통동,45.50810662,소형,27.01097735
19,6500,500,7.692307692,2000,25.99,16,958,2,훼미리타워,41117,수원시 영통구,영통동,-19.31866966,소형,27.01097735
20,6800,500,7.352941176,2000,27.73,16,958,2,훼미리타워,41117,수원시 영통구,영통동,-19.65803618,소형,27.01097735
21,6500,500,7.692307692,2000,27.74,9,958,2,훼미리타워,41117,수원시 영통구,영통동,-19.31866966,소형,27.01097735
22,7200,2633.333333,36.57407407,2000,27.74,11,958,2,훼미리타워,41117,수원시 영통구,영통동,9.563096718,소형,27.01097735
23,6750,2566.666667,38.02469136,2000,27.74,13,958,2,훼미리타워,41117,수원시 영통구,영통동,11.01371401,소형,27.01097735
24,7475,500,6.688963211,2000,27.74,14,958,2,훼미리타워,41117,수원시 영통구,영통동,-20.32201414,소형,27.01097735
25,7300,750,10.2739726,2000,28.72,16,958,2,훼미리타워,41117,수원시 영통구,영통동,-16.73700475,소형,27.01097735
26,6650,500,7.518796992,2000,28.88,6,958,2,훼미리타워,41117,수원시 영통구,영통동,-19.49218036,소형,27.01097735
27,6900,500,7.246376812,2000,29.27,6,958,2,훼미리타워,41117,수원시 영통구,영통동,-19.76460054,소형,27.01097735
28,7200,500,6.944444444,2000,29.27,10,958,2,훼미리타워,41117,수원시 영통구,영통동,-20.06653291,소형,27.01097735
29,6800,6500,95.58823529,2000,30.17,8,958,2,훼미리타워,41117,수원시 영통구,영통동,76.01413217,중형,19.57410312
30,7500,500,6.666666667,2000,31.21,10,958,2,훼미리타워,41117,수원시 영통구,영통동,-12.90743646,중형,19.57410312
31,6950,6500,93.52517986,2000,31.28,6,958,2,훼미리타워,41117,수원시 영통구,영통동,73.95107674,중형,19.57410312
32,6850,500,7.299270073,2000,31.28,9,958,2,훼미리타워,41117,수원시 영통구,영통동,-12.27483305,중형,19.57410312
33,7500,500,6.666666667,2000,31.7,7,958,2,훼미리타워,41117,수원시 영통구,영통동,-12.90743646,중형,19.57410312
34,7866.666667,500,6.355932203,2000,31.7,11,958,2,훼미리타워,41117,수원시 영통구,영통동,-13.21817092,중형,19.57410312
35,7500,5000,66.66666667,2001,29.64,6,1021,4,청명타운텔,41117,수원시 영통구,영통동,39.65568932,소형,27.01097735
36,6800,500,7.352941176,2001,29.64,9,1021,4,청명타운텔,41117,수원시 영통구,영통동,-19.65803618,소형,27.01097735
37,4700,1150,24.46808511,2003,17.65,3,1135,1,벨로시티,41115,수원시 팔달구,인계동,-19.67130659,소형,44.1393917
38,4616.666667,1375,29.7833935,2003,17.65,4,1135,1,벨로시티,41115,수원시 팔달구,인계동,-14.3559982,소형,44.1393917
39,4800,475,9.895833333,2003,17.65,8,1135,1,벨로시티,41115,수원시 팔달구,인계동,-34.24355837,소형,44.1393917
40,4250,3266.666667,76.8627451,2003,17.65,9,1135,1,벨로시티,41115,수원시 팔달구,인계동,32.7233534,소형,44.1393917
41,5000,1733.333333,34.66666667,2003,17.65,11,1135,1,벨로시티,41115,수원시 팔달구,인계동,-9.472725035,소형,44.1393917
42,4200,4000,95.23809524,2003,17.65,14,1135,1,벨로시티,41115,수원시 팔달구,인계동,51.09870354,소형,44.1393917
43,3241,500,15.42733724,2003,20.79,2,85,1,(85-1),41115,수원시 팔달구,남창동,0.769224175,소형,14.65811307
44,5000,300,6,2003,21.38,10,1135,1,벨로시티,41115,수원시 팔달구,인계동,-38.1393917,소형,44.1393917
45,9000,9000,100,2003,21.38,12,1135,1,벨로시티,41115,수원시 팔달구,인계동,55.8606083,소형,44.1393917
46,5600,5500,98.21428571,2003,21.38,15,1135,1,벨로시티,41115,수원시 팔달구,인계동,54.07489401,소형,44.1393917
47,5566.666667,2595,46.61676647,2003,24.42,2,947,8,Y.T오피스텔,41117,수원시 영통구,영통동,19.60578912,소형,27.01097735
48,5375,2228.571429,41.46179402,2003,24.42,3,947,8,Y.T오피스텔,41117,수원시 영통구,영통동,14.45081667,소형,27.01097735
49,5823.333333,3054.625,52.45492272,2003,24.42,4,947,8,Y.T오피스텔,41117,수원시 영통구,영통동,25.44394537,소형,27.01097735
50,5933.333333,1020,17.19101124,2003,24.42,5,947,8,Y.T오피스텔,41117,수원시 영통구,영통동,-9.819966112,소형,27.01097735
51,5766.666667,1714.285714,29.72749794,2003,24.42,6,947,8,Y.T오피스텔,41117,수원시 영통구,영통동,2.716520588,소형,27.01097735
52,6000,555.5555556,9.259259259,2003,24.42,7,947,8,Y.T오피스텔,41117,수원시 영통구,영통동,-17.75171809,소형,27.01097735
53,5966.666667,2028.571429,33.99840383,2003,24.42,8,947,8,Y.T오피스텔,41117,수원시 영통구,영통동,6.987426478,소형,27.01097735
54,5900,1285.714286,21.79176755,2003,24.42,9,947,8,Y.T오피스텔,41117,수원시 영통구,영통동,-5.219209802,소형,27.01097735
55,8000,1000,12.5,2003,28.56,4,1024,14,경희유니빌,41117,수원시 영통구,영통동,-14.51097735,소형,27.01097735
56,6300,5700,90.47619048,2003,29.04,7,92,1,블루하우스,41115,수원시 팔달구,우만동,42.03296704,소형,48.44322345
57,3600,500,13.88888889,2003,29.61,3,85,1,(85-1),41115,수원시 팔달구,남창동,-0.769224175,소형,14.65811307
58,7800,500,6.41025641,2003,29.61,7,92,1,블루하우스,41115,수원시 팔달구,우만동,-42.03296704,소형,48.44322345
59,7612.5,500,6.568144499,2003,30.37,11,877,4,정연메이져1동,41111,수원시 장안구,정자동,-41.63442114,중형,48.20256564
60,6000,750,12.5,2003,30.37,12,877,4,정연메이져1동,41111,수원시 장안구,정자동,-35.70256564,중형,48.20256564
61,7100,1000,14.08450704,2003,30.4,6,92,1,블루하우스,41115,수원시 팔달구,우만동,-13.63707931,중형,27.72158635
62,8700,6080,69.88505747,2003,30.46,4,1135,1,벨로시티,41115,수원시 팔달구,인계동,4.335920148,중형,65.54913732
63,7400,4731.25,63.93581081,2003,30.46,7,1135,1,벨로시티,41115,수원시 팔달구,인계동,-1.613326512,중형,65.54913732
64,7950,4250,53.4591195,2003,30.46,14,1135,1,벨로시티,41115,수원시 팔달구,인계동,-12.09001782,중형,65.54913732
65,7500,2000,26.66666667,2003,30.46,15,1135,1,벨로시티,41115,수원시 팔달구,인계동,-38.88247065,중형,65.54913732
66,7650,3725,48.69281046,2003,30.62,3,1135,1,벨로시티,41115,수원시 팔달구,인계동,-16.85632686,중형,65.54913732
67,7850,4600,58.59872611,2003,30.62,4,1135,1,벨로시티,41115,수원시 팔달구,인계동,-6.950411212,중형,65.54913732
68,10600,4788.888889,45.17819706,2003,30.62,5,1135,1,벨로시티,41115,수원시 팔달구,인계동,-20.37094026,중형,65.54913732
69,8000,6157.142857,76.96428571,2003,30.62,6,1135,1,벨로시티,41115,수원시 팔달구,인계동,11.41514839,중형,65.54913732
70,7800,5202.777778,66.7022792,2003,30.62,7,1135,1,벨로시티,41115,수원시 팔달구,인계동,1.153141878,중형,65.54913732
71,8000,3683.333333,46.04166667,2003,30.62,8,1135,1,벨로시티,41115,수원시 팔달구,인계동,-19.50747065,중형,65.54913732
72,8150,5318.181818,65.25376464,2003,30.62,9,1135,1,벨로시티,41115,수원시 팔달구,인계동,-0.295372682,중형,65.54913732
73,7700,4804.375,62.39448052,2003,30.62,10,1135,1,벨로시티,41115,수원시 팔달구,인계동,-3.154656802,중형,65.54913732
74,7700,4500,58.44155844,2003,30.62,11,1135,1,벨로시티,41115,수원시 팔달구,인계동,-7.107578882,중형,65.54913732
75,8150,2895,35.52147239,2003,30.62,12,1135,1,벨로시티,41115,수원시 팔달구,인계동,-30.02766493,중형,65.54913732
76,7466.666667,3110,41.65178571,2003,30.62,13,1135,1,벨로시티,41115,수원시 팔달구,인계동,-23.89735161,중형,65.54913732
77,8000,3155.555556,39.44444444,2003,30.62,14,1135,1,벨로시티,41115,수원시 팔달구,인계동,-26.10469288,중형,65.54913732
78,7900,3230,40.88607595,2003,30.62,15,1135,1,벨로시티,41115,수원시 팔달구,인계동,-24.66306137,중형,65.54913732
79,8600,1000,11.62790698,2003,31.28,4,1024,14,경희유니빌,41117,수원시 영통구,영통동,-7.946196142,중형,19.57410312
80,9800,5633.333333,57.4829932,2003,31.28,5,1024,14,경희유니빌,41117,수원시 영통구,영통동,37.90889008,중형,19.57410312
81,9575,1000,10.44386423,2003,31.28,7,1024,14,경희유니빌,41117,수원시 영통구,영통동,-9.130238892,중형,19.57410312
82,10500,500,4.761904762,2003,31.28,8,1024,14,경희유니빌,41117,수원시 영통구,영통동,-14.81219836,중형,19.57410312
83,10970,1000,9.115770283,2003,31.28,9,1024,14,경희유니빌,41117,수원시 영통구,영통동,-10.45833284,중형,19.57410312
84,9700,1625,16.75257732,2003,31.28,10,1024,14,경희유니빌,41117,수원시 영통구,영통동,-2.821525802,중형,19.57410312
85,10300,1500,14.5631068,2003,31.28,12,1024,14,경희유니빌,41117,수원시 영통구,영통동,-5.010996322,중형,19.57410312
86,7750,1950,25.16129032,2003,32.3,6,92,1,블루하우스,41115,수원시 팔달구,우만동,-2.56029603,중형,27.72158635
87,7400,500,6.756756757,2003,32.4,11,877,4,정연메이져1동,41111,수원시 장안구,정자동,-41.44580888,중형,48.20256564
88,8000,9450,118.125,2003,32.43,15,1135,1,벨로시티,41115,수원시 팔달구,인계동,52.57586268,중형,65.54913732
89,8000,1000,12.5,2003,33.17,5,1311,6,에스띠보보 1차,41113,수원시 권선구,권선동,-46.2214277,중형,58.7214277
90,7300,500,6.849315068,2003,33.75,12,877,4,정연메이져1동,41111,수원시 장안구,정자동,-41.35325057,중형,48.20256564
91,9733.333333,500,5.136986301,2003,34,7,894,0,일호골든타워,41111,수원시 장안구,조원동,-22.76881409,중형,27.90580039
92,10420,2860,27.44721689,2003,34,8,894,0,일호골든타워,41111,수원시 장안구,조원동,-0.458583502,중형,27.90580039
93,9700,500,5.154639175,2003,34,9,894,0,일호골든타워,41111,수원시 장안구,조원동,-22.75116122,중형,27.90580039
94,11079.66667,8800,79.42477211,2003,34,10,894,0,일호골든타워,41111,수원시 장안구,조원동,51.51897172,중형,27.90580039
95,11183.33333,2500,22.35469449,2003,34,11,894,0,일호골든타워,41111,수원시 장안구,조원동,-5.551105902,중형,27.90580039
96,10510,4250,40.4376784,2003,34,13,894,0,일호골든타워,41111,수원시 장안구,조원동,12.53187801,중형,27.90580039
97,9650,4533.333333,46.9775475,2003,35.14,3,1135,1,벨로시티,41115,수원시 팔달구,인계동,-18.57158982,중형,65.54913732
98,9000,500,5.555555556,2003,35.14,5,1135,1,벨로시티,41115,수원시 팔달구,인계동,-59.99358177,중형,65.54913732
99,10150,11000,108.3743842,2003,35.14,6,1135,1,벨로시티,41115,수원시 팔달구,인계동,42.82524688,중형,65.54913732
100,8700,8610,98.96551724,2003,35.14,7,1135,1,벨로시티,41115,수원시 팔달구,인계동,33.41637992,중형,65.54913732
101,9000,6875,76.38888889,2003,35.14,9,1135,1,벨로시티,41115,수원시 팔달구,인계동,10.83975157,중형,65.54913732
102,9450,3100,32.8042328,2003,35.14,10,1135,1,벨로시티,41115,수원시 팔달구,인계동,-32.74490452,중형,65.54913732
103,9500,4750,50,2003,35.14,13,1135,1,벨로시티,41115,수원시 팔달구,인계동,-15.54913732,중형,65.54913732
104,9500,1000,10.52631579,2003,35.14,15,1135,1,벨로시티,41115,수원시 팔달구,인계동,-55.02282153,중형,65.54913732
105,8175,499.8,6.113761468,2003,35.72,6,92,1,블루하우스,41115,수원시 팔달구,우만동,-21.60782488,중형,27.72158635
106,8183.333333,1000,12.21995927,2003,35.72,7,92,1,블루하우스,41115,수원시 팔달구,우만동,-15.50162708,중형,27.72158635
107,13000,2000,15.38461538,2003,40.6,12,894,0,일호골든타워,41111,수원시 장안구,조원동,-12.52118501,중형,27.90580039
108,11175,2500,22.37136465,2003,47.25,11,877,4,정연메이져1동,41111,수원시 장안구,정자동,-25.83120099,중형,48.20256564
109,11350,9800,86.34361233,2003,51.94,6,743,21,삼라오피스텔,41115,수원시 팔달구,인계동,20.79447501,중형,65.54913732
110,11500,16000,139.1304348,2003,52.86,3,743,21,삼라오피스텔,41115,수원시 팔달구,인계동,73.58129748,중형,65.54913732
111,11500,16000,139.1304348,2003,52.86,4,743,21,삼라오피스텔,41115,수원시 팔달구,인계동,73.58129748,중형,65.54913732
112,11000,14975,136.1363636,2003,52.86,5,743,21,삼라오피스텔,41115,수원시 팔달구,인계동,70.58722628,중형,65.54913732
113,11500,15000,130.4347826,2003,52.86,6,743,21,삼라오피스텔,41115,수원시 팔달구,인계동,64.88564528,중형,65.54913732
114,11000,18000,163.6363636,2003,56.58,2,743,21,삼라오피스텔,41115,수원시 팔달구,인계동,98.08722628,중형,65.54913732
115,14500,15000,103.4482759,2003,56.58,3,743,21,삼라오피스텔,41115,수원시 팔달구,인계동,37.89913858,중형,65.54913732
116,11200,11000,98.21428571,2003,56.58,5,743,21,삼라오피스텔,41115,수원시 팔달구,인계동,32.66514839,중형,65.54913732
117,11000,15333.33333,139.3939394,2003,58.28,2,743,21,삼라오피스텔,41115,수원시 팔달구,인계동,73.84480208,중형,65.54913732
118,11350,10700,94.27312775,2003,58.28,3,743,21,삼라오피스텔,41115,수원시 팔달구,인계동,28.72399043,중형,65.54913732
119,11700,12000,102.5641026,2003,58.28,4,743,21,삼라오피스텔,41115,수원시 팔달구,인계동,37.01496528,중형,65.54913732
120,11500,17500,152.173913,2003,58.28,5,743,21,삼라오피스텔,41115,수원시 팔달구,인계동,86.62477568,중형,65.54913732
121,11350,1000,8.810572687,2003,58.28,6,743,21,삼라오피스텔,41115,수원시 팔달구,인계동,-56.73856463,중형,65.54913732
122,11600,11300,97.4137931,2003,58.28,7,743,21,삼라오피스텔,41115,수원시 팔달구,인계동,31.86465578,중형,65.54913732
123,11000,18000,163.6363636,2003,62.31,2,743,21,삼라오피스텔,41115,수원시 팔달구,인계동,99.61799792,대형,64.01836568
124,11500,18000,156.5217391,2003,62.31,3,743,21,삼라오피스텔,41115,수원시 팔달구,인계동,92.50337342,대형,64.01836568
125,4490.909091,350,7.793522267,2004,19.14,3,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동,-36.34586944,소형,44.1393917
126,4400,2350,53.40909091,2004,19.14,4,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동,9.269699205,소형,44.1393917
127,4500,1116.666667,24.81481481,2004,19.14,5,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동,-19.32457689,소형,44.1393917
128,4866.666667,3990,81.98630137,2004,19.14,6,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동,37.84690967,소형,44.1393917
129,5350,2250,42.05607477,2004,19.14,7,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동,-2.083316935,소형,44.1393917
130,5206.666667,1766.666667,33.93085787,2004,19.14,8,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동,-10.20853383,소형,44.1393917
131,4825,2119.285714,43.92301999,2004,19.14,9,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동,-0.216371715,소형,44.1393917
132,5070,1562.5,30.81854043,2004,19.14,10,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동,-13.32085127,소형,44.1393917
133,5150,2471.428571,47.9889043,2004,19.14,11,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동,3.849512595,소형,44.1393917
134,5100,500,9.803921569,2004,19.14,13,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동,-34.33547014,소형,44.1393917
135,4850,1869.230769,38.5408406,2004,19.14,14,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동,-5.598551105,소형,44.1393917
136,5060,380,7.509881423,2004,19.14,15,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동,-36.62951028,소형,44.1393917
137,5300,1742.857143,32.88409704,2004,21.12,3,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동,-11.25529466,소형,44.1393917
138,4900,1800,36.73469388,2004,21.12,5,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동,-7.404697825,소형,44.1393917
139,5016.666667,1071.428571,21.35738016,2004,21.12,6,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동,-22.78201154,소형,44.1393917
140,4850,500,10.30927835,2004,21.12,7,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동,-33.83011335,소형,44.1393917
141,5250,3325,63.33333333,2004,21.12,8,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동,19.19394163,소형,44.1393917
142,5250,4489,85.5047619,2004,21.12,9,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동,41.3653702,소형,44.1393917
143,5180,3150,60.81081081,2004,21.12,10,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동,16.67141911,소형,44.1393917
144,5100,500,9.803921569,2004,21.12,12,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동,-34.33547014,소형,44.1393917
145,5125,1500,29.26829268,2004,21.12,13,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동,-14.87109902,소형,44.1393917
146,5137.5,5800,112.8953771,2004,21.12,14,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동,68.7559854,소형,44.1393917
147,5260,2837.5,53.94486692,2004,21.12,15,1036,6,인계 오피앙 오피스텔,41115,수원시 팔달구,인계동,9.805475215,소형,44.1393917
148,7500,5773.333333,76.97777778,2004,23.6,6,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동,56.08163296,소형,20.89614482
149,7900,500,6.329113924,2004,23.6,7,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동,-14.5670309,소형,20.89614482
150,7741.666667,2011.111111,25.97775386,2004,23.6,9,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동,5.081609037,소형,20.89614482
151,7900,2225,28.16455696,2004,23.6,10,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동,7.268412137,소형,20.89614482
152,7800,1136.363636,14.56876457,2004,23.6,11,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동,-6.327380253,소형,20.89614482
153,8500,1036.363636,12.19251337,2004,23.6,12,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동,-8.703631453,소형,20.89614482
154,8037.5,533.3333333,6.635562468,2004,23.6,14,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동,-14.26058236,소형,20.89614482
155,6800,6184.375,90.94669118,2004,25.27,3,1016,2,현대하이엘,41115,수원시 팔달구,인계동,46.80729948,소형,44.1393917
156,6300,662.5,10.51587302,2004,25.27,4,1016,2,현대하이엘,41115,수원시 팔달구,인계동,-33.62351868,소형,44.1393917
157,6750,3683.333333,54.56790123,2004,25.27,5,1016,2,현대하이엘,41115,수원시 팔달구,인계동,10.42850953,소형,44.1393917
158,6950,1314.285714,18.91058582,2004,25.27,6,1016,2,현대하이엘,41115,수원시 팔달구,인계동,-25.22880588,소형,44.1393917
159,6840,666.6666667,9.746588694,2004,25.27,7,1016,2,현대하이엘,41115,수원시 팔달구,인계동,-34.39280301,소형,44.1393917
160,7000,4833.333333,69.04761905,2004,25.27,9,1016,2,현대하이엘,41115,수원시 팔달구,인계동,24.90822735,소형,44.1393917
161,6900,2722.222222,39.45249597,2004,25.27,10,1016,2,현대하이엘,41115,수원시 팔달구,인계동,-4.686895735,소형,44.1393917
162,7050,1580,22.41134752,2004,25.27,11,1016,2,현대하이엘,41115,수원시 팔달구,인계동,-21.72804418,소형,44.1393917
163,6600,300,4.545454545,2004,25.27,12,1016,2,현대하이엘,41115,수원시 팔달구,인계동,-39.59393716,소형,44.1393917
164,6991.666667,442.8571429,6.334071173,2004,25.27,13,1016,2,현대하이엘,41115,수원시 팔달구,인계동,-37.80532053,소형,44.1393917
165,6937.5,2287.5,32.97297297,2004,25.27,15,1016,2,현대하이엘,41115,수원시 팔달구,인계동,-11.16641873,소형,44.1393917
166,7950,3000,37.73584906,2004,25.35,5,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동,16.83970424,소형,20.89614482
167,8500,500,5.882352941,2004,25.35,15,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동,-15.01379188,소형,20.89614482
168,8000,9300,116.25,2004,27.45,7,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동,95.35385518,소형,20.89614482
169,8500,500,5.882352941,2004,27.45,11,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동,-15.01379188,소형,20.89614482
170,8500,4928.571429,57.98319328,2004,27.6,15,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동,37.08704846,소형,20.89614482
171,7800,5055.555556,64.81481481,2004,27.81,5,1135,8,삼부르네상스오피스텔,41115,수원시 팔달구,인계동,20.67542311,소형,44.1393917
172,7800,3762.5,48.23717949,2004,27.81,8,1135,8,삼부르네상스오피스텔,41115,수원시 팔달구,인계동,4.097787785,소형,44.1393917
173,7600,8540,112.3684211,2004,27.81,9,1135,8,삼부르네상스오피스텔,41115,수원시 팔달구,인계동,68.2290294,소형,44.1393917
174,7400,4250,57.43243243,2004,27.81,15,1135,8,삼부르네상스오피스텔,41115,수원시 팔달구,인계동,13.29304073,소형,44.1393917
175,9000,400,4.444444444,2004,28.14,3,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동,-16.45170038,소형,20.89614482
176,8700,450,5.172413793,2004,28.14,5,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동,-15.72373103,소형,20.89614482
177,8950,500,5.586592179,2004,28.14,7,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동,-15.30955264,소형,20.89614482
178,9500,500,5.263157895,2004,28.14,13,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동,-15.63298693,소형,20.89614482
179,10125,500,4.938271605,2004,28.14,14,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동,-15.95787322,소형,20.89614482
180,8950,4576.923077,51.13880533,2004,29.17,2,1013,1,세종그랑시아,41113,수원시 권선구,권선동,30.24266051,소형,20.89614482
181,9000,500,5.555555556,2004,29.17,3,1013,1,세종그랑시아,41113,수원시 권선구,권선동,-15.34058927,소형,20.89614482
182,9400,500,5.319148936,2004,29.17,4,1013,1,세종그랑시아,41113,수원시 권선구,권선동,-15.57699589,소형,20.89614482
183,9500,3375,35.52631579,2004,29.17,5,1013,1,세종그랑시아,41113,수원시 권선구,권선동,14.63017097,소형,20.89614482
184,9600,500,5.208333333,2004,29.17,7,1013,1,세종그랑시아,41113,수원시 권선구,권선동,-15.68781149,소형,20.89614482
185,9750,1500,15.38461538,2004,29.17,8,1013,1,세종그랑시아,41113,수원시 권선구,권선동,-5.511529443,소형,20.89614482
186,9900,4525,45.70707071,2004,29.17,10,1013,1,세종그랑시아,41113,수원시 권선구,권선동,24.81092589,소형,20.89614482
187,9700,500,5.154639175,2004,29.17,11,1013,1,세종그랑시아,41113,수원시 권선구,권선동,-15.74150565,소형,20.89614482
188,9750,500,5.128205128,2004,29.17,12,1013,1,세종그랑시아,41113,수원시 권선구,권선동,-15.7679397,소형,20.89614482
189,10500,2133.333333,20.31746032,2004,29.17,13,1013,1,세종그랑시아,41113,수원시 권선구,권선동,-0.578684503,소형,20.89614482
190,9466.666667,500,5.281690141,2004,29.17,15,1013,1,세종그랑시아,41113,수원시 권선구,권선동,-15.61445468,소형,20.89614482
191,9100,5354.545455,58.84115884,2004,29.76,3,1135,8,삼부르네상스오피스텔,41115,수원시 팔달구,인계동,14.70176714,소형,44.1393917
192,8266.666667,4671.875,56.51461694,2004,29.76,4,1135,8,삼부르네상스오피스텔,41115,수원시 팔달구,인계동,12.37522524,소형,44.1393917
193,8400,3890.909091,46.32034632,2004,29.76,5,1135,8,삼부르네상스오피스텔,41115,수원시 팔달구,인계동,2.180954615,소형,44.1393917
194,8000,5500,68.75,2004,29.76,6,1135,8,삼부르네상스오피스텔,41115,수원시 팔달구,인계동,24.6106083,소형,44.1393917
195,8500,2100,24.70588235,2004,29.76,9,1135,8,삼부르네상스오피스텔,41115,수원시 팔달구,인계동,-19.43350935,소형,44.1393917
196,9500,2720,28.63157895,2004,29.76,10,1135,8,삼부르네상스오피스텔,41115,수원시 팔달구,인계동,-15.50781275,소형,44.1393917
197,8266.666667,5133.333333,62.09677419,2004,29.76,11,1135,8,삼부르네상스오피스텔,41115,수원시 팔달구,인계동,17.95738249,소형,44.1393917
198,8415,857.1428571,10.18589254,2004,29.76,12,1135,8,삼부르네상스오피스텔,41115,수원시 팔달구,인계동,-33.95349916,소형,44.1393917
199,8266.666667,3900,47.17741935,2004,29.76,13,1135,8,삼부르네상스오피스텔,41115,수원시 팔달구,인계동,3.038027645,소형,44.1393917
200,9000,7215,80.16666667,2004,29.76,15,1135,8,삼부르네상스오피스텔,41115,수원시 팔달구,인계동,36.02727497,소형,44.1393917
201,10000,1200,12,2004,30,6,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동,-46.7214277,중형,58.7214277
202,9800,2000,20.40816327,2004,30,7,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동,-38.31326443,중형,58.7214277
203,10000,442.8571429,4.428571429,2004,30,8,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동,-54.29285627,중형,58.7214277
204,9733.333333,3133.333333,32.19178082,2004,30,9,1023,2,이오스 오피스텔,41113,수원시 권선구,권선동,-26.52964688,중형,58.7214277
