,건축년도,보증금.만원.,거래금액.만원.,전세가율,주택유형,본번,부번,층,도로명,단지명,전용면적,시군구,동,편차,전용면적_그룹,평균 전세가율
788,1986,9914.285714,19266.66667,51.45823035,아파트,199,0,5,수일로 26,궁전,44.37,경기도 수원시 장안구 파장동,파장동,-13.26075285,중형,64.7189832
789,1997,16800,20000,84,아파트,206,8,3,화양로 34,신우상가,56.17,경기도 수원시 팔달구 화서동,화서동,30.78680525,중형,53.21319475
790,1997,16000,25766.66667,62.09573092,아파트,206,8,5,화양로 34,신우상가,68.75,경기도 수원시 팔달구 화서동,화서동,4.242466988,대형,57.85326393
791,2001,19900,25366.66667,78.44940867,아파트,209,7,1,경수대로565번길 26,CJ아파트101동,57.043,경기도 수원시 팔달구 인계동,인계동,9.136117424,중형,69.31329125
792,2001,19250,22350,86.12975391,아파트,209,7,2,경수대로565번길 26,CJ아파트101동,57.043,경기도 수원시 팔달구 인계동,인계동,16.81646266,중형,69.31329125
793,2001,20375,22000,92.61363636,아파트,209,7,3,경수대로565번길 26,CJ아파트101동,57.043,경기도 수원시 팔달구 인계동,인계동,23.30034511,중형,69.31329125
794,2001,21000,23900,87.86610879,아파트,209,7,4,경수대로565번길 26,CJ아파트101동,57.043,경기도 수원시 팔달구 인계동,인계동,18.55281754,중형,69.31329125
795,2001,17000,22300,76.23318386,아파트,209,7,7,경수대로565번길 26,CJ아파트101동,48.138,경기도 수원시 팔달구 인계동,인계동,6.919892614,중형,69.31329125
796,2001,20500,25361.66667,80.83064993,아파트,209,7,7,경수대로565번길 26,CJ아파트101동,57.043,경기도 수원시 팔달구 인계동,인계동,11.51735868,중형,69.31329125
797,2001,17000,19000,89.47368421,아파트,209,7,8,경수대로565번길 26,CJ아파트101동,48.138,경기도 수원시 팔달구 인계동,인계동,20.16039296,중형,69.31329125
798,2001,18900,23866.66667,79.18994413,아파트,209,7,8,경수대로565번길 26,CJ아파트101동,57.043,경기도 수원시 팔달구 인계동,인계동,9.876652884,중형,69.31329125
799,2001,20000,21600,92.59259259,아파트,209,7,9,경수대로565번길 26,CJ아파트101동,57.043,경기도 수원시 팔달구 인계동,인계동,23.27930134,중형,69.31329125
800,2001,20000,27735,72.11105102,아파트,209,7,10,경수대로565번길 26,CJ아파트101동,57.043,경기도 수원시 팔달구 인계동,인계동,2.797759774,중형,69.31329125
801,2001,24000,21000,114.2857143,아파트,209,7,11,경수대로565번길 26,CJ아파트101동,57.043,경기도 수원시 팔달구 인계동,인계동,44.97242305,중형,69.31329125
802,1980,14333.33333,22166.66667,64.66165414,아파트,212,1,1,화양로 41,화서맨션가동,64.69,경기도 수원시 팔달구 화서동,화서동,6.808390208,대형,57.85326393
803,1980,15360,27100,56.67896679,아파트,212,1,3,화양로 41,화서맨션가동,64.69,경기도 수원시 팔달구 화서동,화서동,-1.174297142,대형,57.85326393
804,1980,12600,19000,66.31578947,아파트,212,1,5,화양로 41,화서맨션가동,64.69,경기도 수원시 팔달구 화서동,화서동,8.462525538,대형,57.85326393
805,1978,14600,27000,54.07407407,아파트,212,5,1,경수대로 1102,삼익,78.64,경기도 수원시 장안구 파장동,파장동,-12.19619073,대형,66.2702648
806,1978,20000,38000,52.63157895,아파트,212,5,1,경수대로 1102,삼익,106.84,경기도 수원시 장안구 파장동,파장동,-6.382012313,초대형,59.01359126
807,1978,13550,33000,41.06060606,아파트,212,5,2,경수대로 1102,삼익,76.99,경기도 수원시 장안구 파장동,파장동,-25.20965874,대형,66.2702648
808,1978,19000,31000,61.29032258,아파트,212,5,3,경수대로 1102,삼익,76.99,경기도 수원시 장안구 파장동,파장동,-4.979942219,대형,66.2702648
809,1978,15000,32500,46.15384615,아파트,212,5,4,경수대로 1102,삼익,76.99,경기도 수원시 장안구 파장동,파장동,-20.11641865,대형,66.2702648
810,1978,15000,25600,58.59375,아파트,212,5,6,경수대로 1102,삼익,55.57,경기도 수원시 장안구 파장동,파장동,-6.125233197,중형,64.7189832
811,1978,24000,47750,50.2617801,아파트,212,5,6,경수대로 1102,삼익,104.83,경기도 수원시 장안구 파장동,파장동,-8.751811163,초대형,59.01359126
812,1978,14000,37000,37.83783784,아파트,212,5,7,경수대로 1102,삼익,76.99,경기도 수원시 장안구 파장동,파장동,-28.43242696,대형,66.2702648
813,1978,18000,37750,47.68211921,아파트,212,5,8,경수대로 1102,삼익,76.99,경기도 수원시 장안구 파장동,파장동,-18.58814559,대형,66.2702648
814,1978,22466.66667,30300,74.14741474,아파트,212,5,8,경수대로 1102,삼익,104.83,경기도 수원시 장안구 파장동,파장동,15.13382348,초대형,59.01359126
815,1978,19445.33333,37000,52.55495495,아파트,212,5,9,경수대로 1102,삼익,76.99,경기도 수원시 장안구 파장동,파장동,-13.71530985,대형,66.2702648
816,1978,18000,34450,52.24963716,아파트,212,5,11,경수대로 1102,삼익,76.99,경기도 수원시 장안구 파장동,파장동,-14.02062764,대형,66.2702648
817,1980,14862.5,24125,61.60621762,아파트,212,5,2,화양로 42,화서맨션나동,71.6,경기도 수원시 팔달구 화서동,화서동,3.752953688,대형,57.85326393
818,1980,14000,28500,49.12280702,아파트,212,5,3,화양로 42,화서맨션나동,71.6,경기도 수원시 팔달구 화서동,화서동,-8.730456912,대형,57.85326393
819,1980,12000,18700,64.17112299,아파트,212,5,5,화양로 42,화서맨션나동,71.6,경기도 수원시 팔달구 화서동,화서동,6.317859058,대형,57.85326393
820,1980,14600,21000,69.52380952,아파트,212,6,5,화양로 40,화서맨션다동,71.6,경기도 수원시 팔달구 화서동,화서동,11.67054559,대형,57.85326393
821,1995,16500,32500,50.76923077,아파트,213,5,7,수일로 13,동진,72.75,경기도 수원시 장안구 파장동,파장동,-15.50103403,대형,66.2702648
822,1995,20000,30000,66.66666667,아파트,213,5,9,수일로 13,동진,72.75,경기도 수원시 장안구 파장동,파장동,0.396401871,대형,66.2702648
823,2005,27000,35500,76.05633803,아파트,213,27,4,화양로47번길 17-5,민영루이스,84.83,경기도 수원시 팔달구 화서동,화서동,18.2030741,대형,57.85326393
824,2005,26000,36000,72.22222222,아파트,213,27,7,화양로47번길 17-5,민영루이스,84.83,경기도 수원시 팔달구 화서동,화서동,14.36895829,대형,57.85326393
825,1994,20800,29650,70.15177066,아파트,214,0,3,창훈로 57-11,목화,84.82,경기도 수원시 장안구 연무동,연무동,-0.517661259,대형,70.66943192
826,1994,16000,23950,66.80584551,아파트,214,0,4,창훈로 57-11,목화,84.82,경기도 수원시 장안구 연무동,연무동,-3.863586409,대형,70.66943192
827,1994,28666.66667,50000,57.33333333,아파트,214,0,8,창훈로 57-11,목화,84.82,경기도 수원시 장안구 연무동,연무동,-13.33609859,대형,70.66943192
828,1994,21000,23000,91.30434783,아파트,214,0,9,창훈로 57-11,목화,73.26,경기도 수원시 장안구 연무동,연무동,20.63491591,대형,70.66943192
829,1997,14000,23000,60.86956522,아파트,218,1,1,당진로14번길 37,삼정그린뷰,59.93,경기도 수원시 권선구 당수동,당수동,-9.693927154,중형,70.56349237
830,1997,14166.66667,20533.33333,68.99350649,아파트,218,1,1,당진로14번길 46,삼정그린뷰,59.93,경기도 수원시 권선구 당수동,당수동,-1.569985884,중형,70.56349237
831,1997,17911.11111,26750,66.95742471,아파트,218,1,1,당진로14번길 46,삼정그린뷰,84.92,경기도 수원시 권선구 당수동,당수동,-1.722549839,대형,68.67997455
832,1997,19750,30000,65.83333333,아파트,218,1,2,당진로14번길 37,삼정그린뷰,59.93,경기도 수원시 권선구 당수동,당수동,-4.730159044,중형,70.56349237
833,1997,16333.33333,22225,73.49081365,아파트,218,1,2,당진로14번길 46,삼정그린뷰,59.93,경기도 수원시 권선구 당수동,당수동,2.927321276,중형,70.56349237
834,1997,22500,32362.5,69.52491309,아파트,218,1,2,당진로14번길 46,삼정그린뷰,84.92,경기도 수원시 권선구 당수동,당수동,0.844938541,대형,68.67997455
835,1997,14800,21250,69.64705882,아파트,218,1,3,당진로14번길 37,삼정그린뷰,59.93,경기도 수원시 권선구 당수동,당수동,-0.916433554,중형,70.56349237
836,1997,19718.75,28900,68.23096886,아파트,218,1,3,당진로14번길 46,삼정그린뷰,59.93,경기도 수원시 권선구 당수동,당수동,-2.332523514,중형,70.56349237
837,1997,25500,32633.33333,78.14096016,아파트,218,1,3,당진로14번길 46,삼정그린뷰,84.92,경기도 수원시 권선구 당수동,당수동,9.460985611,대형,68.67997455
838,1997,22000,23800,92.43697479,아파트,218,1,4,당진로14번길 37,삼정그린뷰,59.93,경기도 수원시 권선구 당수동,당수동,21.87348242,중형,70.56349237
839,1997,25000,28500,87.71929825,아파트,218,1,4,당진로14번길 37,삼정그린뷰,84.92,경기도 수원시 권선구 당수동,당수동,19.0393237,대형,68.67997455
840,1997,12000,23133.33333,51.87319885,아파트,218,1,4,당진로14번길 46,삼정그린뷰,59.93,경기도 수원시 권선구 당수동,당수동,-18.69029352,중형,70.56349237
841,1997,24000,29500,81.3559322,아파트,218,1,4,당진로14번길 46,삼정그린뷰,84.92,경기도 수원시 권선구 당수동,당수동,12.67595765,대형,68.67997455
842,1997,14250,28850,49.39341421,아파트,218,1,5,당진로14번길 46,삼정그린뷰,59.93,경기도 수원시 권선구 당수동,당수동,-21.17007816,중형,70.56349237
843,1997,19175,31700,60.48895899,아파트,218,1,5,당진로14번길 46,삼정그린뷰,84.92,경기도 수원시 권선구 당수동,당수동,-8.191015559,대형,68.67997455
844,1997,19000,27750,68.46846847,아파트,218,1,6,당진로14번길 46,삼정그린뷰,59.93,경기도 수원시 권선구 당수동,당수동,-2.095023904,중형,70.56349237
845,1997,17600,30750,57.23577236,아파트,218,1,6,당진로14번길 46,삼정그린뷰,84.92,경기도 수원시 권선구 당수동,당수동,-11.44420219,대형,68.67997455
846,1997,19000,24100,78.83817427,아파트,218,1,7,당진로14번길 37,삼정그린뷰,59.93,경기도 수원시 권선구 당수동,당수동,8.274681896,중형,70.56349237
847,1997,17000,29250,58.11965812,아파트,218,1,7,당진로14번길 46,삼정그린뷰,59.93,경기도 수원시 권선구 당수동,당수동,-12.44383425,중형,70.56349237
848,1997,19500,35000,55.71428571,아파트,218,1,7,당진로14번길 46,삼정그린뷰,84.92,경기도 수원시 권선구 당수동,당수동,-12.96568884,대형,68.67997455
849,1997,19000,25100,75.69721116,아파트,218,1,8,당진로14번길 37,삼정그린뷰,59.93,경기도 수원시 권선구 당수동,당수동,5.133718786,중형,70.56349237
850,1997,23000,36433.33333,63.12900274,아파트,218,1,8,당진로14번길 46,삼정그린뷰,84.92,경기도 수원시 권선구 당수동,당수동,-5.550971809,대형,68.67997455
851,1997,15250,23150,65.87473002,아파트,218,1,9,당진로14번길 46,삼정그린뷰,59.93,경기도 수원시 권선구 당수동,당수동,-4.688762354,중형,70.56349237
852,1997,21000,29000,72.4137931,아파트,218,1,9,당진로14번길 46,삼정그린뷰,84.92,경기도 수원시 권선구 당수동,당수동,3.733818551,대형,68.67997455
853,1997,20000,28250,70.79646018,아파트,218,1,10,당진로14번길 37,삼정그린뷰,59.93,경기도 수원시 권선구 당수동,당수동,0.232967806,중형,70.56349237
854,1997,20200,24816.66667,81.39691068,아파트,218,1,10,당진로14번길 46,삼정그린뷰,59.93,경기도 수원시 권선구 당수동,당수동,10.83341831,중형,70.56349237
855,1997,21107.14286,30350,69.54577548,아파트,218,1,10,당진로14번길 46,삼정그린뷰,84.92,경기도 수원시 권선구 당수동,당수동,0.865800931,대형,68.67997455
856,1997,16450,23900,68.82845188,아파트,218,1,11,당진로14번길 37,삼정그린뷰,59.93,경기도 수원시 권선구 당수동,당수동,-1.735040494,중형,70.56349237
857,1997,20666.66667,21900,94.36834094,아파트,218,1,11,당진로14번길 46,삼정그린뷰,59.93,경기도 수원시 권선구 당수동,당수동,23.80484857,중형,70.56349237
858,1997,23760,36066.66667,65.8780037,아파트,218,1,11,당진로14번길 46,삼정그린뷰,84.92,경기도 수원시 권선구 당수동,당수동,-2.801970849,대형,68.67997455
859,1997,22333.33333,33000,67.67676768,아파트,218,1,12,당진로14번길 37,삼정그린뷰,59.93,경기도 수원시 권선구 당수동,당수동,-2.886724694,중형,70.56349237
860,1997,18500,24800,74.59677419,아파트,218,1,12,당진로14번길 46,삼정그린뷰,59.93,경기도 수원시 권선구 당수동,당수동,4.033281816,중형,70.56349237
861,1997,29000,35480,81.7361894,아파트,218,1,12,당진로14번길 46,삼정그린뷰,84.92,경기도 수원시 권선구 당수동,당수동,13.05621485,대형,68.67997455
862,1997,14260,23400,60.94017094,아파트,218,1,13,당진로14번길 46,삼정그린뷰,59.93,경기도 수원시 권선구 당수동,당수동,-9.623321434,중형,70.56349237
863,1997,20975,32420,64.69771746,아파트,218,1,13,당진로14번길 46,삼정그린뷰,84.92,경기도 수원시 권선구 당수동,당수동,-3.982257089,대형,68.67997455
864,1997,16000,21100,75.82938389,아파트,218,1,14,당진로14번길 37,삼정그린뷰,59.93,경기도 수원시 권선구 당수동,당수동,5.265891516,중형,70.56349237
865,1997,25500,32000,79.6875,아파트,218,1,14,당진로14번길 46,삼정그린뷰,59.93,경기도 수원시 권선구 당수동,당수동,9.124007626,중형,70.56349237
866,1997,18933.33333,32900,57.54812563,아파트,218,1,14,당진로14번길 46,삼정그린뷰,84.92,경기도 수원시 권선구 당수동,당수동,-11.13184892,대형,68.67997455
867,1997,16441.66667,25200,65.24470899,아파트,218,1,15,당진로14번길 46,삼정그린뷰,59.93,경기도 수원시 권선구 당수동,당수동,-5.318783384,중형,70.56349237
868,1997,20333.33333,22600,89.97050147,아파트,218,1,16,당진로14번길 37,삼정그린뷰,59.93,경기도 수원시 권선구 당수동,당수동,19.4070091,중형,70.56349237
869,1997,22250,30900,72.00647249,아파트,218,1,16,당진로14번길 37,삼정그린뷰,84.92,경기도 수원시 권선구 당수동,당수동,3.326497941,대형,68.67997455
870,1997,19291.66667,24333.33333,79.28082192,아파트,218,1,16,당진로14번길 46,삼정그린뷰,59.93,경기도 수원시 권선구 당수동,당수동,8.717329546,중형,70.56349237
871,1997,18000,29000,62.06896552,아파트,218,1,16,당진로14번길 46,삼정그린뷰,84.92,경기도 수원시 권선구 당수동,당수동,-6.611009029,대형,68.67997455
872,1997,17250,27850,61.93895871,아파트,218,1,17,당진로14번길 46,삼정그린뷰,59.93,경기도 수원시 권선구 당수동,당수동,-8.624533664,중형,70.56349237
873,1997,20375,30000,67.91666667,아파트,218,1,17,당진로14번길 46,삼정그린뷰,84.92,경기도 수원시 권선구 당수동,당수동,-0.763307879,대형,68.67997455
874,1997,16172.22222,25100,64.43116423,아파트,218,1,18,당진로14번길 46,삼정그린뷰,59.93,경기도 수원시 권선구 당수동,당수동,-6.132328144,중형,70.56349237
875,1997,17000,21750,78.16091954,아파트,218,1,19,당진로14번길 46,삼정그린뷰,59.93,경기도 수원시 권선구 당수동,당수동,7.597427166,중형,70.56349237
876,1997,19616.66667,30950,63.3817986,아파트,218,1,19,당진로14번길 46,삼정그린뷰,84.92,경기도 수원시 권선구 당수동,당수동,-5.298175949,대형,68.67997455
877,1997,20400,28500,71.57894737,아파트,218,1,20,당진로14번길 46,삼정그린뷰,84.92,경기도 수원시 권선구 당수동,당수동,2.898972821,대형,68.67997455
878,1993,21666.66667,30250,71.62534435,아파트,220,3,1,덕영대로757번길 10,영광,83.4,경기도 수원시 팔달구 화서동,화서동,13.77208042,대형,57.85326393
879,1993,23225,32000,72.578125,아파트,220,3,2,덕영대로757번길 10,영광,83.4,경기도 수원시 팔달구 화서동,화서동,14.72486107,대형,57.85326393
880,1993,20500,32750,62.59541985,아파트,220,3,3,덕영대로757번길 10,영광,83.4,경기도 수원시 팔달구 화서동,화서동,4.742155918,대형,57.85326393
881,1993,21000,36150,58.09128631,아파트,220,3,4,덕영대로757번길 10,영광,83.4,경기도 수원시 팔달구 화서동,화서동,0.238022378,대형,57.85326393
882,1993,18866.66667,30500,61.8579235,아파트,220,3,5,덕영대로757번길 10,영광,83.4,경기도 수원시 팔달구 화서동,화서동,4.004659568,대형,57.85326393
883,1993,25000,42900,58.27505828,아파트,220,3,6,덕영대로757번길 10,영광,83.4,경기도 수원시 팔달구 화서동,화서동,0.421794348,대형,57.85326393
884,1993,23714.28571,35833.33333,66.17940199,아파트,220,3,7,덕영대로757번길 10,영광,83.4,경기도 수원시 팔달구 화서동,화서동,8.326138058,대형,57.85326393
885,1993,22500,35666.66667,63.08411215,아파트,220,3,8,덕영대로757번길 10,영광,83.4,경기도 수원시 팔달구 화서동,화서동,5.230848218,대형,57.85326393
886,1993,24714.28571,35800,69.03431764,아파트,220,3,9,덕영대로757번길 10,영광,83.4,경기도 수원시 팔달구 화서동,화서동,11.18105371,대형,57.85326393
887,1993,25666.66667,35175,72.96849088,아파트,220,3,10,덕영대로757번길 10,영광,83.4,경기도 수원시 팔달구 화서동,화서동,15.11522695,대형,57.85326393
888,1993,19154.33333,33650,56.92223873,아파트,220,3,11,덕영대로757번길 10,영광,83.4,경기도 수원시 팔달구 화서동,화서동,-0.931025202,대형,57.85326393
889,1993,18216.66667,35400,51.45951036,아파트,220,3,12,덕영대로757번길 10,영광,83.4,경기도 수원시 팔달구 화서동,화서동,-6.393753572,대형,57.85326393
890,1993,22666.66667,30000,75.55555556,아파트,220,3,13,덕영대로757번길 10,영광,74.58,경기도 수원시 팔달구 화서동,화서동,17.70229163,대형,57.85326393
891,1993,23500,36800,63.85869565,아파트,220,3,13,덕영대로757번길 10,영광,83.4,경기도 수원시 팔달구 화서동,화서동,6.005431718,대형,57.85326393
892,1993,20333.33333,36500,55.70776256,아파트,220,3,15,덕영대로757번길 10,영광,83.4,경기도 수원시 팔달구 화서동,화서동,-2.145501372,대형,57.85326393
893,1993,21538.46154,34233.33333,62.91663546,아파트,220,3,16,덕영대로757번길 10,영광,83.4,경기도 수원시 팔달구 화서동,화서동,5.063371528,대형,57.85326393
894,1993,20487.5,34750,58.95683453,아파트,220,3,18,덕영대로757번길 10,영광,83.4,경기도 수원시 팔달구 화서동,화서동,1.103570598,대형,57.85326393
895,1993,21833.33333,36000,60.64814815,아파트,220,3,19,덕영대로757번길 10,영광,83.4,경기도 수원시 팔달구 화서동,화서동,2.794884218,대형,57.85326393
896,1993,22166.66667,35700,62.09150327,아파트,220,3,20,덕영대로757번길 10,영광,83.4,경기도 수원시 팔달구 화서동,화서동,4.238239338,대형,57.85326393
897,1995,31000,30000,103.3333333,아파트,241,0,1,금호로 45,삼익1,84.92,경기도 수원시 권선구 금곡동,금곡동,39.68942686,대형,63.64390644
898,1995,15206.25,26000,58.48557692,아파트,241,0,2,금호로 45,삼익1,59.4,경기도 수원시 권선구 금곡동,금곡동,-10.27485061,중형,68.76042753
899,1995,29000,31350,92.50398724,아파트,241,0,2,금호로 45,삼익1,84.92,경기도 수원시 권선구 금곡동,금곡동,28.8600808,대형,63.64390644
900,1995,15350,22650,67.77041943,아파트,241,0,3,금호로 45,삼익1,59.4,경기도 수원시 권선구 금곡동,금곡동,-0.990008103,중형,68.76042753
901,1995,24500,32400,75.61728395,아파트,241,0,3,금호로 45,삼익1,84.92,경기도 수원시 권선구 금곡동,금곡동,11.97337751,대형,63.64390644
902,1995,15500,22250,69.66292135,아파트,241,0,4,금호로 45,삼익1,59.4,경기도 수원시 권선구 금곡동,금곡동,0.902493817,중형,68.76042753
903,1995,25462.5,32000,79.5703125,아파트,241,0,4,금호로 45,삼익1,84.92,경기도 수원시 권선구 금곡동,금곡동,15.92640606,대형,63.64390644
904,1995,21000,23650,88.794926,아파트,241,0,5,금호로 45,삼익1,59.4,경기도 수원시 권선구 금곡동,금곡동,20.03449847,중형,68.76042753
905,1995,21349,30000,71.16333333,아파트,241,0,5,금호로 45,삼익1,84.92,경기도 수원시 권선구 금곡동,금곡동,7.519426891,대형,63.64390644
906,1995,15333.33333,28333.33333,54.11764706,아파트,241,0,6,금호로 45,삼익1,59.4,경기도 수원시 권선구 금곡동,금곡동,-14.64278047,중형,68.76042753
907,1995,23812.5,39150,60.82375479,아파트,241,0,6,금호로 45,삼익1,84.92,경기도 수원시 권선구 금곡동,금곡동,-2.820151649,대형,63.64390644
908,1995,18820,24550,76.6598778,아파트,241,0,7,금호로 45,삼익1,59.4,경기도 수원시 권선구 금곡동,금곡동,7.899450267,중형,68.76042753
909,1995,20500,27033.33333,75.8323058,아파트,241,0,8,금호로 45,삼익1,59.4,경기도 수원시 권선구 금곡동,금곡동,7.071878267,중형,68.76042753
910,1995,22000,25000,88,아파트,241,0,8,금호로 45,삼익1,84.92,경기도 수원시 권선구 금곡동,금곡동,24.35609356,대형,63.64390644
911,1995,18750,23000,81.52173913,아파트,241,0,9,금호로 45,삼익1,59.4,경기도 수원시 권선구 금곡동,금곡동,12.7613116,중형,68.76042753
912,1995,17033.33333,25000,68.13333333,아파트,241,0,10,금호로 45,삼익1,59.4,경기도 수원시 권선구 금곡동,금곡동,-0.627094203,중형,68.76042753
913,1995,22633.33333,34800,65.03831418,아파트,241,0,10,금호로 45,삼익1,84.92,경기도 수원시 권선구 금곡동,금곡동,1.394407741,대형,63.64390644
914,1995,20900,25250,82.77227723,아파트,241,0,11,금호로 45,삼익1,59.4,경기도 수원시 권선구 금곡동,금곡동,14.0118497,중형,68.76042753
915,1995,17000,25750,66.01941748,아파트,241,0,12,금호로 45,삼익1,59.4,경기도 수원시 권선구 금곡동,금곡동,-2.741010053,중형,68.76042753
916,1995,23666.66667,44700,52.94556301,아파트,241,0,12,금호로 45,삼익1,84.92,경기도 수원시 권선구 금곡동,금곡동,-10.69834343,대형,63.64390644
917,1995,16500,23000,71.73913043,아파트,241,0,13,금호로 45,삼익1,59.4,경기도 수원시 권선구 금곡동,금곡동,2.978702897,중형,68.76042753
918,1995,24000,32500,73.84615385,아파트,241,0,13,금호로 45,삼익1,84.92,경기도 수원시 권선구 금곡동,금곡동,10.20224741,대형,63.64390644
919,1995,18241.66667,24450,74.60804363,아파트,241,0,14,금호로 45,삼익1,59.4,경기도 수원시 권선구 금곡동,금곡동,5.847616097,중형,68.76042753
920,1995,30000,33600,89.28571429,아파트,241,0,14,금호로 45,삼익1,84.92,경기도 수원시 권선구 금곡동,금곡동,25.64180785,대형,63.64390644
921,1995,18750,23525,79.70244421,아파트,241,0,15,금호로 45,삼익1,59.4,경기도 수원시 권선구 금곡동,금곡동,10.94201668,중형,68.76042753
922,1995,20142.85714,26400,76.2987013,아파트,241,0,16,금호로 45,삼익1,59.4,경기도 수원시 권선구 금곡동,금곡동,7.538273767,중형,68.76042753
923,1995,20737.5,34800,59.59051724,아파트,241,0,16,금호로 45,삼익1,84.92,경기도 수원시 권선구 금곡동,금곡동,-4.053389199,대형,63.64390644
924,1999,22000,42750,51.4619883,아파트,243,0,1,매곡로 100,동성,84.97,경기도 수원시 권선구 금곡동,금곡동,-12.18191814,대형,63.64390644
925,1999,24000,32000,75,아파트,243,0,2,매곡로 100,동성,60,경기도 수원시 권선구 금곡동,금곡동,11.35609356,대형,63.64390644
926,1999,22000,42150,52.1945433,아파트,243,0,4,매곡로 100,동성,84.97,경기도 수원시 권선구 금곡동,금곡동,-11.44936314,대형,63.64390644
927,1999,30000,42000,71.42857143,아파트,243,0,5,매곡로 100,동성,84.97,경기도 수원시 권선구 금곡동,금곡동,7.784664991,대형,63.64390644
928,1999,30500,43000,70.93023256,아파트,243,0,7,매곡로 100,동성,84.97,경기도 수원시 권선구 금곡동,금곡동,7.286326121,대형,63.64390644
929,1999,16000,30000,53.33333333,아파트,243,0,10,매곡로 100,동성,60,경기도 수원시 권선구 금곡동,금곡동,-10.31057311,대형,63.64390644
930,1999,25000,27200,91.91176471,아파트,243,0,11,매곡로 100,동성,60,경기도 수원시 권선구 금곡동,금곡동,28.26785827,대형,63.64390644
931,1999,25790,44000,58.61363636,아파트,243,0,11,매곡로 100,동성,84.97,경기도 수원시 권선구 금곡동,금곡동,-5.030270079,대형,63.64390644
932,1999,22000,36750,59.86394558,아파트,243,0,13,매곡로 100,동성,60,경기도 수원시 권선구 금곡동,금곡동,-3.779960859,대형,63.64390644
933,1999,19450,28500,68.24561404,아파트,243,0,16,매곡로 100,동성,60,경기도 수원시 권선구 금곡동,금곡동,4.601707601,대형,63.64390644
934,1999,21333.33333,31000,68.8172043,아파트,243,0,17,매곡로 100,동성,60,경기도 수원시 권선구 금곡동,금곡동,5.173297861,대형,63.64390644
935,1999,21633.33333,40600,53.28407225,아파트,243,0,17,매곡로 100,동성,84.97,경기도 수원시 권선구 금곡동,금곡동,-10.35983419,대형,63.64390644
936,1999,19816.66667,32450,61.06831022,아파트,243,0,18,매곡로 100,동성,60,경기도 수원시 권선구 금곡동,금곡동,-2.575596219,대형,63.64390644
937,1999,21833.33333,34500,63.28502415,아파트,243,0,20,매곡로 100,동성,60,경기도 수원시 권선구 금곡동,금곡동,-0.358882289,대형,63.64390644
938,1987,12000,17000,70.58823529,아파트,243,1,1,매곡로 110,공작,36,경기도 수원시 권선구 금곡동,금곡동,1.827807757,중형,68.76042753
939,1987,12000,15000,80,아파트,243,1,1,매곡로 110,공작,38.43,경기도 수원시 권선구 금곡동,금곡동,11.23957247,중형,68.76042753
940,1987,12000,13900,86.33093525,아파트,243,1,1,매곡로 110-1,공작,38.43,경기도 수원시 권선구 금곡동,금곡동,17.57050772,중형,68.76042753
941,1987,10000,17300,57.80346821,아파트,243,1,2,매곡로 110,공작,36,경기도 수원시 권선구 금곡동,금곡동,-10.95695932,중형,68.76042753
942,1987,7500,14475,51.8134715,아파트,243,1,2,매곡로 110,공작,38.43,경기도 수원시 권선구 금곡동,금곡동,-16.94695603,중형,68.76042753
943,1987,11000,13600,80.88235294,아파트,243,1,3,매곡로 110,공작,38.43,경기도 수원시 권선구 금곡동,금곡동,12.12192541,중형,68.76042753
944,1987,8000,14566.66667,54.91990847,아파트,243,1,3,매곡로 110-1,공작,38.43,경기도 수원시 권선구 금곡동,금곡동,-13.84051906,중형,68.76042753
945,1987,9666.666667,13966.66667,69.2124105,아파트,243,1,4,매곡로 110,공작,36,경기도 수원시 권선구 금곡동,금곡동,0.451982967,중형,68.76042753
946,1987,10000,14275,70.0525394,아파트,243,1,4,매곡로 110,공작,38.43,경기도 수원시 권선구 금곡동,금곡동,1.292111867,중형,68.76042753
947,1995,20500,26000,78.84615385,아파트,244,1,3,창훈로20번길 30,청호,71.88,경기도 수원시 장안구 연무동,연무동,8.176721931,대형,70.66943192
948,1995,17000,21000,80.95238095,아파트,244,1,6,창훈로20번길 30,청호,58.38,경기도 수원시 장안구 연무동,연무동,5.601552633,중형,75.35082832
949,1995,20500,20000,102.5,아파트,244,1,7,창훈로20번길 30,청호,58.38,경기도 수원시 장안구 연무동,연무동,27.14917168,중형,75.35082832
950,1995,16000,20650,77.48184019,아파트,244,1,9,창훈로20번길 30,청호,58.38,경기도 수원시 장안구 연무동,연무동,2.131011873,중형,75.35082832
951,1986,12000,12500,96,아파트,245,3,1,경수대로553번길 40,무궁화,44.1,경기도 수원시 팔달구 인계동,인계동,26.68670875,중형,69.31329125
952,1986,12000,13400,89.55223881,아파트,245,3,3,경수대로553번길 40,무궁화,44.1,경기도 수원시 팔달구 인계동,인계동,20.23894756,중형,69.31329125
953,1986,12000,15600,76.92307692,아파트,245,3,3,경수대로553번길 40,무궁화,47.7,경기도 수원시 팔달구 인계동,인계동,7.609785674,중형,69.31329125
954,1986,12100,13925,86.8940754,아파트,245,3,4,경수대로553번길 40,무궁화,44.1,경기도 수원시 팔달구 인계동,인계동,17.58078415,중형,69.31329125
955,1986,12000,12500,96,아파트,245,3,5,경수대로553번길 40,무궁화,44.1,경기도 수원시 팔달구 인계동,인계동,26.68670875,중형,69.31329125
956,1995,18500,26250,70.47619048,아파트,248,17,5,월드컵로 410,익주,72.12,경기도 수원시 장안구 연무동,연무동,-0.193241439,대형,70.66943192
