,건축년도,보증금.만원.,거래금액.만원.,전세가율,주택유형,본번,부번,층,도로명,단지명,전용면적,시군구,동,편차,전용면적_그룹,평균 전세가율
6823,2013,55000,74600,73.72654155,아파트,940,0,10,삼성로 11,래미안영통마크원2단지,97.92,경기도 수원시 영통구 신동,신동,5.643522022,초대형,68.08301953
6824,2013,49500,71500,69.23076923,아파트,940,0,11,삼성로 11,래미안영통마크원2단지,84.94,경기도 수원시 영통구 신동,신동,1.895834601,대형,67.33493463
6825,2013,49150,72975,67.35183282,아파트,940,0,12,삼성로 11,래미안영통마크원2단지,84.94,경기도 수원시 영통구 신동,신동,0.016898191,대형,67.33493463
6826,2013,70000,95800,73.06889353,아파트,940,0,12,삼성로 11,래미안영통마크원2단지,115.71,경기도 수원시 영통구 신동,신동,4.985874002,초대형,68.08301953
6827,2013,47603.84615,78350,60.75794021,아파트,940,0,13,삼성로 11,래미안영통마크원2단지,84.94,경기도 수원시 영통구 신동,신동,-6.576994419,대형,67.33493463
6828,2013,47000,80000,58.75,아파트,940,0,13,삼성로 11,래미안영통마크원2단지,97.92,경기도 수원시 영통구 신동,신동,-9.333019528,초대형,68.08301953
6829,2013,56666.66667,89000,63.67041199,아파트,940,0,13,삼성로 11,래미안영통마크원2단지,97.95,경기도 수원시 영통구 신동,신동,-4.412607538,초대형,68.08301953
6830,2013,53142.85714,73642.85714,72.16294859,아파트,940,0,14,삼성로 11,래미안영통마크원2단지,84.94,경기도 수원시 영통구 신동,신동,4.828013961,대형,67.33493463
6831,2013,42500,72300,58.78284924,아파트,940,0,15,삼성로 11,래미안영통마크원2단지,84.94,경기도 수원시 영통구 신동,신동,-8.552085389,대형,67.33493463
6832,2013,39350,76000,51.77631579,아파트,940,0,16,삼성로 11,래미안영통마크원2단지,84.94,경기도 수원시 영통구 신동,신동,-15.55861884,대형,67.33493463
6833,2013,48300,72900,66.25514403,아파트,940,0,16,삼성로 11,래미안영통마크원2단지,97.92,경기도 수원시 영통구 신동,신동,-1.827875498,초대형,68.08301953
6834,2013,58908.33333,74433.33333,79.14240931,아파트,940,0,17,삼성로 11,래미안영통마크원2단지,84.94,경기도 수원시 영통구 신동,신동,11.80747468,대형,67.33493463
6835,2013,59000,94800,62.23628692,아파트,940,0,17,삼성로 11,래미안영통마크원2단지,97.95,경기도 수원시 영통구 신동,신동,-5.846732608,초대형,68.08301953
6836,2013,44525,78085.71429,57.02067325,아파트,940,0,18,삼성로 11,래미안영통마크원2단지,84.94,경기도 수원시 영통구 신동,신동,-10.31426138,대형,67.33493463
6837,2013,47366.66667,79000,59.95780591,아파트,940,0,18,삼성로 11,래미안영통마크원2단지,97.95,경기도 수원시 영통구 신동,신동,-8.125213618,초대형,68.08301953
6838,2013,42000,79500,52.83018868,아파트,940,0,19,삼성로 11,래미안영통마크원2단지,97.95,경기도 수원시 영통구 신동,신동,-15.25283085,초대형,68.08301953
6839,2013,46700,78000,59.87179487,아파트,940,0,20,삼성로 11,래미안영통마크원2단지,84.94,경기도 수원시 영통구 신동,신동,-7.463139759,대형,67.33493463
6840,2013,55000,85000,64.70588235,아파트,940,0,20,삼성로 11,래미안영통마크원2단지,97.92,경기도 수원시 영통구 신동,신동,-3.377137178,초대형,68.08301953
6841,2013,48428.57143,83825,57.77342252,아파트,940,0,21,삼성로 11,래미안영통마크원2단지,84.94,경기도 수원시 영통구 신동,신동,-9.561512109,대형,67.33493463
6842,2013,57500,91000,63.18681319,아파트,940,0,21,삼성로 11,래미안영통마크원2단지,97.92,경기도 수원시 영통구 신동,신동,-4.896206338,초대형,68.08301953
6843,2013,48207.33333,72325,66.65376195,아파트,940,0,22,삼성로 11,래미안영통마크원2단지,84.94,경기도 수원시 영통구 신동,신동,-0.681172679,대형,67.33493463
6844,2013,62000,73000,84.93150685,아파트,940,0,22,삼성로 11,래미안영통마크원2단지,97.92,경기도 수원시 영통구 신동,신동,16.84848732,초대형,68.08301953
6845,2013,47122.72727,75040,62.7968114,아파트,940,0,23,삼성로 11,래미안영통마크원2단지,84.94,경기도 수원시 영통구 신동,신동,-4.538123229,대형,67.33493463
6846,2013,49666.66667,91700,54.16212286,아파트,940,0,23,삼성로 11,래미안영통마크원2단지,97.92,경기도 수원시 영통구 신동,신동,-13.92089667,초대형,68.08301953
6847,2013,43511.11111,71462.5,60.8866344,아파트,940,0,24,삼성로 11,래미안영통마크원2단지,84.94,경기도 수원시 영통구 신동,신동,-6.448300229,대형,67.33493463
6848,2013,46200,74750,61.80602007,아파트,940,0,25,삼성로 11,래미안영통마크원2단지,84.94,경기도 수원시 영통구 신동,신동,-5.528914559,대형,67.33493463
6849,2013,38850,64750,60,아파트,945,0,1,이목로 24,수원 SK SKY VIEW,59.929,경기도 수원시 장안구 정자동,정자동,-0.165624476,중형,60.16562448
6850,2013,42000,58500,71.79487179,아파트,945,0,1,이목로 24,수원 SK SKY VIEW,59.952,경기도 수원시 장안구 정자동,정자동,11.62924731,중형,60.16562448
6851,2013,50500,78000,64.74358974,아파트,945,0,1,이목로 24,수원 SK SKY VIEW,84.893,경기도 수원시 장안구 정자동,정자동,3.614849249,대형,61.12874049
6852,2013,41200,75800,54.35356201,아파트,945,0,1,이목로 24,수원 SK SKY VIEW,84.911,경기도 수원시 장안구 정자동,정자동,-6.775178481,대형,61.12874049
6853,2013,37900,82000,46.2195122,아파트,945,0,1,이목로 24,수원 SK SKY VIEW,84.957,경기도 수원시 장안구 정자동,정자동,-14.90922829,대형,61.12874049
6854,2013,34166.66667,50850,67.19108489,아파트,945,0,2,이목로 24,수원 SK SKY VIEW,59.929,경기도 수원시 장안구 정자동,정자동,7.025460414,중형,60.16562448
6855,2013,42333.33333,78266.66667,54.08858603,아파트,945,0,2,이목로 24,수원 SK SKY VIEW,84.893,경기도 수원시 장안구 정자동,정자동,-7.040154461,대형,61.12874049
6856,2013,47000,84150,55.85264409,아파트,945,0,2,이목로 24,수원 SK SKY VIEW,84.911,경기도 수원시 장안구 정자동,정자동,-5.276096401,대형,61.12874049
6857,2013,51350,86000,59.70930233,아파트,945,0,2,이목로 24,수원 SK SKY VIEW,97.791,경기도 수원시 장안구 정자동,정자동,-3.67951148,초대형,63.38881381
6858,2013,58000,101000,57.42574257,아파트,945,0,2,이목로 24,수원 SK SKY VIEW,110.472,경기도 수원시 장안구 정자동,정자동,-5.96307124,초대형,63.38881381
6859,2013,31000,58500,52.99145299,아파트,945,0,3,이목로 24,수원 SK SKY VIEW,59.929,경기도 수원시 장안구 정자동,정자동,-7.174171486,중형,60.16562448
6860,2013,38000,62500,60.8,아파트,945,0,3,이목로 24,수원 SK SKY VIEW,59.961,경기도 수원시 장안구 정자동,정자동,0.634375524,중형,60.16562448
6861,2013,51800,78500,65.98726115,아파트,945,0,3,이목로 24,수원 SK SKY VIEW,84.893,경기도 수원시 장안구 정자동,정자동,4.858520659,대형,61.12874049
6862,2013,41271.42857,73200,56.38173302,아파트,945,0,3,이목로 24,수원 SK SKY VIEW,84.911,경기도 수원시 장안구 정자동,정자동,-4.747007471,대형,61.12874049
6863,2013,50000,88000,56.81818182,아파트,945,0,3,이목로 24,수원 SK SKY VIEW,97.791,경기도 수원시 장안구 정자동,정자동,-6.57063199,초대형,63.38881381
6864,2013,35000,58000,60.34482759,아파트,945,0,4,이목로 24,수원 SK SKY VIEW,59.952,경기도 수원시 장안구 정자동,정자동,0.179203114,중형,60.16562448
6865,2013,45610,82133.33333,55.53165584,아파트,945,0,4,이목로 24,수원 SK SKY VIEW,84.893,경기도 수원시 장안구 정자동,정자동,-5.597084651,대형,61.12874049
6866,2013,37750,75666.66667,49.88986784,아파트,945,0,4,이목로 24,수원 SK SKY VIEW,84.911,경기도 수원시 장안구 정자동,정자동,-11.23887265,대형,61.12874049
6867,2013,57375,52000,110.3365385,아파트,945,0,4,이목로 24,수원 SK SKY VIEW,97.791,경기도 수원시 장안구 정자동,정자동,46.94772469,초대형,63.38881381
6868,2013,36600,59500,61.51260504,아파트,945,0,5,이목로 24,수원 SK SKY VIEW,59.929,경기도 수원시 장안구 정자동,정자동,1.346980564,중형,60.16562448
6869,2013,31500,59900,52.58764608,아파트,945,0,5,이목로 24,수원 SK SKY VIEW,59.961,경기도 수원시 장안구 정자동,정자동,-7.577978396,중형,60.16562448
6870,2013,50000,77600,64.43298969,아파트,945,0,5,이목로 24,수원 SK SKY VIEW,84.893,경기도 수원시 장안구 정자동,정자동,3.304249199,대형,61.12874049
6871,2013,44988.88889,77750,57.86352269,아파트,945,0,5,이목로 24,수원 SK SKY VIEW,84.911,경기도 수원시 장안구 정자동,정자동,-3.265217801,대형,61.12874049
6872,2013,44000,84500,52.07100592,아파트,945,0,5,이목로 24,수원 SK SKY VIEW,84.957,경기도 수원시 장안구 정자동,정자동,-9.057734571,대형,61.12874049
6873,2013,63000,92500,68.10810811,아파트,945,0,5,이목로 24,수원 SK SKY VIEW,97.791,경기도 수원시 장안구 정자동,정자동,4.7192943,초대형,63.38881381
6874,2013,45000,66750,67.41573034,아파트,945,0,6,이목로 24,수원 SK SKY VIEW,59.952,경기도 수원시 장안구 정자동,정자동,7.250105864,중형,60.16562448
6875,2013,32500,67500,48.14814815,아파트,945,0,6,이목로 24,수원 SK SKY VIEW,59.961,경기도 수원시 장안구 정자동,정자동,-12.01747633,중형,60.16562448
6876,2013,37750,79150,47.69425142,아파트,945,0,6,이목로 24,수원 SK SKY VIEW,84.893,경기도 수원시 장안구 정자동,정자동,-13.43448907,대형,61.12874049
6877,2013,42477.27273,75000,56.63636364,아파트,945,0,6,이목로 24,수원 SK SKY VIEW,84.911,경기도 수원시 장안구 정자동,정자동,-4.492376851,대형,61.12874049
6878,2013,50000,89500,55.86592179,아파트,945,0,6,이목로 24,수원 SK SKY VIEW,97.791,경기도 수원시 장안구 정자동,정자동,-7.52289202,초대형,63.38881381
6879,2013,70000,92000,76.08695652,아파트,945,0,6,이목로 24,수원 SK SKY VIEW,110.472,경기도 수원시 장안구 정자동,정자동,12.69814271,초대형,63.38881381
6880,2013,34625,58050,59.64685616,아파트,945,0,7,이목로 24,수원 SK SKY VIEW,59.929,경기도 수원시 장안구 정자동,정자동,-0.518768316,중형,60.16562448
6881,2013,41500,67000,61.94029851,아파트,945,0,7,이목로 24,수원 SK SKY VIEW,59.952,경기도 수원시 장안구 정자동,정자동,1.774674034,중형,60.16562448
6882,2013,35150,61500,57.15447154,아파트,945,0,7,이목로 24,수원 SK SKY VIEW,59.961,경기도 수원시 장안구 정자동,정자동,-3.011152936,중형,60.16562448
6883,2013,46500,75800,61.34564644,아파트,945,0,7,이목로 24,수원 SK SKY VIEW,84.911,경기도 수원시 장안구 정자동,정자동,0.216905949,대형,61.12874049
6884,2013,45000,90000,50,아파트,945,0,7,이목로 24,수원 SK SKY VIEW,110.472,경기도 수원시 장안구 정자동,정자동,-13.38881381,초대형,63.38881381
6885,2013,57700,97000,59.48453608,아파트,945,0,7,이목로 24,수원 SK SKY VIEW,129.731,경기도 수원시 장안구 정자동,정자동,-3.90427773,초대형,63.38881381
6886,2013,36528.57143,57833.33333,63.16179498,아파트,945,0,8,이목로 24,수원 SK SKY VIEW,59.929,경기도 수원시 장안구 정자동,정자동,2.996170504,중형,60.16562448
6887,2013,53000,69075,76.72819399,아파트,945,0,8,이목로 24,수원 SK SKY VIEW,84.893,경기도 수원시 장안구 정자동,정자동,15.5994535,대형,61.12874049
6888,2013,46500,80566.66667,57.71617708,아파트,945,0,8,이목로 24,수원 SK SKY VIEW,84.911,경기도 수원시 장안구 정자동,정자동,-3.412563411,대형,61.12874049
6889,2013,56000,79000,70.88607595,아파트,945,0,8,이목로 24,수원 SK SKY VIEW,84.957,경기도 수원시 장안구 정자동,정자동,9.757335459,대형,61.12874049
6890,2013,44000,81000,54.32098765,아파트,945,0,8,이목로 24,수원 SK SKY VIEW,97.791,경기도 수원시 장안구 정자동,정자동,-9.06782616,초대형,63.38881381
6891,2013,30000,59375,50.52631579,아파트,945,0,9,이목로 24,수원 SK SKY VIEW,59.929,경기도 수원시 장안구 정자동,정자동,-9.639308686,중형,60.16562448
6892,2013,33800,61500,54.95934959,아파트,945,0,9,이목로 24,수원 SK SKY VIEW,59.952,경기도 수원시 장안구 정자동,정자동,-5.206274886,중형,60.16562448
6893,2013,42500,68600,61.95335277,아파트,945,0,9,이목로 24,수원 SK SKY VIEW,59.961,경기도 수원시 장안구 정자동,정자동,1.787728294,중형,60.16562448
6894,2013,40000,90750,44.07713499,아파트,945,0,9,이목로 24,수원 SK SKY VIEW,84.893,경기도 수원시 장안구 정자동,정자동,-17.0516055,대형,61.12874049
6895,2013,43000,80100,53.68289638,아파트,945,0,9,이목로 24,수원 SK SKY VIEW,84.911,경기도 수원시 장안구 정자동,정자동,-7.445844111,대형,61.12874049
6896,2013,65000,91500,71.03825137,아파트,945,0,9,이목로 24,수원 SK SKY VIEW,110.472,경기도 수원시 장안구 정자동,정자동,7.64943756,초대형,63.38881381
6897,2013,38350,65000,59,아파트,945,0,10,이목로 24,수원 SK SKY VIEW,59.929,경기도 수원시 장안구 정자동,정자동,-1.165624476,중형,60.16562448
6898,2013,41000,65366.66667,62.72310046,아파트,945,0,10,이목로 24,수원 SK SKY VIEW,59.952,경기도 수원시 장안구 정자동,정자동,2.557475984,중형,60.16562448
6899,2013,40000,74800,53.47593583,아파트,945,0,10,이목로 24,수원 SK SKY VIEW,59.961,경기도 수원시 장안구 정자동,정자동,-6.689688646,중형,60.16562448
6900,2013,51166.66667,72075,70.990866,아파트,945,0,10,이목로 24,수원 SK SKY VIEW,84.893,경기도 수원시 장안구 정자동,정자동,9.862125509,대형,61.12874049
6901,2013,39780,78562.5,50.63484487,아파트,945,0,10,이목로 24,수원 SK SKY VIEW,84.911,경기도 수원시 장안구 정자동,정자동,-10.49389562,대형,61.12874049
6902,2013,50666.66667,90000,56.2962963,아파트,945,0,10,이목로 24,수원 SK SKY VIEW,84.957,경기도 수원시 장안구 정자동,정자동,-4.832444191,대형,61.12874049
6903,2013,65000,90000,72.22222222,아파트,945,0,10,이목로 24,수원 SK SKY VIEW,97.791,경기도 수원시 장안구 정자동,정자동,8.83340841,초대형,63.38881381
6904,2013,28000,61340,45.64721226,아파트,945,0,11,이목로 24,수원 SK SKY VIEW,59.929,경기도 수원시 장안구 정자동,정자동,-14.51841222,중형,60.16562448
6905,2013,42000,62400,67.30769231,아파트,945,0,11,이목로 24,수원 SK SKY VIEW,59.952,경기도 수원시 장안구 정자동,정자동,7.142067834,중형,60.16562448
6906,2013,45250,77500,58.38709677,아파트,945,0,11,이목로 24,수원 SK SKY VIEW,84.893,경기도 수원시 장안구 정자동,정자동,-2.741643721,대형,61.12874049
6907,2013,49125,72650,67.61871989,아파트,945,0,11,이목로 24,수원 SK SKY VIEW,84.911,경기도 수원시 장안구 정자동,정자동,6.489979399,대형,61.12874049
6908,2013,39833.33333,53800,74.03965304,아파트,945,0,12,이목로 24,수원 SK SKY VIEW,59.929,경기도 수원시 장안구 정자동,정자동,13.87402856,중형,60.16562448
6909,2013,47700,76875,62.04878049,아파트,945,0,12,이목로 24,수원 SK SKY VIEW,84.893,경기도 수원시 장안구 정자동,정자동,0.920039999,대형,61.12874049
6910,2013,41333.28571,75050,55.0743314,아파트,945,0,12,이목로 24,수원 SK SKY VIEW,84.911,경기도 수원시 장안구 정자동,정자동,-6.054409091,대형,61.12874049
6911,2013,41000,83000,49.39759036,아파트,945,0,12,이목로 24,수원 SK SKY VIEW,84.957,경기도 수원시 장안구 정자동,정자동,-11.73115013,대형,61.12874049
6912,2013,70000,90250,77.56232687,아파트,945,0,12,이목로 24,수원 SK SKY VIEW,110.472,경기도 수원시 장안구 정자동,정자동,14.17351306,초대형,63.38881381
6913,2013,29400,59000,49.83050847,아파트,945,0,13,이목로 24,수원 SK SKY VIEW,59.929,경기도 수원시 장안구 정자동,정자동,-10.33511601,중형,60.16562448
6914,2013,39500,64500,61.24031008,아파트,945,0,13,이목로 24,수원 SK SKY VIEW,59.952,경기도 수원시 장안구 정자동,정자동,1.074685604,중형,60.16562448
6915,2013,36100,57500,62.7826087,아파트,945,0,13,이목로 24,수원 SK SKY VIEW,59.961,경기도 수원시 장안구 정자동,정자동,2.616984224,중형,60.16562448
6916,2013,38500,77100,49.93514916,아파트,945,0,13,이목로 24,수원 SK SKY VIEW,84.893,경기도 수원시 장안구 정자동,정자동,-11.19359133,대형,61.12874049
6917,2013,48800,72750,67.0790378,아파트,945,0,13,이목로 24,수원 SK SKY VIEW,84.911,경기도 수원시 장안구 정자동,정자동,5.950297309,대형,61.12874049
6918,2013,33000,58850,56.07476636,아파트,945,0,14,이목로 24,수원 SK SKY VIEW,59.952,경기도 수원시 장안구 정자동,정자동,-4.090858116,중형,60.16562448
6919,2013,38000,55250,68.77828054,아파트,945,0,14,이목로 24,수원 SK SKY VIEW,59.961,경기도 수원시 장안구 정자동,정자동,8.612656064,중형,60.16562448
6920,2013,44400,79150,56.09602021,아파트,945,0,14,이목로 24,수원 SK SKY VIEW,84.911,경기도 수원시 장안구 정자동,정자동,-5.032720281,대형,61.12874049
6921,2013,51250,85200,60.15258216,아파트,945,0,14,이목로 24,수원 SK SKY VIEW,97.791,경기도 수원시 장안구 정자동,정자동,-3.23623165,초대형,63.38881381
6922,2013,45000,61250,73.46938776,아파트,945,0,15,이목로 24,수원 SK SKY VIEW,59.929,경기도 수원시 장안구 정자동,정자동,13.30376328,중형,60.16562448
6923,2013,37666.66667,60000,62.77777778,아파트,945,0,15,이목로 24,수원 SK SKY VIEW,59.952,경기도 수원시 장안구 정자동,정자동,2.612153304,중형,60.16562448
6924,2013,33600,54000,62.22222222,아파트,945,0,15,이목로 24,수원 SK SKY VIEW,59.961,경기도 수원시 장안구 정자동,정자동,2.056597744,중형,60.16562448
6925,2013,48275,71500,67.51748252,아파트,945,0,15,이목로 24,수원 SK SKY VIEW,84.893,경기도 수원시 장안구 정자동,정자동,6.388742029,대형,61.12874049
6926,2013,37216.66667,76350,48.74481554,아파트,945,0,15,이목로 24,수원 SK SKY VIEW,84.911,경기도 수원시 장안구 정자동,정자동,-12.38392495,대형,61.12874049
6927,2013,53000,74500,71.1409396,아파트,945,0,15,이목로 24,수원 SK SKY VIEW,84.957,경기도 수원시 장안구 정자동,정자동,10.01219911,대형,61.12874049
6928,2013,61950,91000,68.07692308,아파트,945,0,15,이목로 24,수원 SK SKY VIEW,110.472,경기도 수원시 장안구 정자동,정자동,4.68810927,초대형,63.38881381
6929,2013,38000,54350,69.91720331,아파트,945,0,16,이목로 24,수원 SK SKY VIEW,59.929,경기도 수원시 장안구 정자동,정자동,9.751578834,중형,60.16562448
6930,2013,36000,60000,60,아파트,945,0,16,이목로 24,수원 SK SKY VIEW,59.952,경기도 수원시 장안구 정자동,정자동,-0.165624476,중형,60.16562448
6931,2013,41666.66667,65250,63.85696041,아파트,945,0,16,이목로 24,수원 SK SKY VIEW,59.961,경기도 수원시 장안구 정자동,정자동,3.691335934,중형,60.16562448
6932,2013,41500,77560,53.50696235,아파트,945,0,16,이목로 24,수원 SK SKY VIEW,84.893,경기도 수원시 장안구 정자동,정자동,-7.621778141,대형,61.12874049
6933,2013,42142.85714,82360,51.16908347,아파트,945,0,16,이목로 24,수원 SK SKY VIEW,84.911,경기도 수원시 장안구 정자동,정자동,-9.959657021,대형,61.12874049
6934,2013,55000,85000,64.70588235,아파트,945,0,16,이목로 24,수원 SK SKY VIEW,97.791,경기도 수원시 장안구 정자동,정자동,1.31706854,초대형,63.38881381
6935,2013,30000,58200,51.54639175,아파트,945,0,17,이목로 24,수원 SK SKY VIEW,59.929,경기도 수원시 장안구 정자동,정자동,-8.619232726,중형,60.16562448
6936,2013,45000,59466.66667,75.67264574,아파트,945,0,17,이목로 24,수원 SK SKY VIEW,59.952,경기도 수원시 장안구 정자동,정자동,15.50702126,중형,60.16562448
6937,2013,30750,58900,52.20713073,아파트,945,0,17,이목로 24,수원 SK SKY VIEW,59.961,경기도 수원시 장안구 정자동,정자동,-7.958493746,중형,60.16562448
6938,2013,43000,76000,56.57894737,아파트,945,0,17,이목로 24,수원 SK SKY VIEW,84.893,경기도 수원시 장안구 정자동,정자동,-4.549793121,대형,61.12874049
6939,2013,42400,75333.33333,56.28318584,아파트,945,0,17,이목로 24,수원 SK SKY VIEW,84.911,경기도 수원시 장안구 정자동,정자동,-4.845554651,대형,61.12874049
6940,2013,41500,72250,57.43944637,아파트,945,0,17,이목로 24,수원 SK SKY VIEW,84.957,경기도 수원시 장안구 정자동,정자동,-3.689294121,대형,61.12874049
6941,2013,38400,59500,64.53781513,아파트,945,0,18,이목로 24,수원 SK SKY VIEW,59.929,경기도 수원시 장안구 정자동,정자동,4.372190654,중형,60.16562448
6942,2013,35025,62000,56.49193548,아파트,945,0,18,이목로 24,수원 SK SKY VIEW,59.952,경기도 수원시 장안구 정자동,정자동,-3.673688996,중형,60.16562448
6943,2013,35000,60333.33333,58.01104972,아파트,945,0,18,이목로 24,수원 SK SKY VIEW,59.961,경기도 수원시 장안구 정자동,정자동,-2.154574756,중형,60.16562448
6944,2013,52000,72683.33333,71.54322403,아파트,945,0,18,이목로 24,수원 SK SKY VIEW,84.893,경기도 수원시 장안구 정자동,정자동,10.41448354,대형,61.12874049
6945,2013,43712.5,78000,56.04166667,아파트,945,0,18,이목로 24,수원 SK SKY VIEW,84.911,경기도 수원시 장안구 정자동,정자동,-5.087073821,대형,61.12874049
6946,2013,36666.66667,53250,68.85758998,아파트,945,0,19,이목로 24,수원 SK SKY VIEW,59.929,경기도 수원시 장안구 정자동,정자동,8.691965504,중형,60.16562448
6947,2013,23080,62000,37.22580645,아파트,945,0,19,이목로 24,수원 SK SKY VIEW,59.952,경기도 수원시 장안구 정자동,정자동,-22.93981803,중형,60.16562448
6948,2013,22966.66667,70000,32.80952381,아파트,945,0,19,이목로 24,수원 SK SKY VIEW,59.961,경기도 수원시 장안구 정자동,정자동,-27.35610067,중형,60.16562448
6949,2013,46833.33333,81900,57.18355718,아파트,945,0,19,이목로 24,수원 SK SKY VIEW,84.893,경기도 수원시 장안구 정자동,정자동,-3.945183311,대형,61.12874049
6950,2013,40833.33333,78440,52.05677375,아파트,945,0,19,이목로 24,수원 SK SKY VIEW,84.911,경기도 수원시 장안구 정자동,정자동,-9.071966741,대형,61.12874049
6951,2013,42000,89800,46.77060134,아파트,945,0,19,이목로 24,수원 SK SKY VIEW,84.957,경기도 수원시 장안구 정자동,정자동,-14.35813915,대형,61.12874049
6952,2013,51500,88750,58.02816901,아파트,945,0,19,이목로 24,수원 SK SKY VIEW,97.791,경기도 수원시 장안구 정자동,정자동,-5.3606448,초대형,63.38881381
6953,2013,61000,95500,63.87434555,아파트,945,0,19,이목로 24,수원 SK SKY VIEW,110.685,경기도 수원시 장안구 정자동,정자동,0.48553174,초대형,63.38881381
6954,2013,41000,59500,68.90756303,아파트,945,0,20,이목로 24,수원 SK SKY VIEW,59.929,경기도 수원시 장안구 정자동,정자동,8.741938554,중형,60.16562448
6955,2013,39000,64300,60.65318818,아파트,945,0,20,이목로 24,수원 SK SKY VIEW,59.952,경기도 수원시 장안구 정자동,정자동,0.487563704,중형,60.16562448
6956,2013,33333.33333,60250,55.32503458,아파트,945,0,20,이목로 24,수원 SK SKY VIEW,59.961,경기도 수원시 장안구 정자동,정자동,-4.840589896,중형,60.16562448
6957,2013,41500,82333.33333,50.4048583,아파트,945,0,20,이목로 24,수원 SK SKY VIEW,84.893,경기도 수원시 장안구 정자동,정자동,-10.72388219,대형,61.12874049
6958,2013,47100,85937.5,54.80727273,아파트,945,0,20,이목로 24,수원 SK SKY VIEW,84.911,경기도 수원시 장안구 정자동,정자동,-6.321467761,대형,61.12874049
6959,2013,50000,105800,47.25897921,아파트,945,0,20,이목로 24,수원 SK SKY VIEW,97.791,경기도 수원시 장안구 정자동,정자동,-16.1298346,초대형,63.38881381
6960,2013,37150,61900,60.01615509,아파트,945,0,21,이목로 24,수원 SK SKY VIEW,59.929,경기도 수원시 장안구 정자동,정자동,-0.149469386,중형,60.16562448
6961,2013,40000,63000,63.49206349,아파트,945,0,21,이목로 24,수원 SK SKY VIEW,59.952,경기도 수원시 장안구 정자동,정자동,3.326439014,중형,60.16562448
6962,2013,31666.66667,62000,51.07526882,아파트,945,0,21,이목로 24,수원 SK SKY VIEW,59.961,경기도 수원시 장안구 정자동,정자동,-9.090355656,중형,60.16562448
6963,2013,45312.5,82250,55.09118541,아파트,945,0,21,이목로 24,수원 SK SKY VIEW,84.893,경기도 수원시 장안구 정자동,정자동,-6.037555081,대형,61.12874049
6964,2013,41000,77740,52.73990224,아파트,945,0,21,이목로 24,수원 SK SKY VIEW,84.911,경기도 수원시 장안구 정자동,정자동,-8.388838251,대형,61.12874049
6965,2013,62500,104000,60.09615385,아파트,945,0,21,이목로 24,수원 SK SKY VIEW,122.689,경기도 수원시 장안구 정자동,정자동,-3.29265996,초대형,63.38881381
6966,2013,34561.66667,63250,54.64295125,아파트,945,0,22,이목로 24,수원 SK SKY VIEW,59.929,경기도 수원시 장안구 정자동,정자동,-5.522673226,중형,60.16562448
6967,2013,39300,63000,62.38095238,아파트,945,0,22,이목로 24,수원 SK SKY VIEW,59.961,경기도 수원시 장안구 정자동,정자동,2.215327904,중형,60.16562448
6968,2013,43833.33333,78400,55.90986395,아파트,945,0,22,이목로 24,수원 SK SKY VIEW,84.911,경기도 수원시 장안구 정자동,정자동,-5.218876541,대형,61.12874049
6969,2013,52000,70000,74.28571429,아파트,945,0,22,이목로 24,수원 SK SKY VIEW,84.957,경기도 수원시 장안구 정자동,정자동,13.1569738,대형,61.12874049
6970,2013,50000,89900,55.61735261,아파트,945,0,22,이목로 24,수원 SK SKY VIEW,97.791,경기도 수원시 장안구 정자동,정자동,-7.7714612,초대형,63.38881381
6971,2013,39166.66667,58000,67.52873563,아파트,945,0,23,이목로 24,수원 SK SKY VIEW,59.929,경기도 수원시 장안구 정자동,정자동,7.363111154,중형,60.16562448
6972,2013,43000,67000,64.17910448,아파트,945,0,23,이목로 24,수원 SK SKY VIEW,59.952,경기도 수원시 장안구 정자동,정자동,4.013480004,중형,60.16562448
6973,2013,41333.33333,64250,64.33203632,아파트,945,0,23,이목로 24,수원 SK SKY VIEW,59.961,경기도 수원시 장안구 정자동,정자동,4.166411844,중형,60.16562448
6974,2013,41500,74950,55.37024683,아파트,945,0,23,이목로 24,수원 SK SKY VIEW,84.911,경기도 수원시 장안구 정자동,정자동,-5.758493661,대형,61.12874049
6975,2013,55000,80500,68.32298137,아파트,945,0,23,이목로 24,수원 SK SKY VIEW,97.791,경기도 수원시 장안구 정자동,정자동,4.93416756,초대형,63.38881381
6976,2013,57000,90000,63.33333333,아파트,945,0,23,이목로 24,수원 SK SKY VIEW,110.472,경기도 수원시 장안구 정자동,정자동,-0.05548048,초대형,63.38881381
6977,2013,42500,64850,65.53585197,아파트,945,0,24,이목로 24,수원 SK SKY VIEW,59.929,경기도 수원시 장안구 정자동,정자동,5.370227494,중형,60.16562448
6978,2013,37000,58000,63.79310345,아파트,945,0,24,이목로 24,수원 SK SKY VIEW,59.952,경기도 수원시 장안구 정자동,정자동,3.627478974,중형,60.16562448
6979,2013,34000,61875,54.94949495,아파트,945,0,24,이목로 24,수원 SK SKY VIEW,59.961,경기도 수원시 장안구 정자동,정자동,-5.216129526,중형,60.16562448
6980,2013,48100,82420,58.35962145,아파트,945,0,24,이목로 24,수원 SK SKY VIEW,84.893,경기도 수원시 장안구 정자동,정자동,-2.769119041,대형,61.12874049
6981,2013,39500,88500,44.63276836,아파트,945,0,24,이목로 24,수원 SK SKY VIEW,84.911,경기도 수원시 장안구 정자동,정자동,-16.49597213,대형,61.12874049
